"Status","Year","Age","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","40-49","White","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Advisory, Conciliation and Arbitration Service","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Animal and Plant Health Agency","Outside London","60","[c]","28390","25920"
"New entrant CS","2023","40-49","White","Building Digital UK","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Building Digital UK","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Cabinet Office (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Cabinet Office (excl. agencies)","Outside London","40","[c]","43070","38460"
"New entrant CS","2023","40-49","White","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Central Civil Service Fast Stream","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Centre for Environment, Fisheries and Aquaculture Science","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Charity Commission","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Companies House","Outside London","55","[c]","35990","35000"
"New entrant CS","2023","40-49","White","Competition and Markets Authority","London","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Crown Commercial Service","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Crown Office and Procurator Fiscal Service","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Crown Prosecution Service","London","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Crown Prosecution Service","Outside London","70","[c]","32830","29690"
"New entrant CS","2023","40-49","White","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Defence Equipment and Support","Outside London","180","[c]","38980","35000"
"New entrant CS","2023","40-49","White","Defence Science and Technology Laboratory","Outside London","70","[c]","40550","39890"
"New entrant CS","2023","40-49","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Department for Digital, Culture, Media and Sport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Department for Education (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Department for Education (excl. agencies)","Outside London","45","[c]","42780","37590"
"New entrant CS","2023","40-49","White","Department for Environment, Food and Rural Affairs (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","75","[c]","46120","49400"
"New entrant CS","2023","40-49","White","Department for International Trade","London","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Department for International Trade","Outside London","55","[c]","42830","41910"
"New entrant CS","2023","40-49","White","Department for Levelling Up, Housing and Communities (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Department for Transport (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Department for Transport (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Department for Work and Pensions (excl. agencies)","London","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Department for Work and Pensions (excl. agencies)","Outside London","385","[c]","30410","28120"
"New entrant CS","2023","40-49","White","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Department of Health and Social Care (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Driver and Vehicle Licensing Agency","Outside London","60","[c]","22760","22500"
"New entrant CS","2023","40-49","White","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Driver and Vehicle Standards Agency","Outside London","55","[c]","28710","26780"
"New entrant CS","2023","40-49","White","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Estyn","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Food Standards Agency","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Government Commercial Organisation","London","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Government Commercial Organisation","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Government Legal Department","London","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Government Legal Department","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Government Property Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Government Property Agency","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","HM Courts and Tribunals Service","London","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","HM Courts and Tribunals Service","Outside London","105","[c]","24500","21780"
"New entrant CS","2023","40-49","White","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","HM Land Registry","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","HM Prison and Probation Service","London","30","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","HM Prison and Probation Service","Outside London","920","[c]","26390","24070"
"New entrant CS","2023","40-49","White","HM Prison and Probation Service","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","HM Revenue and Customs (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","HM Revenue and Customs (excl. agencies)","Outside London","325","[c]","31880","22520"
"New entrant CS","2023","40-49","White","HM Treasury (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","HM Treasury (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Health and Safety Executive","Outside London","50","[c]","43270","41650"
"New entrant CS","2023","40-49","White","Home Office","London","30","[c]","35540","29750"
"New entrant CS","2023","40-49","White","Home Office","Outside London","220","[c]","26000","25750"
"New entrant CS","2023","40-49","White","Home Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Institute for Apprenticeships and Technical Education","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Intellectual Property Office","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Legal Aid Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Maritime and Coastguard Agency","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Medicines and Healthcare Products Regulatory Agency","London","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Medicines and Healthcare Products Regulatory Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Met Office","Outside London","35","[c]","37810","37420"
"New entrant CS","2023","40-49","White","Ministry of Defence (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Ministry of Defence (excl. agencies)","Outside London","355","[c]","31920","27500"
"New entrant CS","2023","40-49","White","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Ministry of Justice (excl. agencies)","London","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Ministry of Justice (excl. agencies)","Outside London","45","[c]","38200","37680"
"New entrant CS","2023","40-49","White","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","National Crime Agency","London","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","National Crime Agency","Outside London","50","[c]","39750","36040"
"New entrant CS","2023","40-49","White","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Office for Standards in Education, Children's Services and Skills","London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Office for Standards in Education, Children's Services and Skills","Outside London","105","[c]","60350","72470"
"New entrant CS","2023","40-49","White","Office of Gas and Electricity Markets","London","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Office of Gas and Electricity Markets","Outside London","40","[c]","40270","39250"
"New entrant CS","2023","40-49","White","Office of Qualifications and Examinations Regulation","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Office of Rail and Road","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Office of the Public Guardian","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Planning Inspectorate","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Planning Inspectorate","Outside London","35","[c]","41200","41840"
"New entrant CS","2023","40-49","White","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Rural Payments Agency","Outside London","55","[c]","23200","22150"
"New entrant CS","2023","40-49","White","Scottish Courts and Tribunals Service","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Scottish Government (excl. agencies)","Outside London","65","[c]","46350","44890"
"New entrant CS","2023","40-49","White","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Serious Fraud Office","London","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Social Security Scotland","Outside London","175","[c]","31190","29100"
"New entrant CS","2023","40-49","White","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Submarine Delivery Agency","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","The Insolvency Service","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","The National Archives","London","15","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","UK Export Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","UK Health Security Agency","London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","UK Health Security Agency","Outside London","35","[c]","43700","41270"
"New entrant CS","2023","40-49","White","UK Hydrographic Office","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","UK Space Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","UK Statistics Authority","Outside London","85","[c]","36660","31060"
"New entrant CS","2023","40-49","White","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Valuation Office Agency","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Water Services Regulation Authority","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","White","Welsh Government (excl. agencies)","Outside London","45","[c]","41430","41700"
"New entrant CS","2023","40-49","White","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Active Travel England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Building Digital UK","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Central Civil Service Fast Stream","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Companies House","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Criminal Injuries Compensation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Crown Prosecution Service","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Department for Work and Pensions (excl. agencies)","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Estyn","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Government Commercial Organisation","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Government Commercial Organisation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Government Legal Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Government Property Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","HM Courts and Tribunals Service","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","HM Prison and Probation Service","London","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","HM Prison and Probation Service","Outside London","35","[c]","24890","23640"
"New entrant CS","2023","50-59","Asian","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","HM Revenue and Customs (excl. agencies)","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Home Office","London","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Home Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Home Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Met Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Ministry of Defence (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Ministry of Defence (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Ministry of Justice (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Office of the Public Guardian","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Asian","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
