"Status","Year","Age","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","30-39","Asian","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Advisory, Conciliation and Arbitration Service","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Animal and Plant Health Agency","Outside London","25","25","[c]","[c]"
"In post","2023","30-39","Asian","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Building Digital UK","London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Building Digital UK","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Cabinet Office (excl. agencies)","London","125","120","50680","56430"
"In post","2023","30-39","Asian","Cabinet Office (excl. agencies)","Outside London","20","20","[c]","[c]"
"In post","2023","30-39","Asian","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Central Civil Service Fast Stream","London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Central Civil Service Fast Stream","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Competition and Markets Authority","London","45","45","55170","55130"
"In post","2023","30-39","Asian","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Crown Commercial Service","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Crown Office and Procurator Fiscal Service","Outside London","25","25","[c]","[c]"
"In post","2023","30-39","Asian","Crown Prosecution Service","London","85","80","43220","40800"
"In post","2023","30-39","Asian","Crown Prosecution Service","Outside London","95","90","38770","38760"
"In post","2023","30-39","Asian","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Defence Equipment and Support","Outside London","90","85","39130","38790"
"In post","2023","30-39","Asian","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Defence Science and Technology Laboratory","Outside London","20","20","[c]","[c]"
"In post","2023","30-39","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","160","160","50980","54710"
"In post","2023","30-39","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","35","35","42230","40330"
"In post","2023","30-39","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","London","45","45","52710","53030"
"In post","2023","30-39","Asian","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","10","5","[c]","[c]"
"In post","2023","30-39","Asian","Department for Education (excl. agencies)","London","85","80","47080","42140"
"In post","2023","30-39","Asian","Department for Education (excl. agencies)","Outside London","155","155","39460","37590"
"In post","2023","30-39","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","London","40","40","49290","54330"
"In post","2023","30-39","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","35","35","39580","37300"
"In post","2023","30-39","Asian","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Department for International Trade","London","85","85","48620","50440"
"In post","2023","30-39","Asian","Department for International Trade","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Department for International Trade","Overseas","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","London","50","50","50030","54630"
"In post","2023","30-39","Asian","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","35","30","38650","37540"
"In post","2023","30-39","Asian","Department for Transport (excl. agencies)","London","80","80","50250","47820"
"In post","2023","30-39","Asian","Department for Transport (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Department for Transport (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Department for Work and Pensions (excl. agencies)","London","435","410","34650","32520"
"In post","2023","30-39","Asian","Department for Work and Pensions (excl. agencies)","Outside London","1340","1235","28110","28120"
"In post","2023","30-39","Asian","Department for Work and Pensions (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Department of Health and Social Care (excl. agencies)","London","55","55","47360","41950"
"In post","2023","30-39","Asian","Department of Health and Social Care (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2023","30-39","Asian","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Driver and Vehicle Licensing Agency","Outside London","45","45","27560","22500"
"In post","2023","30-39","Asian","Driver and Vehicle Standards Agency","London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Driver and Vehicle Standards Agency","Outside London","30","30","[c]","[c]"
"In post","2023","30-39","Asian","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Education and Skills Funding Agency","Outside London","25","20","[c]","[c]"
"In post","2023","30-39","Asian","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","FCDO Services","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Food Standards Agency","London","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Food Standards Agency","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Food Standards Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","London","75","75","46480","40810"
"In post","2023","30-39","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","30","30","48360","49960"
"In post","2023","30-39","Asian","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Government Actuary's Department","London","15","15","[c]","[c]"
"In post","2023","30-39","Asian","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Government Commercial Organisation","London","15","15","[c]","[c]"
"In post","2023","30-39","Asian","Government Commercial Organisation","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Government Internal Audit Agency","London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Government Internal Audit Agency","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Government Legal Department","London","115","110","49480","52020"
"In post","2023","30-39","Asian","Government Legal Department","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Government Property Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Government Property Agency","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","HM Courts and Tribunals Service","London","150","140","33180","29660"
"In post","2023","30-39","Asian","HM Courts and Tribunals Service","Outside London","255","230","25440","21780"
"In post","2023","30-39","Asian","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","HM Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","HM Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","HM Land Registry","London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","HM Land Registry","Outside London","50","45","29370","28080"
"In post","2023","30-39","Asian","HM Prison and Probation Service","London","170","165","35110","34110"
"In post","2023","30-39","Asian","HM Prison and Probation Service","Outside London","420","390","30450","30410"
"In post","2023","30-39","Asian","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","HM Revenue and Customs (excl. agencies)","London","420","415","45360","39790"
"In post","2023","30-39","Asian","HM Revenue and Customs (excl. agencies)","Outside London","1555","1480","32480","28130"
"In post","2023","30-39","Asian","HM Treasury (excl. agencies)","London","75","70","51350","54090"
"In post","2023","30-39","Asian","HM Treasury (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Health and Safety Executive","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Home Office","London","685","660","38030","36180"
"In post","2023","30-39","Asian","Home Office","Outside London","535","490","27680","25880"
"In post","2023","30-39","Asian","Home Office","Overseas","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Institute for Apprenticeships and Technical Education","London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Institute for Apprenticeships and Technical Education","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Intellectual Property Office","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Legal Aid Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Legal Aid Agency","Outside London","25","25","[c]","[c]"
"In post","2023","30-39","Asian","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Maritime and Coastguard Agency","Outside London","15","10","[c]","[c]"
"In post","2023","30-39","Asian","Medicines and Healthcare Products Regulatory Agency","London","75","75","41100","41190"
"In post","2023","30-39","Asian","Medicines and Healthcare Products Regulatory Agency","Outside London","15","15","[c]","[c]"
"In post","2023","30-39","Asian","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Met Office","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Met Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Ministry of Defence (excl. agencies)","London","75","70","45640","45750"
"In post","2023","30-39","Asian","Ministry of Defence (excl. agencies)","Outside London","155","150","36470","33990"
"In post","2023","30-39","Asian","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Ministry of Justice (excl. agencies)","London","135","130","42240","36190"
"In post","2023","30-39","Asian","Ministry of Justice (excl. agencies)","Outside London","65","60","35270","31270"
"In post","2023","30-39","Asian","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","National Crime Agency","London","55","50","40480","39630"
"In post","2023","30-39","Asian","National Crime Agency","Outside London","35","35","35390","36040"
"In post","2023","30-39","Asian","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Office for Standards in Education, Children's Services and Skills","London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","30","25","[c]","[c]"
"In post","2023","30-39","Asian","Office of Gas and Electricity Markets","London","65","65","48190","46950"
"In post","2023","30-39","Asian","Office of Gas and Electricity Markets","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Office of Qualifications and Examinations Regulation","Outside London","15","15","[c]","[c]"
"In post","2023","30-39","Asian","Office of Rail and Road","London","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Office of the Public Guardian","Outside London","205","190","23500","21780"
"In post","2023","30-39","Asian","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Planning Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Rural Payments Agency","Outside London","15","15","[c]","[c]"
"In post","2023","30-39","Asian","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Scottish Government (excl. agencies)","Outside London","45","45","43190","41640"
"In post","2023","30-39","Asian","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Serious Fraud Office","London","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Social Security Scotland","Outside London","25","25","[c]","[c]"
"In post","2023","30-39","Asian","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Submarine Delivery Agency","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Submarine Delivery Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Teaching Regulation Agency","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Asian","The Insolvency Service","London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","The Insolvency Service","Outside London","25","25","[c]","[c]"
"In post","2023","30-39","Asian","The National Archives","London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","UK Export Finance","London","20","15","[c]","[c]"
"In post","2023","30-39","Asian","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","UK Health Security Agency","London","105","100","42280","40880"
"In post","2023","30-39","Asian","UK Health Security Agency","Outside London","70","65","34440","31420"
"In post","2023","30-39","Asian","UK Health Security Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","UK Space Agency","London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","UK Statistics Authority","London","5","5","[c]","[c]"
"In post","2023","30-39","Asian","UK Statistics Authority","Outside London","55","50","33840","31060"
"In post","2023","30-39","Asian","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Valuation Office Agency","London","15","15","[c]","[c]"
"In post","2023","30-39","Asian","Valuation Office Agency","Outside London","30","25","[c]","[c]"
"In post","2023","30-39","Asian","Vehicle Certification Agency","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Vehicle Certification Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Veterinary Medicines Directorate","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Asian","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Water Services Regulation Authority","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Asian","Welsh Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Welsh Government (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2023","30-39","Asian","Welsh Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Welsh Revenue Authority","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Asian","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Active Travel England","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Active Travel England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Animal and Plant Health Agency","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Black","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Building Digital UK","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Building Digital UK","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Cabinet Office (excl. agencies)","London","45","45","44530","41870"
"In post","2023","30-39","Black","Cabinet Office (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Black","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Central Civil Service Fast Stream","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Central Civil Service Fast Stream","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Companies House","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Competition and Markets Authority","London","15","15","[c]","[c]"
"In post","2023","30-39","Black","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Crown Office and Procurator Fiscal Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Crown Prosecution Service","London","40","40","38980","32980"
"In post","2023","30-39","Black","Crown Prosecution Service","Outside London","25","25","[c]","[c]"
"In post","2023","30-39","Black","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Defence Equipment and Support","Outside London","60","60","36260","34230"
"In post","2023","30-39","Black","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Defence Science and Technology Laboratory","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","70","70","47570","45610"
"In post","2023","30-39","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","20","20","[c]","[c]"
"In post","2023","30-39","Black","Department for Digital, Culture, Media and Sport (excl. agencies)","London","20","20","[c]","[c]"
"In post","2023","30-39","Black","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Department for Education (excl. agencies)","London","30","30","[c]","[c]"
"In post","2023","30-39","Black","Department for Education (excl. agencies)","Outside London","35","35","39800","37590"
"In post","2023","30-39","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","London","20","20","[c]","[c]"
"In post","2023","30-39","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","20","20","[c]","[c]"
"In post","2023","30-39","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Department for International Trade","London","35","30","44970","41550"
"In post","2023","30-39","Black","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","London","30","30","44920","40800"
"In post","2023","30-39","Black","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2023","30-39","Black","Department for Transport (excl. agencies)","London","25","25","[c]","[c]"
"In post","2023","30-39","Black","Department for Transport (excl. agencies)","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Black","Department for Transport (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Department for Work and Pensions (excl. agencies)","London","300","280","33560","32520"
"In post","2023","30-39","Black","Department for Work and Pensions (excl. agencies)","Outside London","350","325","28930","28120"
"In post","2023","30-39","Black","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Department of Health and Social Care (excl. agencies)","London","30","30","[c]","[c]"
"In post","2023","30-39","Black","Department of Health and Social Care (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Black","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Driver and Vehicle Licensing Agency","Outside London","15","15","[c]","[c]"
"In post","2023","30-39","Black","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Driver and Vehicle Standards Agency","Outside London","10","10","[c]","[c]"
"In post","2023","30-39","Black","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","FCDO Services","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","FCDO Services","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Black","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Food Standards Agency","London","5","5","[c]","[c]"
"In post","2023","30-39","Black","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Food Standards Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Foreign, Commonwealth and Development Office (excl. agencies)","London","25","25","[c]","[c]"
"In post","2023","30-39","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","10","10","[c]","[c]"
"In post","2023","30-39","Black","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Government Commercial Organisation","London","10","10","[c]","[c]"
"In post","2023","30-39","Black","Government Commercial Organisation","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Government Commercial Organisation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Government Internal Audit Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Government Legal Department","London","50","45","42110","48620"
"In post","2023","30-39","Black","Government Legal Department","Outside London","5","5","[c]","[c]"
"In post","2023","30-39","Black","Government Property Agency","London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","Government Property Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","30-39","Black","HM Courts and Tribunals Service","London","90","85","29590","25480"
"In post","2023","30-39","Black","HM Courts and Tribunals Service","Outside London","55","45","26190","21780"
"In post","2023","30-39","Black","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
