"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Mixed","Planning","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Planning Inspectors","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Policy","East Midlands (England)","Outside London","10","5","[c]","[c]"
"In post","2023","Mixed","Policy","East of England","Outside London","15","15","[c]","[c]"
"In post","2023","Mixed","Policy","London","London","775","760","49150","46470"
"In post","2023","Mixed","Policy","North East (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Mixed","Policy","North West (England)","Outside London","40","40","40950","37300"
"In post","2023","Mixed","Policy","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Policy","Overseas","Overseas","95","95","49530","47930"
"In post","2023","Mixed","Policy","Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Mixed","Policy","South East (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Mixed","Policy","South West (England)","Outside London","30","30","41880","37730"
"In post","2023","Mixed","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Policy","Wales","Outside London","35","30","40740","39690"
"In post","2023","Mixed","Policy","West Midlands (England)","Outside London","25","25","[c]","[c]"
"In post","2023","Mixed","Policy","Yorkshire and The Humber","Outside London","45","45","45600","38470"
"In post","2023","Mixed","Project Delivery","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Mixed","Project Delivery","East of England","Outside London","10","10","[c]","[c]"
"In post","2023","Mixed","Project Delivery","London","London","175","175","48260","43760"
"In post","2023","Mixed","Project Delivery","North East (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Mixed","Project Delivery","North West (England)","Outside London","35","35","42560","38470"
"In post","2023","Mixed","Project Delivery","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","South East (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Mixed","Project Delivery","South West (England)","Outside London","55","50","39240","36940"
"In post","2023","Mixed","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Wales","Outside London","10","10","[c]","[c]"
"In post","2023","Mixed","Project Delivery","West Midlands (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Mixed","Project Delivery","Yorkshire and The Humber","Outside London","15","15","[c]","[c]"
"In post","2023","Mixed","Property","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","London","London","30","30","39410","37080"
"In post","2023","Mixed","Property","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","North West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Mixed","Property","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","South East (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Mixed","Property","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Mixed","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Property","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","Property","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2023","Mixed","Psychology","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","Psychology","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","South East (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Mixed","Psychology","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Psychology","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","Psychology","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","East of England","Outside London","15","15","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","London","London","35","35","44100","40880"
"In post","2023","Mixed","Science and Engineering","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","South East (England)","Outside London","40","40","39780","39890"
"In post","2023","Mixed","Science and Engineering","South West (England)","Outside London","105","105","39610","39770"
"In post","2023","Mixed","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","Science and Engineering","Yorkshire and The Humber","Outside London","10","10","[c]","[c]"
"In post","2023","Mixed","Security","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","East of England","Outside London","10","10","[c]","[c]"
"In post","2023","Mixed","Security","London","London","35","35","47020","39240"
"In post","2023","Mixed","Security","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Mixed","Security","South East (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Mixed","Security","South West (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Mixed","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Security","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","Social Research","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","London","London","15","15","[c]","[c]"
"In post","2023","Mixed","Social Research","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","Social Research","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","Social Research","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Wales","Outside London","10","10","[c]","[c]"
"In post","2023","Mixed","Social Research","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Social Research","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","London","London","50","45","46730","43250"
"In post","2023","Mixed","Statistics","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Wales","Outside London","10","5","[c]","[c]"
"In post","2023","Mixed","Statistics","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Statistics","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","Tax","East Midlands (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Mixed","Tax","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","London","London","50","50","44800","39790"
"In post","2023","Mixed","Tax","North East (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Mixed","Tax","North West (England)","Outside London","50","45","39200","34700"
"In post","2023","Mixed","Tax","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Tax","Scotland","Outside London","20","20","[c]","[c]"
"In post","2023","Mixed","Tax","South East (England)","Outside London","10","5","[c]","[c]"
"In post","2023","Mixed","Tax","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Mixed","Tax","Wales","Outside London","40","35","35330","34850"
"In post","2023","Mixed","Tax","West Midlands (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Mixed","Tax","Yorkshire and The Humber","Outside London","20","20","[c]","[c]"
"In post","2023","Mixed","Unknown","East Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Mixed","Unknown","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","London","London","230","225","43300","37890"
"In post","2023","Mixed","Unknown","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","North West (England)","Outside London","20","20","[c]","[c]"
"In post","2023","Mixed","Unknown","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Unknown","Overseas","Overseas","10","10","[c]","[c]"
"In post","2023","Mixed","Unknown","Scotland","Outside London","155","150","42270","38330"
"In post","2023","Mixed","Unknown","South East (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Mixed","Unknown","South West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","Wales","Outside London","5","5","[c]","[c]"
"In post","2023","Mixed","Unknown","West Midlands (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Mixed","Unknown","Yorkshire and The Humber","Outside London","35","30","40390","38120"
"In post","2023","Mixed","Veterinarian","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Mixed","Veterinarian","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","London","London","20","15","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Commercial","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","London","London","20","20","[c]","[c]"
"In post","2023","Other ethnicity","Communications","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Communications","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Corporate Finance","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","East Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","East of England","Outside London","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","London","London","25","20","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","North West (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Counter Fraud","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data and Technology","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data and Technology","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data and Technology","London","London","60","60","48000","44220"
"In post","2023","Other ethnicity","Digital, Data and Technology","North East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data and Technology","North West (England)","Outside London","15","15","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data and Technology","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data and Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data and Technology","Scotland","Outside London","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data and Technology","South East (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data and Technology","South West (England)","Outside London","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data and Technology","Wales","Outside London","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data and Technology","West Midlands (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Digital, Data and Technology","Yorkshire and The Humber","Outside London","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Economics","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Economics","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Economics","London","London","25","25","[c]","[c]"
"In post","2023","Other ethnicity","Economics","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Economics","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Economics","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Economics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Economics","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Economics","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Economics","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Economics","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Economics","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Economics","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","London","London","30","30","[c]","[c]"
"In post","2023","Other ethnicity","Finance","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Finance","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Geography","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Geography","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Geography","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Geography","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Geography","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","East of England","Outside London","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","London","London","35","35","43420","35700"
"In post","2023","Other ethnicity","Human Resources","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","South East (England)","Outside London","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Human Resources","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Inspector of Education and Training","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Inspector of Education and Training","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Inspector of Education and Training","London","London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Inspector of Education and Training","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Inspector of Education and Training","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Inspector of Education and Training","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Inspector of Education and Training","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Inspector of Education and Training","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Inspector of Education and Training","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Inspector of Education and Training","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Inspector of Education and Training","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","London","London","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","North West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","Northern Ireland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","South East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","South West (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","West Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Intelligence Analysis","Yorkshire and The Humber","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","East Midlands (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","East of England","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","London","London","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","North East (England)","Outside London","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Internal Audit","North West (England)","Outside London","[c]","[c]","[c]","[c]"
