"Status","Year","Age","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","16-19","Department for Transport (excl. agencies)","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","65","[c]","22770","21690"
"New entrant CS","2023","16-19","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Disclosure Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Driver and Vehicle Licensing Agency","Department for Transport","60","[c]","20950","22500"
"New entrant CS","2023","16-19","Driver and Vehicle Standards Agency","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Education Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Courts and Tribunals Service","Ministry of Justice","25","[c]","21890","21780"
"New entrant CS","2023","16-19","HM Land Registry","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","HM Prison and Probation Service","Ministry of Justice","300","[c]","26010","26350"
"New entrant CS","2023","16-19","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","125","[c]","23000","22520"
"New entrant CS","2023","16-19","HM Treasury (excl. agencies)","HM Treasury","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Health and Safety Executive","Department for Work and Pensions","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Home Office","Home Office","135","[c]","23790","22400"
"New entrant CS","2023","16-19","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Met Office","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Ministry of Defence (excl. agencies)","Ministry of Defence","40","[c]","22880","22220"
"New entrant CS","2023","16-19","Ministry of Justice (excl. agencies)","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office of Rail and Road","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office of the Public Guardian","Ministry of Justice","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Royal Fleet Auxiliary","Ministry of Defence","25","[c]","17050","16410"
"New entrant CS","2023","16-19","Rural Payments Agency","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Scottish Courts and Tribunals Service","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Scottish Government (excl. agencies)","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Scottish Prison Service","Scottish Government","15","[c]","22880","23810"
"New entrant CS","2023","16-19","Scottish Public Pensions Agency","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Serious Fraud Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Social Security Scotland","Scottish Government","10","[c]","22180","22180"
"New entrant CS","2023","16-19","Student Awards Agency for Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Submarine Delivery Agency","Ministry of Defence","15","[c]","19220","18280"
"New entrant CS","2023","16-19","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","The National Archives","The National Archives","5","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Transport Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Export Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Health Security Agency","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","UK Statistics Authority","UK Statistics Authority","25","[c]","23320","24840"
"New entrant CS","2023","16-19","Valuation Office Agency","HM Revenue and Customs","15","[c]","23240","22520"
"New entrant CS","2023","16-19","Vehicle Certification Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2023","16-19","Welsh Government (excl. agencies)","Welsh Government","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Accountant in Bankruptcy","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Active Travel England","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","205","[c]","25530","25340"
"New entrant CS","2023","20-29","Attorney General's Office","Attorney General's Departments","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Building Digital UK","Department for Digital, Culture, Media and Sport","20","[c]","29900","31880"
"New entrant CS","2023","20-29","Cabinet Office (excl. agencies)","Cabinet Office","270","[c]","29170","25280"
"New entrant CS","2023","20-29","Central Civil Service Fast Stream","Cabinet Office","465","[c]","28860","28840"
"New entrant CS","2023","20-29","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","25","[c]","25550","25920"
"New entrant CS","2023","20-29","Charity Commission","Charity Commission","20","[c]","28810","25300"
"New entrant CS","2023","20-29","Companies House","Department for Business, Energy and Industrial Strategy","105","[c]","27360","21380"
"New entrant CS","2023","20-29","Competition and Markets Authority","Competition and Markets Authority","90","[c]","34490","34110"
"New entrant CS","2023","20-29","Criminal Injuries Compensation Authority","Ministry of Justice","20","[c]","23000","21780"
"New entrant CS","2023","20-29","Crown Commercial Service","Cabinet Office","15","[c]","27210","26030"
"New entrant CS","2023","20-29","Crown Office and Procurator Fiscal Service","Scottish Government","110","[c]","27530","22180"
"New entrant CS","2023","20-29","Crown Prosecution Service","Attorney General's Departments","415","[c]","25080","22870"
"New entrant CS","2023","20-29","Defence Equipment and Support","Ministry of Defence","430","[c]","26430","25000"
"New entrant CS","2023","20-29","Defence Science and Technology Laboratory","Ministry of Defence","395","[c]","27070","27330"
"New entrant CS","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","270","[c]","32900","31120"
"New entrant CS","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","100","[c]","32630","34020"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","Department for Education","195","[c]","30120","29530"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","340","[c]","35280","33830"
"New entrant CS","2023","20-29","Department for International Trade","Department for International Trade","300","[c]","31940","32940"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","145","[c]","31270","31290"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","Department for Transport","185","[c]","33930","34390"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","1240","[c]","26280","21690"
"New entrant CS","2023","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","175","[c]","31830","30370"
"New entrant CS","2023","20-29","Disclosure Scotland","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","Department for Transport","260","[c]","22360","22500"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","Department for Transport","105","[c]","25450","26780"
"New entrant CS","2023","20-29","Education Scotland","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education and Skills Funding Agency","Department for Education","10","[c]","31270","30330"
"New entrant CS","2023","20-29","Estyn","Estyn","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","Food Standards Agency","60","[c]","31310","30960"
"New entrant CS","2023","20-29","Food Standards Scotland","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Actuary's Department","Chancellor's other departments","20","[c]","30770","30090"
"New entrant CS","2023","20-29","Government Commercial Organisation","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Internal Audit Agency","HM Treasury","15","[c]","33970","33420"
"New entrant CS","2023","20-29","Government Legal Department","Attorney General's Departments","150","[c]","32620","27760"
"New entrant CS","2023","20-29","Government Property Agency","Cabinet Office","15","[c]","37340","36380"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","Ministry of Justice","770","[c]","23900","21780"
"New entrant CS","2023","20-29","HM Land Registry","HM Land Registry","115","[c]","26510","23390"
"New entrant CS","2023","20-29","HM Prison and Probation Service","Ministry of Justice","5245","[c]","26090","24270"
"New entrant CS","2023","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","2035","[c]","25970","22520"
"New entrant CS","2023","20-29","HM Treasury (excl. agencies)","HM Treasury","180","[c]","27900","28380"
"New entrant CS","2023","20-29","Health and Safety Executive","Department for Work and Pensions","120","[c]","27470","27320"
"New entrant CS","2023","20-29","Home Office","Home Office","3160","[c]","25510","25750"
"New entrant CS","2023","20-29","Institute for Apprenticeships and Technical Education","Department for Education","20","[c]","31130","30700"
"New entrant CS","2023","20-29","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","15","[c]","29600","30950"
"New entrant CS","2023","20-29","Legal Aid Agency","Ministry of Justice","40","[c]","21780","21780"
"New entrant CS","2023","20-29","Maritime and Coastguard Agency","Department for Transport","50","[c]","27070","22500"
"New entrant CS","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","80","[c]","31790","28220"
"New entrant CS","2023","20-29","Met Office","Department for Business, Energy and Industrial Strategy","130","[c]","24340","24150"
"New entrant CS","2023","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","1070","[c]","28430","27080"
"New entrant CS","2023","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","385","[c]","32470","31270"
"New entrant CS","2023","20-29","National Crime Agency","National Crime Agency","165","[c]","34170","34340"
"New entrant CS","2023","20-29","National Infrastructure Commission","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","National Records of Scotland","Scottish Government","30","[c]","28160","29100"
"New entrant CS","2023","20-29","National Savings and Investments","Chancellor's other departments","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Office for Budget Responsibility","HM Treasury","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","95","[c]","28410","26870"
"New entrant CS","2023","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","160","[c]","29510","26040"
"New entrant CS","2023","20-29","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","30","[c]","28720","31310"
"New entrant CS","2023","20-29","Office of Rail and Road","Office of Rail and Road","15","[c]","31420","30340"
"New entrant CS","2023","20-29","Office of the Public Guardian","Ministry of Justice","180","[c]","22360","21780"
"New entrant CS","2023","20-29","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","10","[c]","31780","29660"
"New entrant CS","2023","20-29","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Planning Inspectorate","Department for Levelling Up, Housing and Communities","25","[c]","24590","21960"
"New entrant CS","2023","20-29","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Registers of Scotland","Scottish Government","10","[c]","25250","24010"
"New entrant CS","2023","20-29","Revenue Scotland","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Royal Fleet Auxiliary","Ministry of Defence","80","[c]","22070","17660"
"New entrant CS","2023","20-29","Rural Payments Agency","Department for Environment, Food and Rural Affairs","130","[c]","22880","22150"
"New entrant CS","2023","20-29","Scottish Courts and Tribunals Service","Scottish Government","80","[c]","23530","23190"
"New entrant CS","2023","20-29","Scottish Fiscal Commission","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Scottish Government (excl. agencies)","Scottish Government","290","[c]","32690","29270"
"New entrant CS","2023","20-29","Scottish Prison Service","Scottish Government","175","[c]","25960","24710"
"New entrant CS","2023","20-29","Scottish Public Pensions Agency","Scottish Government","20","[c]","25890","25710"
"New entrant CS","2023","20-29","Serious Fraud Office","Attorney General's Departments","30","[c]","30400","26620"
"New entrant CS","2023","20-29","Social Security Scotland","Scottish Government","400","[c]","26150","22180"
"New entrant CS","2023","20-29","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Student Awards Agency for Scotland","Scottish Government","40","[c]","22180","22180"
"New entrant CS","2023","20-29","Submarine Delivery Agency","Ministry of Defence","110","[c]","26480","26000"
"New entrant CS","2023","20-29","Teaching Regulation Agency","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","The Insolvency Service","Department for Business, Energy and Industrial Strategy","25","[c]","27230","22180"
"New entrant CS","2023","20-29","The National Archives","The National Archives","40","[c]","27320","24990"
"New entrant CS","2023","20-29","Transport Scotland","Scottish Government","20","[c]","32350","31310"
"New entrant CS","2023","20-29","UK Debt Management Office","HM Treasury","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","UK Export Finance","UK Export Finance","45","[c]","37320","34000"
"New entrant CS","2023","20-29","UK Health Security Agency","Department of Health and Social Care","350","[c]","30950","27780"
"New entrant CS","2023","20-29","UK Hydrographic Office","Ministry of Defence","50","[c]","26870","27610"
"New entrant CS","2023","20-29","UK Space Agency","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","UK Statistics Authority","UK Statistics Authority","365","[c]","28200","31060"
"New entrant CS","2023","20-29","UK Supreme Court","UK Supreme Court","15","[c]","28940","24820"
"New entrant CS","2023","20-29","Valuation Office Agency","HM Revenue and Customs","180","[c]","24880","22520"
"New entrant CS","2023","20-29","Vehicle Certification Agency","Department for Transport","10","[c]","26550","27240"
"New entrant CS","2023","20-29","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Water Services Regulation Authority","Water Services Regulation Authority","15","[c]","31860","29000"
"New entrant CS","2023","20-29","Welsh Government (excl. agencies)","Welsh Government","120","[c]","26140","22150"
"New entrant CS","2023","20-29","Wilton Park","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Accountant in Bankruptcy","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Active Travel England","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","15","[c]","27520","25160"
"New entrant CS","2023","30-39","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","135","[c]","27940","25920"
"New entrant CS","2023","30-39","Attorney General's Office","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Building Digital UK","Department for Digital, Culture, Media and Sport","15","[c]","37620","35040"
"New entrant CS","2023","30-39","Cabinet Office (excl. agencies)","Cabinet Office","125","[c]","40970","35650"
"New entrant CS","2023","30-39","Central Civil Service Fast Stream","Cabinet Office","25","[c]","28840","28840"
"New entrant CS","2023","30-39","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","25","[c]","31600","30350"
"New entrant CS","2023","30-39","Charity Commission","Charity Commission","25","[c]","31740","30170"
"New entrant CS","2023","30-39","Companies House","Department for Business, Energy and Industrial Strategy","90","[c]","31970","26250"
"New entrant CS","2023","30-39","Competition and Markets Authority","Competition and Markets Authority","40","[c]","56770","55570"
"New entrant CS","2023","30-39","Criminal Injuries Compensation Authority","Ministry of Justice","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Crown Commercial Service","Cabinet Office","25","[c]","34340","31640"
"New entrant CS","2023","30-39","Crown Office and Procurator Fiscal Service","Scottish Government","40","[c]","34550","28700"
"New entrant CS","2023","30-39","Crown Prosecution Service","Attorney General's Departments","220","[c]","35290","38760"
"New entrant CS","2023","30-39","Defence Equipment and Support","Ministry of Defence","270","[c]","34040","32500"
"New entrant CS","2023","30-39","Defence Science and Technology Laboratory","Ministry of Defence","160","[c]","35960","34650"
"New entrant CS","2023","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","105","[c]","40010","37470"
"New entrant CS","2023","30-39","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","40","[c]","38970","35040"
"New entrant CS","2023","30-39","Department for Education (excl. agencies)","Department for Education","100","[c]","38200","37590"
"New entrant CS","2023","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","240","[c]","41470","38330"
"New entrant CS","2023","30-39","Department for International Trade","Department for International Trade","125","[c]","40750","38400"
"New entrant CS","2023","30-39","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","45","[c]","39880","38710"
"New entrant CS","2023","30-39","Department for Transport (excl. agencies)","Department for Transport","65","[c]","42100","39820"
"New entrant CS","2023","30-39","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","860","[c]","29230","28120"
"New entrant CS","2023","30-39","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","50","[c]","42020","41120"
"New entrant CS","2023","30-39","Disclosure Scotland","Scottish Government","10","[c]","30020","29100"
"New entrant CS","2023","30-39","Driver and Vehicle Licensing Agency","Department for Transport","150","[c]","24550","22500"
"New entrant CS","2023","30-39","Driver and Vehicle Standards Agency","Department for Transport","120","[c]","27190","26780"
"New entrant CS","2023","30-39","Education Scotland","Scottish Government","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Education and Skills Funding Agency","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Estyn","Estyn","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Food Standards Agency","Food Standards Agency","45","[c]","33760","31260"
"New entrant CS","2023","30-39","Food Standards Scotland","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Government Actuary's Department","Chancellor's other departments","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Government Commercial Organisation","Cabinet Office","30","[c]","71330","70250"
"New entrant CS","2023","30-39","Government Internal Audit Agency","HM Treasury","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Government Legal Department","Attorney General's Departments","105","[c]","46340","50460"
"New entrant CS","2023","30-39","Government Property Agency","Cabinet Office","20","[c]","46280","41200"
"New entrant CS","2023","30-39","HM Courts and Tribunals Service","Ministry of Justice","325","[c]","24410","21780"
"New entrant CS","2023","30-39","HM Land Registry","HM Land Registry","120","[c]","31300","27420"
"New entrant CS","2023","30-39","HM Prison and Probation Service","Ministry of Justice","2845","[c]","26970","28480"
"New entrant CS","2023","30-39","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","1250","[c]","29380","22520"
"New entrant CS","2023","30-39","HM Treasury (excl. agencies)","HM Treasury","40","[c]","33690","32200"
"New entrant CS","2023","30-39","Health and Safety Executive","Department for Work and Pensions","80","[c]","34000","32800"
"New entrant CS","2023","30-39","Home Office","Home Office","1860","[c]","26590","25750"
"New entrant CS","2023","30-39","Institute for Apprenticeships and Technical Education","Department for Education","20","[c]","38600","37710"
"New entrant CS","2023","30-39","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","30","[c]","40720","39620"
"New entrant CS","2023","30-39","Legal Aid Agency","Ministry of Justice","20","[c]","23970","21780"
"New entrant CS","2023","30-39","Maritime and Coastguard Agency","Department for Transport","65","[c]","31160","26960"
"New entrant CS","2023","30-39","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","65","[c]","44340","41190"
"New entrant CS","2023","30-39","Met Office","Department for Business, Energy and Industrial Strategy","60","[c]","33450","32730"
"New entrant CS","2023","30-39","Ministry of Defence (excl. agencies)","Ministry of Defence","770","[c]","32030","27500"
"New entrant CS","2023","30-39","Ministry of Justice (excl. agencies)","Ministry of Justice","225","[c]","37940","35410"
"New entrant CS","2023","30-39","National Crime Agency","National Crime Agency","130","[c]","38370","36040"
"New entrant CS","2023","30-39","National Records of Scotland","Scottish Government","20","[c]","28940","29100"
"New entrant CS","2023","30-39","National Savings and Investments","Chancellor's other departments","15","[c]","46510","46120"
"New entrant CS","2023","30-39","Northern Ireland Office","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","110","[c]","49000","47750"
"New entrant CS","2023","30-39","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","160","[c]","43530","40000"
"New entrant CS","2023","30-39","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","25","[c]","38420","38380"
"New entrant CS","2023","30-39","Office of Rail and Road","Office of Rail and Road","15","[c]","41740","43520"
"New entrant CS","2023","30-39","Office of the Public Guardian","Ministry of Justice","60","[c]","22660","21780"
"New entrant CS","2023","30-39","Office of the Scottish Charity Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","10","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Planning Inspectorate","Department for Levelling Up, Housing and Communities","30","[c]","37420","41840"
"New entrant CS","2023","30-39","Queen Elizabeth II Centre","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Registers of Scotland","Scottish Government","25","[c]","31040","26410"
"New entrant CS","2023","30-39","Revenue Scotland","Scottish Government","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Royal Fleet Auxiliary","Ministry of Defence","20","[c]","26690","17820"
"New entrant CS","2023","30-39","Rural Payments Agency","Department for Environment, Food and Rural Affairs","100","[c]","24060","22150"
"New entrant CS","2023","30-39","Scottish Courts and Tribunals Service","Scottish Government","55","[c]","28000","23190"
"New entrant CS","2023","30-39","Scottish Government (excl. agencies)","Scottish Government","305","[c]","40340","38520"
"New entrant CS","2023","30-39","Scottish Housing Regulator","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Scottish Prison Service","Scottish Government","130","[c]","27730","24710"
"New entrant CS","2023","30-39","Scottish Public Pensions Agency","Scottish Government","20","[c]","26150","25710"
"New entrant CS","2023","30-39","Serious Fraud Office","Attorney General's Departments","15","[c]","51080","54230"
"New entrant CS","2023","30-39","Social Security Scotland","Scottish Government","580","[c]","28720","29100"
"New entrant CS","2023","30-39","Standards and Testing Agency","Department for Education","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Student Awards Agency for Scotland","Scottish Government","15","[c]","26170","22180"
"New entrant CS","2023","30-39","Submarine Delivery Agency","Ministry of Defence","55","[c]","35000","33000"
"New entrant CS","2023","30-39","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","The Insolvency Service","Department for Business, Energy and Industrial Strategy","20","[c]","29300","27960"
"New entrant CS","2023","30-39","The National Archives","The National Archives","30","[c]","35000","35000"
"New entrant CS","2023","30-39","Transport Scotland","Scottish Government","15","[c]","38560","33520"
"New entrant CS","2023","30-39","UK Debt Management Office","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","UK Export Finance","UK Export Finance","20","[c]","51650","49620"
"New entrant CS","2023","30-39","UK Health Security Agency","Department of Health and Social Care","270","[c]","42490","38090"
"New entrant CS","2023","30-39","UK Hydrographic Office","Ministry of Defence","35","[c]","32950","33390"
"New entrant CS","2023","30-39","UK Space Agency","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","UK Statistics Authority","UK Statistics Authority","250","[c]","33410","31060"
"New entrant CS","2023","30-39","UK Supreme Court","UK Supreme Court","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Valuation Office Agency","HM Revenue and Customs","80","[c]","25260","22520"
"New entrant CS","2023","30-39","Vehicle Certification Agency","Department for Transport","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Water Services Regulation Authority","Water Services Regulation Authority","15","[c]","47930","45000"
"New entrant CS","2023","30-39","Welsh Government (excl. agencies)","Welsh Government","80","[c]","37800","36590"
"New entrant CS","2023","30-39","Welsh Revenue Authority","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2023","30-39","Wilton Park","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Active Travel England","Department for Transport","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","15","[c]","27080","25160"
"New entrant CS","2023","40-49","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","90","[c]","27810","25340"
"New entrant CS","2023","40-49","Building Digital UK","Department for Digital, Culture, Media and Sport","10","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Cabinet Office (excl. agencies)","Cabinet Office","85","[c]","48480","41410"
"New entrant CS","2023","40-49","Central Civil Service Fast Stream","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","10","[c]","30750","31050"
"New entrant CS","2023","40-49","Charity Commission","Charity Commission","20","[c]","36510","30170"
"New entrant CS","2023","40-49","Companies House","Department for Business, Energy and Industrial Strategy","75","[c]","35690","34800"
"New entrant CS","2023","40-49","Competition and Markets Authority","Competition and Markets Authority","15","[c]","66240","59630"
"New entrant CS","2023","40-49","Criminal Injuries Compensation Authority","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Crown Commercial Service","Cabinet Office","5","[c]","[c]","[c]"
"New entrant CS","2023","40-49","Crown Office and Procurator Fiscal Service","Scottish Government","25","[c]","32040","28700"
"New entrant CS","2023","40-49","Crown Prosecution Service","Attorney General's Departments","120","[c]","35270","38760"
