"Status","Year","Age","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Digital, Data and Technology","1395","1355","44960","38680"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Finance","380","355","40720","38470"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Human Resources","225","215","42610","38470"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Knowledge and Information Management","125","120","35600","34170"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Operational Delivery","21980","19710","27700","28120"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Other","1590","1435","28590","28120"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Policy","260","250","49800","43760"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Project Delivery","635","600","41910","38470"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Property","110","110","46100","40730"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Psychology","10","10","36180","36690"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Security","210","200","42140","38470"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Social Research","5","5","[c]","[c]"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Statistics","35","30","53880","53190"
"In post","2023","50-59","Department for Work and Pensions (excl. agencies)","Unknown","45","40","39250","31150"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Commercial","10","10","49940","52710"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Communications","5","5","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Digital, Data and Technology","15","15","53190","52230"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Finance","25","25","50040","52750"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Human Resources","20","20","50220","54380"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Medicine","55","55","60350","55200"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Operational Delivery","20","15","43360","39720"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Other","25","25","42860","39720"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Policy","55","55","59670","56490"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Project Delivery","15","15","52040","50830"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Security","5","5","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Statistics","10","10","61690","62060"
"In post","2023","50-59","Department of Health and Social Care (excl. agencies)","Unknown","435","415","55220","51710"
"In post","2023","50-59","Disclosure Scotland","Unknown","60","55","34550","27740"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Commercial","40","35","33390","31350"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Communications","15","15","33060","27450"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Digital, Data and Technology","180","175","46430","42180"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Finance","45","45","37010","33850"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Human Resources","50","45","36110","32460"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Medicine","20","15","75170","88660"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Operational Delivery","990","870","23390","22500"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Policy","35","35","36300","32950"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Project Delivery","10","10","37300","32400"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Property","20","20","33250","31660"
"In post","2023","50-59","Driver and Vehicle Licensing Agency","Security","30","30","35160","27450"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Commercial","10","10","45210","41670"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Communications","10","10","[c]","[c]"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Counter Fraud","20","20","31210","31400"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Digital, Data and Technology","35","35","38520","39430"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Finance","25","25","40380","39820"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Human Resources","45","45","39970","37940"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Knowledge and Information Management","20","20","36670","33850"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Operational Delivery","1490","1435","29480","27450"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Operational Research","25","20","31110","32670"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Other","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Policy","55","55","38530","35260"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Project Delivery","15","15","42950","42050"
"In post","2023","50-59","Driver and Vehicle Standards Agency","Property","20","20","34420","32010"
"In post","2023","50-59","Education Scotland","Unknown","135","130","66240","70920"
"In post","2023","50-59","Education and Skills Funding Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Education and Skills Funding Agency","Counter Fraud","10","10","[c]","[c]"
"In post","2023","50-59","Education and Skills Funding Agency","Digital, Data and Technology","25","25","47510","44670"
"In post","2023","50-59","Education and Skills Funding Agency","Finance","45","45","45910","44170"
"In post","2023","50-59","Education and Skills Funding Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Education and Skills Funding Agency","Operational Delivery","90","90","42840","38070"
"In post","2023","50-59","Education and Skills Funding Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Education and Skills Funding Agency","Policy","10","10","[c]","[c]"
"In post","2023","50-59","Education and Skills Funding Agency","Project Delivery","5","5","[c]","[c]"
"In post","2023","50-59","Education and Skills Funding Agency","Security","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Education and Skills Funding Agency","Statistics","5","5","[c]","[c]"
"In post","2023","50-59","Estyn","Commercial","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Estyn","Finance","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Estyn","Inspector of Education and Training","40","40","77810","78500"
"In post","2023","50-59","Estyn","Operational Delivery","5","5","[c]","[c]"
"In post","2023","50-59","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2023","50-59","FCDO Services","Commercial","35","35","51900","45980"
"In post","2023","50-59","FCDO Services","Communications","5","5","[c]","[c]"
"In post","2023","50-59","FCDO Services","Digital, Data and Technology","40","40","50950","49320"
"In post","2023","50-59","FCDO Services","Finance","10","10","51020","49920"
"In post","2023","50-59","FCDO Services","Human Resources","15","15","45140","44210"
"In post","2023","50-59","FCDO Services","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","50-59","FCDO Services","Knowledge and Information Management","10","10","53390","57910"
"In post","2023","50-59","FCDO Services","Other","5","5","[c]","[c]"
"In post","2023","50-59","FCDO Services","Project Delivery","20","20","50640","50050"
"In post","2023","50-59","FCDO Services","Property","60","60","50530","46670"
"In post","2023","50-59","FCDO Services","Security","115","115","40560","37970"
"In post","2023","50-59","Food Standards Agency","Commercial","5","5","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Communications","5","5","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Counter Fraud","30","25","40220","35280"
"In post","2023","50-59","Food Standards Agency","Digital, Data and Technology","15","15","46460","39980"
"In post","2023","50-59","Food Standards Agency","Finance","15","15","40220","38670"
"In post","2023","50-59","Food Standards Agency","Human Resources","15","15","47790","53110"
"In post","2023","50-59","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","International Trade","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Legal","10","10","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Operational Delivery","260","255","33670","29430"
"In post","2023","50-59","Food Standards Agency","Operational Research","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Planning","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Policy","65","65","44850","40090"
"In post","2023","50-59","Food Standards Agency","Project Delivery","10","10","48700","52330"
"In post","2023","50-59","Food Standards Agency","Property","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Science and Engineering","15","15","46680","41880"
"In post","2023","50-59","Food Standards Agency","Security","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
