"Status","Year","Ethnicity","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Asian","SEO/HEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","SEO/HEO","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","AA/AO","Heterosexual / straight","80","[c]","23200","22150"
"Leaver Dept.","2023","Black","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","EO","Heterosexual / straight","170","[c]","29420","28650"
"Leaver Dept.","2023","Black","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","EO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","G6/G7","Heterosexual / straight","40","[c]","56330","55440"
"Leaver Dept.","2023","Black","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SEO/HEO","Heterosexual / straight","220","[c]","36880","36180"
"Leaver Dept.","2023","Black","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AA/AO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AA/AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","EO","Heterosexual / straight","95","[c]","28860","28120"
"Leaver Dept.","2023","Mixed","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","EO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","G6/G7","Heterosexual / straight","65","[c]","57690","56430"
"Leaver Dept.","2023","Mixed","G6/G7","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","G6/G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","G6/G7","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SEO/HEO","Heterosexual / straight","145","[c]","37310","35650"
"Leaver Dept.","2023","Mixed","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","AA/AO","Undeclared","45","[c]","22940","21780"
"Leaver Dept.","2023","Undeclared","AA/AO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","EO","Undeclared","70","[c]","28490","28120"
"Leaver Dept.","2023","Undeclared","EO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","G6/G7","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","G6/G7","Undeclared","60","[c]","57690","56140"
"Leaver Dept.","2023","Undeclared","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SCS level","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SEO/HEO","Heterosexual / straight","35","[c]","36320","35310"
"Leaver Dept.","2023","Undeclared","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","SEO/HEO","Undeclared","105","[c]","38280","37950"
"Leaver Dept.","2023","Undeclared","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","AA/AO","Unknown","540","[c]","22700","22180"
"Leaver Dept.","2023","Unknown","EO","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","EO","Unknown","465","[c]","27900","27570"
"Leaver Dept.","2023","Unknown","G6/G7","Heterosexual / straight","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","Undeclared","55","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","G6/G7","Unknown","460","[c]","58870","56430"
"Leaver Dept.","2023","Unknown","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SCS level","Unknown","60","[c]","87600","76650"
"Leaver Dept.","2023","Unknown","SEO/HEO","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","Undeclared","80","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","SEO/HEO","Unknown","1450","[c]","34970","33250"
"Leaver Dept.","2023","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2023","White","AA/AO","Heterosexual / straight","1090","[c]","22130","21690"
"Leaver Dept.","2023","White","AA/AO","LGBO","125","[c]","22020","21690"
"Leaver Dept.","2023","White","AA/AO","Undeclared","90","[c]","22040","21720"
"Leaver Dept.","2023","White","AA/AO","Unknown","350","[c]","21800","21690"
"Leaver Dept.","2023","White","EO","Heterosexual / straight","1610","[c]","27820","27850"
"Leaver Dept.","2023","White","EO","LGBO","195","[c]","27920","28120"
"Leaver Dept.","2023","White","EO","Undeclared","105","[c]","28060","27690"
"Leaver Dept.","2023","White","EO","Unknown","215","[c]","27720","28120"
"Leaver Dept.","2023","White","G6/G7","Heterosexual / straight","1225","[c]","58090","56080"
"Leaver Dept.","2023","White","G6/G7","LGBO","135","[c]","57640","55150"
"Leaver Dept.","2023","White","G6/G7","Undeclared","95","[c]","59730","56430"
"Leaver Dept.","2023","White","G6/G7","Unknown","150","[c]","57200","54390"
"Leaver Dept.","2023","White","SCS level","Heterosexual / straight","220","[c]","91710","82470"
"Leaver Dept.","2023","White","SCS level","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","SCS level","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","SEO/HEO","Heterosexual / straight","2390","[c]","37060","36310"
"Leaver Dept.","2023","White","SEO/HEO","LGBO","325","[c]","36850","36160"
"Leaver Dept.","2023","White","SEO/HEO","Undeclared","195","[c]","37090","36330"
"Leaver Dept.","2023","White","SEO/HEO","Unknown","295","[c]","37030","37530"
"Leaver Dept.","2023","White","Unknown","Heterosexual / straight","90","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","AA/AO","Heterosexual / straight","1530","[c]","23360","22520"
"New entrant CS","2023","Asian","AA/AO","LGBO","45","[c]","23260","22520"
"New entrant CS","2023","Asian","AA/AO","Undeclared","55","[c]","23320","22520"
"New entrant CS","2023","Asian","AA/AO","Unknown","135","[c]","23390","22520"
"New entrant CS","2023","Asian","EO","Heterosexual / straight","620","[c]","28040","28120"
"New entrant CS","2023","Asian","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","EO","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2023","Asian","EO","Unknown","50","[c]","28560","28120"
"New entrant CS","2023","Asian","G6/G7","Heterosexual / straight","225","[c]","58890","55720"
"New entrant CS","2023","Asian","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","G6/G7","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","G6/G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","SEO/HEO","Heterosexual / straight","685","[c]","37290","36990"
"New entrant CS","2023","Asian","SEO/HEO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","Asian","SEO/HEO","Undeclared","45","[c]","37520","37040"
"New entrant CS","2023","Asian","SEO/HEO","Unknown","100","[c]","33320","28840"
"New entrant CS","2023","Asian","Unknown","Heterosexual / straight","195","[c]","23200","23640"
"New entrant CS","2023","Asian","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","AA/AO","Heterosexual / straight","670","[c]","25550","23230"
"New entrant CS","2023","Black","AA/AO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","Black","AA/AO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","Black","AA/AO","Unknown","45","[c]","23650","22520"
"New entrant CS","2023","Black","EO","Heterosexual / straight","260","[c]","28110","28120"
"New entrant CS","2023","Black","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Black","G6/G7","Heterosexual / straight","95","[c]","56950","54630"
"New entrant CS","2023","Black","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","SEO/HEO","Heterosexual / straight","370","[c]","37420","37130"
"New entrant CS","2023","Black","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Black","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","SEO/HEO","Unknown","40","[c]","34810","32010"
"New entrant CS","2023","Black","Unknown","Heterosexual / straight","175","[c]","25020","23640"
"New entrant CS","2023","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","AA/AO","Heterosexual / straight","355","[c]","24450","22520"
"New entrant CS","2023","Mixed","AA/AO","LGBO","60","[c]","24300","22520"
"New entrant CS","2023","Mixed","AA/AO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","AA/AO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","EO","Heterosexual / straight","160","[c]","27880","27650"
"New entrant CS","2023","Mixed","EO","LGBO","40","[c]","28560","28480"
"New entrant CS","2023","Mixed","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","G6/G7","Heterosexual / straight","70","[c]","57630","55430"
"New entrant CS","2023","Mixed","G6/G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","SEO/HEO","Heterosexual / straight","195","[c]","36540","35040"
"New entrant CS","2023","Mixed","SEO/HEO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","SEO/HEO","Unknown","55","[c]","31670","28840"
"New entrant CS","2023","Mixed","Unknown","Heterosexual / straight","120","[c]","25080","23640"
"New entrant CS","2023","Mixed","Unknown","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","AA/AO","Heterosexual / straight","90","[c]","24470","22520"
"New entrant CS","2023","Other ethnicity","AA/AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","AA/AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","AA/AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","EO","Heterosexual / straight","55","[c]","27870","28120"
"New entrant CS","2023","Other ethnicity","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","SEO/HEO","Heterosexual / straight","60","[c]","36470","35410"
"New entrant CS","2023","Other ethnicity","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","AA/AO","Heterosexual / straight","75","[c]","24550","22520"
"New entrant CS","2023","Undeclared","AA/AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","AA/AO","Undeclared","150","[c]","23680","22150"
"New entrant CS","2023","Undeclared","AA/AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","EO","Undeclared","75","[c]","28560","27820"
"New entrant CS","2023","Undeclared","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","G6/G7","Undeclared","50","[c]","56830","55070"
"New entrant CS","2023","Undeclared","G6/G7","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SEO/HEO","Heterosexual / straight","30","[c]","36290","35210"
"New entrant CS","2023","Undeclared","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","SEO/HEO","Undeclared","115","[c]","39090","37680"
"New entrant CS","2023","Undeclared","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","AA/AO","Heterosexual / straight","185","[c]","23900","22400"
"New entrant CS","2023","Unknown","AA/AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","AA/AO","Undeclared","40","[c]","22620","21320"
"New entrant CS","2023","Unknown","AA/AO","Unknown","10970","[c]","23880","22500"
"New entrant CS","2023","Unknown","EO","Heterosexual / straight","85","[c]","27570","27080"
"New entrant CS","2023","Unknown","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","EO","Undeclared","60","[c]","26930","26650"
"New entrant CS","2023","Unknown","EO","Unknown","4600","[c]","27590","26780"
"New entrant CS","2023","Unknown","G6/G7","Heterosexual / straight","35","[c]","61910","59730"
"New entrant CS","2023","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","G6/G7","Undeclared","30","[c]","54550","54660"
"New entrant CS","2023","Unknown","G6/G7","Unknown","800","[c]","59450","56000"
"New entrant CS","2023","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SCS level","Unknown","100","[c]","108220","97850"
"New entrant CS","2023","Unknown","SEO/HEO","Heterosexual / straight","125","[c]","38250","37350"
"New entrant CS","2023","Unknown","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","SEO/HEO","Undeclared","85","[c]","35770","34190"
"New entrant CS","2023","Unknown","SEO/HEO","Unknown","2880","[c]","36820","35570"
"New entrant CS","2023","Unknown","Unknown","Heterosexual / straight","30","[c]","26300","23640"
"New entrant CS","2023","Unknown","Unknown","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","Unknown","Unknown","1300","[c]","23260","23640"
"New entrant CS","2023","White","AA/AO","Heterosexual / straight","9190","[c]","24050","22520"
"New entrant CS","2023","White","AA/AO","LGBO","1190","[c]","23890","22520"
"New entrant CS","2023","White","AA/AO","Undeclared","435","[c]","23350","22500"
"New entrant CS","2023","White","AA/AO","Unknown","550","[c]","22870","22400"
"New entrant CS","2023","White","EO","Heterosexual / straight","3570","[c]","27890","27650"
"New entrant CS","2023","White","EO","LGBO","570","[c]","27390","27610"
"New entrant CS","2023","White","EO","Undeclared","250","[c]","27750","27420"
"New entrant CS","2023","White","EO","Unknown","260","[c]","27410","27080"
"New entrant CS","2023","White","G6/G7","Heterosexual / straight","1780","[c]","58080","54870"
"New entrant CS","2023","White","G6/G7","LGBO","175","[c]","57710","54570"
"New entrant CS","2023","White","G6/G7","Undeclared","115","[c]","56290","54230"
"New entrant CS","2023","White","G6/G7","Unknown","120","[c]","65110","65340"
"New entrant CS","2023","White","SCS level","Heterosexual / straight","130","[c]","98830","91000"
"New entrant CS","2023","White","SCS level","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","SCS level","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","White","SCS level","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","White","SEO/HEO","Heterosexual / straight","4975","[c]","37030","35560"
"New entrant CS","2023","White","SEO/HEO","LGBO","650","[c]","35790","34700"
"New entrant CS","2023","White","SEO/HEO","Undeclared","340","[c]","36130","34400"
"New entrant CS","2023","White","SEO/HEO","Unknown","635","[c]","32230","28840"
"New entrant CS","2023","White","Unknown","Heterosexual / straight","2130","[c]","23870","23640"
"New entrant CS","2023","White","Unknown","LGBO","305","[c]","23060","23640"
"New entrant CS","2023","White","Unknown","Undeclared","70","[c]","24260","23640"
"New entrant CS","2023","White","Unknown","Unknown","30","[c]","27880","23640"
