"Status","Year","Age","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","30-39","Property","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","HM Revenue and Customs","AO","15","[c]","22270","22520"
"Leaver CS","2023","30-39","Property","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","HM Revenue and Customs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","HM Revenue and Customs","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Home Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Ministry of Defence","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Ministry of Defence","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Ministry of Defence","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Property","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Cabinet Office","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Home Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Home Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Ministry of Defence","AA","30","[c]","23820","23710"
"Leaver CS","2023","30-39","Security","Ministry of Defence","AO","60","[c]","31790","30560"
"Leaver CS","2023","30-39","Security","Ministry of Defence","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Ministry of Defence","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Security","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Department of Health and Social Care","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Department of Health and Social Care","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Department of Health and Social Care","G7","45","[c]","54440","53830"
"Leaver CS","2023","30-39","Unknown","Department of Health and Social Care","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Department of Health and Social Care","SEO","50","[c]","41050","41080"
"Leaver CS","2023","30-39","Unknown","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Foreign, Commonwealth and Development Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Foreign, Commonwealth and Development Office","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Foreign, Commonwealth and Development Office","G7","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Foreign, Commonwealth and Development Office","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Foreign, Commonwealth and Development Office","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Ministry of Defence","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Ministry of Defence","Unknown","45","[c]","40080","38090"
"Leaver CS","2023","30-39","Unknown","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Office of Gas and Electricity Markets","EO","10","[c]","26330","26060"
"Leaver CS","2023","30-39","Unknown","Office of Gas and Electricity Markets","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Office of Gas and Electricity Markets","G7","15","[c]","52530","52340"
"Leaver CS","2023","30-39","Unknown","Office of Gas and Electricity Markets","HEO","15","[c]","34900","34000"
"Leaver CS","2023","30-39","Unknown","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Office of Gas and Electricity Markets","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Scottish Government","AA","30","[c]","23070","22460"
"Leaver CS","2023","30-39","Unknown","Scottish Government","AO","25","[c]","27580","27740"
"Leaver CS","2023","30-39","Unknown","Scottish Government","EO","55","[c]","30280","29450"
"Leaver CS","2023","30-39","Unknown","Scottish Government","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Scottish Government","G7","15","[c]","57810","54870"
"Leaver CS","2023","30-39","Unknown","Scottish Government","HEO","55","[c]","36410","35530"
"Leaver CS","2023","30-39","Unknown","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Scottish Government","SEO","35","[c]","44890","42860"
"Leaver CS","2023","30-39","Unknown","Welsh Government","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Welsh Government","EO","10","[c]","27580","26820"
"Leaver CS","2023","30-39","Unknown","Welsh Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Welsh Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Unknown","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Chancellor's other departments","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","HM Revenue and Customs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Home Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Home Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Home Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Ministry of Defence","G7","15","[c]","49940","49260"
"Leaver CS","2023","40-49","Analysis","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Ministry of Defence","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Office of Rail and Road","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Analysis","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Cabinet Office","G6","15","[c]","81390","79530"
"Leaver CS","2023","40-49","Commercial","Cabinet Office","G7","30","[c]","64800","65500"
"Leaver CS","2023","40-49","Commercial","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Cabinet Office","SCS level","10","[c]","133000","125680"
"Leaver CS","2023","40-49","Commercial","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Department for Education","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Department of Health and Social Care","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Home Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","The National Archives","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","UK Export Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","UK Export Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","UK Export Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Commercial","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Cabinet Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Chancellor's other departments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Department for Environment, Food and Rural Affairs","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","HM Revenue and Customs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Home Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Home Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Home Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Office for Standards in Education, Children's Services and Skills","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","UK Export Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Communications","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","40-49","Counter Fraud","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
