"Status","Year","Age","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SCS level","10","10","88460","83710"
"In post","2023","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO","50","50","38910","37710"
"In post","2023","50-59","Digital, Data & Technology","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department for International Trade","G6","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department for International Trade","G7","10","10","57610","55930"
"In post","2023","50-59","Digital, Data & Technology","Department for International Trade","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","G6","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","G7","10","10","56620","55300"
"In post","2023","50-59","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","HEO","10","10","34950","35060"
"In post","2023","50-59","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SEO","10","10","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department for Transport","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department for Transport","EO","40","40","27610","27450"
"In post","2023","50-59","Digital, Data & Technology","Department for Transport","G6","15","15","79940","83190"
"In post","2023","50-59","Digital, Data & Technology","Department for Transport","G7","50","50","61140","60650"
"In post","2023","50-59","Digital, Data & Technology","Department for Transport","HEO","65","65","35470","33750"
"In post","2023","50-59","Digital, Data & Technology","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department for Transport","SEO","100","95","44470","42990"
"In post","2023","50-59","Digital, Data & Technology","Department for Work and Pensions","AO","15","15","21670","21690"
"In post","2023","50-59","Digital, Data & Technology","Department for Work and Pensions","EO","280","265","28490","28120"
"In post","2023","50-59","Digital, Data & Technology","Department for Work and Pensions","G6","170","165","71180","68080"
"In post","2023","50-59","Digital, Data & Technology","Department for Work and Pensions","G7","375","365","54570","53040"
"In post","2023","50-59","Digital, Data & Technology","Department for Work and Pensions","HEO","280","270","34470","34170"
"In post","2023","50-59","Digital, Data & Technology","Department for Work and Pensions","SCS level","25","25","100740","95370"
"In post","2023","50-59","Digital, Data & Technology","Department for Work and Pensions","SEO","350","340","40390","38470"
"In post","2023","50-59","Digital, Data & Technology","Department of Health and Social Care","EO","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department of Health and Social Care","G6","15","15","71480","68400"
"In post","2023","50-59","Digital, Data & Technology","Department of Health and Social Care","G7","30","30","53980","53400"
"In post","2023","50-59","Digital, Data & Technology","Department of Health and Social Care","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department of Health and Social Care","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Department of Health and Social Care","SEO","20","20","41360","41780"
"In post","2023","50-59","Digital, Data & Technology","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Food Standards Agency","G7","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Food Standards Agency","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Foreign, Commonwealth and Development Office","EO","15","15","32850","31340"
"In post","2023","50-59","Digital, Data & Technology","Foreign, Commonwealth and Development Office","G6","15","15","67840","68040"
"In post","2023","50-59","Digital, Data & Technology","Foreign, Commonwealth and Development Office","G7","35","35","58230","56100"
"In post","2023","50-59","Digital, Data & Technology","Foreign, Commonwealth and Development Office","HEO","30","30","38870","38540"
"In post","2023","50-59","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Foreign, Commonwealth and Development Office","SEO","35","35","48240","47770"
"In post","2023","50-59","Digital, Data & Technology","HM Land Registry","AO","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","HM Land Registry","EO","50","45","31720","32690"
"In post","2023","50-59","Digital, Data & Technology","HM Land Registry","G6","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","HM Land Registry","G7","15","15","57190","57850"
"In post","2023","50-59","Digital, Data & Technology","HM Land Registry","HEO","60","55","39170","39460"
"In post","2023","50-59","Digital, Data & Technology","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","HM Land Registry","SEO","65","65","45760","44690"
"In post","2023","50-59","Digital, Data & Technology","HM Revenue and Customs","AA","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","HM Revenue and Customs","AO","10","10","23320","22520"
"In post","2023","50-59","Digital, Data & Technology","HM Revenue and Customs","EO","110","105","29270","28130"
"In post","2023","50-59","Digital, Data & Technology","HM Revenue and Customs","G6","90","90","71330","71300"
"In post","2023","50-59","Digital, Data & Technology","HM Revenue and Customs","G7","245","245","58280","57970"
"In post","2023","50-59","Digital, Data & Technology","HM Revenue and Customs","HEO","235","230","36010","35000"
"In post","2023","50-59","Digital, Data & Technology","HM Revenue and Customs","SCS level","30","30","96200","81120"
"In post","2023","50-59","Digital, Data & Technology","HM Revenue and Customs","SEO","330","320","43320","42510"
"In post","2023","50-59","Digital, Data & Technology","HM Treasury","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","HM Treasury","G7","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","HM Treasury","HEO","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Home Office","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Home Office","EO","25","25","29250","29890"
"In post","2023","50-59","Digital, Data & Technology","Home Office","G6","50","50","75240","75940"
"In post","2023","50-59","Digital, Data & Technology","Home Office","G7","130","130","61330","60490"
"In post","2023","50-59","Digital, Data & Technology","Home Office","HEO","65","65","35890","36180"
"In post","2023","50-59","Digital, Data & Technology","Home Office","SCS level","10","10","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Home Office","SEO","130","130","44440","43660"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Defence","AA","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Defence","AO","135","130","23320","22220"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Defence","EO","255","250","28840","27470"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Defence","G6","45","45","68310","66140"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Defence","G7","110","110","56370","56180"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Defence","HEO","295","295","35350","34300"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Defence","SCS level","15","15","107380","112900"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Defence","SEO","250","250","42750","41800"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Defence","Unknown","20","20","43020","41630"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Justice","EO","15","15","27150","26550"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Justice","G6","25","25","70540","69120"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Justice","G7","115","110","58290","57360"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Justice","HEO","50","45","34010","34450"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Justice","SCS level","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Justice","SEO","75","75","42240","43650"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","National Crime Agency","AO","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","National Crime Agency","EO","15","10","33590","32380"
"In post","2023","50-59","Digital, Data & Technology","National Crime Agency","G6","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","National Crime Agency","G7","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","National Crime Agency","HEO","15","15","41510","42240"
"In post","2023","50-59","Digital, Data & Technology","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","National Crime Agency","SEO","15","15","51290","50980"
"In post","2023","50-59","Digital, Data & Technology","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","G6","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","G7","10","10","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","SEO","10","10","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","G6","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","G7","10","10","54440","49610"
"In post","2023","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","SEO","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Scottish Government","AO","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Scottish Government","EO","15","15","34770","32510"
"In post","2023","50-59","Digital, Data & Technology","Scottish Government","G6","5","5","[c]","[c]"
