"Status","Year","Organisation","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Devon","Plymouth","5","5","[c]","[c]"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Dorset and Somerset","Dorset","160","150","35380","30350"
"In post","2023","Centre for Environment, Fisheries and Aquaculture Science","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","5","5","[c]","[c]"
"In post","2023","Charity Commission","London","Inner London - West","Westminster","80","80","45710","41370"
"In post","2023","Charity Commission","North West (England)","Merseyside","Sefton","380","360","33830","30170"
"In post","2023","Charity Commission","South West (England)","Dorset and Somerset","Somerset CC","35","30","34850","32360"
"In post","2023","Charity Commission","Wales","East Wales","Monmouthshire and Newport","5","5","[c]","[c]"
"In post","2023","Companies House","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","East Midlands (England)","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","East of England","Essex","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","London","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","North East (England)","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","North East (England)","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","North West (England)","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","North West (England)","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Northern Ireland","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Northern Ireland","Northern Ireland","Belfast","25","25","26290","25610"
"In post","2023","Companies House","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Northern Ireland","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Scotland","Eastern Scotland","City of Edinburgh","45","45","25940","25610"
"In post","2023","Companies House","Scotland","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Scotland","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Scotland","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Scotland","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South East (England)","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South West (England)","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South West (England)","Devon","Torbay","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South West (England)","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Wales","East Wales","Cardiff and Vale of Glamorgan","1100","1020","32600","28070"
"In post","2023","Companies House","Wales","East Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Wales","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Wales","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","West Midlands (England)","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","West Midlands (England)","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Yorkshire and The Humber","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2023","Companies House","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","London","Inner London - East","Tower Hamlets","795","770","62880","58330"
"In post","2023","Competition and Markets Authority","North East (England)","Tees Valley and Durham","Darlington","[c]","[c]","[c]","[c]"
"In post","2023","Competition and Markets Authority","North West (England)","Greater Manchester","Manchester","15","15","48150","42920"
"In post","2023","Competition and Markets Authority","Northern Ireland","Northern Ireland","Belfast","15","15","59620","59300"
"In post","2023","Competition and Markets Authority","Scotland","Eastern Scotland","City of Edinburgh","70","65","59150","55950"
"In post","2023","Competition and Markets Authority","Wales","East Wales","Cardiff and Vale of Glamorgan","10","10","56500","57910"
"In post","2023","Criminal Injuries Compensation Authority","London","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","London","Outer London - East and North East","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2023","Criminal Injuries Compensation Authority","Scotland","West Central Scotland","Glasgow City","335","310","28020","25830"
"In post","2023","Criminal Injuries Compensation Authority","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","East of England","East Anglia","Norwich and East Norfolk","140","135","39660","39860"
"In post","2023","Crown Commercial Service","East of England","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","London","Inner London - East","Tower Hamlets","60","60","56910","57000"
"In post","2023","Crown Commercial Service","London","Outer London - South","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","London","Outer London - West and North West","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","North East (England)","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","North West (England)","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","North West (England)","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","North West (England)","Merseyside","Liverpool","375","365","39760","40450"
"In post","2023","Crown Commercial Service","North West (England)","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Scotland","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","South East (England)","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","South East (England)","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","South East (England)","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","South West (England)","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Wales","East Wales","Monmouthshire and Newport","110","110","37800","32350"
"In post","2023","Crown Commercial Service","Wales","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","West Midlands (England)","West Midlands","Birmingham","30","30","33640","32110"
"In post","2023","Crown Commercial Service","West Midlands (England)","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Yorkshire and The Humber","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Yorkshire and The Humber","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2023","Crown Commercial Service","Yorkshire and The Humber","West Yorkshire","Wakefield","5","5","[c]","[c]"
"In post","2023","Crown Office and Procurator Fiscal Service","Scotland","Eastern Scotland","Angus and Dundee City","115","105","39230","33120"
"In post","2023","Crown Office and Procurator Fiscal Service","Scotland","Eastern Scotland","City of Edinburgh","590","565","42060","34730"
"In post","2023","Crown Office and Procurator Fiscal Service","Scotland","Eastern Scotland","Clackmannanshire and Fife","80","75","37090","29450"
"In post","2023","Crown Office and Procurator Fiscal Service","Scotland","Eastern Scotland","Falkirk","70","70","38700","31540"
"In post","2023","Crown Office and Procurator Fiscal Service","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","25","25","41840","34740"
"In post","2023","Crown Office and Procurator Fiscal Service","Scotland","Eastern Scotland","West Lothian","30","30","35350","29070"
"In post","2023","Crown Office and Procurator Fiscal Service","Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","10","10","[c]","[c]"
