"Status","Year","Disability","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Scottish Government","AA/AO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Scottish Government","EO","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Scottish Government","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Scottish Government","SEO/HEO","55","55","40450","39590"
"In post","2023","Declared non-disabled","Human Resources","The National Archives","EO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","The National Archives","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Export Finance","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Export Finance","SEO/HEO","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Statistics Authority","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Statistics Authority","EO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Statistics Authority","G6/G7","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Statistics Authority","SEO/HEO","50","45","34500","32710"
"In post","2023","Declared non-disabled","Human Resources","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Water Services Regulation Authority","SEO/HEO","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Department for Business, Energy and Industrial Strategy","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Department for Transport","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","HM Land Registry","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","HM Revenue and Customs","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","HM Revenue and Customs","SEO/HEO","30","30","43780","44600"
"In post","2023","Declared non-disabled","Internal Audit","HM Treasury","G6/G7","115","110","57830","57150"
"In post","2023","Declared non-disabled","Internal Audit","HM Treasury","SCS level","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","HM Treasury","SEO/HEO","130","120","41660","42700"
"In post","2023","Declared non-disabled","Internal Audit","Ministry of Defence","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Ministry of Defence","EO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Ministry of Defence","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Ministry of Defence","SEO/HEO","45","45","40190","41000"
"In post","2023","Declared non-disabled","Internal Audit","Ministry of Justice","AA/AO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Ministry of Justice","SEO/HEO","35","35","49400","53200"
"In post","2023","Declared non-disabled","Internal Audit","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Attorney General's Departments","AA/AO","1020","935","23170","22870"
"In post","2023","Declared non-disabled","Legal","Attorney General's Departments","EO","1215","1140","28730","28540"
"In post","2023","Declared non-disabled","Legal","Attorney General's Departments","G6/G7","3295","3040","59740","56450"
"In post","2023","Declared non-disabled","Legal","Attorney General's Departments","SCS level","220","210","87930","84380"
"In post","2023","Declared non-disabled","Legal","Attorney General's Departments","SEO/HEO","710","685","37000","36130"
"In post","2023","Declared non-disabled","Legal","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Cabinet Office","SCS level","45","45","88000","81600"
"In post","2023","Declared non-disabled","Legal","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Charity Commission","G6/G7","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Competition and Markets Authority","EO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Competition and Markets Authority","G6/G7","100","95","68310","73510"
"In post","2023","Declared non-disabled","Legal","Competition and Markets Authority","SCS level","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Competition and Markets Authority","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","G6/G7","40","40","61000","59400"
"In post","2023","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","SEO/HEO","40","35","41190","42760"
"In post","2023","Declared non-disabled","Legal","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
