"Status","Year","Ethnicity","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Asian","HM Prison and Probation Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Prison and Probation Service","Outside London","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Prison and Probation Service","Outside London","Unknown","165","[c]","22330","23640"
"New entrant CS","2023","Asian","HM Prison and Probation Service","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Prison and Probation Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Revenue and Customs (excl. agencies)","London","AA/AO","75","[c]","26920","26920"
"New entrant CS","2023","Asian","HM Revenue and Customs (excl. agencies)","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Revenue and Customs (excl. agencies)","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Revenue and Customs (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Revenue and Customs (excl. agencies)","London","SEO/HEO","30","[c]","41150","39110"
"New entrant CS","2023","Asian","HM Revenue and Customs (excl. agencies)","Outside London","AA/AO","380","[c]","22520","22520"
"New entrant CS","2023","Asian","HM Revenue and Customs (excl. agencies)","Outside London","EO","60","[c]","27670","27650"
"New entrant CS","2023","Asian","HM Revenue and Customs (excl. agencies)","Outside London","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Revenue and Customs (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Revenue and Customs (excl. agencies)","Outside London","SEO/HEO","65","[c]","38590","36990"
"New entrant CS","2023","Asian","HM Treasury (excl. agencies)","London","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Treasury (excl. agencies)","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Treasury (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Treasury (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Treasury (excl. agencies)","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Treasury (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Treasury (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Treasury (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Treasury (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","HM Treasury (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Health and Safety Executive","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Health and Safety Executive","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Health and Safety Executive","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Health and Safety Executive","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Health and Safety Executive","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Health and Safety Executive","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","London","AA/AO","45","[c]","26230","26400"
"New entrant CS","2023","Asian","Home Office","London","EO","50","[c]","29790","29750"
"New entrant CS","2023","Asian","Home Office","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Outside London","AA/AO","60","[c]","22420","22400"
"New entrant CS","2023","Asian","Home Office","Outside London","EO","50","[c]","25810","25750"
"New entrant CS","2023","Asian","Home Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Overseas","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Institute for Apprenticeships and Technical Education","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Institute for Apprenticeships and Technical Education","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Institute for Apprenticeships and Technical Education","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Institute for Apprenticeships and Technical Education","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Institute for Apprenticeships and Technical Education","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Institute for Apprenticeships and Technical Education","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Institute for Apprenticeships and Technical Education","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Institute for Apprenticeships and Technical Education","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intellectual Property Office","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intellectual Property Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intellectual Property Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intellectual Property Office","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intellectual Property Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intellectual Property Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Intellectual Property Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal Aid Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal Aid Agency","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal Aid Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Legal Aid Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Maritime and Coastguard Agency","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Maritime and Coastguard Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Maritime and Coastguard Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Maritime and Coastguard Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Maritime and Coastguard Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Maritime and Coastguard Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","London","EO","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","London","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Met Office","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Met Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Met Office","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Met Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Met Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Met Office","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","London","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Outside London","AA/AO","25","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Outside London","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Outside London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Overseas","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Overseas","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Defence (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","London","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","London","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","London","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","Outside London","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","Outside London","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Ministry of Justice (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","Outside London","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Crime Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Infrastructure Commission","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Infrastructure Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Infrastructure Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Infrastructure Commission","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Records of Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Records of Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Records of Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Records of Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Records of Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Savings and Investments","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Savings and Investments","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Savings and Investments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Savings and Investments","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Savings and Investments","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","National Savings and Investments","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Northern Ireland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Northern Ireland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Northern Ireland Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Northern Ireland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Northern Ireland Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Budget Responsibility","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Budget Responsibility","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Budget Responsibility","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","London","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Gas and Electricity Markets","London","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Gas and Electricity Markets","London","EO","30","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Gas and Electricity Markets","London","G6/G7","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Gas and Electricity Markets","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Gas and Electricity Markets","London","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Gas and Electricity Markets","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Gas and Electricity Markets","Outside London","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Gas and Electricity Markets","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Gas and Electricity Markets","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Gas and Electricity Markets","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Qualifications and Examinations Regulation","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Qualifications and Examinations Regulation","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Qualifications and Examinations Regulation","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of Rail and Road","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Public Guardian","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Public Guardian","Outside London","AA/AO","75","[c]","21760","21780"
"New entrant CS","2023","Asian","Office of the Public Guardian","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Public Guardian","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Public Guardian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Scottish Charity Regulator","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Scottish Charity Regulator","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Scottish Charity Regulator","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Wales","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Wales","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Office of the Secretary of State for Wales","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Planning Inspectorate","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Planning Inspectorate","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Planning Inspectorate","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Planning Inspectorate","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Planning Inspectorate","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Queen Elizabeth II Centre","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Queen Elizabeth II Centre","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Queen Elizabeth II Centre","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Registers of Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Registers of Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Registers of Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Registers of Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Revenue Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Revenue Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Revenue Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Revenue Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Royal Fleet Auxiliary","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Rural Payments Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Rural Payments Agency","Outside London","AA/AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Rural Payments Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Rural Payments Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Rural Payments Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Courts and Tribunals Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Courts and Tribunals Service","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Courts and Tribunals Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Courts and Tribunals Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Fiscal Commission","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Fiscal Commission","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Government (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Government (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Government (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Government (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Government (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Government (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Government (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Government (excl. agencies)","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Government (excl. agencies)","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Government (excl. agencies)","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Housing Regulator","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Prison Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Prison Service","Outside London","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Asian","Scottish Prison Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
