"Status","Year","Ethnicity","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Black","Intellectual Property Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Intellectual Property Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Intellectual Property Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Intellectual Property Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Intellectual Property Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Intellectual Property Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Intellectual Property Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Intellectual Property Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Intellectual Property Office","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Black","Legal Aid Agency","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Legal Aid Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal Aid Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal Aid Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal Aid Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal Aid Agency","Outside London","AA/AO","20","20","[c]","[c]"
"In post","2023","Black","Legal Aid Agency","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Black","Legal Aid Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal Aid Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal Aid Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Legal Aid Agency","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Maritime and Coastguard Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Maritime and Coastguard Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Maritime and Coastguard Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Maritime and Coastguard Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Maritime and Coastguard Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Maritime and Coastguard Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Maritime and Coastguard Agency","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Black","Medicines and Healthcare Products Regulatory Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Medicines and Healthcare Products Regulatory Agency","London","EO","15","15","[c]","[c]"
"In post","2023","Black","Medicines and Healthcare Products Regulatory Agency","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Black","Medicines and Healthcare Products Regulatory Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Medicines and Healthcare Products Regulatory Agency","London","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Black","Medicines and Healthcare Products Regulatory Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Medicines and Healthcare Products Regulatory Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Medicines and Healthcare Products Regulatory Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Medicines and Healthcare Products Regulatory Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Black","Met Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Met Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Met Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Met Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Met Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Met Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Met Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Met Office","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Black","Met Office","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Met Office","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Met Office","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence (excl. agencies)","London","AA/AO","70","70","26010","25940"
"In post","2023","Black","Ministry of Defence (excl. agencies)","London","EO","30","30","30620","30950"
"In post","2023","Black","Ministry of Defence (excl. agencies)","London","G6/G7","20","20","[c]","[c]"
"In post","2023","Black","Ministry of Defence (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence (excl. agencies)","London","SEO/HEO","85","85","43190","43470"
"In post","2023","Black","Ministry of Defence (excl. agencies)","Outside London","AA/AO","90","90","23150","22220"
"In post","2023","Black","Ministry of Defence (excl. agencies)","Outside London","EO","40","40","29200","27470"
"In post","2023","Black","Ministry of Defence (excl. agencies)","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2023","Black","Ministry of Defence (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence (excl. agencies)","Outside London","SEO/HEO","130","125","38060","36020"
"In post","2023","Black","Ministry of Defence (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence (excl. agencies)","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence (excl. agencies)","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence (excl. agencies)","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence (excl. agencies)","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence (excl. agencies)","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Black","Ministry of Defence (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Defence (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Justice (excl. agencies)","London","AA/AO","25","25","[c]","[c]"
"In post","2023","Black","Ministry of Justice (excl. agencies)","London","EO","65","65","30000","29660"
"In post","2023","Black","Ministry of Justice (excl. agencies)","London","G6/G7","60","60","60160","56450"
"In post","2023","Black","Ministry of Justice (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Justice (excl. agencies)","London","SEO/HEO","185","185","40260","39000"
"In post","2023","Black","Ministry of Justice (excl. agencies)","London","Unknown","5","5","[c]","[c]"
"In post","2023","Black","Ministry of Justice (excl. agencies)","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Ministry of Justice (excl. agencies)","Outside London","EO","10","10","[c]","[c]"
"In post","2023","Black","Ministry of Justice (excl. agencies)","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Black","Ministry of Justice (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Justice (excl. agencies)","Outside London","SEO/HEO","30","30","[c]","[c]"
"In post","2023","Black","Ministry of Justice (excl. agencies)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Justice (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Justice (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Justice (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Ministry of Justice (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","London","AA/AO","15","15","[c]","[c]"
"In post","2023","Black","National Crime Agency","London","EO","30","30","36760","37030"
"In post","2023","Black","National Crime Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","London","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Black","National Crime Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Black","National Crime Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","Outside London","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Black","National Crime Agency","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Crime Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Infrastructure Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Infrastructure Commission","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Infrastructure Commission","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Infrastructure Commission","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Infrastructure Commission","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Records of Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Records of Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Records of Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Records of Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Records of Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Savings and Investments","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Savings and Investments","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Savings and Investments","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Savings and Investments","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Savings and Investments","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Black","National Savings and Investments","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Savings and Investments","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Savings and Investments","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","National Savings and Investments","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Northern Ireland Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office for Budget Responsibility","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office for Budget Responsibility","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office for Budget Responsibility","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office for Budget Responsibility","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","London","EO","5","5","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Black","Office of Gas and Electricity Markets","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Gas and Electricity Markets","London","EO","25","25","[c]","[c]"
"In post","2023","Black","Office of Gas and Electricity Markets","London","G6/G7","35","35","57130","55000"
"In post","2023","Black","Office of Gas and Electricity Markets","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Gas and Electricity Markets","London","SEO/HEO","30","30","39750","39860"
"In post","2023","Black","Office of Gas and Electricity Markets","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Gas and Electricity Markets","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Black","Office of Gas and Electricity Markets","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","Office of Gas and Electricity Markets","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Gas and Electricity Markets","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Black","Office of Qualifications and Examinations Regulation","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Qualifications and Examinations Regulation","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Qualifications and Examinations Regulation","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of Rail and Road","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Public Guardian","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Public Guardian","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Public Guardian","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Public Guardian","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Public Guardian","Outside London","AA/AO","65","55","21780","21780"
"In post","2023","Black","Office of the Public Guardian","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Black","Office of the Public Guardian","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Public Guardian","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Public Guardian","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Black","Office of the Public Guardian","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Scottish Charity Regulator","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Scottish Charity Regulator","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Scottish Charity Regulator","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Scottish Charity Regulator","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Scottish Charity Regulator","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Office of the Secretary of State for Wales","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectorate","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectorate","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Planning Inspectorate","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectorate","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectorate","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Planning Inspectorate","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Queen Elizabeth II Centre","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Queen Elizabeth II Centre","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Queen Elizabeth II Centre","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Queen Elizabeth II Centre","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Queen Elizabeth II Centre","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Registers of Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Registers of Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Registers of Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Registers of Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Registers of Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Revenue Scotland","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Revenue Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Revenue Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Revenue Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Revenue Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Royal Fleet Auxiliary","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Outside London","AA/AO","20","15","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Rural Payments Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Courts and Tribunals Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Courts and Tribunals Service","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Courts and Tribunals Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Courts and Tribunals Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Courts and Tribunals Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Fiscal Commission","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Fiscal Commission","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Fiscal Commission","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Fiscal Commission","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Forestry","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Forestry","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Forestry","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Forestry","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Forestry","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","Outside London","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Government (excl. agencies)","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Housing Regulator","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Housing Regulator","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Housing Regulator","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Housing Regulator","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Housing Regulator","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Prison Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Prison Service","Outside London","EO","5","5","[c]","[c]"
"In post","2023","Black","Scottish Prison Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Prison Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Prison Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Public Pensions Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Public Pensions Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Public Pensions Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Public Pensions Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Scottish Public Pensions Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Serious Fraud Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Serious Fraud Office","London","EO","10","10","[c]","[c]"
"In post","2023","Black","Serious Fraud Office","London","G6/G7","5","5","[c]","[c]"
"In post","2023","Black","Serious Fraud Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Serious Fraud Office","London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Black","Social Security Scotland","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Black","Social Security Scotland","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Black","Social Security Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Security Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Black","Social Security Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Standards and Testing Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Black","Standards and Testing Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Black","Standards and Testing Agency","London","SCS level","[c]","[c]","[c]","[c]"
