"Status","Year","Disability","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SCS level","30","25","[c]","[c]"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","SEO/HEO","2280","2155","38390","35890"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","EO","25","25","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","G6/G7","90","85","58520","54700"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","SEO/HEO","80","80","34980","33820"
"In post","2023","Declared disabled","Health and Safety Executive","Department for Work and Pensions","AA/AO","45","40","23150","23500"
"In post","2023","Declared disabled","Health and Safety Executive","Department for Work and Pensions","EO","70","65","28500","27350"
"In post","2023","Declared disabled","Health and Safety Executive","Department for Work and Pensions","G6/G7","60","60","60430","56830"
"In post","2023","Declared disabled","Health and Safety Executive","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","Department for Work and Pensions","SEO/HEO","180","170","42760","40950"
"In post","2023","Declared disabled","Home Office","Home Office","AA/AO","710","620","22980","22400"
"In post","2023","Declared disabled","Home Office","Home Office","EO","1200","1100","27670","26610"
"In post","2023","Declared disabled","Home Office","Home Office","G6/G7","355","345","61950","59400"
"In post","2023","Declared disabled","Home Office","Home Office","SCS level","35","35","91630","87750"
"In post","2023","Declared disabled","Home Office","Home Office","SEO/HEO","920","880","37550","36310"
"In post","2023","Declared disabled","Home Office","Home Office","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","EO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","G6/G7","20","15","[c]","[c]"
"In post","2023","Declared disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","35","30","41200","42760"
"In post","2023","Declared disabled","Legal Aid Agency","Ministry of Justice","AA/AO","80","70","21780","21780"
"In post","2023","Declared disabled","Legal Aid Agency","Ministry of Justice","EO","55","50","26390","25830"
"In post","2023","Declared disabled","Legal Aid Agency","Ministry of Justice","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Legal Aid Agency","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal Aid Agency","Ministry of Justice","SEO/HEO","35","30","37370","37680"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","Department for Transport","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","Department for Transport","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","Department for Transport","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","Department for Transport","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","AA/AO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","EO","35","35","26200","26650"
"In post","2023","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","G6/G7","40","35","49150","47960"
"In post","2023","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","SEO/HEO","145","135","36520","37420"
"In post","2023","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","AA/AO","1255","1190","23820","22220"
"In post","2023","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","EO","710","685","29420","27470"
"In post","2023","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","G6/G7","295","285","62650","60310"
"In post","2023","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","SCS level","30","30","96040","90230"
"In post","2023","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","SEO/HEO","1190","1160","38910","37300"
"In post","2023","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","AA/AO","35","30","23350","21780"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","EO","105","105","28270","29660"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","G6/G7","190","190","59740","58700"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","SCS level","20","20","[c]","[c]"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","SEO/HEO","475","465","38200","37680"
"In post","2023","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","10","10","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","National Crime Agency","AA/AO","20","20","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","National Crime Agency","EO","120","120","35900","36040"
"In post","2023","Declared disabled","National Crime Agency","National Crime Agency","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Crime Agency","National Crime Agency","SEO/HEO","115","115","45600","45610"
"In post","2023","Declared disabled","National Infrastructure Commission","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Infrastructure Commission","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Infrastructure Commission","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Infrastructure Commission","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Records of Scotland","Scottish Government","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","National Records of Scotland","Scottish Government","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","National Records of Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Records of Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Records of Scotland","Scottish Government","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","Chancellor's other departments","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","Chancellor's other departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","National Savings and Investments","Chancellor's other departments","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Northern Ireland Office","Northern Ireland Office","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Office for Budget Responsibility","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Budget Responsibility","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Budget Responsibility","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Office for Budget Responsibility","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
