"Status","Year","Age","Disability","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","50-59","Declared non-disabled","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Psychology","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Science and Engineering","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Science and Engineering","East of England","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Science and Engineering","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Science and Engineering","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Science and Engineering","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Science and Engineering","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Science and Engineering","South West (England)","30","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Science and Engineering","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Science and Engineering","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Security","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Security","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Security","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Security","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Security","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Security","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Security","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Security","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Security","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Security","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Social Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Social Research","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Social Research","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Statistics","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Statistics","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Statistics","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Tax","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Tax","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Tax","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Tax","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Tax","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Tax","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Tax","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Tax","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","London","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","Scotland","160","[c]","34340","29100"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","Wales","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","West Midlands (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Unknown","Yorkshire and The Humber","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Veterinarian","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Declared non-disabled","Veterinarian","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Commercial","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Communications","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Digital, Data and Technology","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Digital, Data and Technology","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Digital, Data and Technology","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Finance","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Finance","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Finance","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Human Resources","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Intelligence Analysis","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Legal","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Operational Delivery","East Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Operational Delivery","East of England","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Operational Delivery","London","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Operational Delivery","North East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Operational Delivery","North West (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Operational Delivery","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Operational Delivery","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Operational Delivery","South West (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Operational Delivery","Wales","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Operational Delivery","West Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Operational Delivery","Yorkshire and The Humber","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Other","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Other","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Other","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Policy","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Policy","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Project Delivery","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Science and Engineering","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Science and Engineering","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Statistics","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Unknown","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Undeclared","Veterinarian","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Commercial","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Commercial","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Commercial","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Commercial","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Commercial","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Commercial","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Commercial","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Communications","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Communications","London","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Communications","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Communications","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Communications","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Communications","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Communications","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Counter Fraud","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Counter Fraud","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Digital, Data and Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Digital, Data and Technology","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Digital, Data and Technology","London","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Digital, Data and Technology","North East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Digital, Data and Technology","North West (England)","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Digital, Data and Technology","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Digital, Data and Technology","South East (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Digital, Data and Technology","South West (England)","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Digital, Data and Technology","Wales","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Digital, Data and Technology","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Digital, Data and Technology","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Finance","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Finance","London","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Finance","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Finance","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Finance","South East (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Finance","South West (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Finance","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Finance","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Human Resources","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Human Resources","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Human Resources","London","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Human Resources","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Human Resources","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Human Resources","South East (England)","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Human Resources","South West (England)","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Human Resources","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Human Resources","West Midlands (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Human Resources","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Inspector of Education and Training","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Intelligence Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Intelligence Analysis","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Intelligence Analysis","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Intelligence Analysis","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Intelligence Analysis","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Intelligence Analysis","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","International Trade","East of England","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","International Trade","London","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","International Trade","North East (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","International Trade","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","International Trade","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","International Trade","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","International Trade","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","International Trade","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Knowledge and Information Management","London","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Knowledge and Information Management","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Knowledge and Information Management","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Knowledge and Information Management","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Knowledge and Information Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Legal","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Legal","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Legal","London","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Legal","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Legal","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Legal","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Legal","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Legal","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Legal","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Medicine","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Medicine","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Medicine","London","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Medicine","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Medicine","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Medicine","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Medicine","South West (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Medicine","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Medicine","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Medicine","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Operational Delivery","East Midlands (England)","140","[c]","26360","23230"
"New entrant CS","2023","50-59","Unknown","Operational Delivery","East of England","130","[c]","26090","25750"
"New entrant CS","2023","50-59","Unknown","Operational Delivery","London","335","[c]","31930","29750"
"New entrant CS","2023","50-59","Unknown","Operational Delivery","North East (England)","120","[c]","25560","22520"
"New entrant CS","2023","50-59","Unknown","Operational Delivery","North West (England)","415","[c]","25650","23230"
"New entrant CS","2023","50-59","Unknown","Operational Delivery","Northern Ireland","30","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Operational Delivery","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Operational Delivery","Scotland","175","[c]","26120","24710"
"New entrant CS","2023","50-59","Unknown","Operational Delivery","South East (England)","330","[c]","27570","25750"
"New entrant CS","2023","50-59","Unknown","Operational Delivery","South West (England)","130","[c]","28270","23640"
"New entrant CS","2023","50-59","Unknown","Operational Delivery","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Operational Delivery","Wales","105","[c]","24510","22520"
"New entrant CS","2023","50-59","Unknown","Operational Delivery","West Midlands (England)","140","[c]","26500","23390"
"New entrant CS","2023","50-59","Unknown","Operational Delivery","Yorkshire and The Humber","195","[c]","25300","23520"
"New entrant CS","2023","50-59","Unknown","Operational Research","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Operational Research","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Operational Research","Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Operational Research","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Operational Research","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Operational Research","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Other","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Other","East of England","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Other","London","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Other","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Other","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Other","Scotland","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Other","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Other","South West (England)","45","[c]","34920","27110"
"New entrant CS","2023","50-59","Unknown","Other","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Other","Wales","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Other","West Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Other","Yorkshire and The Humber","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Planning Inspectors","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Planning Inspectors","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Policy","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Policy","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Policy","London","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Policy","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Policy","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Policy","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Policy","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Policy","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Policy","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Policy","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Policy","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Policy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Project Delivery","East Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Project Delivery","East of England","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Project Delivery","London","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Project Delivery","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Project Delivery","South East (England)","20","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Project Delivery","South West (England)","40","[c]","46590","41000"
"New entrant CS","2023","50-59","Unknown","Project Delivery","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Project Delivery","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Project Delivery","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Property","East of England","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Property","London","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Property","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Property","North West (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Property","Scotland","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Property","South East (England)","10","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Property","South West (England)","15","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Property","Wales","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Property","West Midlands (England)","5","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Psychology","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Psychology","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","50-59","Unknown","Science and Engineering","East Midlands (England)","[c]","[c]","[c]","[c]"
