"Status","Year","Disability","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Undeclared","Driver and Vehicle Licensing Agency","SEO","55","50","44960","42180"
"In post","2023","Undeclared","Driver and Vehicle Standards Agency","AO","70","65","25800","27490"
"In post","2023","Undeclared","Driver and Vehicle Standards Agency","EO","130","125","28670","27450"
"In post","2023","Undeclared","Driver and Vehicle Standards Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Driver and Vehicle Standards Agency","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Driver and Vehicle Standards Agency","HEO","40","40","33080","32740"
"In post","2023","Undeclared","Driver and Vehicle Standards Agency","SEO","25","20","[c]","[c]"
"In post","2023","Undeclared","Education Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Education Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Education Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Education Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Education and Skills Funding Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Education and Skills Funding Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Education and Skills Funding Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Education and Skills Funding Agency","HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Education and Skills Funding Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Education and Skills Funding Agency","SEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Estyn","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","FCDO Services","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","FCDO Services","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","FCDO Services","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","FCDO Services","G7","10","5","[c]","[c]"
"In post","2023","Undeclared","FCDO Services","HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","FCDO Services","SEO","15","15","[c]","[c]"
"In post","2023","Undeclared","FCDO Services","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Food Standards Agency","EO","60","60","28570","28090"
"In post","2023","Undeclared","Food Standards Agency","G6","10","10","[c]","[c]"
"In post","2023","Undeclared","Food Standards Agency","G7","45","45","54800","53110"
"In post","2023","Undeclared","Food Standards Agency","HEO","65","65","32390","31730"
"In post","2023","Undeclared","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Food Standards Agency","SEO","95","90","39720","38670"
"In post","2023","Undeclared","Food Standards Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Food Standards Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","G6","40","40","69160","69980"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","G7","50","50","58900","57720"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","HEO","60","60","37390","37560"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","SCS level","25","25","[c]","[c]"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","SEO","20","20","[c]","[c]"
"In post","2023","Undeclared","Government Actuary's Department","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Actuary's Department","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Commercial Organisation","G6","30","30","77320","73450"
"In post","2023","Undeclared","Government Commercial Organisation","G7","50","50","62990","62000"
"In post","2023","Undeclared","Government Commercial Organisation","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Government Commercial Organisation","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Government Internal Audit Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Internal Audit Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Internal Audit Agency","G6","5","5","[c]","[c]"
"In post","2023","Undeclared","Government Internal Audit Agency","G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Government Internal Audit Agency","HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Government Internal Audit Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Internal Audit Agency","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Government Legal Department","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Legal Department","EO","15","10","[c]","[c]"
"In post","2023","Undeclared","Government Legal Department","G6","50","45","69840","68280"
"In post","2023","Undeclared","Government Legal Department","G7","30","30","54680","53440"
"In post","2023","Undeclared","Government Legal Department","HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Government Legal Department","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Government Legal Department","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Property Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Property Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Property Agency","HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Government Property Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Government Property Agency","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","HM Courts and Tribunals Service","AA","115","100","20800","19930"
"In post","2023","Undeclared","HM Courts and Tribunals Service","AO","570","505","22550","21780"
"In post","2023","Undeclared","HM Courts and Tribunals Service","EO","180","170","27320","25830"
"In post","2023","Undeclared","HM Courts and Tribunals Service","G6","10","10","[c]","[c]"
"In post","2023","Undeclared","HM Courts and Tribunals Service","G7","45","45","57010","55720"
"In post","2023","Undeclared","HM Courts and Tribunals Service","HEO","90","90","33200","31270"
"In post","2023","Undeclared","HM Courts and Tribunals Service","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","HM Courts and Tribunals Service","SEO","95","85","42310","42810"
"In post","2023","Undeclared","HM Land Registry","AO","30","30","23500","23390"
"In post","2023","Undeclared","HM Land Registry","EO","100","90","28570","28080"
"In post","2023","Undeclared","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Land Registry","G7","15","15","[c]","[c]"
"In post","2023","Undeclared","HM Land Registry","HEO","90","75","35640","34850"
"In post","2023","Undeclared","HM Land Registry","SEO","45","40","43090","41680"
"In post","2023","Undeclared","HM Prison and Probation Service","AA","770","665","23730","23670"
"In post","2023","Undeclared","HM Prison and Probation Service","AO","2255","2005","31530","32920"
"In post","2023","Undeclared","HM Prison and Probation Service","EO","1160","1080","34330","35710"
"In post","2023","Undeclared","HM Prison and Probation Service","G6","25","25","[c]","[c]"
"In post","2023","Undeclared","HM Prison and Probation Service","G7","45","45","69130","68140"
"In post","2023","Undeclared","HM Prison and Probation Service","HEO","640","605","38510","39720"
"In post","2023","Undeclared","HM Prison and Probation Service","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","HM Prison and Probation Service","SEO","355","345","52090","53200"
"In post","2023","Undeclared","HM Prison and Probation Service","Unknown","860","795","31540","29050"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","AA","30","25","22670","22520"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","AO","700","605","22790","22520"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","EO","665","610","29240","28130"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","G6","125","120","74430","72920"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","G7","370","360","59360","57970"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","HEO","795","755","35830","35000"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","SCS level","25","20","[c]","[c]"
"In post","2023","Undeclared","HM Revenue and Customs (excl. agencies)","SEO","440","425","43280","42510"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","AO","10","10","[c]","[c]"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","EO","25","25","[c]","[c]"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","G6","35","35","65810","64930"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","G7","105","105","55160","54090"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","HEO","95","95","34110","33630"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","HM Treasury (excl. agencies)","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Health and Safety Executive","AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Health and Safety Executive","EO","30","25","[c]","[c]"
"In post","2023","Undeclared","Health and Safety Executive","G6","10","10","[c]","[c]"
"In post","2023","Undeclared","Health and Safety Executive","G7","30","30","60250","57390"
"In post","2023","Undeclared","Health and Safety Executive","HEO","25","25","[c]","[c]"
"In post","2023","Undeclared","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Health and Safety Executive","SEO","55","55","49930","46780"
"In post","2023","Undeclared","Home Office","AA","25","25","[c]","[c]"
"In post","2023","Undeclared","Home Office","AO","190","165","23710","22400"
"In post","2023","Undeclared","Home Office","EO","610","545","28050","27650"
"In post","2023","Undeclared","Home Office","G6","50","50","71130","71050"
"In post","2023","Undeclared","Home Office","G7","130","130","59130","59290"
"In post","2023","Undeclared","Home Office","HEO","340","325","34430","33580"
"In post","2023","Undeclared","Home Office","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Home Office","SEO","200","195","42310","42860"
"In post","2023","Undeclared","Home Office","Unknown","15","15","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","AO","30","25","21780","21780"
"In post","2023","Undeclared","Legal Aid Agency","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal Aid Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Maritime and Coastguard Agency","AO","10","5","[c]","[c]"
"In post","2023","Undeclared","Maritime and Coastguard Agency","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Maritime and Coastguard Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Maritime and Coastguard Agency","G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Maritime and Coastguard Agency","HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Maritime and Coastguard Agency","SEO","20","20","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","G6","5","5","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Medicines and Healthcare Products Regulatory Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","AA","305","295","21030","21380"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","AO","610","580","26560","22220"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","EO","475","460","30700","27740"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","G6","65","60","73720","70410"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","G7","170","170","57220","56180"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","HEO","505","490","36690","34300"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","SCS level","15","15","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","SEO","370","355","44670","41920"
"In post","2023","Undeclared","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","AO","20","20","[c]","[c]"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","EO","65","65","28040","27170"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","G6","30","30","[c]","[c]"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","G7","90","90","58260","57010"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","HEO","110","105","34680","35410"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","SEO","140","135","42720","43650"
"In post","2023","Undeclared","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Infrastructure Commission","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Infrastructure Commission","HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","National Records of Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Records of Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Records of Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Records of Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Savings and Investments","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Savings and Investments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Savings and Investments","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Savings and Investments","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Savings and Investments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Savings and Investments","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office for Budget Responsibility","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office for Budget Responsibility","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office for Budget Responsibility","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","G6","35","35","74330","74850"
"In post","2023","Undeclared","Office of Rail and Road","G7","125","120","60020","59690"
"In post","2023","Undeclared","Office of Rail and Road","HEO","25","25","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","SCS level","15","15","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","SEO","35","35","44050","44610"
"In post","2023","Undeclared","Office of the Public Guardian","AO","55","50","21780","21780"
"In post","2023","Undeclared","Office of the Public Guardian","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Office of the Public Guardian","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Public Guardian","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Public Guardian","HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Office of the Public Guardian","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Scottish Charity Regulator","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Scottish Charity Regulator","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectorate","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectorate","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectorate","G6","20","15","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectorate","G7","10","5","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectorate","HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Planning Inspectorate","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Registers of Scotland","AO","5","5","[c]","[c]"
"In post","2023","Undeclared","Registers of Scotland","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Registers of Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Registers of Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Registers of Scotland","HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Registers of Scotland","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Rural Payments Agency","AO","120","110","22130","22150"
"In post","2023","Undeclared","Rural Payments Agency","EO","45","45","26120","25920"
"In post","2023","Undeclared","Rural Payments Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Rural Payments Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Rural Payments Agency","HEO","20","20","[c]","[c]"
"In post","2023","Undeclared","Rural Payments Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Rural Payments Agency","SEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Scottish Courts and Tribunals Service","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Courts and Tribunals Service","AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Scottish Courts and Tribunals Service","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Scottish Courts and Tribunals Service","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Courts and Tribunals Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Government (excl. agencies)","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Government (excl. agencies)","AO","5","5","[c]","[c]"
"In post","2023","Undeclared","Scottish Government (excl. agencies)","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Scottish Government (excl. agencies)","G6","10","10","[c]","[c]"
"In post","2023","Undeclared","Scottish Government (excl. agencies)","G7","35","30","62640","65280"
"In post","2023","Undeclared","Scottish Government (excl. agencies)","HEO","30","30","36700","36330"
"In post","2023","Undeclared","Scottish Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Government (excl. agencies)","SEO","40","40","46520","47250"
"In post","2023","Undeclared","Scottish Housing Regulator","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Housing Regulator","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Prison Service","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Prison Service","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Prison Service","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Scottish Prison Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Prison Service","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Prison Service","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Public Pensions Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Public Pensions Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Public Pensions Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Public Pensions Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Serious Fraud Office","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Serious Fraud Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Serious Fraud Office","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Serious Fraud Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Serious Fraud Office","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Social Security Scotland","AA","20","20","[c]","[c]"
"In post","2023","Undeclared","Social Security Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Social Security Scotland","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Social Security Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Social Security Scotland","HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Social Security Scotland","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Standards and Testing Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Standards and Testing Agency","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Submarine Delivery Agency","Unknown","115","110","46220","42670"
"In post","2023","Undeclared","Teaching Regulation Agency","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Teaching Regulation Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Teaching Regulation Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","AO","5","5","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","The Insolvency Service","SEO","10","5","[c]","[c]"
"In post","2023","Undeclared","The National Archives","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The National Archives","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The National Archives","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Transport Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Transport Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Transport Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Transport Scotland","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Debt Management Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Debt Management Office","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","G6","5","5","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","SEO","10","10","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","AA","20","20","[c]","[c]"
"In post","2023","Undeclared","UK Health Security Agency","AO","90","80","23020","23000"
"In post","2023","Undeclared","UK Health Security Agency","EO","160","150","28530","28200"
"In post","2023","Undeclared","UK Health Security Agency","G6","215","205","70950","67890"
"In post","2023","Undeclared","UK Health Security Agency","G7","415","405","54490","53640"
"In post","2023","Undeclared","UK Health Security Agency","HEO","245","230","34270","34370"
"In post","2023","Undeclared","UK Health Security Agency","SCS level","125","115","113930","115860"
"In post","2023","Undeclared","UK Health Security Agency","SEO","355","340","41790","41680"
"In post","2023","Undeclared","UK Hydrographic Office","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Hydrographic Office","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","UK Hydrographic Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Hydrographic Office","G7","5","5","[c]","[c]"
"In post","2023","Undeclared","UK Hydrographic Office","HEO","20","20","[c]","[c]"
"In post","2023","Undeclared","UK Hydrographic Office","SEO","15","15","[c]","[c]"
"In post","2023","Undeclared","UK Space Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Space Agency","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Space Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Space Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","AA","10","5","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","AO","40","25","21480","21200"
"In post","2023","Undeclared","UK Statistics Authority","EO","20","15","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","G7","20","20","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","HEO","30","25","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","SEO","25","25","[c]","[c]"
"In post","2023","Undeclared","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","AO","50","45","23430","22520"
"In post","2023","Undeclared","Valuation Office Agency","EO","80","70","28620","27810"
"In post","2023","Undeclared","Valuation Office Agency","G6","5","5","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","G7","35","30","59900","59290"
"In post","2023","Undeclared","Valuation Office Agency","HEO","70","65","35120","34450"
"In post","2023","Undeclared","Valuation Office Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Valuation Office Agency","SEO","65","60","46380","46970"
"In post","2023","Undeclared","Vehicle Certification Agency","AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Vehicle Certification Agency","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Vehicle Certification Agency","HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Vehicle Certification Agency","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinary Medicines Directorate","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinary Medicines Directorate","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinary Medicines Directorate","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Veterinary Medicines Directorate","HEO","[c]","[c]","[c]","[c]"
