"Status","Year","Disability","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Government Legal Department","HEO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Government Legal Department","SCS level","20","20","[c]","[c]"
"In post","2023","Declared disabled","Government Legal Department","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Government Property Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Property Agency","EO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Government Property Agency","G6","5","5","[c]","[c]"
"In post","2023","Declared disabled","Government Property Agency","G7","20","20","[c]","[c]"
"In post","2023","Declared disabled","Government Property Agency","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Government Property Agency","SCS level","5","5","[c]","[c]"
"In post","2023","Declared disabled","Government Property Agency","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","AA","285","240","20520","19930"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","AO","1280","1125","22430","21780"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","EO","415","395","26950","25830"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","G6","15","15","[c]","[c]"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","G7","60","55","55380","55720"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","HEO","190","185","32850","31270"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","SEO","195","180","41550","41510"
"In post","2023","Declared disabled","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Crown Prosecution Service Inspectorate","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","AA","5","5","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","AO","185","170","23430","23390"
"In post","2023","Declared disabled","HM Land Registry","EO","270","230","28290","28080"
"In post","2023","Declared disabled","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","G7","20","15","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","HEO","130","115","35510","34850"
"In post","2023","Declared disabled","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Land Registry","SEO","75","70","42680","41680"
"In post","2023","Declared disabled","HM Prison and Probation Service","AA","675","615","23360","23230"
"In post","2023","Declared disabled","HM Prison and Probation Service","AO","2035","1885","30180","30880"
"In post","2023","Declared disabled","HM Prison and Probation Service","EO","780","735","32580","32790"
"In post","2023","Declared disabled","HM Prison and Probation Service","G6","40","40","84600","86480"
"In post","2023","Declared disabled","HM Prison and Probation Service","G7","65","65","65920","66940"
"In post","2023","Declared disabled","HM Prison and Probation Service","HEO","560","535","37300","38180"
"In post","2023","Declared disabled","HM Prison and Probation Service","SCS level","5","5","[c]","[c]"
"In post","2023","Declared disabled","HM Prison and Probation Service","SEO","385","380","50560","52360"
"In post","2023","Declared disabled","HM Prison and Probation Service","Unknown","4020","3745","31100","29050"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","AA","90","75","22570","22520"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","AO","1795","1530","22790","22520"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","EO","1370","1245","28980","28130"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","G6","195","185","73230","71300"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","G7","615","585","59110","57970"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","HEO","1485","1400","35800","35000"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","SCS level","30","25","[c]","[c]"
"In post","2023","Declared disabled","HM Revenue and Customs (excl. agencies)","SEO","795","755","43220","42510"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","EO","25","25","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","G6","30","30","65820","65140"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","G7","60","55","54740","54090"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","HEO","65","65","33900","33630"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","SCS level","10","10","[c]","[c]"
"In post","2023","Declared disabled","HM Treasury (excl. agencies)","SEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","AO","45","40","23150","23500"
"In post","2023","Declared disabled","Health and Safety Executive","EO","70","65","28500","27350"
"In post","2023","Declared disabled","Health and Safety Executive","G6","10","10","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","G7","50","50","57820","55320"
"In post","2023","Declared disabled","Health and Safety Executive","HEO","65","65","34300","32850"
"In post","2023","Declared disabled","Health and Safety Executive","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Health and Safety Executive","SEO","115","110","47730","46300"
"In post","2023","Declared disabled","Home Office","AA","95","80","20700","19500"
"In post","2023","Declared disabled","Home Office","AO","615","545","23330","22400"
"In post","2023","Declared disabled","Home Office","EO","1200","1100","27670","26610"
"In post","2023","Declared disabled","Home Office","G6","90","90","71510","70840"
"In post","2023","Declared disabled","Home Office","G7","265","260","58730","59290"
"In post","2023","Declared disabled","Home Office","HEO","540","510","34290","33770"
"In post","2023","Declared disabled","Home Office","SCS level","35","35","91630","87750"
"In post","2023","Declared disabled","Home Office","SEO","375","370","42240","43210"
"In post","2023","Declared disabled","Home Office","Unknown","5","5","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Institute for Apprenticeships and Technical Education","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Intellectual Property Office","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intellectual Property Office","AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Intellectual Property Office","EO","25","25","[c]","[c]"
"In post","2023","Declared disabled","Intellectual Property Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intellectual Property Office","G7","15","15","[c]","[c]"
"In post","2023","Declared disabled","Intellectual Property Office","HEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Intellectual Property Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Intellectual Property Office","SEO","20","20","[c]","[c]"
"In post","2023","Declared disabled","Legal Aid Agency","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal Aid Agency","AO","80","70","21820","21780"
"In post","2023","Declared disabled","Legal Aid Agency","EO","55","50","26390","25830"
"In post","2023","Declared disabled","Legal Aid Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal Aid Agency","G7","10","10","[c]","[c]"
"In post","2023","Declared disabled","Legal Aid Agency","HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Legal Aid Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Legal Aid Agency","SEO","20","15","[c]","[c]"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","EO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","HEO","15","15","[c]","[c]"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Maritime and Coastguard Agency","SEO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","EO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","G6","5","5","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","G7","5","5","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","HEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Medicines and Healthcare Products Regulatory Agency","SEO","5","5","[c]","[c]"
"In post","2023","Declared disabled","Met Office","AA","5","5","[c]","[c]"
"In post","2023","Declared disabled","Met Office","AO","10","10","[c]","[c]"
"In post","2023","Declared disabled","Met Office","EO","35","35","26200","26650"
"In post","2023","Declared disabled","Met Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Met Office","G7","35","35","47610","47960"
"In post","2023","Declared disabled","Met Office","HEO","70","65","32860","32730"
"In post","2023","Declared disabled","Met Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Met Office","SEO","75","70","39980","39650"
"In post","2023","Declared disabled","Ministry of Defence (excl. agencies)","AA","390","370","21240","21380"
"In post","2023","Declared disabled","Ministry of Defence (excl. agencies)","AO","870","825","24980","22220"
"In post","2023","Declared disabled","Ministry of Defence (excl. agencies)","EO","710","685","29420","27470"
"In post","2023","Declared disabled","Ministry of Defence (excl. agencies)","G6","100","95","72340","70470"
"In post","2023","Declared disabled","Ministry of Defence (excl. agencies)","G7","195","190","57530","56730"
"In post","2023","Declared disabled","Ministry of Defence (excl. agencies)","HEO","735","715","35940","34300"
"In post","2023","Declared disabled","Ministry of Defence (excl. agencies)","SCS level","30","30","96040","90230"
"In post","2023","Declared disabled","Ministry of Defence (excl. agencies)","SEO","460","445","43660","41800"
