"Status","Year","Age","Profession_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","20-29","Psychology","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Psychology","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Psychology","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Psychology","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Psychology","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","AA","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","AA","Unknown","30","[c]","19290","19280"
"Leaver CS","2023","20-29","Science and Engineering","AO","Heterosexual / straight","50","[c]","22780","20880"
"Leaver CS","2023","20-29","Science and Engineering","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","EO","Heterosexual / straight","60","[c]","26980","26860"
"Leaver CS","2023","20-29","Science and Engineering","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","EO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","HEO","Heterosexual / straight","75","[c]","32090","32550"
"Leaver CS","2023","20-29","Science and Engineering","HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","HEO","Unknown","60","[c]","30910","30650"
"Leaver CS","2023","20-29","Science and Engineering","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","SEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","AA","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","AA","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","AO","Heterosexual / straight","40","[c]","27860","27480"
"Leaver CS","2023","20-29","Security","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","AO","Unknown","35","[c]","28130","27680"
"Leaver CS","2023","20-29","Security","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Research","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Research","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Research","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Research","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Research","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Research","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Research","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Research","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Research","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Research","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Research","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Research","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Research","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Research","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Research","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Research","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Social Research","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Statistics","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Statistics","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Statistics","AA","Unknown","40","[c]","22680","23500"
"Leaver CS","2023","20-29","Statistics","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Statistics","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Statistics","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Statistics","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Statistics","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Statistics","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Statistics","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Statistics","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Statistics","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Statistics","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Statistics","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Statistics","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Statistics","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Statistics","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Statistics","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Statistics","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Tax","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Tax","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Tax","AO","Unknown","150","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Tax","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Tax","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Tax","EO","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Tax","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Tax","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Tax","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Tax","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Tax","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Tax","HEO","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Tax","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Tax","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Tax","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","AA","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","AA","Unknown","60","[c]","22700","22180"
"Leaver CS","2023","20-29","Unknown","AO","Heterosexual / straight","85","[c]","21840","21050"
"Leaver CS","2023","20-29","Unknown","AO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","AO","Unknown","50","[c]","22480","21720"
"Leaver CS","2023","20-29","Unknown","EO","Heterosexual / straight","95","[c]","27730","27500"
"Leaver CS","2023","20-29","Unknown","EO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","EO","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","EO","Unknown","80","[c]","25590","27680"
"Leaver CS","2023","20-29","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","G7","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","G7","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","G7","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","HEO","Heterosexual / straight","95","[c]","34590","34710"
"Leaver CS","2023","20-29","Unknown","HEO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","HEO","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","HEO","Unknown","85","[c]","32530","32960"
"Leaver CS","2023","20-29","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","SEO","Heterosexual / straight","40","[c]","41580","41870"
"Leaver CS","2023","20-29","Unknown","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","SEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","SEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Veterinarian","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Veterinarian","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Veterinarian","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","SEO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","SEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Corporate Finance","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Corporate Finance","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Corporate Finance","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Corporate Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Corporate Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data and Technology","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data and Technology","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data and Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data and Technology","EO","Heterosexual / straight","40","[c]","28570","27590"
"Leaver CS","2023","30-39","Digital, Data and Technology","EO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Digital, Data and Technology","EO","Undeclared","[c]","[c]","[c]","[c]"
