"Status","Year","Organisation","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","National Infrastructure Commission","HM Treasury","G6","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","National Infrastructure Commission","HM Treasury","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","HM Treasury","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","National Infrastructure Commission","HM Treasury","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","HM Treasury","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","HM Treasury","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","National Infrastructure Commission","HM Treasury","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","HM Treasury","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","HM Treasury","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","National Infrastructure Commission","HM Treasury","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","AA","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","AA","Unknown","80","75","24310","24890"
"In post","2023","National Records of Scotland","Scottish Government","AO","Heterosexual / straight","10","5","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","AO","Unknown","25","20","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","EO","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","EO","Unknown","40","40","31850","29450"
"In post","2023","National Records of Scotland","Scottish Government","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","G6","Unknown","5","5","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","G7","Unknown","10","10","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","HEO","Heterosexual / straight","45","45","38300","38330"
"In post","2023","National Records of Scotland","Scottish Government","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","HEO","Unknown","50","50","37930","38330"
"In post","2023","National Records of Scotland","Scottish Government","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","SEO","Heterosexual / straight","35","35","49240","49860"
"In post","2023","National Records of Scotland","Scottish Government","SEO","LGBO","5","5","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Scottish Government","SEO","Unknown","30","25","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","EO","Undeclared","10","10","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","G7","Heterosexual / straight","40","40","54720","54480"
"In post","2023","National Savings and Investments","Chancellor's other departments","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","G7","Undeclared","25","25","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","HEO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","SEO","Heterosexual / straight","35","35","45680","44940"
"In post","2023","National Savings and Investments","Chancellor's other departments","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","Chancellor's other departments","SEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","G7","Unknown","10","10","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","SEO","Heterosexual / straight","35","35","40150","37680"
"In post","2023","Northern Ireland Office","Northern Ireland Office","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Northern Ireland Office","SEO","Unknown","20","20","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office for Budget Responsibility","HM Treasury","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AO","Heterosexual / straight","155","140","22490","22490"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AO","LGBO","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AO","Undeclared","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","AO","Unknown","20","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","Heterosexual / straight","170","165","27580","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","LGBO","20","20","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","Undeclared","15","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","EO","Unknown","15","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6","Heterosexual / straight","145","140","83530","87570"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6","LGBO","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6","Undeclared","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G7","Heterosexual / straight","470","460","72440","77470"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G7","LGBO","45","45","72480","77470"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G7","Undeclared","25","25","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","G7","Unknown","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","HEO","Heterosexual / straight","170","165","33780","33130"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","HEO","LGBO","20","20","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO","Heterosexual / straight","555","535","48610","52750"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO","LGBO","30","30","46130","44250"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO","Undeclared","25","25","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","SEO","Unknown","25","25","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AO","LGBO","10","10","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","Heterosexual / straight","260","260","26370","25750"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","LGBO","50","50","25310","24510"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","Undeclared","25","25","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","EO","Unknown","45","45","27860","26440"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","Heterosexual / straight","165","160","67780","65600"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","LGBO","15","15","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","Undeclared","15","15","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G6","Unknown","100","100","67280","66760"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","Heterosexual / straight","225","220","51920","50000"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","LGBO","20","20","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","Undeclared","25","25","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","G7","Unknown","95","90","51030","48330"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","Heterosexual / straight","150","150","34300","33400"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","LGBO","30","30","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","HEO","Unknown","65","65","34020","33150"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","Heterosexual / straight","30","30","96900","91430"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SCS level","Unknown","25","25","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","Heterosexual / straight","110","110","40840","41530"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","LGBO","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","SEO","Unknown","30","30","40740","41100"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G7","Heterosexual / straight","75","75","50170","49180"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G7","Undeclared","10","10","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","G7","Unknown","10","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","HEO","Heterosexual / straight","65","60","32820","32020"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO","Heterosexual / straight","70","65","40150","39140"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO","LGBO","10","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO","Undeclared","5","5","[c]","[c]"
"In post","2023","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","G6","Heterosexual / straight","30","30","72960","72440"
"In post","2023","Office of Rail and Road","Office of Rail and Road","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","G6","Undeclared","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","G6","Unknown","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","G7","Heterosexual / straight","110","100","58730","57700"
"In post","2023","Office of Rail and Road","Office of Rail and Road","G7","LGBO","10","10","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","G7","Undeclared","15","15","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","G7","Unknown","30","30","62500","61110"
"In post","2023","Office of Rail and Road","Office of Rail and Road","HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","SEO","Heterosexual / straight","40","40","42960","43520"
"In post","2023","Office of Rail and Road","Office of Rail and Road","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of Rail and Road","Office of Rail and Road","SEO","Unknown","10","10","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","AO","Heterosexual / straight","620","560","21790","21780"
"In post","2023","Office of the Public Guardian","Ministry of Justice","AO","LGBO","35","30","21780","21780"
"In post","2023","Office of the Public Guardian","Ministry of Justice","AO","Undeclared","60","55","21780","21780"
"In post","2023","Office of the Public Guardian","Ministry of Justice","AO","Unknown","300","275","21780","21780"
"In post","2023","Office of the Public Guardian","Ministry of Justice","EO","Heterosexual / straight","315","300","25900","25830"
"In post","2023","Office of the Public Guardian","Ministry of Justice","EO","LGBO","25","25","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","EO","Undeclared","30","25","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","EO","Unknown","60","60","25830","25830"
"In post","2023","Office of the Public Guardian","Ministry of Justice","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","HEO","Heterosexual / straight","105","95","31410","31270"
"In post","2023","Office of the Public Guardian","Ministry of Justice","HEO","LGBO","5","5","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","HEO","Unknown","5","5","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","SEO","Heterosexual / straight","35","35","38400","37680"
"In post","2023","Office of the Public Guardian","Ministry of Justice","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","SEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Office of the Public Guardian","Ministry of Justice","SEO","Unknown","5","5","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Scottish Government","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Scottish Government","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Scottish Government","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Office of the Scottish Charity Regulator","Scottish Government","EO","Heterosexual / straight","10","10","[c]","[c]"
