"Status","Year","Organisation","Parent_department","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Submarine Delivery Agency","Ministry of Defence","Unknown","Heterosexual / straight","130","[c]","42110","38790"
"Leaver CS","2023","Submarine Delivery Agency","Ministry of Defence","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Ministry of Defence","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","Submarine Delivery Agency","Ministry of Defence","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","Department for Education","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","Department for Education","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","Department for Education","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","Department for Education","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Teaching Regulation Agency","Department for Education","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AO","Unknown","30","[c]","21980","22180"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","AO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","SEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","The National Archives","The National Archives","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","AA","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Transport Scotland","Scottish Government","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Debt Management Office","HM Treasury","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Export Finance","UK Export Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","AA","Heterosexual / straight","40","[c]","20980","20100"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","AA","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","AO","Heterosexual / straight","115","[c]","21560","20880"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","AO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","AO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","EO","Heterosexual / straight","170","[c]","25880","26010"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","EO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","EO","Unknown","70","[c]","26580","27070"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","G6","Heterosexual / straight","40","[c]","67750","66280"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","G6","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","G6","Unknown","80","[c]","65490","65990"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","G7","Heterosexual / straight","115","[c]","52640","52600"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","G7","Unknown","110","[c]","53150","53360"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","HEO","Heterosexual / straight","270","[c]","32440","32330"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","HEO","LGBO","40","[c]","30900","30460"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","HEO","Undeclared","35","[c]","32080","32330"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","HEO","Unknown","125","[c]","31960","32560"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","SCS level","Heterosexual / straight","40","[c]","104780","106280"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","SCS level","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2023","UK Health Security Agency","Department of Health and Social Care","SCS level","Unknown","60","[c]","97360","92830"
