"Status","Year","Ethnicity","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Black","Legal","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Tax","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Legal","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Commercial","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Commercial","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Commercial","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Communications","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Economics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Economics","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Economics","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Economics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Economics","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Economics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Finance","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Geography","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Geography","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Geography","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Geography","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Human Resources","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Inspector of Education and Training","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Inspector of Education and Training","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Intelligence Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Intelligence Analysis","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Intelligence Analysis","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","International Trade","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","International Trade","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","International Trade","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","International Trade","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Medicine","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Medicine","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Medicine","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Medicine","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Medicine","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Medicine","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Medicine","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Medicine","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Operational Delivery","AA","75","[c]","24280","23230"
"New entrant CS","2023","Black","No function","Operational Delivery","AO","470","[c]","26780","26400"
"New entrant CS","2023","Black","No function","Operational Delivery","EO","105","[c]","27950","28120"
"New entrant CS","2023","Black","No function","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Operational Delivery","HEO","35","[c]","34150","34060"
"New entrant CS","2023","Black","No function","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Operational Delivery","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Operational Delivery","Unknown","190","[c]","24940","23640"
"New entrant CS","2023","Black","No function","Operational Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Operational Research","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Operational Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Operational Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Operational Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Other","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Other","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Other","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Planning","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Planning","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Planning","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Planning","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Planning","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Planning Inspectors","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Planning Inspectors","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Planning Inspectors","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Policy","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Policy","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Policy","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Policy","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Psychology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Psychology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Psychology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Psychology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Psychology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Science and Engineering","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Science and Engineering","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Social Research","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Social Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Social Research","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Social Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Statistics","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Statistics","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Statistics","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Tax","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Tax","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Tax","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Tax","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Tax","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Tax","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Unknown","AO","25","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Unknown","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Veterinarian","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","No function","Veterinarian","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Communications","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Communications","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Inspector of Education and Training","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Medicine","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Medicine","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Medicine","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Medicine","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Operational Research","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Operational Research","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Operational Research","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Operational Research","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Operational Research","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Other","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Other","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Other","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Other","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Policy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Policy","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Policy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Policy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Policy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Project Delivery","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Project Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Project Delivery","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Project Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Project Delivery","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Project Delivery","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Science and Engineering","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Statistics","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Communications","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Communications","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Finance","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Other","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Other","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Other","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Other","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Other","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Project Delivery","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Property","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Property","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Property","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Property","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Property","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Property","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Unknown","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Property","Unknown","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Finance","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Finance","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Finance","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Human Resources","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Human Resources","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Human Resources","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Policy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Policy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Security","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Security","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Security","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Security","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Security","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Security","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Black","Security","Unknown","AO","[c]","[c]","[c]","[c]"
