"Status","Year","Disability","Function_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","AA","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","AO","220","[c]","22120","21690"
"Leaver Dept.","2023","Declared disabled","No function","EO","295","[c]","28430","28120"
"Leaver Dept.","2023","Declared disabled","No function","G6","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","G7","85","[c]","54610","54630"
"Leaver Dept.","2023","Declared disabled","No function","HEO","150","[c]","34020","34170"
"Leaver Dept.","2023","Declared disabled","No function","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","SEO","95","[c]","40420","40050"
"Leaver Dept.","2023","Declared disabled","No function","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","G7","60","[c]","57340","57500"
"Leaver Dept.","2023","Declared non-disabled","Analysis","HEO","110","[c]","33690","33610"
"Leaver Dept.","2023","Declared non-disabled","Analysis","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","SEO","85","[c]","42520","42980"
"Leaver Dept.","2023","Declared non-disabled","Commercial","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","SEO","65","[c]","41650","41880"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","HEO","65","[c]","34340","33630"
"Leaver Dept.","2023","Declared non-disabled","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","SEO","45","[c]","42760","41930"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","AO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","EO","120","[c]","29130","28120"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","AO","100","[c]","21610","21690"
"Leaver Dept.","2023","Declared non-disabled","Debt","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","EO","70","[c]","27430","27170"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","G7","95","[c]","54640","54510"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","HEO","95","[c]","33640","33990"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","SEO","100","[c]","41190","40390"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","EO","45","[c]","28050","28120"
"Leaver Dept.","2023","Declared non-disabled","Finance","G6","30","[c]","69960","70440"
"Leaver Dept.","2023","Declared non-disabled","Finance","G7","45","[c]","54360","53190"
"Leaver Dept.","2023","Declared non-disabled","Finance","HEO","55","[c]","34700","34170"
"Leaver Dept.","2023","Declared non-disabled","Finance","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","SEO","65","[c]","40650","40320"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","AO","30","[c]","21800","22150"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","AO","65","[c]","21930","21720"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","EO","100","[c]","27520","27570"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","G6","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","G7","60","[c]","54200","54800"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","HEO","140","[c]","32670","32400"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","SEO","95","[c]","41190","41240"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","EO","40","[c]","27810","27760"
"Leaver Dept.","2023","Declared non-disabled","Legal","G6","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","G7","40","[c]","54880","52790"
"Leaver Dept.","2023","Declared non-disabled","Legal","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","AA","60","[c]","20310","19930"
"Leaver Dept.","2023","Declared non-disabled","No function","AO","1210","[c]","22070","21690"
"Leaver Dept.","2023","Declared non-disabled","No function","EO","1695","[c]","28250","28120"
"Leaver Dept.","2023","Declared non-disabled","No function","G6","205","[c]","66870","66220"
"Leaver Dept.","2023","Declared non-disabled","No function","G7","590","[c]","55190","54700"
"Leaver Dept.","2023","Declared non-disabled","No function","HEO","975","[c]","34000","34170"
"Leaver Dept.","2023","Declared non-disabled","No function","SCS level","140","[c]","89160","81190"
"Leaver Dept.","2023","Declared non-disabled","No function","SEO","640","[c]","41270","41120"
"Leaver Dept.","2023","Declared non-disabled","No function","Unknown","105","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","EO","40","[c]","27600","27500"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","G7","50","[c]","52460","53080"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","HEO","75","[c]","34740","34170"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","SEO","80","[c]","40930","40800"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","HEO","35","[c]","33670","33440"
"Leaver Dept.","2023","Declared non-disabled","Property","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","AA","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","HEO","40","[c]","34410","34320"
"Leaver Dept.","2023","Declared non-disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","EO","50","[c]","28580","28120"
"Leaver Dept.","2023","Declared non-disabled","Unknown","G6","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","G7","45","[c]","56230","55320"
"Leaver Dept.","2023","Declared non-disabled","Unknown","HEO","105","[c]","35840","35780"
"Leaver Dept.","2023","Declared non-disabled","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","SEO","60","[c]","43090","43730"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Debt","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","AO","110","[c]","21970","21780"
"Leaver Dept.","2023","Undeclared","No function","EO","115","[c]","27860","28120"
"Leaver Dept.","2023","Undeclared","No function","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","G7","55","[c]","54450","54100"
"Leaver Dept.","2023","Undeclared","No function","HEO","95","[c]","33820","33630"
"Leaver Dept.","2023","Undeclared","No function","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","SEO","50","[c]","40450","40650"
"Leaver Dept.","2023","Undeclared","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","HEO","120","[c]","32810","32770"
"Leaver Dept.","2023","Unknown","Analysis","SEO","35","[c]","40680","39890"
"Leaver Dept.","2023","Unknown","Commercial","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","SEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","HEO","45","[c]","33510","33250"
"Leaver Dept.","2023","Unknown","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","EO","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","AO","45","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","G7","35","[c]","55310","56040"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","HEO","85","[c]","32330","32000"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","SEO","60","[c]","41370","41200"
"Leaver Dept.","2023","Unknown","Finance","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","HEO","70","[c]","32980","33250"
"Leaver Dept.","2023","Unknown","Finance","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Grants Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","HEO","45","[c]","33050","32160"
"Leaver Dept.","2023","Unknown","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","AA","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","AO","435","[c]","22920","22400"
