"Status","Year","Function_of_post","Organisation","Region_ITL2","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Communications","HM Treasury (excl. agencies)","Tees Valley and Durham","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","HM Treasury (excl. agencies)","Tees Valley and Durham","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Health and Safety Executive","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Health and Safety Executive","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Health and Safety Executive","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Health and Safety Executive","Merseyside","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Health and Safety Executive","Merseyside","G6/G7","10","10","[c]","[c]"
"In post","2023","Communications","Health and Safety Executive","Merseyside","SEO/HEO","30","30","37190","36630"
"In post","2023","Communications","Health and Safety Executive","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Health and Safety Executive","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Health and Safety Executive","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Home Office","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Home Office","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Home Office","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Home Office","Inner London - West","AA/AO","5","5","[c]","[c]"
"In post","2023","Communications","Home Office","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Home Office","Inner London - West","G6/G7","45","40","63530","59510"
"In post","2023","Communications","Home Office","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Home Office","Inner London - West","SEO/HEO","55","55","42300","43000"
"In post","2023","Communications","Home Office","Outer London - West and North West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Home Office","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Home Office","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Home Office","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Institute for Apprenticeships and Technical Education","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Institute for Apprenticeships and Technical Education","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Institute for Apprenticeships and Technical Education","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Institute for Apprenticeships and Technical Education","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Institute for Apprenticeships and Technical Education","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Institute for Apprenticeships and Technical Education","Tees Valley and Durham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Institute for Apprenticeships and Technical Education","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Intellectual Property Office","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Intellectual Property Office","East Wales","EO","10","10","27740","28300"
"In post","2023","Communications","Intellectual Property Office","East Wales","G6/G7","10","10","58070","57880"
"In post","2023","Communications","Intellectual Property Office","East Wales","SEO/HEO","15","15","37680","41240"
"In post","2023","Communications","Intellectual Property Office","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Intellectual Property Office","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Legal Aid Agency","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Legal Aid Agency","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Legal Aid Agency","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Maritime and Coastguard Agency","Hampshire and Isle of Wight","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Maritime and Coastguard Agency","Hampshire and Isle of Wight","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Maritime and Coastguard Agency","Hampshire and Isle of Wight","SEO/HEO","10","10","34610","31660"
"In post","2023","Communications","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Medicines and Healthcare Products Regulatory Agency","Bedfordshire and Hertfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Medicines and Healthcare Products Regulatory Agency","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Medicines and Healthcare Products Regulatory Agency","Inner London - East","EO","15","10","28850","28220"
"In post","2023","Communications","Medicines and Healthcare Products Regulatory Agency","Inner London - East","G6/G7","15","15","60140","54990"
"In post","2023","Communications","Medicines and Healthcare Products Regulatory Agency","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Medicines and Healthcare Products Regulatory Agency","Inner London - East","SEO/HEO","30","30","39530","41190"
"In post","2023","Communications","Met Office","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Met Office","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Met Office","Devon","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Met Office","Devon","SEO/HEO","25","25","35710","37420"
"In post","2023","Communications","Met Office","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Met Office","Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Bedfordshire and Hertfordshire","SEO/HEO","10","10","42000","45540"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","15","15","23240","22330"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","EO","20","20","29230","29140"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","30","30","37360","36300"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","AA/AO","10","5","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Devon","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Devon","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Dorset and Somerset","AA/AO","5","5","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Dorset and Somerset","EO","15","15","28280","27470"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Dorset and Somerset","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","East Anglia","AA/AO","5","5","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","East Anglia","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","East Anglia","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","East Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","East Yorkshire and Northern Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","East Yorkshire and Northern Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Eastern Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Essex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","5","5","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","EO","15","15","28620","29420"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","20","20","36650","34640"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","AA/AO","15","15","22350","22220"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","EO","35","30","28080","27470"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","G6/G7","10","10","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Hampshire and Isle of Wight","SEO/HEO","55","55","37020","35650"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Highlands and Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Highlands and Islands","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Inner London - West","EO","5","5","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Inner London - West","G6/G7","25","25","64270","63220"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Inner London - West","SEO/HEO","70","70","44600","45540"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Kent","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Lancashire","EO","5","5","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Lancashire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Lancashire","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Leicestershire, Rutland and Northamptonshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Lincolnshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Lincolnshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","North Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","North Yorkshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Northumberland, and Tyne and Wear","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Northumberland, and Tyne and Wear","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Outer London - West and North West","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Shropshire and Staffordshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Shropshire and Staffordshire","EO","15","15","27900","27470"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Shropshire and Staffordshire","G6/G7","5","5","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Shropshire and Staffordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","Shropshire and Staffordshire","SEO/HEO","20","20","35480","34140"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","West Central Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","West Central Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Defence (excl. agencies)","West Wales and The Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","Derbyshire and Nottinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","Derbyshire and Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","Derbyshire and Nottinghamshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","East Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","Inner London - West","EO","10","10","[c]","[c]"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","Inner London - West","G6/G7","35","35","60890","58580"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","Inner London - West","SEO/HEO","85","85","41430","43650"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","Kent","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","Leicestershire, Rutland and Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","Shropshire and Staffordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","South Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","South Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","Surrey, East and West Sussex","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Ministry of Justice (excl. agencies)","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","Cheshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","Cheshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","Derbyshire and Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","Devon","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","Inner London - East","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","Inner London - East","SEO/HEO","10","10","48560","50980"
"In post","2023","Communications","National Crime Agency","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","West Midlands","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Crime Agency","West Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Infrastructure Commission","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Infrastructure Commission","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Savings and Investments","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Savings and Investments","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Savings and Investments","Inner London - West","G6/G7","10","10","56650","52780"
"In post","2023","Communications","National Savings and Investments","Inner London - West","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Communications","National Savings and Investments","Lancashire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","National Savings and Investments","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland Office","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland Office","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland Office","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Northern Ireland Office","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office for Budget Responsibility","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Greater Manchester","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Greater Manchester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Inner London - West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Inner London - West","G6/G7","5","5","[c]","[c]"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Inner London - West","SEO/HEO","15","15","39900","36330"
"In post","2023","Communications","Office for Standards in Education, Children's Services and Skills","Northumberland, and Tyne and Wear","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of Gas and Electricity Markets","East Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of Gas and Electricity Markets","East Wales","G6/G7","5","5","[c]","[c]"
"In post","2023","Communications","Office of Gas and Electricity Markets","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of Gas and Electricity Markets","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of Gas and Electricity Markets","Inner London - East","EO","5","5","[c]","[c]"
"In post","2023","Communications","Office of Gas and Electricity Markets","Inner London - East","G6/G7","20","15","61340","54790"
"In post","2023","Communications","Office of Gas and Electricity Markets","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of Gas and Electricity Markets","Inner London - East","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Communications","Office of Gas and Electricity Markets","West Central Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of Gas and Electricity Markets","West Central Scotland","G6/G7","5","5","[c]","[c]"
"In post","2023","Communications","Office of Gas and Electricity Markets","West Central Scotland","SEO/HEO","15","15","33650","32340"
"In post","2023","Communications","Office of Qualifications and Examinations Regulation","West Midlands","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of Qualifications and Examinations Regulation","West Midlands","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of Qualifications and Examinations Regulation","West Midlands","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of Qualifications and Examinations Regulation","West Midlands","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Communications","Office of Rail and Road","Greater Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of Rail and Road","Inner London - East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of Rail and Road","Inner London - East","EO","5","5","[c]","[c]"
"In post","2023","Communications","Office of Rail and Road","Inner London - East","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of Rail and Road","Inner London - East","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of Rail and Road","Inner London - East","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of Rail and Road","North Yorkshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of Rail and Road","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Inner London - West","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of the Secretary of State for Wales","East Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of the Secretary of State for Wales","East Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of the Secretary of State for Wales","East Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Office of the Secretary of State for Wales","Inner London - West","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Planning Inspectorate","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Communications","Queen Elizabeth II Centre","Inner London - West","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Queen Elizabeth II Centre","Inner London - West","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Registers of Scotland","Eastern Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Registers of Scotland","Eastern Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Registers of Scotland","Eastern Scotland","SEO/HEO","15","15","39030","39590"
"In post","2023","Communications","Registers of Scotland","West Central Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","EO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Rural Payments Agency","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Communications","Rural Payments Agency","Cheshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Rural Payments Agency","Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Communications","Rural Payments Agency","Cumbria","EO","5","5","[c]","[c]"
