"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Mixed","Grants Management","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","East of England","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","London","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","South West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Wales","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Wales","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Legal","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","East Midlands (England)","AA/AO","30","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","East Midlands (England)","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","East of England","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","East of England","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","East of England","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","East of England","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","East of England","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","London","AA/AO","50","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","London","EO","80","[c]","30050","31060"
"Leaver CS","2023","Mixed","No function","London","G6/G7","40","[c]","56120","55140"
"Leaver CS","2023","Mixed","No function","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","London","SEO/HEO","60","[c]","38230","36680"
"Leaver CS","2023","Mixed","No function","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","North East (England)","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","North West (England)","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","North West (England)","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","North West (England)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","North West (England)","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Scotland","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Scotland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","South East (England)","AA/AO","40","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","South East (England)","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","South East (England)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","South East (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","South West (England)","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","South West (England)","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","South West (England)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","South West (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Wales","AA/AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Wales","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Wales","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Wales","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","West Midlands (England)","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","West Midlands (England)","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","West Midlands (England)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","West Midlands (England)","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Yorkshire and The Humber","AA/AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Yorkshire and The Humber","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Yorkshire and The Humber","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","No function","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","East of England","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","East of England","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","East of England","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","North East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","North West (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","South East (England)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Project Delivery","South East (England)","SCS level","[c]","[c]","[c]","[c]"
