"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Outside London","G6/G7","G7","85","85","54370","54990"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Outside London","SCS level","SCS level","20","20","87040","88210"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO/HEO","HEO","40","40","34530","34280"
"In post","2023","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO/HEO","SEO","90","90","42170","41890"
"In post","2023","Met Office","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","London","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Met Office","London","SEO/HEO","HEO","10","10","31400","30930"
"In post","2023","Met Office","London","SEO/HEO","SEO","10","10","38820","39650"
"In post","2023","Met Office","Outside London","AA/AO","AA","60","60","19020","19080"
"In post","2023","Met Office","Outside London","AA/AO","AO","75","75","20930","20660"
"In post","2023","Met Office","Outside London","EO","EO","215","205","25880","26100"
"In post","2023","Met Office","Outside London","G6/G7","G6","170","160","61100","60490"
"In post","2023","Met Office","Outside London","G6/G7","G7","470","450","48070","47960"
"In post","2023","Met Office","Outside London","SCS level","SCS level","10","10","105630","96010"
"In post","2023","Met Office","Outside London","SEO/HEO","HEO","495","470","32930","32730"
"In post","2023","Met Office","Outside London","SEO/HEO","SEO","735","690","39900","39650"
"In post","2023","Met Office","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Met Office","Overseas","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Met Office","Overseas","SEO/HEO","SEO","20","15","38170","37420"
"In post","2023","Ministry of Defence (excl. agencies)","London","AA/AO","AA","210","210","23980","24380"
"In post","2023","Ministry of Defence (excl. agencies)","London","AA/AO","AO","465","450","28470","26560"
"In post","2023","Ministry of Defence (excl. agencies)","London","EO","EO","520","510","31920","31020"
"In post","2023","Ministry of Defence (excl. agencies)","London","G6/G7","G6","285","280","70780","70470"
"In post","2023","Ministry of Defence (excl. agencies)","London","G6/G7","G7","570","565","59660","60220"
"In post","2023","Ministry of Defence (excl. agencies)","London","SCS level","SCS level","195","190","92740","82920"
"In post","2023","Ministry of Defence (excl. agencies)","London","SEO/HEO","HEO","785","770","38490","38020"
"In post","2023","Ministry of Defence (excl. agencies)","London","SEO/HEO","SEO","1030","1015","46330","45750"
"In post","2023","Ministry of Defence (excl. agencies)","Outside London","AA/AO","AA","4405","4240","21370","21380"
"In post","2023","Ministry of Defence (excl. agencies)","Outside London","AA/AO","AO","8765","8365","26070","22220"
"In post","2023","Ministry of Defence (excl. agencies)","Outside London","EO","EO","6295","6115","29180","27470"
"In post","2023","Ministry of Defence (excl. agencies)","Outside London","G6/G7","G6","805","740","73790","68410"
"In post","2023","Ministry of Defence (excl. agencies)","Outside London","G6/G7","G7","1735","1690","56670","56180"
"In post","2023","Ministry of Defence (excl. agencies)","Outside London","SCS level","SCS level","190","180","91360","85790"
"In post","2023","Ministry of Defence (excl. agencies)","Outside London","SEO/HEO","HEO","6150","5975","35510","34300"
"In post","2023","Ministry of Defence (excl. agencies)","Outside London","SEO/HEO","SEO","4145","4020","43050","41800"
"In post","2023","Ministry of Defence (excl. agencies)","Outside London","Unknown","Unknown","65","60","45290","40000"
"In post","2023","Ministry of Defence (excl. agencies)","Overseas","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Overseas","AA/AO","AO","25","25","33610","32000"
"In post","2023","Ministry of Defence (excl. agencies)","Overseas","EO","EO","110","110","39430","37380"
"In post","2023","Ministry of Defence (excl. agencies)","Overseas","G6/G7","G6","40","40","93470","93810"
"In post","2023","Ministry of Defence (excl. agencies)","Overseas","G6/G7","G7","65","65","75320","74450"
"In post","2023","Ministry of Defence (excl. agencies)","Overseas","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Overseas","SEO/HEO","HEO","305","300","51670","50880"
"In post","2023","Ministry of Defence (excl. agencies)","Overseas","SEO/HEO","SEO","115","115","59830","56830"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence (excl. agencies)","Unknown","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","London","AA/AO","AA","5","5","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","London","AA/AO","AO","110","110","25460","25480"
"In post","2023","Ministry of Justice (excl. agencies)","London","EO","EO","470","460","29870","29660"
"In post","2023","Ministry of Justice (excl. agencies)","London","G6/G7","G6","295","290","70170","68830"
"In post","2023","Ministry of Justice (excl. agencies)","London","G6/G7","G7","1035","1005","58990","57360"
"In post","2023","Ministry of Justice (excl. agencies)","London","SCS level","SCS level","135","130","89170","82450"
"In post","2023","Ministry of Justice (excl. agencies)","London","SEO/HEO","HEO","900","880","35870","35410"
"In post","2023","Ministry of Justice (excl. agencies)","London","SEO/HEO","SEO","1130","1105","44420","43650"
"In post","2023","Ministry of Justice (excl. agencies)","London","Unknown","Unknown","15","15","39970","35030"
"In post","2023","Ministry of Justice (excl. agencies)","Outside London","AA/AO","AA","10","10","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Outside London","AA/AO","AO","185","170","21920","21780"
"In post","2023","Ministry of Justice (excl. agencies)","Outside London","EO","EO","360","345","26210","25830"
"In post","2023","Ministry of Justice (excl. agencies)","Outside London","G6/G7","G6","135","130","66480","64120"
"In post","2023","Ministry of Justice (excl. agencies)","Outside London","G6/G7","G7","585","575","54780","51770"
"In post","2023","Ministry of Justice (excl. agencies)","Outside London","SCS level","SCS level","30","30","89130","82700"
"In post","2023","Ministry of Justice (excl. agencies)","Outside London","SEO/HEO","HEO","815","795","31880","31270"
"In post","2023","Ministry of Justice (excl. agencies)","Outside London","SEO/HEO","SEO","875","850","39510","37860"
"In post","2023","Ministry of Justice (excl. agencies)","Outside London","Unknown","Unknown","35","30","36890","37990"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice (excl. agencies)","Unknown","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","National Crime Agency","London","AA/AO","AO","70","65","28310","26550"
"In post","2023","National Crime Agency","London","EO","EO","560","550","38280","38790"
"In post","2023","National Crime Agency","London","G6/G7","G6","65","65","76920","76080"
"In post","2023","National Crime Agency","London","G6/G7","G7","135","130","64490","63040"
"In post","2023","National Crime Agency","London","SCS level","SCS level","25","25","108730","96240"
"In post","2023","National Crime Agency","London","SEO/HEO","HEO","455","445","45460","45700"
"In post","2023","National Crime Agency","London","SEO/HEO","SEO","255","250","52010","50980"
"In post","2023","National Crime Agency","Outside London","AA/AO","AO","145","130","24990","24390"
"In post","2023","National Crime Agency","Outside London","EO","EO","1825","1770","35540","36040"
"In post","2023","National Crime Agency","Outside London","G6/G7","G6","45","45","73350","72490"
"In post","2023","National Crime Agency","Outside London","G6/G7","G7","155","155","61780","61240"
"In post","2023","National Crime Agency","Outside London","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","National Crime Agency","Outside London","SEO/HEO","HEO","1135","1105","42740","42110"
"In post","2023","National Crime Agency","Outside London","SEO/HEO","SEO","450","445","48330","47380"
"In post","2023","National Crime Agency","Overseas","EO","EO","5","5","[c]","[c]"
"In post","2023","National Crime Agency","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Overseas","G6/G7","G7","10","10","65360","65360"
"In post","2023","National Crime Agency","Overseas","SEO/HEO","HEO","30","30","40540","38640"
"In post","2023","National Crime Agency","Overseas","SEO/HEO","SEO","75","75","48770","47380"
"In post","2023","National Crime Agency","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Unknown","EO","EO","15","15","36150","36950"
"In post","2023","National Crime Agency","Unknown","G6/G7","G7","10","10","64290","67160"
"In post","2023","National Crime Agency","Unknown","SEO/HEO","HEO","45","45","45580","45610"
"In post","2023","National Crime Agency","Unknown","SEO/HEO","SEO","35","30","50580","49210"
"In post","2023","National Infrastructure Commission","London","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Infrastructure Commission","London","G6/G7","G6","10","5","[c]","[c]"
"In post","2023","National Infrastructure Commission","London","G6/G7","G7","20","20","55530","53410"
"In post","2023","National Infrastructure Commission","London","SCS level","SCS level","5","5","[c]","[c]"
"In post","2023","National Infrastructure Commission","London","SEO/HEO","HEO","10","10","36070","33250"
"In post","2023","National Infrastructure Commission","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Outside London","AA/AO","AA","115","110","24540","24890"
"In post","2023","National Records of Scotland","Outside London","AA/AO","AO","35","30","27000","27740"
"In post","2023","National Records of Scotland","Outside London","EO","EO","70","65","31860","31940"
"In post","2023","National Records of Scotland","Outside London","G6/G7","G6","25","25","77950","79110"
"In post","2023","National Records of Scotland","Outside London","G6/G7","G7","30","30","58820","58100"
"In post","2023","National Records of Scotland","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","National Records of Scotland","Outside London","SEO/HEO","HEO","105","100","38020","38330"
"In post","2023","National Records of Scotland","Outside London","SEO/HEO","SEO","70","70","47740","49860"
"In post","2023","National Savings and Investments","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","National Savings and Investments","London","EO","EO","15","10","30290","30790"
"In post","2023","National Savings and Investments","London","G6/G7","G6","15","15","76270","75790"
"In post","2023","National Savings and Investments","London","G6/G7","G7","50","50","56110","55180"
"In post","2023","National Savings and Investments","London","SCS level","SCS level","15","15","106870","106590"
"In post","2023","National Savings and Investments","London","SEO/HEO","HEO","25","25","37300","35000"
"In post","2023","National Savings and Investments","London","SEO/HEO","SEO","30","30","47320","46700"
"In post","2023","National Savings and Investments","Outside London","EO","EO","10","10","[c]","[c]"
"In post","2023","National Savings and Investments","Outside London","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","National Savings and Investments","Outside London","G6/G7","G7","20","20","52830","50500"
"In post","2023","National Savings and Investments","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
