"Status","Year","Function_of_post","Parent_department","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Human Resources","Competition and Markets Authority","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","London","Inner London - East","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","London","Inner London - West","115","110","51290","54710"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","North East (England)","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","North West (England)","Greater Manchester","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","South West (England)","Devon","75","70","39220","37420"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","44690","37750"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Wales","East Wales","140","130","38790","33370"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","West Midlands (England)","West Midlands","25","25","42220","42060"
"In post","2023","Human Resources","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","West Yorkshire","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","London","Inner London - West","55","50","46790","37120"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","North West (England)","Greater Manchester","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Digital, Culture, Media and Sport","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","42110","37830"
"In post","2023","Human Resources","Department for Education","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education","London","Inner London - West","30","30","55940","56020"
"In post","2023","Human Resources","Department for Education","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education","North East (England)","Tees Valley and Durham","30","30","33500","30330"
"In post","2023","Human Resources","Department for Education","North West (England)","Greater Manchester","30","25","41270","38340"
"In post","2023","Human Resources","Department for Education","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Education","West Midlands (England)","West Midlands","40","40","35680","30330"
"In post","2023","Human Resources","Department for Education","Yorkshire and The Humber","South Yorkshire","50","50","37270","33270"
"In post","2023","Human Resources","Department for Education","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","East of England","East Anglia","20","20","39550","37710"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","London","Inner London - West","55","55","47660","43620"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","North East (England)","Northumberland, and Tyne and Wear","15","15","42840","43350"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","North West (England)","Cheshire","15","15","45670","44140"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","North West (England)","Cumbria","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","North West (England)","Greater Manchester","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","North West (England)","Lancashire","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","25","20","46950","41000"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","South West (England)","Devon","15","15","40970","37500"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","50","45","42200","38750"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","20","15","41130","37300"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","North Yorkshire","15","15","48050","49400"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","West Yorkshire","20","15","44510","45200"
"In post","2023","Human Resources","Department for International Trade","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","London","Inner London - West","105","105","45090","41550"
"In post","2023","Human Resources","Department for International Trade","North East (England)","Tees Valley and Durham","20","20","41400","32740"
"In post","2023","Human Resources","Department for International Trade","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for International Trade","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","London","Inner London - West","35","30","53600","54630"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","North West (England)","Merseyside","30","30","36170","31290"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","25","20","36970","33450"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","East Midlands (England)","Derbyshire and Nottinghamshire","20","20","36970","39820"
"In post","2023","Human Resources","Department for Transport","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","East of England","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","London","Inner London - West","65","65","52250","52720"
"In post","2023","Human Resources","Department for Transport","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","North East (England)","Northumberland, and Tyne and Wear","10","10","34150","33080"
"In post","2023","Human Resources","Department for Transport","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","South East (England)","Hampshire and Isle of Wight","35","30","34210","31660"
"In post","2023","Human Resources","Department for Transport","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","South East (England)","Surrey, East and West Sussex","10","10","34400","32510"
"In post","2023","Human Resources","Department for Transport","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","45","45","39890","39820"
"In post","2023","Human Resources","Department for Transport","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Wales","West Wales and The Valleys","195","185","35810","32240"
"In post","2023","Human Resources","Department for Transport","West Midlands (England)","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","West Midlands (England)","West Midlands","15","15","40610","40440"
"In post","2023","Human Resources","Department for Transport","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Transport","Yorkshire and The Humber","West Yorkshire","15","15","44520","39820"
"In post","2023","Human Resources","Department for Work and Pensions","East Midlands (England)","Derbyshire and Nottinghamshire","35","30","30570","28120"
"In post","2023","Human Resources","Department for Work and Pensions","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","20","20","29830","28120"
"In post","2023","Human Resources","Department for Work and Pensions","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions","East of England","Bedfordshire and Hertfordshire","10","10","36040","32520"
"In post","2023","Human Resources","Department for Work and Pensions","East of England","East Anglia","10","10","34040","32150"
"In post","2023","Human Resources","Department for Work and Pensions","East of England","Essex","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions","London","Inner London - West","210","200","43610","39150"
"In post","2023","Human Resources","Department for Work and Pensions","London","Outer London - East and North East","15","15","34590","32520"
"In post","2023","Human Resources","Department for Work and Pensions","London","Outer London - South","10","10","34000","32520"
"In post","2023","Human Resources","Department for Work and Pensions","London","Outer London - West and North West","15","15","35360","32520"
"In post","2023","Human Resources","Department for Work and Pensions","North East (England)","Northumberland, and Tyne and Wear","175","160","37010","34170"
"In post","2023","Human Resources","Department for Work and Pensions","North East (England)","Tees Valley and Durham","15","15","29710","28120"
"In post","2023","Human Resources","Department for Work and Pensions","North West (England)","Cheshire","10","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions","North West (England)","Greater Manchester","75","75","34240","28120"
"In post","2023","Human Resources","Department for Work and Pensions","North West (England)","Lancashire","200","190","36480","34170"
"In post","2023","Human Resources","Department for Work and Pensions","North West (England)","Merseyside","125","120","36430","32800"
"In post","2023","Human Resources","Department for Work and Pensions","Scotland","Eastern Scotland","40","40","32180","28120"
"In post","2023","Human Resources","Department for Work and Pensions","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions","Scotland","West Central Scotland","60","50","34040","28120"
"In post","2023","Human Resources","Department for Work and Pensions","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions","South East (England)","Hampshire and Isle of Wight","20","15","31230","28120"
"In post","2023","Human Resources","Department for Work and Pensions","South East (England)","Kent","15","15","38450","37520"
"In post","2023","Human Resources","Department for Work and Pensions","South East (England)","Surrey, East and West Sussex","10","10","33100","28120"
"In post","2023","Human Resources","Department for Work and Pensions","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions","South West (England)","Devon","20","15","37090","34170"
"In post","2023","Human Resources","Department for Work and Pensions","South West (England)","Dorset and Somerset","10","10","36270","31150"
"In post","2023","Human Resources","Department for Work and Pensions","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","28400","28120"
"In post","2023","Human Resources","Department for Work and Pensions","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions","Wales","East Wales","25","20","32960","28120"
"In post","2023","Human Resources","Department for Work and Pensions","Wales","West Wales and The Valleys","60","55","31350","28120"
"In post","2023","Human Resources","Department for Work and Pensions","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions","West Midlands (England)","Shropshire and Staffordshire","25","25","30300","28120"
"In post","2023","Human Resources","Department for Work and Pensions","West Midlands (England)","West Midlands","90","85","34600","28120"
"In post","2023","Human Resources","Department for Work and Pensions","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","10","10","31010","28120"
"In post","2023","Human Resources","Department for Work and Pensions","Yorkshire and The Humber","North Yorkshire","5","5","[c]","[c]"
"In post","2023","Human Resources","Department for Work and Pensions","Yorkshire and The Humber","South Yorkshire","130","115","37190","34170"
"In post","2023","Human Resources","Department for Work and Pensions","Yorkshire and The Humber","West Yorkshire","165","155","38650","34170"
"In post","2023","Human Resources","Department of Health and Social Care","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","East of England","Bedfordshire and Hertfordshire","5","5","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","East of England","East Anglia","5","5","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","East of England","Essex","5","5","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","London","Inner London - East","35","35","42280","35770"
"In post","2023","Human Resources","Department of Health and Social Care","London","Inner London - West","130","125","46430","40880"
"In post","2023","Human Resources","Department of Health and Social Care","London","Outer London - East and North East","5","5","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","London","Outer London - West and North West","10","10","32490","28810"
"In post","2023","Human Resources","Department of Health and Social Care","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","North West (England)","Lancashire","5","5","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Department of Health and Social Care","Yorkshire and The Humber","West Yorkshire","65","60","37350","30370"
"In post","2023","Human Resources","Estyn","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Food Standards Agency","Yorkshire and The Humber","North Yorkshire","20","20","35120","31730"
"In post","2023","Human Resources","Food Standards Agency","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","London","Inner London - West","270","265","50080","44450"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","Overseas","Overseas","10","10","[c]","[c]"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","Scotland","Southern Scotland","50","50","39610","34950"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","45","40","41420","33050"
"In post","2023","Human Resources","Foreign, Commonwealth and Development Office","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","East Midlands (England)","Derbyshire and Nottinghamshire","65","60","36560","34850"
"In post","2023","Human Resources","HM Land Registry","London","Outer London - South","10","10","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","North East (England)","Tees Valley and Durham","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Land Registry","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","East Midlands (England)","Derbyshire and Nottinghamshire","260","250","40990","35000"
"In post","2023","Human Resources","HM Revenue and Customs","East of England","East Anglia","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","London","Inner London - East","140","135","54240","48040"
"In post","2023","Human Resources","HM Revenue and Customs","London","Inner London - West","5","5","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","London","Outer London - South","55","55","60680","65230"
"In post","2023","Human Resources","HM Revenue and Customs","North East (England)","Northumberland, and Tyne and Wear","180","170","36940","34700"
"In post","2023","Human Resources","HM Revenue and Customs","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","North West (England)","Greater Manchester","325","305","39370","35000"
"In post","2023","Human Resources","HM Revenue and Customs","North West (England)","Lancashire","25","20","34610","34700"
"In post","2023","Human Resources","HM Revenue and Customs","North West (England)","Merseyside","150","140","36560","34400"
"In post","2023","Human Resources","HM Revenue and Customs","Northern Ireland","Northern Ireland","35","30","37550","34400"
"In post","2023","Human Resources","HM Revenue and Customs","Scotland","Eastern Scotland","35","35","35690","29730"
"In post","2023","Human Resources","HM Revenue and Customs","Scotland","Southern Scotland","15","15","33570","28130"
"In post","2023","Human Resources","HM Revenue and Customs","Scotland","West Central Scotland","75","75","36010","34700"
"In post","2023","Human Resources","HM Revenue and Customs","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","South East (England)","Hampshire and Isle of Wight","10","5","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","South East (England)","Surrey, East and West Sussex","20","20","34060","28880"
"In post","2023","Human Resources","HM Revenue and Customs","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2023","Human Resources","HM Revenue and Customs","South West (England)","Devon","10","10","33430","32260"
"In post","2023","Human Resources","HM Revenue and Customs","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","35","35","44470","36990"
"In post","2023","Human Resources","HM Revenue and Customs","Wales","East Wales","70","70","40410","34850"
