"Status","Year","Age","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","16-19","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","No function","Unknown","65","[c]","21640","21780"
"Leaver CS","2023","16-19","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","No function","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","No function","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Analysis","Heterosexual / straight","40","[c]","28960","26720"
"Leaver CS","2023","20-29","Asian","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Analysis","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Commercial","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Communications","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Counter Fraud","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Counter Fraud","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Debt","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Debt","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Digital, Data & Technology","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Digital, Data & Technology","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Digital, Data & Technology","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Finance","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Human Resources","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Legal","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","No function","Heterosexual / straight","520","[c]","27800","27570"
"Leaver CS","2023","20-29","Asian","No function","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","No function","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","No function","Unknown","95","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Project Delivery","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Property","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
