"Status","Year","Age","Ethnicity","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","40-49","White","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Project Delivery","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Property","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Security","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Unknown","Heterosexual / straight","80","[c]","47810","41500"
"Leaver Dept.","2023","40-49","White","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","White","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Finance","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","No function","Heterosexual / straight","45","[c]","41650","32120"
"Leaver Dept.","2023","50-59","Asian","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","No function","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","No function","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Project Delivery","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","No function","Heterosexual / straight","45","[c]","35920","31900"
"Leaver Dept.","2023","50-59","Black","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","No function","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","No function","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Debt","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Grants Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","No function","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Undeclared","Commercial","Undeclared","[c]","[c]","[c]","[c]"
