"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Statistics","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Statistics","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Statistics","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Statistics","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Statistics","SEO/HEO","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Defence (excl. agencies)","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Commercial","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Commercial","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Commercial","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Commercial","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Communications","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Communications","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Communications","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Communications","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","G6/G7","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","G6/G7","Male","45","[c]","56170","55720"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","SEO/HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","SEO/HEO","Male","45","[c]","37450","35410"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Economics","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Economics","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Economics","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Economics","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Economics","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Economics","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Finance","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Finance","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Finance","G6/G7","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Finance","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Finance","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Human Resources","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Human Resources","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Human Resources","EO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Human Resources","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Human Resources","SEO/HEO","Female","35","[c]","33040","31270"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Human Resources","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Knowledge and Information Management","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Legal","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Legal","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Legal","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","AA/AO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","EO","Female","35","[c]","29250","29660"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Delivery","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Operational Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Other","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Other","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Other","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Other","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Other","SEO/HEO","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Other","SEO/HEO","Male","40","[c]","35210","35410"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Policy","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Policy","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Policy","SEO/HEO","Female","60","[c]","37340","35410"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Policy","SEO/HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Project Delivery","EO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Project Delivery","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Project Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Project Delivery","SEO/HEO","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Project Delivery","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Property","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Property","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Property","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Property","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Property","SEO/HEO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Security","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Security","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Social Research","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Social Research","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Social Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Social Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Social Research","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Social Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Statistics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Statistics","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Unknown","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Unknown","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Ministry of Justice (excl. agencies)","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Commercial","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Commercial","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Communications","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Communications","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Communications","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Digital, Data and Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Digital, Data and Technology","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Digital, Data and Technology","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Digital, Data and Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Finance","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Finance","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Human Resources","AA/AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Human Resources","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Human Resources","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Human Resources","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Human Resources","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Human Resources","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Human Resources","SEO/HEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Human Resources","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Legal","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Legal","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Legal","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Legal","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Operational Delivery","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Operational Delivery","AA/AO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Operational Delivery","EO","Female","120","[c]","34230","34340"
"New entrant CS","2023","National Crime Agency","Operational Delivery","EO","Male","135","[c]","34800","36040"
"New entrant CS","2023","National Crime Agency","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Operational Delivery","G6/G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Operational Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Operational Delivery","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Operational Delivery","SEO/HEO","Female","35","[c]","43930","42240"
"New entrant CS","2023","National Crime Agency","Operational Delivery","SEO/HEO","Male","60","[c]","44610","45610"
"New entrant CS","2023","National Crime Agency","Project Delivery","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Project Delivery","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Project Delivery","SEO/HEO","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Project Delivery","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Property","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Property","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Property","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Property","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Property","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Security","AA/AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Security","AA/AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Security","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Security","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Crime Agency","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","Economics","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","Economics","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","Operational Delivery","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","Operational Delivery","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","Policy","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","Policy","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","Policy","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Infrastructure Commission","Policy","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Unknown","AA/AO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Unknown","AA/AO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Unknown","EO","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Unknown","EO","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Unknown","G6/G7","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Unknown","SEO/HEO","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","National Records of Scotland","Unknown","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Commercial","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Commercial","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Commercial","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Commercial","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Communications","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Communications","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Digital, Data and Technology","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Digital, Data and Technology","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Digital, Data and Technology","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Digital, Data and Technology","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Operational Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Operational Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Operational Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Operational Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Other","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Other","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Other","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Other","SEO/HEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Project Delivery","G6/G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Project Delivery","G6/G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Project Delivery","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Project Delivery","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","National Savings and Investments","Property","SEO/HEO","Female","[c]","[c]","[c]","[c]"
