"Status","Year","Disability","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","EO","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Levelling Up, Housing and Communities","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Transport","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Transport","AO","45","[c]","22540","22500"
"Leaver CS","2023","Declared disabled","Department for Transport","EO","35","[c]","28720","27450"
"Leaver CS","2023","Declared disabled","Department for Transport","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Transport","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Transport","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","AO","630","[c]","21890","21690"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","EO","790","[c]","28490","28120"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","HEO","80","[c]","34770","34290"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department for Work and Pensions","SEO","40","[c]","42520","40670"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","HEO","40","[c]","32080","32330"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Department of Health and Social Care","SEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Estyn","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Estyn","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Estyn","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Estyn","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Food Standards Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Foreign, Commonwealth and Development Office","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Land Registry","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Land Registry","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Land Registry","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Land Registry","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","AO","220","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","EO","90","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","G7","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","HEO","65","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Revenue and Customs","SEO","35","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","AA","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","AO","55","[c]","22990","22400"
"Leaver CS","2023","Declared disabled","Home Office","EO","75","[c]","27730","27370"
"Leaver CS","2023","Declared disabled","Home Office","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","AA","45","[c]","20960","20750"
"Leaver CS","2023","Declared disabled","Ministry of Defence","AO","115","[c]","26550","22330"
"Leaver CS","2023","Declared disabled","Ministry of Defence","EO","85","[c]","30400","28550"
"Leaver CS","2023","Declared disabled","Ministry of Defence","G6","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","HEO","75","[c]","35360","34300"
"Leaver CS","2023","Declared disabled","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Defence","SEO","75","[c]","44010","42700"
"Leaver CS","2023","Declared disabled","Ministry of Defence","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2023","Declared disabled","Ministry of Justice","AA","145","[c]","20440","19930"
"Leaver CS","2023","Declared disabled","Ministry of Justice","AO","415","[c]","22020","21780"
"Leaver CS","2023","Declared disabled","Ministry of Justice","EO","105","[c]","27140","25830"
