"Status","Year","Ethnicity","Function_of_post","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","White","Commercial","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","EO","Heterosexual / straight","40","[c]","27790","27550"
"New entrant CS","2023","White","Communications","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","G7","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","HEO","Heterosexual / straight","95","[c]","34000","33830"
"New entrant CS","2023","White","Communications","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","SEO","Heterosexual / straight","70","[c]","42380","41510"
"New entrant CS","2023","White","Communications","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","AO","Heterosexual / straight","140","[c]","23080","21690"
"New entrant CS","2023","White","Counter Fraud","AO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","EO","Heterosexual / straight","140","[c]","28000","27890"
"New entrant CS","2023","White","Counter Fraud","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","HEO","Heterosexual / straight","55","[c]","34610","34170"
"New entrant CS","2023","White","Counter Fraud","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Debt","AO","Heterosexual / straight","455","[c]","22280","22520"
"New entrant CS","2023","White","Debt","AO","LGBO","85","[c]","22370","22520"
"New entrant CS","2023","White","Debt","AO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Debt","AO","Unknown","70","[c]","22560","22520"
"New entrant CS","2023","White","Debt","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Debt","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Debt","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Debt","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Debt","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Debt","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Debt","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Debt","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","AA","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","AO","Heterosexual / straight","60","[c]","21570","21690"
"New entrant CS","2023","White","Digital, Data & Technology","AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","EO","Heterosexual / straight","275","[c]","27430","27650"
"New entrant CS","2023","White","Digital, Data & Technology","EO","LGBO","45","[c]","26790","26650"
"New entrant CS","2023","White","Digital, Data & Technology","EO","Undeclared","30","[c]","28010","27650"
"New entrant CS","2023","White","Digital, Data & Technology","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","G6","Heterosexual / straight","65","[c]","69980","67470"
"New entrant CS","2023","White","Digital, Data & Technology","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","G6","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","G7","Heterosexual / straight","240","[c]","54880","54240"
"New entrant CS","2023","White","Digital, Data & Technology","G7","LGBO","30","[c]","54370","54210"
"New entrant CS","2023","White","Digital, Data & Technology","G7","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","HEO","Heterosexual / straight","275","[c]","33710","34080"
"New entrant CS","2023","White","Digital, Data & Technology","HEO","LGBO","45","[c]","33620","34000"
"New entrant CS","2023","White","Digital, Data & Technology","HEO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","HEO","Unknown","50","[c]","31320","28840"
"New entrant CS","2023","White","Digital, Data & Technology","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","SEO","Heterosexual / straight","305","[c]","41070","40670"
"New entrant CS","2023","White","Digital, Data & Technology","SEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","SEO","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","SEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","AO","Heterosexual / straight","95","[c]","22230","22520"
"New entrant CS","2023","White","Finance","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","EO","Heterosexual / straight","60","[c]","27970","27080"
"New entrant CS","2023","White","Finance","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","G7","Heterosexual / straight","35","[c]","54240","53210"
"New entrant CS","2023","White","Finance","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","HEO","Heterosexual / straight","70","[c]","34000","34010"
"New entrant CS","2023","White","Finance","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","SEO","Heterosexual / straight","65","[c]","41960","41780"
"New entrant CS","2023","White","Finance","SEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Grants Management","AO","Heterosexual / straight","160","[c]","22050","22150"
"New entrant CS","2023","White","Grants Management","AO","LGBO","30","[c]","22120","22150"
"New entrant CS","2023","White","Grants Management","AO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Grants Management","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Grants Management","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Grants Management","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Grants Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Grants Management","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Grants Management","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Grants Management","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Grants Management","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Grants Management","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Grants Management","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Grants Management","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Grants Management","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Grants Management","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Grants Management","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Grants Management","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Grants Management","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Grants Management","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","AO","Heterosexual / straight","105","[c]","22150","22220"
"New entrant CS","2023","White","Human Resources","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","EO","Heterosexual / straight","150","[c]","27500","27080"
"New entrant CS","2023","White","Human Resources","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","G7","Heterosexual / straight","50","[c]","53260","53780"
"New entrant CS","2023","White","Human Resources","G7","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","HEO","Heterosexual / straight","130","[c]","33330","33830"
"New entrant CS","2023","White","Human Resources","HEO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","SEO","Heterosexual / straight","75","[c]","41840","41000"
"New entrant CS","2023","White","Human Resources","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","SEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","SEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","SEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","AO","Heterosexual / straight","260","[c]","21650","21120"
"New entrant CS","2023","White","Legal","AO","LGBO","40","[c]","22040","22520"
"New entrant CS","2023","White","Legal","AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","EO","Heterosexual / straight","140","[c]","27870","27760"
"New entrant CS","2023","White","Legal","EO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","G7","Heterosexual / straight","190","[c]","52700","52360"
"New entrant CS","2023","White","Legal","G7","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","G7","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","HEO","Heterosexual / straight","50","[c]","38460","39110"
"New entrant CS","2023","White","Legal","HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","SEO","Heterosexual / straight","105","[c]","39120","38760"
"New entrant CS","2023","White","Legal","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","SEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Legal","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","AA","Heterosexual / straight","1190","[c]","22260","23230"
"New entrant CS","2023","White","No function","AA","LGBO","130","[c]","22470","23230"
"New entrant CS","2023","White","No function","AA","Undeclared","50","[c]","22250","23230"
"New entrant CS","2023","White","No function","AA","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","AO","Heterosexual / straight","5870","[c]","24960","22520"
"New entrant CS","2023","White","No function","AO","LGBO","715","[c]","24860","22520"
"New entrant CS","2023","White","No function","AO","Undeclared","265","[c]","24110","22520"
"New entrant CS","2023","White","No function","AO","Unknown","320","[c]","22890","22400"
"New entrant CS","2023","White","No function","EO","Heterosexual / straight","1950","[c]","28010","27650"
"New entrant CS","2023","White","No function","EO","LGBO","305","[c]","27430","27320"
"New entrant CS","2023","White","No function","EO","Undeclared","140","[c]","27790","27320"
"New entrant CS","2023","White","No function","EO","Unknown","135","[c]","27420","27080"
"New entrant CS","2023","White","No function","G6","Heterosexual / straight","115","[c]","69430","67350"
"New entrant CS","2023","White","No function","G6","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","G6","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","G6","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","G7","Heterosexual / straight","495","[c]","58280","54700"
"New entrant CS","2023","White","No function","G7","LGBO","50","[c]","58020","54640"
"New entrant CS","2023","White","No function","G7","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","HEO","Heterosexual / straight","1170","[c]","33620","33200"
"New entrant CS","2023","White","No function","HEO","LGBO","200","[c]","33540","33450"
"New entrant CS","2023","White","No function","HEO","Undeclared","90","[c]","33710","33330"
"New entrant CS","2023","White","No function","HEO","Unknown","75","[c]","34730","33830"
"New entrant CS","2023","White","No function","SCS level","Heterosexual / straight","50","[c]","103130","95000"
"New entrant CS","2023","White","No function","SCS level","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","SCS level","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","White","No function","SEO","Heterosexual / straight","805","[c]","43200","41910"
"New entrant CS","2023","White","No function","SEO","LGBO","80","[c]","41570","40390"
"New entrant CS","2023","White","No function","SEO","Undeclared","45","[c]","41110","40920"
"New entrant CS","2023","White","No function","SEO","Unknown","35","[c]","42000","40300"
"New entrant CS","2023","White","No function","Unknown","Heterosexual / straight","1985","[c]","23010","23640"
"New entrant CS","2023","White","No function","Unknown","LGBO","300","[c]","22820","23640"
"New entrant CS","2023","White","No function","Unknown","Undeclared","65","[c]","23350","23640"
"New entrant CS","2023","White","No function","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","AA","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","AA","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","AO","Heterosexual / straight","55","[c]","22220","22220"
"New entrant CS","2023","White","Project Delivery","AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","EO","Heterosexual / straight","115","[c]","26230","25900"
"New entrant CS","2023","White","Project Delivery","EO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","G6","Heterosexual / straight","40","[c]","68910","67340"
"New entrant CS","2023","White","Project Delivery","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","G6","Unknown","[c]","[c]","[c]","[c]"
