"Status","Year","Disability","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","AO","220","[c]","21360","21200"
"New entrant CS","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","EO","70","[c]","25140","24840"
"New entrant CS","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","G7","35","[c]","53490","51460"
"New entrant CS","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","HEO","130","[c]","31530","31060"
"New entrant CS","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","SEO","75","[c]","38730","37760"
"New entrant CS","2023","Declared non-disabled","UK Supreme Court","UK Supreme Court","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Supreme Court","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Supreme Court","UK Supreme Court","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Supreme Court","UK Supreme Court","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","UK Supreme Court","UK Supreme Court","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","AO","125","[c]","22700","22520"
"New entrant CS","2023","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","EO","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Vehicle Certification Agency","Department for Transport","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Vehicle Certification Agency","Department for Transport","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Vehicle Certification Agency","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","AO","60","[c]","22220","22150"
"New entrant CS","2023","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","EO","35","[c]","27210","26900"
"New entrant CS","2023","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","G7","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","HEO","55","[c]","34020","32460"
"New entrant CS","2023","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","SEO","45","[c]","43370","41700"
"New entrant CS","2023","Declared non-disabled","Welsh Revenue Authority","Welsh Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Active Travel England","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Active Travel England","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Active Travel England","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Building Digital UK","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Building Digital UK","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Building Digital UK","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Central Civil Service Fast Stream","Cabinet Office","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","AO","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Competition and Markets Authority","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Competition and Markets Authority","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Crown Office and Procurator Fiscal Service","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Crown Prosecution Service","Attorney General's Departments","AO","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Crown Prosecution Service","Attorney General's Departments","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Crown Prosecution Service","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Crown Prosecution Service","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Crown Prosecution Service","Attorney General's Departments","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Defence Electronics and Components Agency","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Defence Equipment and Support","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Defence Equipment and Support","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Defence Equipment and Support","Ministry of Defence","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Defence Equipment and Support","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
