"Status","Year","Disability","Organisation","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","AO","720","655","22130","22150"
"In post","2023","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","EO","400","375","26060","25920"
"In post","2023","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G6","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","G7","55","55","50340","49400"
"In post","2023","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","HEO","190","175","30800","30320"
"In post","2023","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","SEO","120","115","37740","37300"
"In post","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","AA","135","115","22090","22080"
"In post","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","AO","300","280","24110","23190"
"In post","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","EO","170","165","30200","31970"
"In post","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","G6","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","G7","45","45","58120","58770"
"In post","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","HEO","95","95","36290","38170"
"In post","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Courts and Tribunals Service","Scottish Government","SEO","60","55","46340","48410"
"In post","2023","Declared non-disabled","Scottish Fiscal Commission","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Fiscal Commission","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Fiscal Commission","Scottish Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Fiscal Commission","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Fiscal Commission","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Fiscal Commission","Scottish Government","SEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Forestry","Scottish Government","AO","45","40","26530","26220"
"In post","2023","Declared non-disabled","Scottish Forestry","Scottish Government","EO","55","55","32910","32220"
"In post","2023","Declared non-disabled","Scottish Forestry","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Forestry","Scottish Government","G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Forestry","Scottish Government","HEO","45","45","39870","39520"
"In post","2023","Declared non-disabled","Scottish Forestry","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Forestry","Scottish Government","SEO","30","30","47340","46690"
"In post","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","AA","175","165","24390","24890"
"In post","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","AO","235","225","28010","27740"
"In post","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","EO","610","585","31160","31940"
"In post","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","G6","565","540","76290","79110"
"In post","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","G7","925","880","61550","65280"
"In post","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","HEO","1040","1000","36720","36330"
"In post","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","SCS level","145","140","91470","85200"
"In post","2023","Declared non-disabled","Scottish Government (excl. agencies)","Scottish Government","SEO","1225","1170","47140","49860"
"In post","2023","Declared non-disabled","Scottish Housing Regulator","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Housing Regulator","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Housing Regulator","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Housing Regulator","Scottish Government","G7","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Housing Regulator","Scottish Government","HEO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Housing Regulator","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Housing Regulator","Scottish Government","SEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Prison Service","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Prison Service","Scottish Government","AO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Prison Service","Scottish Government","EO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Prison Service","Scottish Government","G6","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Prison Service","Scottish Government","G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Prison Service","Scottish Government","HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Prison Service","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Prison Service","Scottish Government","SEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","AO","45","40","27370","27740"
"In post","2023","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","EO","35","30","31170","31940"
"In post","2023","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","HEO","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Public Pensions Agency","Scottish Government","SEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","AO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","EO","55","55","28480","27500"
"In post","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","G6","40","40","72180","70910"
"In post","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","G7","80","80","58520","57700"
"In post","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","HEO","45","45","35400","34600"
"In post","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Serious Fraud Office","Attorney General's Departments","SEO","90","85","42160","41580"
"In post","2023","Declared non-disabled","Social Security Scotland","Scottish Government","AA","330","315","23400","23340"
"In post","2023","Declared non-disabled","Social Security Scotland","Scottish Government","AO","50","50","26300","26600"
"In post","2023","Declared non-disabled","Social Security Scotland","Scottish Government","EO","635","610","29680","29450"
"In post","2023","Declared non-disabled","Social Security Scotland","Scottish Government","G6","30","30","75930","74960"
"In post","2023","Declared non-disabled","Social Security Scotland","Scottish Government","G7","85","85","59760","59120"
"In post","2023","Declared non-disabled","Social Security Scotland","Scottish Government","HEO","310","300","35420","34730"
"In post","2023","Declared non-disabled","Social Security Scotland","Scottish Government","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Social Security Scotland","Scottish Government","SEO","175","170","44790","42860"
"In post","2023","Declared non-disabled","Standards and Testing Agency","Department for Education","EO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Standards and Testing Agency","Department for Education","G6","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Standards and Testing Agency","Department for Education","G7","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Standards and Testing Agency","Department for Education","HEO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Standards and Testing Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Standards and Testing Agency","Department for Education","SEO","35","35","41910","42450"
"In post","2023","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","AA","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","EO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","HEO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Student Awards Agency for Scotland","Scottish Government","SEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Submarine Delivery Agency","Ministry of Defence","Unknown","1390","1355","44200","42230"
"In post","2023","Declared non-disabled","Teaching Regulation Agency","Department for Education","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Teaching Regulation Agency","Department for Education","EO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Teaching Regulation Agency","Department for Education","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Teaching Regulation Agency","Department for Education","G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Teaching Regulation Agency","Department for Education","HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Teaching Regulation Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Teaching Regulation Agency","Department for Education","SEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AA","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AO","230","210","22920","22180"
"In post","2023","Declared non-disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","115","110","26860","26940"
"In post","2023","Declared non-disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G6","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G7","70","65","56110","55940"
"In post","2023","Declared non-disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","HEO","285","270","35340","35190"
"In post","2023","Declared non-disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO","245","235","44790","44290"
"In post","2023","Declared non-disabled","The National Archives","The National Archives","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","The National Archives","The National Archives","AO","30","25","23780","23460"
"In post","2023","Declared non-disabled","The National Archives","The National Archives","EO","40","35","26430","25680"
"In post","2023","Declared non-disabled","The National Archives","The National Archives","G6","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","The National Archives","The National Archives","G7","50","45","50440","48710"
"In post","2023","Declared non-disabled","The National Archives","The National Archives","HEO","95","95","31950","29840"
"In post","2023","Declared non-disabled","The National Archives","The National Archives","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","The National Archives","The National Archives","SEO","115","110","41040","39010"
"In post","2023","Declared non-disabled","Transport Scotland","Scottish Government","AA","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Transport Scotland","Scottish Government","AO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Transport Scotland","Scottish Government","EO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Transport Scotland","Scottish Government","G6","35","35","76850","79110"
"In post","2023","Declared non-disabled","Transport Scotland","Scottish Government","G7","50","50","63180","65280"
"In post","2023","Declared non-disabled","Transport Scotland","Scottish Government","HEO","60","55","36210","36330"
"In post","2023","Declared non-disabled","Transport Scotland","Scottish Government","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Transport Scotland","Scottish Government","SEO","80","75","47730","49860"
"In post","2023","Declared non-disabled","UK Debt Management Office","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Debt Management Office","HM Treasury","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Debt Management Office","HM Treasury","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Debt Management Office","HM Treasury","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Debt Management Office","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Debt Management Office","HM Treasury","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","UK Export Finance","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","UK Export Finance","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","UK Export Finance","EO","55","55","32370","32300"
"In post","2023","Declared non-disabled","UK Export Finance","UK Export Finance","G6","60","55","76960","77470"
"In post","2023","Declared non-disabled","UK Export Finance","UK Export Finance","G7","125","120","59200","57950"
"In post","2023","Declared non-disabled","UK Export Finance","UK Export Finance","HEO","70","70","36250","35650"
"In post","2023","Declared non-disabled","UK Export Finance","UK Export Finance","SCS level","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","UK Export Finance","SEO","110","110","46750","45370"
"In post","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","AA","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","AO","260","235","22880","22820"
"In post","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","EO","345","325","26990","27690"
"In post","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","G6","230","215","72400","67890"
"In post","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","G7","450","430","54040","53400"
"In post","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","HEO","520","500","32760","32980"
"In post","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","SCS level","160","145","108070","104400"
"In post","2023","Declared non-disabled","UK Health Security Agency","Department of Health and Social Care","SEO","575","550","41140","40880"
"In post","2023","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","AO","35","30","21730","21690"
"In post","2023","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","EO","140","130","28330","27610"
"In post","2023","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","G6","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","G7","50","50","57040","55470"
"In post","2023","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","HEO","185","175","34870","34370"
"In post","2023","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Hydrographic Office","Ministry of Defence","SEO","125","125","44680","43890"
"In post","2023","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","G7","40","40","53200","52150"
"In post","2023","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO","40","40","39910","41060"
"In post","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","AA","105","65","20650","20150"
"In post","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","AO","585","425","21600","21200"
"In post","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","EO","350","320","25510","24840"
"In post","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","G6","160","155","63210","61240"
"In post","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","G7","560","535","53000","51460"
"In post","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","HEO","650","620","31860","31560"
"In post","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","SCS level","60","55","82620","75080"
"In post","2023","Declared non-disabled","UK Statistics Authority","UK Statistics Authority","SEO","635","605","38970","38600"
"In post","2023","Declared non-disabled","UK Supreme Court","UK Supreme Court","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Supreme Court","UK Supreme Court","EO","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","UK Supreme Court","UK Supreme Court","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Supreme Court","UK Supreme Court","G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","UK Supreme Court","UK Supreme Court","HEO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","UK Supreme Court","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Supreme Court","UK Supreme Court","SEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","AO","490","450","22970","22520"
"In post","2023","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","EO","585","535","28270","27810"
"In post","2023","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","G6","60","60","71230","71710"
"In post","2023","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","G7","325","310","58460","58970"
"In post","2023","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","HEO","550","525","34130","33960"
"In post","2023","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","SCS level","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Valuation Office Agency","HM Revenue and Customs","SEO","520","485","45280","46300"
"In post","2023","Declared non-disabled","Vehicle Certification Agency","Department for Transport","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Vehicle Certification Agency","Department for Transport","AO","30","30","22500","22500"
"In post","2023","Declared non-disabled","Vehicle Certification Agency","Department for Transport","EO","30","30","27700","27520"
"In post","2023","Declared non-disabled","Vehicle Certification Agency","Department for Transport","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Vehicle Certification Agency","Department for Transport","G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Vehicle Certification Agency","Department for Transport","HEO","50","50","39070","37530"
"In post","2023","Declared non-disabled","Vehicle Certification Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Vehicle Certification Agency","Department for Transport","SEO","35","35","47670","46070"
"In post","2023","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","EO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G6","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G7","35","35","56010","54640"
"In post","2023","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","HEO","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","AO","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","EO","30","30","30410","30000"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","G6","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","G7","35","30","72860","72710"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","HEO","80","75","43420","43000"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","Water Services Regulation Authority","SEO","40","40","59040","58970"
"In post","2023","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","AO","650","595","25240","25620"
"In post","2023","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","EO","910","855","29890","30610"
"In post","2023","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","G6","195","185","75170","76990"
"In post","2023","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","G7","810","770","62050","63900"
"In post","2023","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","HEO","1225","1155","38580","39690"
"In post","2023","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","SCS level","160","150","90160","81600"
"In post","2023","Declared non-disabled","Welsh Government (excl. agencies)","Welsh Government","SEO","1120","1075","47810","49370"
"In post","2023","Declared non-disabled","Welsh Revenue Authority","Welsh Government","AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Welsh Revenue Authority","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Welsh Revenue Authority","Welsh Government","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Welsh Revenue Authority","Welsh Government","G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Welsh Revenue Authority","Welsh Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Welsh Revenue Authority","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Welsh Revenue Authority","Welsh Government","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","AA","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","AO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","EO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Wilton Park","Foreign, Commonwealth and Development Office","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Accountant in Bankruptcy","Scottish Government","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Accountant in Bankruptcy","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Active Travel England","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Active Travel England","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Active Travel England","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","HEO","25","20","[c]","[c]"
"In post","2023","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AO","40","40","22880","22150"
"In post","2023","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","35","35","27100","25920"
"In post","2023","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","HEO","35","30","31660","30320"
"In post","2023","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO","35","30","39820","38590"
"In post","2023","Undeclared","Building Digital UK","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Building Digital UK","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Building Digital UK","Department for Digital, Culture, Media and Sport","HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","AO","25","20","[c]","[c]"
"In post","2023","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","EO","30","30","26690","26610"
"In post","2023","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","G6","25","25","[c]","[c]"
"In post","2023","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","G7","80","75","55980","56430"
"In post","2023","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","HEO","50","50","34500","34320"
"In post","2023","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","SEO","40","40","41100","41870"
"In post","2023","Undeclared","Central Civil Service Fast Stream","Cabinet Office","HEO","20","20","[c]","[c]"
"In post","2023","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Charity Commission","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","AO","25","20","[c]","[c]"
