"Status","Year","Disability","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Declared non-disabled","Northumberland, and Tyne and Wear","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Outer London - East and North East","Female","175","[c]","31350","31060"
"Leaver CS","2023","Declared non-disabled","Outer London - East and North East","Male","115","[c]","30990","31060"
"Leaver CS","2023","Declared non-disabled","Outer London - East and North East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Outer London - South","Female","285","[c]","37070","31680"
"Leaver CS","2023","Declared non-disabled","Outer London - South","Male","215","[c]","39310","36000"
"Leaver CS","2023","Declared non-disabled","Outer London - South","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Outer London - West and North West","Female","385","[c]","32530","31060"
"Leaver CS","2023","Declared non-disabled","Outer London - West and North West","Male","245","[c]","34800","31230"
"Leaver CS","2023","Declared non-disabled","Outer London - West and North West","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Shropshire and Staffordshire","Female","320","[c]","27440","27140"
"Leaver CS","2023","Declared non-disabled","Shropshire and Staffordshire","Male","270","[c]","28770","27570"
"Leaver CS","2023","Declared non-disabled","Shropshire and Staffordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","South Yorkshire","Female","250","[c]","29600","26700"
"Leaver CS","2023","Declared non-disabled","South Yorkshire","Male","185","[c]","33590","27510"
"Leaver CS","2023","Declared non-disabled","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Southern Scotland","Female","125","[c]","27010","27570"
"Leaver CS","2023","Declared non-disabled","Southern Scotland","Male","115","[c]","32040","27570"
"Leaver CS","2023","Declared non-disabled","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Surrey, East and West Sussex","Female","375","[c]","29510","27570"
"Leaver CS","2023","Declared non-disabled","Surrey, East and West Sussex","Male","260","[c]","32520","28120"
"Leaver CS","2023","Declared non-disabled","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Tees Valley and Durham","Female","280","[c]","28090","22560"
"Leaver CS","2023","Declared non-disabled","Tees Valley and Durham","Male","220","[c]","28590","24750"
"Leaver CS","2023","Declared non-disabled","Tees Valley and Durham","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Female","45","[c]","32380","28120"
"Leaver CS","2023","Declared non-disabled","Unknown","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","West Central Scotland","Female","415","[c]","29570","25620"
"Leaver CS","2023","Declared non-disabled","West Central Scotland","Male","360","[c]","33540","28120"
"Leaver CS","2023","Declared non-disabled","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","West Midlands","Female","575","[c]","31160","27570"
"Leaver CS","2023","Declared non-disabled","West Midlands","Male","370","[c]","34930","28120"
"Leaver CS","2023","Declared non-disabled","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","West Wales and The Valleys","Female","515","[c]","26500","22500"
"Leaver CS","2023","Declared non-disabled","West Wales and The Valleys","Male","300","[c]","30010","26130"
"Leaver CS","2023","Declared non-disabled","West Wales and The Valleys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Declared non-disabled","West Yorkshire","Female","505","[c]","33150","28120"
"Leaver CS","2023","Declared non-disabled","West Yorkshire","Male","415","[c]","35480","28120"
"Leaver CS","2023","Declared non-disabled","West Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Bedfordshire and Hertfordshire","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Bedfordshire and Hertfordshire","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Berkshire, Buckinghamshire and Oxfordshire","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Cheshire","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Cheshire","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Cornwall and Isles of Scilly","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Cumbria","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Derbyshire and Nottinghamshire","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Derbyshire and Nottinghamshire","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Devon","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Devon","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Dorset and Somerset","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Dorset and Somerset","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","East Anglia","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","East Anglia","Male","55","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","East Wales","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","East Wales","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","East Yorkshire and Northern Lincolnshire","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","East Yorkshire and Northern Lincolnshire","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Eastern Scotland","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Eastern Scotland","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Essex","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Essex","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Female","65","[c]","31570","28020"
"Leaver CS","2023","Undeclared","Gloucestershire, Wiltshire and Bath/Bristol area","Male","90","[c]","44610","40960"
"Leaver CS","2023","Undeclared","Greater Manchester","Female","45","[c]","29470","24370"
"Leaver CS","2023","Undeclared","Greater Manchester","Male","55","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Hampshire and Isle of Wight","Female","40","[c]","28880","22220"
"Leaver CS","2023","Undeclared","Hampshire and Isle of Wight","Male","60","[c]","35370","32480"
"Leaver CS","2023","Undeclared","Herefordshire, Worcestershire and Warwickshire","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Herefordshire, Worcestershire and Warwickshire","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Inner London - East","Female","60","[c]","43870","40070"
"Leaver CS","2023","Undeclared","Inner London - East","Male","80","[c]","47630","45280"
"Leaver CS","2023","Undeclared","Inner London - West","Female","120","[c]","41410","37240"
"Leaver CS","2023","Undeclared","Inner London - West","Male","150","[c]","48160","43650"
"Leaver CS","2023","Undeclared","Kent","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Kent","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Lancashire","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Lancashire","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Leicestershire, Rutland and Northamptonshire","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Leicestershire, Rutland and Northamptonshire","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Lincolnshire","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Lincolnshire","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Merseyside","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Merseyside","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","North Yorkshire","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","North Yorkshire","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Northern Ireland","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Northumberland, and Tyne and Wear","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Northumberland, and Tyne and Wear","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outer London - East and North East","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outer London - East and North East","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outer London - South","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outer London - South","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outer London - West and North West","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Outer London - West and North West","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Shropshire and Staffordshire","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Shropshire and Staffordshire","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","South Yorkshire","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","South Yorkshire","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Southern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Southern Scotland","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Surrey, East and West Sussex","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Surrey, East and West Sussex","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Tees Valley and Durham","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Tees Valley and Durham","Male","50","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","West Central Scotland","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","West Central Scotland","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","West Midlands","Female","40","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","West Midlands","Male","25","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","West Wales and The Valleys","Female","45","[c]","25120","22500"
"Leaver CS","2023","Undeclared","West Wales and The Valleys","Male","40","[c]","27000","22860"
"Leaver CS","2023","Undeclared","West Yorkshire","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","Undeclared","West Yorkshire","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Bedfordshire and Hertfordshire","Female","60","[c]","36030","31280"
"Leaver CS","2023","Unknown","Bedfordshire and Hertfordshire","Male","70","[c]","34360","28000"
"Leaver CS","2023","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Female","135","[c]","33210","28000"
"Leaver CS","2023","Unknown","Berkshire, Buckinghamshire and Oxfordshire","Male","145","[c]","34180","29480"
"Leaver CS","2023","Unknown","Cheshire","Female","70","[c]","33550","30900"
"Leaver CS","2023","Unknown","Cheshire","Male","55","[c]","35860","36740"
"Leaver CS","2023","Unknown","Cornwall and Isles of Scilly","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Cornwall and Isles of Scilly","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Cumbria","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Cumbria","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Derbyshire and Nottinghamshire","Female","150","[c]","29330","24760"
"Leaver CS","2023","Unknown","Derbyshire and Nottinghamshire","Male","130","[c]","32800","27490"
"Leaver CS","2023","Unknown","Devon","Female","60","[c]","29320","24120"
"Leaver CS","2023","Unknown","Devon","Male","95","[c]","30230","27500"
"Leaver CS","2023","Unknown","Dorset and Somerset","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Dorset and Somerset","Male","65","[c]","30480","27570"
"Leaver CS","2023","Unknown","East Anglia","Female","115","[c]","27840","22450"
"Leaver CS","2023","Unknown","East Anglia","Male","120","[c]","36530","29990"
"Leaver CS","2023","Unknown","East Wales","Female","185","[c]","30880","25880"
"Leaver CS","2023","Unknown","East Wales","Male","220","[c]","35500","30210"
"Leaver CS","2023","Unknown","East Yorkshire and Northern Lincolnshire","Female","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","East Yorkshire and Northern Lincolnshire","Male","40","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Eastern Scotland","Female","300","[c]","34090","31290"
"Leaver CS","2023","Unknown","Eastern Scotland","Male","330","[c]","34950","33520"
"Leaver CS","2023","Unknown","Essex","Female","65","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Essex","Male","65","[c]","29070","25000"
"Leaver CS","2023","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Female","305","[c]","32960","29480"
"Leaver CS","2023","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","Male","415","[c]","36560","32770"
"Leaver CS","2023","Unknown","Greater Manchester","Female","230","[c]","31270","27570"
"Leaver CS","2023","Unknown","Greater Manchester","Male","230","[c]","33210","26780"
"Leaver CS","2023","Unknown","Hampshire and Isle of Wight","Female","230","[c]","30310","23480"
"Leaver CS","2023","Unknown","Hampshire and Isle of Wight","Male","310","[c]","32670","26960"
"Leaver CS","2023","Unknown","Herefordshire, Worcestershire and Warwickshire","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Herefordshire, Worcestershire and Warwickshire","Male","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Highlands and Islands","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Highlands and Islands","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Inner London - East","Female","260","[c]","40170","34280"
"Leaver CS","2023","Unknown","Inner London - East","Male","220","[c]","48680","41890"
"Leaver CS","2023","Unknown","Inner London - West","Female","1230","[c]","42190","35410"
"Leaver CS","2023","Unknown","Inner London - West","Male","1000","[c]","45330","40650"
"Leaver CS","2023","Unknown","Kent","Female","90","[c]","29210","25200"
"Leaver CS","2023","Unknown","Kent","Male","110","[c]","29700","25880"
"Leaver CS","2023","Unknown","Lancashire","Female","80","[c]","24360","21690"
"Leaver CS","2023","Unknown","Lancashire","Male","85","[c]","30060","26780"
"Leaver CS","2023","Unknown","Leicestershire, Rutland and Northamptonshire","Female","80","[c]","22300","21780"
"Leaver CS","2023","Unknown","Leicestershire, Rutland and Northamptonshire","Male","75","[c]","25970","21780"
"Leaver CS","2023","Unknown","Lincolnshire","Female","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Lincolnshire","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Merseyside","Female","235","[c]","24880","22400"
"Leaver CS","2023","Unknown","Merseyside","Male","185","[c]","26270","23000"
"Leaver CS","2023","Unknown","North Eastern Scotland","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","North Eastern Scotland","Male","40","[c]","34240","29780"
"Leaver CS","2023","Unknown","North Yorkshire","Female","35","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","North Yorkshire","Male","35","[c]","31460","26920"
"Leaver CS","2023","Unknown","Northern Ireland","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northern Ireland","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Northumberland, and Tyne and Wear","Female","190","[c]","33860","25880"
"Leaver CS","2023","Unknown","Northumberland, and Tyne and Wear","Male","165","[c]","30910","26780"
"Leaver CS","2023","Unknown","Outer London - East and North East","Female","50","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outer London - East and North East","Male","55","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Outer London - South","Female","130","[c]","35220","29890"
"Leaver CS","2023","Unknown","Outer London - South","Male","130","[c]","40580","36180"
"Leaver CS","2023","Unknown","Outer London - West and North West","Female","125","[c]","31760","28650"
"Leaver CS","2023","Unknown","Outer London - West and North West","Male","105","[c]","30410","29750"
"Leaver CS","2023","Unknown","Overseas","Female","60","[c]","49680","48610"
"Leaver CS","2023","Unknown","Overseas","Male","45","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Shropshire and Staffordshire","Female","85","[c]","28880","23390"
"Leaver CS","2023","Unknown","Shropshire and Staffordshire","Male","80","[c]","29400","24760"
"Leaver CS","2023","Unknown","South Yorkshire","Female","85","[c]","30870","25900"
"Leaver CS","2023","Unknown","South Yorkshire","Male","95","[c]","33470","26750"
"Leaver CS","2023","Unknown","Southern Scotland","Female","100","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Southern Scotland","Male","80","[c]","29960","28490"
"Leaver CS","2023","Unknown","Surrey, East and West Sussex","Female","105","[c]","28630","24480"
"Leaver CS","2023","Unknown","Surrey, East and West Sussex","Male","95","[c]","30630","26880"
"Leaver CS","2023","Unknown","Tees Valley and Durham","Female","115","[c]","26320","22400"
"Leaver CS","2023","Unknown","Tees Valley and Durham","Male","80","[c]","30810","25890"
"Leaver CS","2023","Unknown","Unknown","Female","95","[c]","30720","28120"
"Leaver CS","2023","Unknown","Unknown","Male","235","[c]","38240","33690"
"Leaver CS","2023","Unknown","West Central Scotland","Female","210","[c]","31100","26930"
"Leaver CS","2023","Unknown","West Central Scotland","Male","295","[c]","32830","28490"
"Leaver CS","2023","Unknown","West Midlands","Female","255","[c]","29950","23390"
"Leaver CS","2023","Unknown","West Midlands","Male","210","[c]","32620","26000"
"Leaver CS","2023","Unknown","West Wales and The Valleys","Female","110","[c]","24070","21840"
"Leaver CS","2023","Unknown","West Wales and The Valleys","Male","115","[c]","26470","22500"
"Leaver CS","2023","Unknown","West Yorkshire","Female","255","[c]","36810","31270"
"Leaver CS","2023","Unknown","West Yorkshire","Male","275","[c]","37530","29970"
"Leaver Dept.","2023","Declared disabled","Bedfordshire and Hertfordshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Bedfordshire and Hertfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Bedfordshire and Hertfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Cheshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Cheshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Cheshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Cornwall and Isles of Scilly","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Cumbria","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Cumbria","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Cumbria","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Derbyshire and Nottinghamshire","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Derbyshire and Nottinghamshire","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Derbyshire and Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Devon","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Devon","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Dorset and Somerset","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","East Anglia","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","East Anglia","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","East Anglia","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","East Wales","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","East Wales","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","East Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Eastern Scotland","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Eastern Scotland","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Essex","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Essex","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Essex","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Greater Manchester","Female","40","[c]","34840","28120"
"Leaver Dept.","2023","Declared disabled","Greater Manchester","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Hampshire and Isle of Wight","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Hampshire and Isle of Wight","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Herefordshire, Worcestershire and Warwickshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Highlands and Islands","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Inner London - East","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Inner London - East","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Inner London - East","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Inner London - West","Female","270","[c]","42880","38580"
"Leaver Dept.","2023","Declared disabled","Inner London - West","Male","155","[c]","45970","40000"
"Leaver Dept.","2023","Declared disabled","Inner London - West","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Kent","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Kent","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Lancashire","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Lancashire","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Leicestershire, Rutland and Northamptonshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Lincolnshire","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Merseyside","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Merseyside","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","North Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","North Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","North Eastern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","North Yorkshire","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","North Yorkshire","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","North Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Northumberland, and Tyne and Wear","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Northumberland, and Tyne and Wear","Male","25","[c]","[c]","[c]"
