"Status","Year","Ethnicity","Function_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Asian","Counter Fraud","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Debt","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Debt","AA/AO","AO","95","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Debt","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Debt","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Debt","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Debt","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Digital, Data & Technology","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Digital, Data & Technology","EO","EO","30","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Digital, Data & Technology","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Digital, Data & Technology","G6/G7","G7","45","[c]","57550","56750"
"Leaver CS","2023","Asian","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Digital, Data & Technology","SEO/HEO","HEO","40","[c]","35280","34360"
"Leaver CS","2023","Asian","Digital, Data & Technology","SEO/HEO","SEO","45","[c]","41720","41440"
"Leaver CS","2023","Asian","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Grants Management","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Internal Audit","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Legal","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","No function","AA/AO","AA","70","[c]","20400","20100"
"Leaver CS","2023","Asian","No function","AA/AO","AO","615","[c]","22660","21780"
"Leaver CS","2023","Asian","No function","EO","EO","625","[c]","29150","29080"
"Leaver CS","2023","Asian","No function","G6/G7","G6","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","No function","G6/G7","G7","70","[c]","56760","54440"
"Leaver CS","2023","Asian","No function","SCS level","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2023","Asian","No function","SEO/HEO","HEO","200","[c]","34030","33710"
"Leaver CS","2023","Asian","No function","SEO/HEO","SEO","105","[c]","43120","41670"
"Leaver CS","2023","Asian","No function","Unknown","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","SEO/HEO","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","SEO/HEO","SEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Project Delivery","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","AA/AO","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","SEO/HEO","HEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","SEO/HEO","SEO","25","[c]","[c]","[c]"
"Leaver CS","2023","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Analysis","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","AA/AO","AO","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Debt","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","SEO/HEO","HEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","SEO/HEO","SEO","30","[c]","[c]","[c]"
"Leaver CS","2023","Black","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Internal Audit","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","AA/AO","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Legal","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","AA/AO","AA","45","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","AA/AO","AO","335","[c]","23440","23400"
"Leaver CS","2023","Black","No function","EO","EO","490","[c]","29740","30200"
"Leaver CS","2023","Black","No function","G6/G7","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","G6/G7","G7","40","[c]","54910","54450"
"Leaver CS","2023","Black","No function","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","No function","SEO/HEO","HEO","140","[c]","34340","33980"
"Leaver CS","2023","Black","No function","SEO/HEO","SEO","110","[c]","42490","41660"
"Leaver CS","2023","Black","No function","Unknown","Unknown","145","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","EO","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Analysis","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Counter Fraud","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Debt","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","EO","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Grants Management","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","AA/AO","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","EO","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Mixed","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
