"Status","Year","Region_ITL3","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","SEO/HEO","Heterosexual / straight","35","35","38200","37330"
"In post","2023","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Luton","AA/AO","Heterosexual / straight","75","65","21620","21780"
"In post","2023","Luton","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Luton","AA/AO","Undeclared","15","10","[c]","[c]"
"In post","2023","Luton","AA/AO","Unknown","15","10","[c]","[c]"
"In post","2023","Luton","EO","Heterosexual / straight","200","180","27970","28120"
"In post","2023","Luton","EO","LGBO","5","5","[c]","[c]"
"In post","2023","Luton","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","Luton","EO","Unknown","70","60","28580","27810"
"In post","2023","Luton","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Luton","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Luton","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Luton","SEO/HEO","Heterosexual / straight","45","45","35690","34170"
"In post","2023","Luton","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Luton","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2023","Luton","Unknown","Heterosexual / straight","75","70","30010","29050"
"In post","2023","Luton","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Luton","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2023","Luton","Unknown","Unknown","20","15","[c]","[c]"
"In post","2023","Manchester","AA/AO","Heterosexual / straight","855","790","23980","22260"
"In post","2023","Manchester","AA/AO","LGBO","100","95","24000","22330"
"In post","2023","Manchester","AA/AO","Undeclared","110","100","24220","21780"
"In post","2023","Manchester","AA/AO","Unknown","240","225","25210","22870"
"In post","2023","Manchester","EO","Heterosexual / straight","1210","1155","27620","27140"
"In post","2023","Manchester","EO","LGBO","125","125","27220","27100"
"In post","2023","Manchester","EO","Undeclared","160","145","27470","27140"
"In post","2023","Manchester","EO","Unknown","320","300","27260","26940"
"In post","2023","Manchester","G6/G7","Heterosexual / straight","1055","1020","57490","53750"
"In post","2023","Manchester","G6/G7","LGBO","115","110","56460","53810"
"In post","2023","Manchester","G6/G7","Undeclared","115","115","57560","53840"
"In post","2023","Manchester","G6/G7","Unknown","190","180","59430","56570"
"In post","2023","Manchester","SCS level","Heterosexual / straight","75","75","96800","93870"
"In post","2023","Manchester","SCS level","LGBO","5","5","[c]","[c]"
"In post","2023","Manchester","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2023","Manchester","SCS level","Unknown","10","10","[c]","[c]"
"In post","2023","Manchester","SEO/HEO","Heterosexual / straight","1870","1815","36420","36580"
"In post","2023","Manchester","SEO/HEO","LGBO","185","180","35800","34970"
"In post","2023","Manchester","SEO/HEO","Undeclared","200","190","36200","35000"
"In post","2023","Manchester","SEO/HEO","Unknown","310","300","35840","34260"
"In post","2023","Manchester","Unknown","Heterosexual / straight","345","330","30470","26840"
"In post","2023","Manchester","Unknown","LGBO","60","55","29690","26840"
"In post","2023","Manchester","Unknown","Undeclared","30","30","32470","33340"
"In post","2023","Manchester","Unknown","Unknown","85","80","26240","24570"
"In post","2023","Medway","AA/AO","Heterosexual / straight","425","400","27030","25610"
"In post","2023","Medway","AA/AO","LGBO","30","30","26430","24270"
"In post","2023","Medway","AA/AO","Undeclared","45","40","26150","25340"
"In post","2023","Medway","AA/AO","Unknown","85","75","27110","25610"
"In post","2023","Medway","EO","Heterosexual / straight","280","265","32560","31280"
"In post","2023","Medway","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Medway","EO","Undeclared","35","30","33060","31280"
"In post","2023","Medway","EO","Unknown","60","55","33090","32520"
"In post","2023","Medway","G6/G7","Heterosexual / straight","35","35","65110","63280"
"In post","2023","Medway","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medway","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","Medway","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Medway","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medway","SEO/HEO","Heterosexual / straight","220","215","42190","40660"
"In post","2023","Medway","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Medway","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2023","Medway","SEO/HEO","Unknown","30","30","39500","37520"
"In post","2023","Medway","Unknown","Heterosexual / straight","70","65","28040","25300"
"In post","2023","Medway","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Medway","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Medway","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","AA/AO","Heterosexual / straight","80","75","24900","25480"
"In post","2023","Merton, Kingston upon Thames and Sutton","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","EO","Heterosexual / straight","230","220","33820","32520"
"In post","2023","Merton, Kingston upon Thames and Sutton","EO","LGBO","10","10","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","EO","Undeclared","35","35","32650","31450"
"In post","2023","Merton, Kingston upon Thames and Sutton","EO","Unknown","55","50","32500","32520"
"In post","2023","Merton, Kingston upon Thames and Sutton","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","SEO/HEO","Heterosexual / straight","85","85","42560","41020"
"In post","2023","Merton, Kingston upon Thames and Sutton","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","SEO/HEO","Unknown","20","20","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","Unknown","Heterosexual / straight","65","60","36000","34820"
"In post","2023","Merton, Kingston upon Thames and Sutton","Unknown","LGBO","5","5","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Merton, Kingston upon Thames and Sutton","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","Mid Kent","AA/AO","Heterosexual / straight","255","245","27100","25610"
"In post","2023","Mid Kent","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2023","Mid Kent","AA/AO","Undeclared","20","15","[c]","[c]"
"In post","2023","Mid Kent","AA/AO","Unknown","35","35","28410","28880"
"In post","2023","Mid Kent","EO","Heterosexual / straight","190","180","30620","31280"
"In post","2023","Mid Kent","EO","LGBO","15","15","[c]","[c]"
"In post","2023","Mid Kent","EO","Undeclared","20","20","[c]","[c]"
"In post","2023","Mid Kent","EO","Unknown","35","35","32230","31280"
"In post","2023","Mid Kent","G6/G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2023","Mid Kent","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mid Kent","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mid Kent","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mid Kent","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mid Kent","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mid Kent","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mid Kent","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mid Kent","SEO/HEO","Heterosexual / straight","105","95","40330","39720"
"In post","2023","Mid Kent","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Mid Kent","SEO/HEO","Undeclared","25","20","[c]","[c]"
"In post","2023","Mid Kent","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2023","Mid Kent","Unknown","Heterosexual / straight","130","120","31130","29050"
"In post","2023","Mid Kent","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","Mid Kent","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","Mid Kent","Unknown","Unknown","40","35","27590","25300"
"In post","2023","Mid Lancashire","AA/AO","Heterosexual / straight","1690","1495","22990","21780"
"In post","2023","Mid Lancashire","AA/AO","LGBO","80","70","23890","22520"
"In post","2023","Mid Lancashire","AA/AO","Undeclared","205","175","22760","21690"
"In post","2023","Mid Lancashire","AA/AO","Unknown","700","605","23100","22520"
"In post","2023","Mid Lancashire","EO","Heterosexual / straight","1020","930","28420","28120"
"In post","2023","Mid Lancashire","EO","LGBO","55","50","28910","28120"
"In post","2023","Mid Lancashire","EO","Undeclared","120","105","28520","28120"
"In post","2023","Mid Lancashire","EO","Unknown","290","265","28610","28120"
"In post","2023","Mid Lancashire","G6/G7","Heterosexual / straight","295","285","59390","57970"
"In post","2023","Mid Lancashire","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2023","Mid Lancashire","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2023","Mid Lancashire","G6/G7","Unknown","55","50","58470","56870"
"In post","2023","Mid Lancashire","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Mid Lancashire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mid Lancashire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Mid Lancashire","SCS level","Unknown","5","5","[c]","[c]"
"In post","2023","Mid Lancashire","SEO/HEO","Heterosexual / straight","765","715","38160","36890"
"In post","2023","Mid Lancashire","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2023","Mid Lancashire","SEO/HEO","Undeclared","105","95","38000","36990"
"In post","2023","Mid Lancashire","SEO/HEO","Unknown","125","115","37120","35000"
"In post","2023","Mid Lancashire","Unknown","Heterosexual / straight","185","170","30170","26840"
"In post","2023","Mid Lancashire","Unknown","LGBO","15","15","[c]","[c]"
"In post","2023","Mid Lancashire","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2023","Mid Lancashire","Unknown","Unknown","25","25","[c]","[c]"
"In post","2023","Mid Ulster","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mid Ulster","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mid Ulster","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mid Ulster","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mid Ulster","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mid Ulster","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2023","Mid Ulster","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mid Ulster","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mid and East Antrim","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mid and East Antrim","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mid and East Antrim","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mid and East Antrim","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Mid and East Antrim","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mid and East Antrim","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Mid and East Antrim","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2023","Mid and East Antrim","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Mid and East Antrim","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Milton Keynes","AA/AO","Heterosexual / straight","470","445","27010","25700"
"In post","2023","Milton Keynes","AA/AO","LGBO","40","40","28530","26810"
"In post","2023","Milton Keynes","AA/AO","Undeclared","25","25","[c]","[c]"
"In post","2023","Milton Keynes","AA/AO","Unknown","155","150","26630","25700"
"In post","2023","Milton Keynes","EO","Heterosexual / straight","395","370","29850","28540"
"In post","2023","Milton Keynes","EO","LGBO","40","40","29960","28540"
"In post","2023","Milton Keynes","EO","Undeclared","30","25","[c]","[c]"
"In post","2023","Milton Keynes","EO","Unknown","70","65","30110","28130"
"In post","2023","Milton Keynes","G6/G7","Heterosexual / straight","150","140","63430","61170"
"In post","2023","Milton Keynes","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Milton Keynes","G6/G7","Undeclared","15","10","[c]","[c]"
"In post","2023","Milton Keynes","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2023","Milton Keynes","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","Milton Keynes","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Milton Keynes","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Milton Keynes","SEO/HEO","Heterosexual / straight","430","415","40620","39720"
"In post","2023","Milton Keynes","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2023","Milton Keynes","SEO/HEO","Undeclared","50","50","41240","40660"
"In post","2023","Milton Keynes","SEO/HEO","Unknown","65","65","40950","40660"
"In post","2023","Milton Keynes","Unknown","Heterosexual / straight","110","110","28740","25300"
"In post","2023","Milton Keynes","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","Milton Keynes","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Milton Keynes","Unknown","Unknown","30","30","24950","22750"
"In post","2023","Monmouthshire and Newport","AA/AO","Heterosexual / straight","690","610","23250","21780"
"In post","2023","Monmouthshire and Newport","AA/AO","LGBO","45","40","23120","22750"
"In post","2023","Monmouthshire and Newport","AA/AO","Undeclared","55","50","23450","22280"
"In post","2023","Monmouthshire and Newport","AA/AO","Unknown","300","255","22630","21690"
"In post","2023","Monmouthshire and Newport","EO","Heterosexual / straight","725","670","26660","25450"
"In post","2023","Monmouthshire and Newport","EO","LGBO","55","55","26830","25040"
"In post","2023","Monmouthshire and Newport","EO","Undeclared","50","50","27710","27450"
"In post","2023","Monmouthshire and Newport","EO","Unknown","290","265","26470","25040"
"In post","2023","Monmouthshire and Newport","G6/G7","Heterosexual / straight","845","810","57580","57070"
"In post","2023","Monmouthshire and Newport","G6/G7","LGBO","50","50","54760","51460"
"In post","2023","Monmouthshire and Newport","G6/G7","Undeclared","55","55","59150","60340"
"In post","2023","Monmouthshire and Newport","G6/G7","Unknown","270","260","58280","59580"
"In post","2023","Monmouthshire and Newport","SCS level","Heterosexual / straight","45","45","81230","76780"
"In post","2023","Monmouthshire and Newport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Monmouthshire and Newport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Monmouthshire and Newport","SCS level","Unknown","15","15","[c]","[c]"
"In post","2023","Monmouthshire and Newport","SEO/HEO","Heterosexual / straight","1575","1505","36900","37760"
"In post","2023","Monmouthshire and Newport","SEO/HEO","LGBO","145","140","35180","32250"
"In post","2023","Monmouthshire and Newport","SEO/HEO","Undeclared","115","110","38740","39190"
"In post","2023","Monmouthshire and Newport","SEO/HEO","Unknown","495","480","36800","37760"
"In post","2023","Monmouthshire and Newport","Unknown","Heterosexual / straight","120","115","30490","29050"
"In post","2023","Monmouthshire and Newport","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","Monmouthshire and Newport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Monmouthshire and Newport","Unknown","Unknown","15","10","[c]","[c]"
"In post","2023","Na h-Eileanan Siar","AA/AO","Heterosexual / straight","60","55","22060","21690"
"In post","2023","Na h-Eileanan Siar","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Na h-Eileanan Siar","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Na h-Eileanan Siar","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2023","Na h-Eileanan Siar","EO","Heterosexual / straight","40","35","28680","28120"
"In post","2023","Na h-Eileanan Siar","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Na h-Eileanan Siar","EO","Undeclared","5","5","[c]","[c]"
"In post","2023","Na h-Eileanan Siar","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Na h-Eileanan Siar","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Na h-Eileanan Siar","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Na h-Eileanan Siar","SEO/HEO","Heterosexual / straight","30","30","36860","34170"
"In post","2023","Na h-Eileanan Siar","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Na h-Eileanan Siar","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Na h-Eileanan Siar","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2023","Newry, Mourne and Down","AA/AO","Heterosexual / straight","45","45","22210","22130"
"In post","2023","Newry, Mourne and Down","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Newry, Mourne and Down","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2023","Newry, Mourne and Down","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2023","Newry, Mourne and Down","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Newry, Mourne and Down","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Newry, Mourne and Down","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Newry, Mourne and Down","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Newry, Mourne and Down","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Newry, Mourne and Down","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Newry, Mourne and Down","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","Newry, Mourne and Down","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Newry, Mourne and Down","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","Newry, Mourne and Down","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","Newry, Mourne and Down","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","North Hampshire","AA/AO","Heterosexual / straight","205","190","22920","22220"
"In post","2023","North Hampshire","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2023","North Hampshire","AA/AO","Undeclared","30","30","[c]","[c]"
"In post","2023","North Hampshire","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2023","North Hampshire","EO","Heterosexual / straight","175","160","28080","28120"
"In post","2023","North Hampshire","EO","LGBO","10","10","[c]","[c]"
"In post","2023","North Hampshire","EO","Undeclared","30","25","[c]","[c]"
"In post","2023","North Hampshire","EO","Unknown","30","25","[c]","[c]"
"In post","2023","North Hampshire","G6/G7","Heterosexual / straight","85","80","72180","72720"
"In post","2023","North Hampshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","North Hampshire","G6/G7","Undeclared","20","15","[c]","[c]"
"In post","2023","North Hampshire","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2023","North Hampshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","North Hampshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","North Hampshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","North Hampshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","North Hampshire","SEO/HEO","Heterosexual / straight","235","230","38310","35150"
"In post","2023","North Hampshire","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","North Hampshire","SEO/HEO","Undeclared","35","35","38030","36060"
"In post","2023","North Hampshire","SEO/HEO","Unknown","30","25","[c]","[c]"
"In post","2023","North Hampshire","Unknown","Heterosexual / straight","80","75","30300","27940"
"In post","2023","North Hampshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","North Hampshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","North Hampshire","Unknown","Unknown","10","10","[c]","[c]"
"In post","2023","North Lanarkshire","AA/AO","Heterosexual / straight","405","360","22170","21690"
"In post","2023","North Lanarkshire","AA/AO","LGBO","25","20","[c]","[c]"
"In post","2023","North Lanarkshire","AA/AO","Undeclared","50","45","22270","21690"
"In post","2023","North Lanarkshire","AA/AO","Unknown","210","185","23960","22520"
"In post","2023","North Lanarkshire","EO","Heterosexual / straight","385","355","29190","28120"
"In post","2023","North Lanarkshire","EO","LGBO","15","15","[c]","[c]"
"In post","2023","North Lanarkshire","EO","Undeclared","45","35","28030","28120"
"In post","2023","North Lanarkshire","EO","Unknown","250","230","33480","37060"
"In post","2023","North Lanarkshire","G6/G7","Heterosexual / straight","60","55","60360","57970"
"In post","2023","North Lanarkshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","North Lanarkshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","North Lanarkshire","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2023","North Lanarkshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","North Lanarkshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","North Lanarkshire","SEO/HEO","Heterosexual / straight","195","180","37380","35000"
"In post","2023","North Lanarkshire","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2023","North Lanarkshire","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","North Lanarkshire","SEO/HEO","Unknown","65","60","39440","38470"
"In post","2023","North Northamptonshire","AA/AO","Heterosexual / straight","170","140","21910","21690"
"In post","2023","North Northamptonshire","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2023","North Northamptonshire","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2023","North Northamptonshire","AA/AO","Unknown","50","40","22300","21690"
"In post","2023","North Northamptonshire","EO","Heterosexual / straight","125","115","28300","28120"
"In post","2023","North Northamptonshire","EO","LGBO","10","10","[c]","[c]"
"In post","2023","North Northamptonshire","EO","Undeclared","25","20","[c]","[c]"
"In post","2023","North Northamptonshire","EO","Unknown","30","30","27940","28120"
"In post","2023","North Northamptonshire","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2023","North Northamptonshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","North Northamptonshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","North Northamptonshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","North Northamptonshire","SEO/HEO","Heterosexual / straight","50","50","37960","34360"
"In post","2023","North Northamptonshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","North Northamptonshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","North Northamptonshire","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","North Northamptonshire","Unknown","Heterosexual / straight","65","60","29810","28200"
"In post","2023","North Northamptonshire","Unknown","LGBO","10","10","[c]","[c]"
"In post","2023","North Northamptonshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","North Northamptonshire","Unknown","Unknown","15","15","[c]","[c]"
"In post","2023","North Nottinghamshire","AA/AO","Heterosexual / straight","275","260","27170","25340"
"In post","2023","North Nottinghamshire","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2023","North Nottinghamshire","AA/AO","Undeclared","20","15","[c]","[c]"
"In post","2023","North Nottinghamshire","AA/AO","Unknown","130","120","28100","28880"
"In post","2023","North Nottinghamshire","EO","Heterosexual / straight","215","195","29090","28120"
"In post","2023","North Nottinghamshire","EO","LGBO","10","10","[c]","[c]"
"In post","2023","North Nottinghamshire","EO","Undeclared","25","25","[c]","[c]"
"In post","2023","North Nottinghamshire","EO","Unknown","45","40","28750","28120"
"In post","2023","North Nottinghamshire","G6/G7","Heterosexual / straight","50","45","63560","62410"
"In post","2023","North Nottinghamshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","North Nottinghamshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","North Nottinghamshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","North Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2023","North Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","North Nottinghamshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2023","North Nottinghamshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","North Nottinghamshire","SEO/HEO","Heterosexual / straight","145","140","41050","40660"
"In post","2023","North Nottinghamshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","North Nottinghamshire","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2023","North Nottinghamshire","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2023","North Nottinghamshire","Unknown","Heterosexual / straight","135","120","29490","29050"
"In post","2023","North Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2023","North Nottinghamshire","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2023","North Nottinghamshire","Unknown","Unknown","30","30","26850","26840"
"In post","2023","North Yorkshire CC","AA/AO","Heterosexual / straight","500","465","24010","22220"
"In post","2023","North Yorkshire CC","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2023","North Yorkshire CC","AA/AO","Undeclared","70","65","26980","22220"
"In post","2023","North Yorkshire CC","AA/AO","Unknown","115","115","25400","22220"
"In post","2023","North Yorkshire CC","EO","Heterosexual / straight","375","355","28860","28120"
"In post","2023","North Yorkshire CC","EO","LGBO","10","10","[c]","[c]"
"In post","2023","North Yorkshire CC","EO","Undeclared","50","50","28390","28120"
"In post","2023","North Yorkshire CC","EO","Unknown","85","80","28440","28120"
"In post","2023","North Yorkshire CC","G6/G7","Heterosexual / straight","130","125","63420","57620"
"In post","2023","North Yorkshire CC","G6/G7","LGBO","5","5","[c]","[c]"
