"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Asian","HM Treasury","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Asian","HM Treasury","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Asian","HM Treasury","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","HM Treasury","SEO/HEO","Female","85","85","38000","36000"
"In post","2023","Asian","HM Treasury","SEO/HEO","Male","65","65","37020","35520"
"In post","2023","Asian","HM Treasury","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Home Office","AA/AO","Female","625","515","24530","26400"
"In post","2023","Asian","Home Office","AA/AO","Male","390","360","24130","23500"
"In post","2023","Asian","Home Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Home Office","EO","Female","1010","895","28850","29890"
"In post","2023","Asian","Home Office","EO","Male","820","785","28860","29890"
"In post","2023","Asian","Home Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Home Office","G6/G7","Female","190","185","61880","59290"
"In post","2023","Asian","Home Office","G6/G7","Male","170","170","63020","60580"
"In post","2023","Asian","Home Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Home Office","SCS level","Female","10","10","[c]","[c]"
"In post","2023","Asian","Home Office","SCS level","Male","10","10","[c]","[c]"
"In post","2023","Asian","Home Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Home Office","SEO/HEO","Female","805","775","38270","36310"
"In post","2023","Asian","Home Office","SEO/HEO","Male","520","515","38430","36420"
"In post","2023","Asian","Home Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Home Office","Unknown","Female","15","15","[c]","[c]"
"In post","2023","Asian","Home Office","Unknown","Male","20","20","[c]","[c]"
"In post","2023","Asian","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","AA/AO","Female","185","170","24210","23470"
"In post","2023","Asian","Ministry of Defence","AA/AO","Male","235","230","25030","23710"
"In post","2023","Asian","Ministry of Defence","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","EO","Female","100","95","29180","28390"
"In post","2023","Asian","Ministry of Defence","EO","Male","100","100","30370","29270"
"In post","2023","Asian","Ministry of Defence","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","G6/G7","Female","75","70","63860","60220"
"In post","2023","Asian","Ministry of Defence","G6/G7","Male","115","110","62530","59890"
"In post","2023","Asian","Ministry of Defence","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","SCS level","Male","10","5","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","SEO/HEO","Female","290","275","39450","38680"
"In post","2023","Asian","Ministry of Defence","SEO/HEO","Male","375","370","39360","39460"
"In post","2023","Asian","Ministry of Defence","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Asian","Ministry of Defence","Unknown","Male","35","35","40270","38790"
"In post","2023","Asian","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Justice","AA/AO","Female","1170","1010","23690","21780"
"In post","2023","Asian","Ministry of Justice","AA/AO","Male","1045","1005","26390","25480"
"In post","2023","Asian","Ministry of Justice","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Justice","EO","Female","385","365","28400","29660"
"In post","2023","Asian","Ministry of Justice","EO","Male","245","240","29140","28480"
"In post","2023","Asian","Ministry of Justice","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Justice","G6/G7","Female","130","125","59820","57670"
"In post","2023","Asian","Ministry of Justice","G6/G7","Male","110","110","60250","58740"
"In post","2023","Asian","Ministry of Justice","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Justice","SCS level","Female","5","5","[c]","[c]"
"In post","2023","Asian","Ministry of Justice","SCS level","Male","5","5","[c]","[c]"
"In post","2023","Asian","Ministry of Justice","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Justice","SEO/HEO","Female","540","515","39230","37680"
"In post","2023","Asian","Ministry of Justice","SEO/HEO","Male","475","445","40660","38910"
"In post","2023","Asian","Ministry of Justice","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Ministry of Justice","Unknown","Female","650","600","29500","27530"
"In post","2023","Asian","Ministry of Justice","Unknown","Male","290","275","29510","26840"
"In post","2023","Asian","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","Asian","National Crime Agency","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Asian","National Crime Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","EO","Female","80","80","35220","34340"
"In post","2023","Asian","National Crime Agency","EO","Male","55","55","36300","36040"
"In post","2023","Asian","National Crime Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Asian","National Crime Agency","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Asian","National Crime Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","National Crime Agency","SEO/HEO","Female","60","60","43640","42240"
"In post","2023","Asian","National Crime Agency","SEO/HEO","Male","50","50","44240","42240"
"In post","2023","Asian","National Crime Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Northern Ireland Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","AA/AO","Female","15","15","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","EO","Female","15","10","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","EO","Male","10","10","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","G6/G7","Female","15","15","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Female","40","40","43310","43840"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2023","Asian","Office for Standards in Education, Children's Services and Skills","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","AA/AO","Male","5","5","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","EO","Female","35","35","27650","26750"
"In post","2023","Asian","Office of Gas and Electricity Markets","EO","Male","25","25","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","G6/G7","Female","35","35","57870","58500"
"In post","2023","Asian","Office of Gas and Electricity Markets","G6/G7","Male","30","30","61660","60000"
"In post","2023","Asian","Office of Gas and Electricity Markets","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","SEO/HEO","Female","30","30","38690","39040"
"In post","2023","Asian","Office of Gas and Electricity Markets","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2023","Asian","Office of Gas and Electricity Markets","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","G6/G7","Female","5","5","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","SEO/HEO","Female","20","15","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2023","Asian","Office of Qualifications and Examinations Regulation","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","EO","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","EO","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","G6/G7","Female","10","10","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","G6/G7","Male","5","5","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Asian","Office of Rail and Road","SEO/HEO","Female","5","5","[c]","[c]"
