"Status","Year","Ethnicity","Parent_department","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Black","Attorney General's Departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Attorney General's Departments","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Cabinet Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Chancellor's other departments","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Charity Commission","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Charity Commission","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Charity Commission","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Charity Commission","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Charity Commission","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Charity Commission","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Charity Commission","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Charity Commission","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Charity Commission","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Charity Commission","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Charity Commission","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Competition and Markets Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","SEO/HEO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","SEO/HEO","Male","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for International Trade","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","SEO/HEO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Levelling Up, Housing and Communities","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Transport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Work and Pensions","AA/AO","Female","65","[c]","23130","22410"
"Leaver CS","2023","Black","Department for Work and Pensions","AA/AO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Work and Pensions","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Work and Pensions","EO","Female","260","[c]","30230","31060"
"Leaver CS","2023","Black","Department for Work and Pensions","EO","Male","100","[c]","30220","31060"
"Leaver CS","2023","Black","Department for Work and Pensions","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Work and Pensions","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Work and Pensions","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Work and Pensions","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Work and Pensions","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Work and Pensions","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Work and Pensions","SEO/HEO","Female","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Work and Pensions","SEO/HEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department for Work and Pensions","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","AA/AO","Female","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","EO","Female","35","[c]","27510","27820"
"Leaver CS","2023","Black","Department of Health and Social Care","EO","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","G6/G7","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","G6/G7","Male","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","SEO/HEO","Female","60","[c]","37150","37920"
"Leaver CS","2023","Black","Department of Health and Social Care","SEO/HEO","Male","30","[c]","[c]","[c]"
"Leaver CS","2023","Black","Department of Health and Social Care","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Estyn","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Estyn","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Estyn","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Estyn","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Estyn","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Estyn","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Estyn","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Estyn","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Estyn","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Estyn","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Estyn","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Estyn","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Food Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","SEO/HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","Foreign, Commonwealth and Development Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","AA/AO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","AA/AO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","EO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","EO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","G6/G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Land Registry","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs","AA/AO","Female","45","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs","AA/AO","Male","20","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs","EO","Female","15","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs","G6/G7","Female","5","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs","G6/G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Black","HM Revenue and Customs","G6/G7","Unknown","[c]","[c]","[c]","[c]"
