"Status","Year","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Analysis","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Central Civil Service Fast Stream","London","40","[c]","31920","32000"
"Leaver Dept.","2023","Analysis","Central Civil Service Fast Stream","Outside London","10","[c]","32750","33250"
"Leaver Dept.","2023","Analysis","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Defence Science and Technology Laboratory","Outside London","35","[c]","42220","39890"
"Leaver Dept.","2023","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","15","[c]","35370","29740"
"Leaver Dept.","2023","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","London","15","[c]","48700","39620"
"Leaver Dept.","2023","Analysis","Department for Education (excl. agencies)","London","20","[c]","49450","46600"
"Leaver Dept.","2023","Analysis","Department for Education (excl. agencies)","Outside London","30","[c]","42760","43250"
"Leaver Dept.","2023","Analysis","Department for International Trade","London","20","[c]","43990","38350"
"Leaver Dept.","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","London","25","[c]","37060","34000"
"Leaver Dept.","2023","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Food Standards Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Revenue and Customs (excl. agencies)","London","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Revenue and Customs (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","HM Treasury (excl. agencies)","London","25","[c]","54710","38660"
"Leaver Dept.","2023","Analysis","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Home Office","London","40","[c]","45420","42710"
"Leaver Dept.","2023","Analysis","Home Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Ministry of Defence (excl. agencies)","London","15","[c]","46510","47500"
"Leaver Dept.","2023","Analysis","Ministry of Defence (excl. agencies)","Outside London","10","[c]","41250","41200"
"Leaver Dept.","2023","Analysis","Ministry of Justice (excl. agencies)","London","40","[c]","44890","41750"
"Leaver Dept.","2023","Analysis","Ministry of Justice (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office for Standards in Education, Children's Services and Skills","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Space Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","London","20","[c]","40040","34130"
"Leaver Dept.","2023","Analysis","UK Statistics Authority","Outside London","60","[c]","33640","31560"
"Leaver Dept.","2023","Analysis","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Analysis","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Building Digital UK","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office (excl. agencies)","London","15","[c]","38060","34550"
"Leaver Dept.","2023","Commercial","Cabinet Office (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Central Civil Service Fast Stream","London","10","[c]","31850","32000"
"Leaver Dept.","2023","Commercial","Central Civil Service Fast Stream","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Crown Commercial Service","Outside London","15","[c]","38030","39360"
"Leaver Dept.","2023","Commercial","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Equipment and Support","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Digital, Culture, Media and Sport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Education (excl. agencies)","Outside London","40","[c]","38190","39400"
"Leaver Dept.","2023","Commercial","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Licensing Agency","Outside London","10","[c]","32940","31350"
"Leaver Dept.","2023","Commercial","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Commercial Organisation","London","15","[c]","58630","56200"
"Leaver Dept.","2023","Commercial","Government Commercial Organisation","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","HM Revenue and Customs (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Home Office","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Defence (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Defence (excl. agencies)","Outside London","40","[c]","38820","41200"
"Leaver Dept.","2023","Commercial","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Justice (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Ministry of Justice (excl. agencies)","Outside London","10","[c]","33530","33660"
"Leaver Dept.","2023","Commercial","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","UK Health Security Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Commercial","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Building Digital UK","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Cabinet Office (excl. agencies)","London","65","[c]","44370","41870"
"Leaver Dept.","2023","Communications","Cabinet Office (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Central Civil Service Fast Stream","London","10","[c]","31330","32000"
"Leaver Dept.","2023","Communications","Central Civil Service Fast Stream","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Charity Commission","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Defence Equipment and Support","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","15","[c]","35580","33570"
"Leaver Dept.","2023","Communications","Department for Digital, Culture, Media and Sport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Education (excl. agencies)","London","20","[c]","40220","38350"
"Leaver Dept.","2023","Communications","Department for Education (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for International Trade","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","London","15","[c]","40520","34310"
"Leaver Dept.","2023","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Prison and Probation Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Revenue and Customs (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Home Office","London","15","[c]","54490","57430"
"Leaver Dept.","2023","Communications","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Defence (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Ministry of Justice (excl. agencies)","London","10","[c]","46310","43650"
"Leaver Dept.","2023","Communications","Ministry of Justice (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Rural Payments Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","The National Archives","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Export Finance","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Communications","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Cabinet Office (excl. agencies)","London","10","[c]","35690","36170"
"Leaver Dept.","2023","Counter Fraud","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Companies House","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","London","30","[c]","30810","32520"
"Leaver Dept.","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Outside London","135","[c]","28630","28120"
"Leaver Dept.","2023","Counter Fraud","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Driver and Vehicle Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","London","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","HM Revenue and Customs (excl. agencies)","Outside London","80","[c]","[c]","[c]"
"Leaver Dept.","2023","Counter Fraud","Serious Fraud Office","London","10","[c]","47760","40000"
"Leaver Dept.","2023","Counter Fraud","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","Department for Work and Pensions (excl. agencies)","Outside London","60","[c]","23340","21690"
"Leaver Dept.","2023","Debt","HM Revenue and Customs (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Debt","HM Revenue and Customs (excl. agencies)","Outside London","120","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Building Digital UK","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","London","55","[c]","50300","54700"
"Leaver Dept.","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","Outside London","30","[c]","40180","35650"
"Leaver Dept.","2023","Digital, Data & Technology","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Central Civil Service Fast Stream","London","20","[c]","31780","32000"
"Leaver Dept.","2023","Digital, Data & Technology","Central Civil Service Fast Stream","Outside London","15","[c]","30020","30130"
"Leaver Dept.","2023","Digital, Data & Technology","Central Civil Service Fast Stream","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Centre for Environment, Fisheries and Aquaculture Science","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Companies House","Outside London","15","[c]","45070","42990"
"Leaver Dept.","2023","Digital, Data & Technology","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Defence Equipment and Support","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Digital, Culture, Media and Sport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Education (excl. agencies)","London","15","[c]","54230","41440"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Education (excl. agencies)","Outside London","50","[c]","39960","37590"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for International Trade","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","London","10","[c]","55060","43760"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Outside London","95","[c]","39690","37000"
"Leaver Dept.","2023","Digital, Data & Technology","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Driver and Vehicle Standards Agency","Outside London","15","[c]","33140","31940"
"Leaver Dept.","2023","Digital, Data & Technology","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Education and Skills Funding Agency","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Government Legal Department","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Courts and Tribunals Service","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Courts and Tribunals Service","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","London","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Revenue and Customs (excl. agencies)","Outside London","50","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","London","30","[c]","47330","45810"
"Leaver Dept.","2023","Digital, Data & Technology","Home Office","Outside London","20","[c]","39340","37490"
"Leaver Dept.","2023","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Met Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Defence (excl. agencies)","Outside London","45","[c]","36130","35220"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","London","15","[c]","49550","47590"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Outside London","25","[c]","37980","27170"
"Leaver Dept.","2023","Digital, Data & Technology","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","National Crime Agency","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","National Crime Agency","Outside London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Outside London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Planning Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","The National Archives","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","UK Health Security Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","UK Statistics Authority","Outside London","25","[c]","39090","37690"
"Leaver Dept.","2023","Digital, Data & Technology","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Digital, Data & Technology","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Cabinet Office (excl. agencies)","London","15","[c]","52420","55590"
"Leaver Dept.","2023","Finance","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Finance","Central Civil Service Fast Stream","London","30","[c]","33040","33250"
"Leaver Dept.","2023","Finance","Central Civil Service Fast Stream","Outside London","5","[c]","[c]","[c]"
