"Status","Year","Ethnicity","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Asian","UK Export Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Export Finance","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Export Finance","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Health Security Agency","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Health Security Agency","Department of Health and Social Care","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Health Security Agency","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Health Security Agency","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Health Security Agency","Department of Health and Social Care","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Hydrographic Office","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Hydrographic Office","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Hydrographic Office","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Statistics Authority","UK Statistics Authority","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Statistics Authority","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Statistics Authority","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Statistics Authority","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Statistics Authority","UK Statistics Authority","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Supreme Court","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Supreme Court","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","UK Supreme Court","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Valuation Office Agency","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Valuation Office Agency","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Valuation Office Agency","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Valuation Office Agency","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Vehicle Certification Agency","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Vehicle Certification Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Vehicle Certification Agency","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Water Services Regulation Authority","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Water Services Regulation Authority","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Water Services Regulation Authority","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Government (excl. agencies)","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Government (excl. agencies)","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Government (excl. agencies)","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Government (excl. agencies)","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Government (excl. agencies)","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Revenue Authority","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Revenue Authority","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Welsh Revenue Authority","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Wilton Park","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Wilton Park","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Wilton Park","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Asian","Wilton Park","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Active Travel England","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Active Travel England","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Attorney General's Office","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Attorney General's Office","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Attorney General's Office","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Building Digital UK","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Building Digital UK","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Building Digital UK","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Building Digital UK","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office (excl. agencies)","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office (excl. agencies)","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office (excl. agencies)","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Cabinet Office (excl. agencies)","Cabinet Office","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Central Civil Service Fast Stream","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Charity Commission","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Charity Commission","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Charity Commission","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Companies House","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Companies House","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Companies House","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Competition and Markets Authority","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Competition and Markets Authority","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Competition and Markets Authority","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Competition and Markets Authority","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Criminal Injuries Compensation Authority","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Criminal Injuries Compensation Authority","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Commercial Service","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Commercial Service","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Commercial Service","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Commercial Service","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Commercial Service","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Office and Procurator Fiscal Service","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Office and Procurator Fiscal Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Office and Procurator Fiscal Service","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Electronics and Components Agency","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Equipment and Support","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Equipment and Support","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Equipment and Support","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Equipment and Support","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Science and Technology Laboratory","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Science and Technology Laboratory","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO/HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","Department for Education","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","Department for Education","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
