"Status","Year","Ethnicity","Organisation","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Other ethnicity","Scottish Courts and Tribunals Service","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Courts and Tribunals Service","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Fiscal Commission","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Fiscal Commission","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Fiscal Commission","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Fiscal Commission","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Forestry","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Forestry","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Forestry","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Forestry","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Forestry","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Government (excl. agencies)","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Government (excl. agencies)","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Government (excl. agencies)","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Government (excl. agencies)","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Government (excl. agencies)","Scottish Government","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Housing Regulator","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Housing Regulator","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Housing Regulator","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Housing Regulator","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Housing Regulator","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Prison Service","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Prison Service","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Prison Service","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Prison Service","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Prison Service","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Public Pensions Agency","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Public Pensions Agency","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Public Pensions Agency","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Public Pensions Agency","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Scottish Public Pensions Agency","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Serious Fraud Office","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Serious Fraud Office","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Serious Fraud Office","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Serious Fraud Office","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Serious Fraud Office","Attorney General's Departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Social Security Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Social Security Scotland","Scottish Government","EO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Social Security Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Social Security Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Social Security Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Standards and Testing Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Standards and Testing Agency","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Standards and Testing Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Standards and Testing Agency","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Student Awards Agency for Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Student Awards Agency for Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Student Awards Agency for Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Student Awards Agency for Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Student Awards Agency for Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Submarine Delivery Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Teaching Regulation Agency","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Teaching Regulation Agency","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Teaching Regulation Agency","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Teaching Regulation Agency","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Teaching Regulation Agency","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","The Insolvency Service","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","The Insolvency Service","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","The Insolvency Service","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","The Insolvency Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","The National Archives","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","The National Archives","The National Archives","EO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","The National Archives","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","The National Archives","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","The National Archives","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Transport Scotland","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Transport Scotland","Scottish Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Transport Scotland","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Transport Scotland","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Transport Scotland","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Debt Management Office","HM Treasury","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Debt Management Office","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Debt Management Office","HM Treasury","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Debt Management Office","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Export Finance","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Export Finance","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Export Finance","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Export Finance","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Export Finance","UK Export Finance","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","UK Health Security Agency","Department of Health and Social Care","AA/AO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","UK Health Security Agency","Department of Health and Social Care","EO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","UK Health Security Agency","Department of Health and Social Care","G6/G7","10","10","[c]","[c]"
"In post","2023","Other ethnicity","UK Health Security Agency","Department of Health and Social Care","SCS level","5","5","[c]","[c]"
"In post","2023","Other ethnicity","UK Health Security Agency","Department of Health and Social Care","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Other ethnicity","UK Hydrographic Office","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Hydrographic Office","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Hydrographic Office","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Hydrographic Office","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Hydrographic Office","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Space Agency","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Space Agency","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Space Agency","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Space Agency","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Space Agency","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Statistics Authority","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Statistics Authority","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Statistics Authority","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Statistics Authority","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Statistics Authority","UK Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Supreme Court","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Supreme Court","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Supreme Court","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Supreme Court","UK Supreme Court","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","UK Supreme Court","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Valuation Office Agency","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Valuation Office Agency","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Valuation Office Agency","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Valuation Office Agency","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Valuation Office Agency","HM Revenue and Customs","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Other ethnicity","Vehicle Certification Agency","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Vehicle Certification Agency","Department for Transport","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Vehicle Certification Agency","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Vehicle Certification Agency","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Vehicle Certification Agency","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Veterinary Medicines Directorate","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Water Services Regulation Authority","Water Services Regulation Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Water Services Regulation Authority","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Water Services Regulation Authority","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Water Services Regulation Authority","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Water Services Regulation Authority","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Welsh Government (excl. agencies)","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Welsh Government (excl. agencies)","Welsh Government","EO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Welsh Government (excl. agencies)","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Welsh Government (excl. agencies)","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Welsh Government (excl. agencies)","Welsh Government","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Other ethnicity","Welsh Revenue Authority","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Welsh Revenue Authority","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Welsh Revenue Authority","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Welsh Revenue Authority","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Welsh Revenue Authority","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Wilton Park","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Wilton Park","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Wilton Park","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Wilton Park","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Other ethnicity","Wilton Park","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Accountant in Bankruptcy","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Active Travel England","Department for Transport","G6/G7","10","5","[c]","[c]"
"In post","2023","Undeclared","Active Travel England","Department for Transport","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Active Travel England","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","SEO/HEO","40","35","37070","35190"
"In post","2023","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","AA/AO","40","40","22630","22150"
"In post","2023","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","EO","45","40","27510","26030"
"In post","2023","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","G6/G7","20","20","[c]","[c]"
"In post","2023","Undeclared","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","SEO/HEO","65","60","35860","37300"
"In post","2023","Undeclared","Attorney General's Office","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Building Digital UK","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","EO","25","25","[c]","[c]"
"In post","2023","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","G6/G7","85","80","59100","56430"
"In post","2023","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Cabinet Office (excl. agencies)","Cabinet Office","SEO/HEO","75","75","37440","35740"
"In post","2023","Undeclared","Central Civil Service Fast Stream","Cabinet Office","SEO/HEO","30","30","[c]","[c]"
"In post","2023","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Charity Commission","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Charity Commission","Charity Commission","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Charity Commission","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Charity Commission","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","AA/AO","15","10","[c]","[c]"
"In post","2023","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Companies House","Department for Business, Energy and Industrial Strategy","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Undeclared","Competition and Markets Authority","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Competition and Markets Authority","Competition and Markets Authority","G6/G7","20","20","[c]","[c]"
"In post","2023","Undeclared","Competition and Markets Authority","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Competition and Markets Authority","Competition and Markets Authority","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Criminal Injuries Compensation Authority","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Criminal Injuries Compensation Authority","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Criminal Injuries Compensation Authority","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Crown Commercial Service","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Crown Commercial Service","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Crown Commercial Service","Cabinet Office","G6/G7","5","5","[c]","[c]"
"In post","2023","Undeclared","Crown Commercial Service","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Crown Commercial Service","Cabinet Office","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Undeclared","Crown Office and Procurator Fiscal Service","Scottish Government","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Crown Office and Procurator Fiscal Service","Scottish Government","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Crown Office and Procurator Fiscal Service","Scottish Government","G6/G7","25","25","[c]","[c]"
"In post","2023","Undeclared","Crown Office and Procurator Fiscal Service","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Crown Office and Procurator Fiscal Service","Scottish Government","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Crown Prosecution Service","Attorney General's Departments","AA/AO","30","25","[c]","[c]"
"In post","2023","Undeclared","Crown Prosecution Service","Attorney General's Departments","EO","35","30","29080","28850"
"In post","2023","Undeclared","Crown Prosecution Service","Attorney General's Departments","G6/G7","60","55","57760","55170"
"In post","2023","Undeclared","Crown Prosecution Service","Attorney General's Departments","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Undeclared","Defence Electronics and Components Agency","Ministry of Defence","AA/AO","5","5","[c]","[c]"
"In post","2023","Undeclared","Defence Electronics and Components Agency","Ministry of Defence","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Defence Electronics and Components Agency","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Defence Equipment and Support","Ministry of Defence","AA/AO","45","40","23470","23030"
"In post","2023","Undeclared","Defence Equipment and Support","Ministry of Defence","EO","30","30","27570","27250"
"In post","2023","Undeclared","Defence Equipment and Support","Ministry of Defence","G6/G7","120","115","59210","57310"
"In post","2023","Undeclared","Defence Equipment and Support","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Defence Equipment and Support","Ministry of Defence","SEO/HEO","355","340","39340","40880"
"In post","2023","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","G6/G7","210","205","53110","49260"
"In post","2023","Undeclared","Defence Science and Technology Laboratory","Ministry of Defence","SEO/HEO","125","120","37460","39890"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","AA/AO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","G6/G7","140","140","61560","59370"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","SEO/HEO","100","95","41450","41360"
"In post","2023","Undeclared","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","G6/G7","25","25","[c]","[c]"
"In post","2023","Undeclared","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","SEO/HEO","15","10","[c]","[c]"
"In post","2023","Undeclared","Department for Education (excl. agencies)","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Education (excl. agencies)","Department for Education","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Department for Education (excl. agencies)","Department for Education","G6/G7","105","105","58550","55130"
"In post","2023","Undeclared","Department for Education (excl. agencies)","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Education (excl. agencies)","Department for Education","SEO/HEO","120","115","36660","37590"
"In post","2023","Undeclared","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","G6/G7","90","85","52880","49970"
"In post","2023","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","SEO/HEO","100","100","35310","37300"
"In post","2023","Undeclared","Department for International Trade","Department for International Trade","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for International Trade","Department for International Trade","G6/G7","40","40","59180","56880"
"In post","2023","Undeclared","Department for International Trade","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for International Trade","Department for International Trade","SEO/HEO","30","30","39820","41550"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","G6/G7","35","35","59000","56700"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","SEO/HEO","30","30","38570","38120"
"In post","2023","Undeclared","Department for Transport (excl. agencies)","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport (excl. agencies)","Department for Transport","EO","15","15","[c]","[c]"
