"Status","Year","Disability","Function_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Grants Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Grants Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","London","Female","85","[c]","45180","41300"
"Leaver Dept.","2023","Undeclared","No function","London","Male","95","[c]","47230","42470"
"Leaver Dept.","2023","Undeclared","No function","Outside London","Female","155","[c]","28330","27570"
"Leaver Dept.","2023","Undeclared","No function","Outside London","Male","125","[c]","29900","28120"
"Leaver Dept.","2023","Undeclared","No function","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","No function","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","London","Female","50","[c]","33840","33230"
"Leaver Dept.","2023","Unknown","Analysis","London","Male","55","[c]","38450","34250"
"Leaver Dept.","2023","Unknown","Analysis","Outside London","Female","45","[c]","37690","34250"
"Leaver Dept.","2023","Unknown","Analysis","Outside London","Male","45","[c]","38560","37760"
"Leaver Dept.","2023","Unknown","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Outside London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Outside London","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","London","Female","55","[c]","39230","35650"
"Leaver Dept.","2023","Unknown","Communications","London","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Outside London","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Debt","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","London","Female","45","[c]","44360","41440"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","London","Male","50","[c]","41840","38220"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Outside London","Female","50","[c]","36090","32950"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Outside London","Male","70","[c]","40660","38030"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","London","Male","45","[c]","40730","33250"
"Leaver Dept.","2023","Unknown","Finance","Outside London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Outside London","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Finance","Unknown","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Grants Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Grants Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","London","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Outside London","Female","60","[c]","36280","31660"
"Leaver Dept.","2023","Unknown","Human Resources","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","London","Female","30","[c]","41590","32590"
"Leaver Dept.","2023","Unknown","Legal","London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Outside London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Legal","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","London","Female","565","[c]","42930","38540"
"Leaver Dept.","2023","Unknown","No function","London","Male","445","[c]","45770","41490"
"Leaver Dept.","2023","Unknown","No function","Outside London","Female","555","[c]","29500","26750"
"Leaver Dept.","2023","Unknown","No function","Outside London","Male","450","[c]","30110","27190"
"Leaver Dept.","2023","Unknown","No function","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","No function","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","London","Female","60","[c]","37210","33250"
"Leaver Dept.","2023","Unknown","Project Delivery","London","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Outside London","Female","40","[c]","37870","34650"
"Leaver Dept.","2023","Unknown","Project Delivery","Outside London","Male","40","[c]","36160","33250"
"Leaver Dept.","2023","Unknown","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Outside London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","London","Female","355","[c]","35200","32000"
"Leaver Dept.","2023","Unknown","Unknown","London","Male","285","[c]","34360","32000"
"Leaver Dept.","2023","Unknown","Unknown","Outside London","Female","140","[c]","38540","32000"
"Leaver Dept.","2023","Unknown","Unknown","Outside London","Male","95","[c]","40210","34730"
"Leaver Dept.","2023","Unknown","Unknown","Overseas","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Overseas","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Unknown","Unknown","Unknown","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","London","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","London","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Outside London","Female","35","[c]","30140","31270"
"New entrant CS","2023","Declared disabled","Analysis","Outside London","Male","35","[c]","32630","31410"
"New entrant CS","2023","Declared disabled","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Commercial","London","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Commercial","London","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared disabled","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
