"Status","Year","Disability","Function_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared disabled","Finance","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Outside London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","London","Female","30","[c]","41760","37820"
"Leaver Dept.","2023","Declared disabled","Human Resources","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Outside London","Female","40","[c]","36300","33130"
"Leaver Dept.","2023","Declared disabled","Human Resources","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","London","Female","210","[c]","41070","35620"
"Leaver Dept.","2023","Declared disabled","No function","London","Male","135","[c]","45050","38660"
"Leaver Dept.","2023","Declared disabled","No function","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Outside London","Female","370","[c]","28600","27570"
"Leaver Dept.","2023","Declared disabled","No function","Outside London","Male","205","[c]","29370","27570"
"Leaver Dept.","2023","Declared disabled","No function","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Unknown","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Outside London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Outside London","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Outside London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","London","Female","95","[c]","43340","42010"
"Leaver Dept.","2023","Declared non-disabled","Analysis","London","Male","105","[c]","49540","42370"
"Leaver Dept.","2023","Declared non-disabled","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Outside London","Female","55","[c]","38640","37300"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Outside London","Male","40","[c]","38190","35410"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","London","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Outside London","Female","65","[c]","39240","40650"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Outside London","Male","40","[c]","38150","37710"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","London","Female","70","[c]","44700","41900"
"Leaver Dept.","2023","Declared non-disabled","Communications","London","Male","45","[c]","44720","40600"
"Leaver Dept.","2023","Declared non-disabled","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Outside London","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","London","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Outside London","Female","85","[c]","29100","28120"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Outside London","Male","65","[c]","29110","28120"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","Outside London","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","Outside London","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Debt","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","London","Female","55","[c]","49810","53130"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","London","Male","65","[c]","50860","48780"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Outside London","Female","125","[c]","39860","37590"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Outside London","Male","175","[c]","38380","35310"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","London","Female","60","[c]","49130","42120"
"Leaver Dept.","2023","Declared non-disabled","Finance","London","Male","45","[c]","55700","55150"
"Leaver Dept.","2023","Declared non-disabled","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Outside London","Female","90","[c]","40700","36570"
"Leaver Dept.","2023","Declared non-disabled","Finance","Outside London","Male","75","[c]","41750","37880"
"Leaver Dept.","2023","Declared non-disabled","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","Outside London","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","Outside London","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Grants Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","London","Female","120","[c]","44050","36180"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","London","Male","35","[c]","43670","41870"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Outside London","Female","240","[c]","33590","32000"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Outside London","Male","110","[c]","34710","32000"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","London","Female","65","[c]","50310","50500"
"Leaver Dept.","2023","Declared non-disabled","Legal","London","Male","45","[c]","48040","47580"
"Leaver Dept.","2023","Declared non-disabled","Legal","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Outside London","Female","35","[c]","36860","28430"
"Leaver Dept.","2023","Declared non-disabled","Legal","Outside London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Legal","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","London","Female","1235","[c]","43990","39580"
"Leaver Dept.","2023","Declared non-disabled","No function","London","Male","975","[c]","45850","40050"
"Leaver Dept.","2023","Declared non-disabled","No function","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Outside London","Female","1995","[c]","28850","27570"
"Leaver Dept.","2023","Declared non-disabled","No function","Outside London","Male","1370","[c]","30780","28120"
"Leaver Dept.","2023","Declared non-disabled","No function","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Overseas","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Overseas","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Unknown","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Unknown","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","London","Female","60","[c]","45440","40800"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","London","Male","35","[c]","45280","39150"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Outside London","Female","95","[c]","41550","38070"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Outside London","Male","90","[c]","40300","38790"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Outside London","Female","55","[c]","33510","32000"
"Leaver Dept.","2023","Declared non-disabled","Property","Outside London","Male","50","[c]","37730","33980"
"Leaver Dept.","2023","Declared non-disabled","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","London","Female","35","[c]","41760","36740"
"Leaver Dept.","2023","Declared non-disabled","Security","London","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Outside London","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Outside London","Male","50","[c]","30260","29250"
"Leaver Dept.","2023","Declared non-disabled","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","London","Female","75","[c]","44960","39150"
"Leaver Dept.","2023","Declared non-disabled","Unknown","London","Male","45","[c]","44260","36650"
"Leaver Dept.","2023","Declared non-disabled","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Outside London","Female","105","[c]","38570","34730"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Outside London","Male","80","[c]","39170","36330"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","London","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Outside London","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Debt","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Debt","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Debt","Outside London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Debt","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","London","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Undeclared","Digital, Data & Technology","Outside London","Male","10","[c]","[c]","[c]"
