"Status","Year","Disability","Function_of_post","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","No function","Unknown","G6/G7","35","35","60780","59400"
"In post","2023","Declared non-disabled","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","No function","Unknown","SEO/HEO","75","70","41260","38470"
"In post","2023","Declared non-disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","London","AA/AO","40","35","25730","25610"
"In post","2023","Declared non-disabled","Project Delivery","London","EO","225","210","31160","31790"
"In post","2023","Declared non-disabled","Project Delivery","London","G6/G7","1425","1375","64580","65230"
"In post","2023","Declared non-disabled","Project Delivery","London","SCS level","300","290","96290","88970"
"In post","2023","Declared non-disabled","Project Delivery","London","SEO/HEO","1070","1035","41460","41720"
"In post","2023","Declared non-disabled","Project Delivery","Outside London","AA/AO","185","175","22130","22150"
"In post","2023","Declared non-disabled","Project Delivery","Outside London","EO","860","800","27510","27890"
"In post","2023","Declared non-disabled","Project Delivery","Outside London","G6/G7","3235","3135","58050","56870"
"In post","2023","Declared non-disabled","Project Delivery","Outside London","SCS level","185","180","88160","80490"
"In post","2023","Declared non-disabled","Project Delivery","Outside London","SEO/HEO","5395","5160","37950","38320"
"In post","2023","Declared non-disabled","Project Delivery","Outside London","Unknown","1115","1090","43990","42000"
"In post","2023","Declared non-disabled","Project Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Overseas","G6/G7","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Overseas","SCS level","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Overseas","SEO/HEO","35","35","53770","55360"
"In post","2023","Declared non-disabled","Project Delivery","Overseas","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Property","London","AA/AO","80","75","25350","26040"
"In post","2023","Declared non-disabled","Property","London","EO","170","160","31240","31540"
"In post","2023","Declared non-disabled","Property","London","G6/G7","235","230","62490","64060"
"In post","2023","Declared non-disabled","Property","London","SCS level","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Property","London","SEO/HEO","340","330","41880","40190"
"In post","2023","Declared non-disabled","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Property","Outside London","AA/AO","845","785","21550","22520"
"In post","2023","Declared non-disabled","Property","Outside London","EO","815","760","27460","27470"
"In post","2023","Declared non-disabled","Property","Outside London","G6/G7","865","845","57580","56180"
"In post","2023","Declared non-disabled","Property","Outside London","SCS level","50","50","89400","79800"
"In post","2023","Declared non-disabled","Property","Outside London","SEO/HEO","2100","2010","38050","37300"
"In post","2023","Declared non-disabled","Property","Outside London","Unknown","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Property","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Property","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Property","Overseas","SEO/HEO","35","35","46280","43940"
"In post","2023","Declared non-disabled","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Property","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Property","Unknown","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Security","London","AA/AO","220","210","28170","26400"
"In post","2023","Declared non-disabled","Security","London","EO","140","135","32480","31340"
"In post","2023","Declared non-disabled","Security","London","G6/G7","280","275","63230","61100"
"In post","2023","Declared non-disabled","Security","London","SCS level","40","40","92640","88910"
"In post","2023","Declared non-disabled","Security","London","SEO/HEO","360","355","40990","40260"
"In post","2023","Declared non-disabled","Security","Outside London","AA/AO","2820","2740","27850","22220"
"In post","2023","Declared non-disabled","Security","Outside London","EO","670","650","32560","28120"
"In post","2023","Declared non-disabled","Security","Outside London","G6/G7","210","205","59050","57000"
"In post","2023","Declared non-disabled","Security","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Security","Outside London","SEO/HEO","915","890","39180","35800"
"In post","2023","Declared non-disabled","Security","Outside London","Unknown","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Security","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Security","Overseas","EO","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Security","Overseas","G6/G7","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Security","Overseas","SEO/HEO","65","65","42000","40890"
"In post","2023","Declared non-disabled","Security","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Security","Unknown","EO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Security","Unknown","SEO/HEO","15","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","London","AA/AO","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","London","EO","80","75","30800","32520"
"In post","2023","Declared non-disabled","Unknown","London","G6/G7","290","275","61870","57910"
"In post","2023","Declared non-disabled","Unknown","London","SCS level","45","45","89170","82850"
"In post","2023","Declared non-disabled","Unknown","London","SEO/HEO","355","350","39760","39150"
"In post","2023","Declared non-disabled","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Outside London","AA/AO","2330","2200","25610","25620"
"In post","2023","Declared non-disabled","Unknown","Outside London","EO","2850","2720","30420","30610"
"In post","2023","Declared non-disabled","Unknown","Outside London","G6/G7","3775","3615","63790","63900"
"In post","2023","Declared non-disabled","Unknown","Outside London","SCS level","360","350","90920","85200"
"In post","2023","Declared non-disabled","Unknown","Outside London","SEO/HEO","6710","6425","41580","39890"
"In post","2023","Declared non-disabled","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Overseas","G6/G7","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Overseas","SEO/HEO","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","London","AA/AO","5","5","[c]","[c]"
"In post","2023","Undeclared","Analysis","London","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Analysis","London","G6/G7","95","90","62280","61480"
"In post","2023","Undeclared","Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","London","SEO/HEO","85","85","39520","39150"
"In post","2023","Undeclared","Analysis","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","Outside London","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Analysis","Outside London","G6/G7","50","50","56730","53410"
"In post","2023","Undeclared","Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Analysis","Outside London","SEO/HEO","105","100","36230","34780"
"In post","2023","Undeclared","Commercial","London","EO","10","10","[c]","[c]"
"In post","2023","Undeclared","Commercial","London","G6/G7","75","75","68610","66270"
"In post","2023","Undeclared","Commercial","London","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Commercial","London","SEO/HEO","45","45","41700","41870"
"In post","2023","Undeclared","Commercial","Outside London","AA/AO","5","5","[c]","[c]"
"In post","2023","Undeclared","Commercial","Outside London","EO","30","25","[c]","[c]"
"In post","2023","Undeclared","Commercial","Outside London","G6/G7","90","85","62160","58200"
"In post","2023","Undeclared","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Outside London","SEO/HEO","135","130","38230","37920"
"In post","2023","Undeclared","Commercial","Outside London","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Commercial","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Communications","London","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Communications","London","G6/G7","25","25","[c]","[c]"
"In post","2023","Undeclared","Communications","London","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Communications","London","SEO/HEO","50","50","41860","41360"
"In post","2023","Undeclared","Communications","Outside London","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Communications","Outside London","EO","20","20","[c]","[c]"
"In post","2023","Undeclared","Communications","Outside London","G6/G7","15","15","[c]","[c]"
"In post","2023","Undeclared","Communications","Outside London","SEO/HEO","60","55","37420","37440"
"In post","2023","Undeclared","Counter Fraud","London","AA/AO","25","20","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","London","EO","65","60","32400","32540"
"In post","2023","Undeclared","Counter Fraud","London","G6/G7","25","25","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","London","SEO/HEO","75","70","41710","39790"
"In post","2023","Undeclared","Counter Fraud","Outside London","AA/AO","95","85","22660","22520"
"In post","2023","Undeclared","Counter Fraud","Outside London","EO","305","280","28580","28120"
"In post","2023","Undeclared","Counter Fraud","Outside London","G6/G7","75","70","60120","57970"
"In post","2023","Undeclared","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Counter Fraud","Outside London","SEO/HEO","275","265","36930","35000"
"In post","2023","Undeclared","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Debt","London","AA/AO","20","15","[c]","[c]"
"In post","2023","Undeclared","Debt","London","EO","15","10","[c]","[c]"
"In post","2023","Undeclared","Debt","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Debt","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Debt","Outside London","AA/AO","235","205","22160","22520"
"In post","2023","Undeclared","Debt","Outside London","EO","55","50","28330","28120"
"In post","2023","Undeclared","Debt","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Debt","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","London","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","London","EO","25","25","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","London","G6/G7","125","125","62650","61530"
"In post","2023","Undeclared","Digital, Data & Technology","London","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","London","SEO/HEO","120","115","41040","41870"
"In post","2023","Undeclared","Digital, Data & Technology","Outside London","AA/AO","40","40","22580","22220"
"In post","2023","Undeclared","Digital, Data & Technology","Outside London","EO","175","165","28540","28100"
"In post","2023","Undeclared","Digital, Data & Technology","Outside London","G6/G7","280","280","58410","56870"
"In post","2023","Undeclared","Digital, Data & Technology","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Outside London","SEO/HEO","595","575","38830","38210"
"In post","2023","Undeclared","Digital, Data & Technology","Outside London","Unknown","5","5","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Digital, Data & Technology","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","London","EO","25","20","[c]","[c]"
"In post","2023","Undeclared","Finance","London","G6/G7","65","60","65800","65230"
"In post","2023","Undeclared","Finance","London","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Finance","London","SEO/HEO","65","65","42060","41680"
"In post","2023","Undeclared","Finance","Outside London","AA/AO","75","65","22590","22520"
"In post","2023","Undeclared","Finance","Outside London","EO","85","80","27770","27810"
"In post","2023","Undeclared","Finance","Outside London","G6/G7","90","90","58380","56870"
"In post","2023","Undeclared","Finance","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Finance","Outside London","SEO/HEO","230","220","37910","37590"
"In post","2023","Undeclared","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Finance","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Grants Management","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Grants Management","Outside London","AA/AO","120","110","22130","22150"
"In post","2023","Undeclared","Grants Management","Outside London","EO","45","40","26120","25920"
"In post","2023","Undeclared","Grants Management","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Grants Management","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Grants Management","Outside London","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Undeclared","Human Resources","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","London","EO","25","25","[c]","[c]"
"In post","2023","Undeclared","Human Resources","London","G6/G7","55","55","62740","59950"
"In post","2023","Undeclared","Human Resources","London","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Human Resources","London","SEO/HEO","75","75","40760","40430"
"In post","2023","Undeclared","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Outside London","AA/AO","65","60","22350","22220"
"In post","2023","Undeclared","Human Resources","Outside London","EO","185","180","28350","28120"
"In post","2023","Undeclared","Human Resources","Outside London","G6/G7","80","80","56080","55510"
"In post","2023","Undeclared","Human Resources","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Outside London","SEO/HEO","255","245","37380","35350"
"In post","2023","Undeclared","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Human Resources","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","London","G6/G7","15","10","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","London","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Outside London","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Undeclared","Internal Audit","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal","London","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Legal","London","EO","15","10","[c]","[c]"
"In post","2023","Undeclared","Legal","London","G6/G7","115","110","66050","66620"
"In post","2023","Undeclared","Legal","London","SCS level","15","15","[c]","[c]"
"In post","2023","Undeclared","Legal","London","SEO/HEO","25","25","[c]","[c]"
"In post","2023","Undeclared","Legal","Outside London","AA/AO","20","20","[c]","[c]"
"In post","2023","Undeclared","Legal","Outside London","EO","35","30","28340","28080"
"In post","2023","Undeclared","Legal","Outside London","G6/G7","75","70","62710","60330"
"In post","2023","Undeclared","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Legal","Outside London","SEO/HEO","45","45","37150","35000"
"In post","2023","Undeclared","No function","London","AA/AO","715","645","28200","26400"
"In post","2023","Undeclared","No function","London","EO","785","735","32110","31950"
"In post","2023","Undeclared","No function","London","G6/G7","1000","975","62030","59900"
"In post","2023","Undeclared","No function","London","SCS level","150","145","97290","83560"
"In post","2023","Undeclared","No function","London","SEO/HEO","1180","1145","40680","40390"
"In post","2023","Undeclared","No function","London","Unknown","120","115","36280","33820"
"In post","2023","Undeclared","No function","Outside London","AA/AO","5955","5260","25320","22520"
"In post","2023","Undeclared","No function","Outside London","EO","4125","3800","29490","28120"
"In post","2023","Undeclared","No function","Outside London","G6/G7","1000","960","59760","57010"
"In post","2023","Undeclared","No function","Outside London","SCS level","80","80","110850","111320"
"In post","2023","Undeclared","No function","Outside London","SEO/HEO","3540","3375","38570","37590"
"In post","2023","Undeclared","No function","Outside London","Unknown","750","690","30880","29050"
"In post","2023","Undeclared","No function","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","No function","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","No function","Overseas","G6/G7","40","40","61660","58150"
"In post","2023","Undeclared","No function","Overseas","SCS level","10","10","[c]","[c]"
"In post","2023","Undeclared","No function","Overseas","SEO/HEO","35","35","41860","38600"
"In post","2023","Undeclared","No function","Overseas","Unknown","10","10","[c]","[c]"
"In post","2023","Undeclared","No function","Unknown","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","No function","Unknown","EO","20","15","[c]","[c]"
"In post","2023","Undeclared","No function","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","No function","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","London","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","London","G6/G7","105","100","66060","65680"
"In post","2023","Undeclared","Project Delivery","London","SCS level","15","15","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","London","SEO/HEO","75","70","42000","42060"
"In post","2023","Undeclared","Project Delivery","Outside London","AA/AO","15","15","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Outside London","EO","50","45","28000","28120"
"In post","2023","Undeclared","Project Delivery","Outside London","G6/G7","185","185","57550","56400"
"In post","2023","Undeclared","Project Delivery","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Outside London","SEO/HEO","370","350","38330","38330"
"In post","2023","Undeclared","Project Delivery","Outside London","Unknown","95","90","46860","43520"
"In post","2023","Undeclared","Project Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","London","AA/AO","10","10","[c]","[c]"
"In post","2023","Undeclared","Property","London","EO","25","25","[c]","[c]"
"In post","2023","Undeclared","Property","London","G6/G7","20","20","[c]","[c]"
"In post","2023","Undeclared","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","London","SEO/HEO","50","50","42450","40190"
"In post","2023","Undeclared","Property","Outside London","AA/AO","75","70","21600","22520"
"In post","2023","Undeclared","Property","Outside London","EO","90","80","27370","27690"
"In post","2023","Undeclared","Property","Outside London","G6/G7","70","65","58250","57990"
"In post","2023","Undeclared","Property","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Property","Outside London","SEO/HEO","210","195","38940","37710"
"In post","2023","Undeclared","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","London","AA/AO","15","15","[c]","[c]"
"In post","2023","Undeclared","Security","London","EO","15","15","[c]","[c]"
"In post","2023","Undeclared","Security","London","G6/G7","25","25","[c]","[c]"
"In post","2023","Undeclared","Security","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","London","SEO/HEO","40","40","43320","43240"
"In post","2023","Undeclared","Security","Outside London","AA/AO","325","315","29320","22220"
"In post","2023","Undeclared","Security","Outside London","EO","95","90","37240","32300"
"In post","2023","Undeclared","Security","Outside London","G6/G7","20","20","[c]","[c]"
"In post","2023","Undeclared","Security","Outside London","SEO/HEO","95","95","41280","38470"
"In post","2023","Undeclared","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Security","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Undeclared","Security","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","London","EO","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","London","G6/G7","10","10","[c]","[c]"
"In post","2023","Undeclared","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","London","SEO/HEO","20","20","[c]","[c]"
"In post","2023","Undeclared","Unknown","Outside London","AA/AO","80","70","24710","24890"
"In post","2023","Undeclared","Unknown","Outside London","EO","80","75","30100","29490"
"In post","2023","Undeclared","Unknown","Outside London","G6/G7","100","90","65440","65280"
"In post","2023","Undeclared","Unknown","Outside London","SCS level","5","5","[c]","[c]"
"In post","2023","Undeclared","Unknown","Outside London","SEO/HEO","220","210","41740","41010"
"In post","2023","Undeclared","Unknown","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Unknown","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Analysis","London","AA/AO","40","40","24520","23500"
"In post","2023","Unknown","Analysis","London","EO","115","110","29940","29660"
"In post","2023","Unknown","Analysis","London","G6/G7","290","280","61760","59270"
"In post","2023","Unknown","Analysis","London","SCS level","25","20","[c]","[c]"
"In post","2023","Unknown","Analysis","London","SEO/HEO","615","610","38450","37740"
"In post","2023","Unknown","Analysis","Outside London","AA/AO","50","50","22340","22500"
"In post","2023","Unknown","Analysis","Outside London","EO","140","135","26100","25920"
"In post","2023","Unknown","Analysis","Outside London","G6/G7","325","315","54580","51460"
"In post","2023","Unknown","Analysis","Outside London","SCS level","10","10","[c]","[c]"
"In post","2023","Unknown","Analysis","Outside London","SEO/HEO","1000","980","35440","34940"
"In post","2023","Unknown","Commercial","London","AA/AO","15","15","[c]","[c]"
"In post","2023","Unknown","Commercial","London","EO","35","35","29480","28850"
"In post","2023","Unknown","Commercial","London","G6/G7","125","125","65700","65500"
"In post","2023","Unknown","Commercial","London","SCS level","15","15","[c]","[c]"
"In post","2023","Unknown","Commercial","London","SEO/HEO","150","150","36830","35650"
"In post","2023","Unknown","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Outside London","AA/AO","115","115","24510","22920"
"In post","2023","Unknown","Commercial","Outside London","EO","175","170","27510","27080"
"In post","2023","Unknown","Commercial","Outside London","G6/G7","225","220","60690","56600"
"In post","2023","Unknown","Commercial","Outside London","SCS level","25","25","[c]","[c]"
"In post","2023","Unknown","Commercial","Outside London","SEO/HEO","580","570","36940","37590"
"In post","2023","Unknown","Commercial","Outside London","Unknown","30","30","40020","38470"
"In post","2023","Unknown","Commercial","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","London","AA/AO","20","15","[c]","[c]"
"In post","2023","Unknown","Communications","London","EO","60","55","29790","29530"
"In post","2023","Unknown","Communications","London","G6/G7","200","200","60770","57770"
"In post","2023","Unknown","Communications","London","SCS level","30","30","[c]","[c]"
"In post","2023","Unknown","Communications","London","SEO/HEO","420","420","40350","40850"
"In post","2023","Unknown","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Outside London","AA/AO","25","25","[c]","[c]"
"In post","2023","Unknown","Communications","Outside London","EO","65","60","27470","27140"
"In post","2023","Unknown","Communications","Outside London","G6/G7","65","60","56580","54320"
"In post","2023","Unknown","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Outside London","SEO/HEO","215","210","36350","34850"
"In post","2023","Unknown","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","London","AA/AO","45","40","26690","26920"
"In post","2023","Unknown","Counter Fraud","London","EO","265","255","32580","32540"
"In post","2023","Unknown","Counter Fraud","London","G6/G7","50","45","66580","65230"
"In post","2023","Unknown","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","London","SEO/HEO","295","285","41250","39790"
"In post","2023","Unknown","Counter Fraud","Outside London","AA/AO","210","185","22550","22520"
"In post","2023","Unknown","Counter Fraud","Outside London","EO","820","780","28260","28130"
"In post","2023","Unknown","Counter Fraud","Outside London","G6/G7","115","110","59780","57970"
"In post","2023","Unknown","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Counter Fraud","Outside London","SEO/HEO","740","710","36850","35000"
"In post","2023","Unknown","Counter Fraud","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Debt","London","AA/AO","135","125","26790","26920"
"In post","2023","Unknown","Debt","London","EO","35","30","33000","33040"
