"Status","Year","Profession_of_post","Region_ITL3","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Digital, Data and Technology","Coventry","SEO/HEO","HEO","80","75","32350","30710"
"In post","2023","Digital, Data and Technology","Coventry","SEO/HEO","SEO","105","100","39370","38070"
"In post","2023","Digital, Data and Technology","Coventry","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Croydon","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Croydon","EO","EO","45","40","31070","29890"
"In post","2023","Digital, Data and Technology","Croydon","G6/G7","G6","120","120","75630","76220"
"In post","2023","Digital, Data and Technology","Croydon","G6/G7","G7","300","295","62430","61790"
"In post","2023","Digital, Data and Technology","Croydon","SCS level","SCS level","15","15","112650","114640"
"In post","2023","Digital, Data and Technology","Croydon","SEO/HEO","HEO","180","175","37740","36380"
"In post","2023","Digital, Data and Technology","Croydon","SEO/HEO","SEO","240","235","44960","44490"
"In post","2023","Digital, Data and Technology","Darlington","AA/AO","AO","10","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Darlington","EO","EO","20","20","26430","25900"
"In post","2023","Digital, Data and Technology","Darlington","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Darlington","G6/G7","G7","30","30","51930","51360"
"In post","2023","Digital, Data and Technology","Darlington","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Darlington","SEO/HEO","HEO","30","30","32890","31160"
"In post","2023","Digital, Data and Technology","Darlington","SEO/HEO","SEO","40","40","38880","37880"
"In post","2023","Digital, Data and Technology","Darlington","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Derby","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Derby","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Devon CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Devon CC","EO","EO","70","70","27370","26650"
"In post","2023","Digital, Data and Technology","Devon CC","G6/G7","G6","10","10","61920","62170"
"In post","2023","Digital, Data and Technology","Devon CC","G6/G7","G7","55","55","54010","54150"
"In post","2023","Digital, Data and Technology","Devon CC","SEO/HEO","HEO","115","115","34580","35230"
"In post","2023","Digital, Data and Technology","Devon CC","SEO/HEO","SEO","90","90","43500","43420"
"In post","2023","Digital, Data and Technology","Dorset","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Dorset","EO","EO","10","10","29610","29700"
"In post","2023","Digital, Data and Technology","Dorset","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Dorset","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Dorset","SEO/HEO","HEO","15","15","35900","36830"
"In post","2023","Digital, Data and Technology","Dorset","SEO/HEO","SEO","10","10","40820","41200"
"In post","2023","Digital, Data and Technology","Dudley","EO","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Dudley","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Dudley","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Dudley","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Dumfries and Galloway","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Durham","EO","EO","10","10","28110","28120"
"In post","2023","Digital, Data and Technology","Durham","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Durham","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Durham","SEO/HEO","HEO","20","20","35120","34850"
"In post","2023","Digital, Data and Technology","Durham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Ealing","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Ayrshire and North Ayrshire mainland","EO","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Ayrshire and North Ayrshire mainland","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Ayrshire and North Ayrshire mainland","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Cumbria","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Cumbria","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Cumbria","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Cumbria","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Cumbria","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Derbyshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Derbyshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","EO","EO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Kent","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Kent","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Kent","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Kent","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Lancashire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Lancashire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Lothian and Midlothian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Merseyside","EO","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Merseyside","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Merseyside","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Merseyside","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Riding of Yorkshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Riding of Yorkshire","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Riding of Yorkshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Riding of Yorkshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Riding of Yorkshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Surrey","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Surrey","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Surrey","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Surrey","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Sussex CC","EO","EO","10","10","27700","28120"
"In post","2023","Digital, Data and Technology","East Sussex CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Sussex CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Sussex CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","East Sussex CC","SEO/HEO","HEO","10","10","31940","31660"
"In post","2023","Digital, Data and Technology","East Sussex CC","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Enfield","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Enfield","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Essex Haven Gateway","EO","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Essex Haven Gateway","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Essex Haven Gateway","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Essex Haven Gateway","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Essex Haven Gateway","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Essex Thames Gateway","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Essex Thames Gateway","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Falkirk","EO","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Falkirk","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Falkirk","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Falkirk","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Flintshire and Wrexham","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Flintshire and Wrexham","EO","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Flintshire and Wrexham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Flintshire and Wrexham","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Flintshire and Wrexham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Glasgow City","AA/AO","AO","15","15","25080","26410"
"In post","2023","Digital, Data and Technology","Glasgow City","EO","EO","65","65","28800","28120"
"In post","2023","Digital, Data and Technology","Glasgow City","G6/G7","G6","20","20","67320","64370"
"In post","2023","Digital, Data and Technology","Glasgow City","G6/G7","G7","75","75","54750","52380"
"In post","2023","Digital, Data and Technology","Glasgow City","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Glasgow City","SEO/HEO","HEO","100","95","34570","34700"
"In post","2023","Digital, Data and Technology","Glasgow City","SEO/HEO","SEO","75","75","41350","41780"
"In post","2023","Digital, Data and Technology","Gloucestershire CC","EO","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gloucestershire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gloucestershire CC","G6/G7","G7","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gloucestershire CC","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gloucestershire CC","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gloucestershire CC","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester North East","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester North East","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester North East","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester North East","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester North East","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester North West","EO","EO","10","10","28350","28120"
"In post","2023","Digital, Data and Technology","Greater Manchester North West","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester North West","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester North West","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester South East","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester South East","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester South East","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester South East","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester South East","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester South West","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester South West","EO","EO","55","55","27490","27650"
"In post","2023","Digital, Data and Technology","Greater Manchester South West","G6/G7","G6","30","30","71470","71310"
"In post","2023","Digital, Data and Technology","Greater Manchester South West","G6/G7","G7","110","110","57310","57970"
"In post","2023","Digital, Data and Technology","Greater Manchester South West","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Greater Manchester South West","SEO/HEO","HEO","170","165","33740","34400"
"In post","2023","Digital, Data and Technology","Greater Manchester South West","SEO/HEO","SEO","145","140","41610","42140"
"In post","2023","Digital, Data and Technology","Gwent Valleys","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gwent Valleys","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gwent Valleys","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gwent Valleys","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gwent Valleys","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gwent Valleys","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gwent Valleys","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gwynedd","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gwynedd","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Gwynedd","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hackney and Newham","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hackney and Newham","EO","EO","55","55","31820","32520"
"In post","2023","Digital, Data and Technology","Hackney and Newham","G6/G7","G6","25","25","78160","78600"
"In post","2023","Digital, Data and Technology","Hackney and Newham","G6/G7","G7","80","80","63590","63990"
"In post","2023","Digital, Data and Technology","Hackney and Newham","SCS level","SCS level","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hackney and Newham","SEO/HEO","HEO","110","105","38830","39450"
"In post","2023","Digital, Data and Technology","Hackney and Newham","SEO/HEO","SEO","95","95","45570","45710"
"In post","2023","Digital, Data and Technology","Haringey and Islington","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Haringey and Islington","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Haringey and Islington","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Haringey and Islington","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Harrow and Hillingdon","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Harrow and Hillingdon","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Harrow and Hillingdon","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Harrow and Hillingdon","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Harrow and Hillingdon","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hartlepool and Stockton-on-Tees","EO","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hartlepool and Stockton-on-Tees","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hartlepool and Stockton-on-Tees","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hartlepool and Stockton-on-Tees","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Heart of Essex","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Heart of Essex","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Heart of Essex","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Herefordshire, County of","AA/AO","AO","35","35","22290","22220"
"In post","2023","Digital, Data and Technology","Herefordshire, County of","EO","EO","15","15","27370","27140"
"In post","2023","Digital, Data and Technology","Herefordshire, County of","SEO/HEO","HEO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hertfordshire CC","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hertfordshire CC","EO","EO","30","30","31870","31580"
"In post","2023","Digital, Data and Technology","Hertfordshire CC","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hertfordshire CC","G6/G7","G7","15","15","55650","54830"
"In post","2023","Digital, Data and Technology","Hertfordshire CC","SEO/HEO","HEO","20","20","37360","38020"
"In post","2023","Digital, Data and Technology","Hertfordshire CC","SEO/HEO","SEO","15","15","42930","42560"
"In post","2023","Digital, Data and Technology","Hounslow and Richmond upon Thames","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hounslow and Richmond upon Thames","EO","EO","15","15","28700","28000"
"In post","2023","Digital, Data and Technology","Hounslow and Richmond upon Thames","G6/G7","G6","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Hounslow and Richmond upon Thames","G6/G7","G7","20","20","54740","53380"
"In post","2023","Digital, Data and Technology","Hounslow and Richmond upon Thames","SEO/HEO","HEO","35","35","34940","36000"
"In post","2023","Digital, Data and Technology","Hounslow and Richmond upon Thames","SEO/HEO","SEO","60","60","45620","45900"
"In post","2023","Digital, Data and Technology","Inverclyde, East Renfrewshire, and Renfrewshire","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Inverclyde, East Renfrewshire, and Renfrewshire","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Inverclyde, East Renfrewshire, and Renfrewshire","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Inverness and Nairn, Moray, and Badenoch and Strathspey","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Inverness and Nairn, Moray, and Badenoch and Strathspey","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Inverness and Nairn, Moray, and Badenoch and Strathspey","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","HEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Inverness and Nairn, Moray, and Badenoch and Strathspey","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Isle of Anglesey","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Isle of Anglesey","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Isle of Wight","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Isle of Wight","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Isle of Wight","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Kensington & Chelsea and Hammersmith & Fulham","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Kensington & Chelsea and Hammersmith & Fulham","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Kensington & Chelsea and Hammersmith & Fulham","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Kent Thames Gateway","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Kent Thames Gateway","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Kingston upon Hull, City of","EO","EO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Kingston upon Hull, City of","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Kingston upon Hull, City of","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Kingston upon Hull, City of","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lambeth","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lambeth","EO","EO","20","20","34350","34340"
"In post","2023","Digital, Data and Technology","Lambeth","G6/G7","G6","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lambeth","G6/G7","G7","15","15","61710","61240"
"In post","2023","Digital, Data and Technology","Lambeth","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lambeth","SEO/HEO","HEO","20","20","42880","42240"
"In post","2023","Digital, Data and Technology","Lambeth","SEO/HEO","SEO","20","20","51650","50980"
"In post","2023","Digital, Data and Technology","Lancaster and Wyre","EO","EO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lancaster and Wyre","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lancaster and Wyre","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lancaster and Wyre","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lancaster and Wyre","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Leeds","AA/AO","AO","20","15","22200","22520"
"In post","2023","Digital, Data and Technology","Leeds","EO","EO","110","105","28000","28120"
"In post","2023","Digital, Data and Technology","Leeds","G6/G7","G6","75","75","69490","68600"
"In post","2023","Digital, Data and Technology","Leeds","G6/G7","G7","205","195","54960","55000"
"In post","2023","Digital, Data and Technology","Leeds","SCS level","SCS level","10","10","91070","89550"
"In post","2023","Digital, Data and Technology","Leeds","SEO/HEO","HEO","160","155","34350","34700"
"In post","2023","Digital, Data and Technology","Leeds","SEO/HEO","SEO","200","195","41070","41480"
"In post","2023","Digital, Data and Technology","Leicester","EO","EO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Leicester","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Leicester","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Leicester","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Leicester","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Leicester","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Leicestershire CC and Rutland","AA/AO","AO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Leicestershire CC and Rutland","EO","EO","15","15","29990","30740"
"In post","2023","Digital, Data and Technology","Leicestershire CC and Rutland","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Leicestershire CC and Rutland","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Leicestershire CC and Rutland","SEO/HEO","HEO","15","15","37670","38640"
"In post","2023","Digital, Data and Technology","Leicestershire CC and Rutland","SEO/HEO","SEO","10","10","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lewisham and Southwark","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lewisham and Southwark","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lewisham and Southwark","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lewisham and Southwark","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lewisham and Southwark","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lewisham and Southwark","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lincolnshire CC","AA/AO","AO","10","10","22740","22220"
"In post","2023","Digital, Data and Technology","Lincolnshire CC","EO","EO","10","10","27050","27470"
"In post","2023","Digital, Data and Technology","Lincolnshire CC","G6/G7","G6","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lincolnshire CC","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lincolnshire CC","SEO/HEO","HEO","10","10","33690","33990"
"In post","2023","Digital, Data and Technology","Lincolnshire CC","SEO/HEO","SEO","5","5","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lisburn and Castlereagh","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lisburn and Castlereagh","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Lisburn and Castlereagh","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Liverpool","AA/AO","AO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Liverpool","EO","EO","55","50","27260","27140"
"In post","2023","Digital, Data and Technology","Liverpool","G6/G7","G6","15","15","69310","68180"
"In post","2023","Digital, Data and Technology","Liverpool","G6/G7","G7","60","60","55770","55110"
"In post","2023","Digital, Data and Technology","Liverpool","SCS level","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Liverpool","SEO/HEO","HEO","110","105","33890","34300"
"In post","2023","Digital, Data and Technology","Liverpool","SEO/HEO","SEO","110","105","41660","41800"
"In post","2023","Digital, Data and Technology","Liverpool","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Luton","EO","EO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Luton","G6/G7","G7","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Luton","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"In post","2023","Digital, Data and Technology","Manchester","AA/AO","AO","20","20","21760","21690"
"In post","2023","Digital, Data and Technology","Manchester","EO","EO","125","120","27490","28120"
