"Status","Year","Ethnicity","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2023","Unknown","Communications","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","UK Statistics Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Communications","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","Attorney General's Departments","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","Department for Work and Pensions","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","Department for Work and Pensions","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","HM Revenue and Customs","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","HM Revenue and Customs","EO","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","HM Revenue and Customs","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Counter Fraud","HM Revenue and Customs","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","Department for Work and Pensions","AO","55","[c]","21550","21690"
"Leaver CS","2023","Unknown","Debt","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","HM Revenue and Customs","AO","155","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Debt","HM Revenue and Customs","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Cabinet Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Cabinet Office","G7","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Cabinet Office","HEO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Cabinet Office","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Education","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Education","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Education","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Education","SEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for International Trade","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for International Trade","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Transport","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Work and Pensions","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Work and Pensions","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Work and Pensions","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Work and Pensions","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department for Work and Pensions","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Department of Health and Social Care","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Food Standards Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Foreign, Commonwealth and Development Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","HM Land Registry","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","HM Land Registry","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","HM Land Registry","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","HM Land Registry","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","HM Land Registry","HEO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","HM Land Registry","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","HM Revenue and Customs","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","HM Revenue and Customs","EO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","HM Revenue and Customs","G6","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","HM Revenue and Customs","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","HM Revenue and Customs","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","HM Revenue and Customs","SEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Home Office","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Home Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Home Office","G7","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Home Office","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Home Office","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Ministry of Defence","AO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Ministry of Defence","EO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Ministry of Defence","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Ministry of Defence","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Ministry of Defence","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Ministry of Justice","G7","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Ministry of Justice","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Ministry of Justice","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Ministry of Justice","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","National Crime Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Scottish Government","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","The National Archives","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","UK Statistics Authority","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","UK Statistics Authority","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","UK Statistics Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Digital, Data & Technology","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Attorney General's Departments","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Cabinet Office","HEO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for Education","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for Environment, Food and Rural Affairs","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for Levelling Up, Housing and Communities","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for Levelling Up, Housing and Communities","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for Transport","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for Transport","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for Work and Pensions","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","HM Revenue and Customs","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","HM Revenue and Customs","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","HM Revenue and Customs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","HM Revenue and Customs","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Home Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Ministry of Defence","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Ministry of Justice","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Scottish Government","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Scottish Government","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Scottish Government","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Scottish Government","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Finance","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","Department for Environment, Food and Rural Affairs","AO","75","[c]","21620","21300"
"Leaver CS","2023","Unknown","Grants Management","Department for Environment, Food and Rural Affairs","EO","25","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","Department for Environment, Food and Rural Affairs","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Grants Management","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Cabinet Office","AO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Cabinet Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Cabinet Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Cabinet Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Department for Environment, Food and Rural Affairs","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Department for Transport","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Department for Transport","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Department for Work and Pensions","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Department for Work and Pensions","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","HM Land Registry","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","HM Revenue and Customs","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","HM Revenue and Customs","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","HM Revenue and Customs","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Home Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Home Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Home Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Ministry of Defence","AA","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Ministry of Defence","AO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Ministry of Defence","EO","20","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Ministry of Defence","G7","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Ministry of Defence","HEO","40","[c]","44890","44920"
"Leaver CS","2023","Unknown","Human Resources","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Ministry of Defence","SEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Ministry of Justice","HEO","5","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Office of the Secretary of State for Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Human Resources","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","HM Revenue and Customs","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Ministry of Defence","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Internal Audit","Ministry of Defence","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Attorney General's Departments","AO","15","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Attorney General's Departments","EO","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Attorney General's Departments","G6","10","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Attorney General's Departments","G7","30","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Department for Education","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Department for Education","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","Foreign, Commonwealth and Development Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","HM Land Registry","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2023","Unknown","Legal","HM Land Registry","G7","[c]","[c]","[c]","[c]"
