"Status","Year","Ethnicity","Function_of_post","Parent_department","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","White","Project Delivery","Ministry of Defence","Unknown","135","[c]","34540","32500"
"New entrant CS","2023","White","Project Delivery","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Ministry of Justice","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Ministry of Justice","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Ministry of Justice","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","National Crime Agency","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","National Crime Agency","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","UK Statistics Authority","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","UK Statistics Authority","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","UK Statistics Authority","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","UK Statistics Authority","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Water Services Regulation Authority","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Project Delivery","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Cabinet Office","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Cabinet Office","G7","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Cabinet Office","HEO","20","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Cabinet Office","SEO","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Chancellor's other departments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department for Business, Energy and Industrial Strategy","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department for Business, Energy and Industrial Strategy","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department for Environment, Food and Rural Affairs","AO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department for Environment, Food and Rural Affairs","EO","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department for Environment, Food and Rural Affairs","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department for Environment, Food and Rural Affairs","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department for Environment, Food and Rural Affairs","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department for Environment, Food and Rural Affairs","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department for Levelling Up, Housing and Communities","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department for Transport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department for Transport","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department for Transport","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department for Transport","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department for Work and Pensions","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department for Work and Pensions","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department for Work and Pensions","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department for Work and Pensions","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department for Work and Pensions","HEO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department for Work and Pensions","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department of Health and Social Care","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department of Health and Social Care","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Department of Health and Social Care","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","HM Revenue and Customs","AO","115","[c]","22560","22520"
"New entrant CS","2023","White","Property","HM Revenue and Customs","EO","30","[c]","26750","26020"
"New entrant CS","2023","White","Property","HM Revenue and Customs","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","HM Revenue and Customs","HEO","15","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","HM Revenue and Customs","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Home Office","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Home Office","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Ministry of Defence","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Ministry of Defence","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Ministry of Defence","EO","30","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Ministry of Defence","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Ministry of Defence","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Ministry of Defence","HEO","45","[c]","33880","33830"
"New entrant CS","2023","White","Property","Ministry of Defence","SEO","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Ministry of Justice","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Ministry of Justice","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Ministry of Justice","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Ministry of Justice","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Ministry of Justice","SEO","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","National Crime Agency","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","National Crime Agency","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","National Crime Agency","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Office of Gas and Electricity Markets","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Office of Qualifications and Examinations Regulation","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Scottish Government","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Scottish Government","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Scottish Government","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","Scottish Government","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","The National Archives","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Property","UK Supreme Court","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Security","Attorney General's Departments","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Security","Attorney General's Departments","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Security","Cabinet Office","AO","50","[c]","21620","21720"
"New entrant CS","2023","White","Security","Cabinet Office","EO","30","[c]","24750","24330"
"New entrant CS","2023","White","Security","Cabinet Office","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Security","Cabinet Office","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","White","Security","Cabinet Office","HEO","25","[c]","[c]","[c]"
"New entrant CS","2023","White","Security","Cabinet Office","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","White","Security","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Security","Department for Business, Energy and Industrial Strategy","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Security","Department for Business, Energy and Industrial Strategy","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Security","Department for Digital, Culture, Media and Sport","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Security","Department for International Trade","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Security","Department for International Trade","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Security","Department for Transport","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","White","Security","Department for Transport","EO","[c]","[c]","[c]","[c]"
