"Status","Year","Age","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","20-29","Unknown","Department of Health and Social Care","145","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Foreign, Commonwealth and Development Office","50","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Northern Ireland Office","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Office of Gas and Electricity Markets","25","[c]","32170","33400"
"Leaver Dept.","2023","20-29","Unknown","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Unknown","Scottish Government","20","[c]","33720","33520"
"Leaver Dept.","2023","20-29","Unknown","Welsh Government","15","[c]","28220","26820"
"Leaver Dept.","2023","30-39","Analysis","Cabinet Office","10","[c]","35650","32630"
"Leaver Dept.","2023","30-39","Analysis","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","Department for Education","20","[c]","45570","43490"
"Leaver Dept.","2023","30-39","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","HM Revenue and Customs","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","HM Treasury","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","Home Office","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","Ministry of Defence","25","[c]","42420","44200"
"Leaver Dept.","2023","30-39","Analysis","Ministry of Justice","20","[c]","44790","41880"
"Leaver Dept.","2023","30-39","Analysis","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Analysis","UK Statistics Authority","25","[c]","38310","37690"
"Leaver Dept.","2023","30-39","Commercial","Cabinet Office","25","[c]","42530","39360"
"Leaver Dept.","2023","30-39","Commercial","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","Department for Education","15","[c]","42410","41590"
"Leaver Dept.","2023","30-39","Commercial","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","Department for Transport","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","Ministry of Defence","25","[c]","39080","41500"
"Leaver Dept.","2023","30-39","Commercial","Ministry of Justice","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Commercial","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","Cabinet Office","25","[c]","42280","40600"
"Leaver Dept.","2023","30-39","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","Department for Education","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","Home Office","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","Ministry of Defence","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","Ministry of Justice","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","Department for Work and Pensions","45","[c]","29800","28120"
"Leaver Dept.","2023","30-39","Counter Fraud","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Counter Fraud","HM Revenue and Customs","40","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Debt","Department for Work and Pensions","20","[c]","23950","21690"
"Leaver Dept.","2023","30-39","Debt","HM Revenue and Customs","30","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Cabinet Office","45","[c]","43870","40600"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","10","[c]","39090","38920"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Department for Education","30","[c]","41390","37590"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Department for Transport","10","[c]","33710","31210"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Department for Work and Pensions","40","[c]","40360","37000"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","HM Revenue and Customs","20","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Home Office","15","[c]","43910","42850"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Ministry of Defence","20","[c]","35610","34900"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Ministry of Justice","10","[c]","47380","50960"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","National Crime Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Digital, Data & Technology","UK Statistics Authority","15","[c]","38000","34080"
"Leaver Dept.","2023","30-39","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","Cabinet Office","10","[c]","46240","34550"
"Leaver Dept.","2023","30-39","Finance","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","Department for Education","15","[c]","48950","51610"
"Leaver Dept.","2023","30-39","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","Department for International Trade","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","Department for Transport","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","Department for Work and Pensions","20","[c]","40380","38810"
"Leaver Dept.","2023","30-39","Finance","HM Revenue and Customs","15","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","HM Treasury","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","Home Office","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","Ministry of Defence","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","Ministry of Justice","15","[c]","35360","31270"
"Leaver Dept.","2023","30-39","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Grants Management","Department for Environment, Food and Rural Affairs","15","[c]","26220","22150"
"Leaver Dept.","2023","30-39","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","Cabinet Office","50","[c]","41750","37300"
"Leaver Dept.","2023","30-39","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","Department for Business, Energy and Industrial Strategy","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","Department for Education","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","Department for Levelling Up, Housing and Communities","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","Department for Transport","25","[c]","33580","31660"
"Leaver Dept.","2023","30-39","Human Resources","Department for Work and Pensions","30","[c]","35880","32520"
"Leaver Dept.","2023","30-39","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","HM Treasury","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","Home Office","15","[c]","49960","43700"
"Leaver Dept.","2023","30-39","Human Resources","Ministry of Defence","25","[c]","26410","22220"
"Leaver Dept.","2023","30-39","Human Resources","Ministry of Justice","30","[c]","43340","41510"
"Leaver Dept.","2023","30-39","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","Scottish Government","5","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","UK Statistics Authority","10","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","Attorney General's Departments","75","[c]","45790","50880"
"Leaver Dept.","2023","30-39","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","30-39","Legal","Department for Work and Pensions","[c]","[c]","[c]","[c]"
