"Status","Year","Age","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","50-59","Digital, Data & Technology","Ministry of Justice","285","285","49820","51770"
"In post","2023","50-59","Digital, Data & Technology","National Crime Agency","65","65","49650","47380"
"In post","2023","50-59","Digital, Data & Technology","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","25","25","55630","61180"
"In post","2023","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","25","25","57420","49220"
"In post","2023","50-59","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Scottish Government","60","60","46910","41460"
"In post","2023","50-59","Digital, Data & Technology","The National Archives","35","35","45810","47750"
"In post","2023","50-59","Digital, Data & Technology","UK Export Finance","15","15","61390","62500"
"In post","2023","50-59","Digital, Data & Technology","UK Statistics Authority","165","160","48060","51460"
"In post","2023","50-59","Digital, Data & Technology","Water Services Regulation Authority","5","5","[c]","[c]"
"In post","2023","50-59","Digital, Data & Technology","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Attorney General's Departments","35","35","46690","38900"
"In post","2023","50-59","Finance","Cabinet Office","35","35","55520","54500"
"In post","2023","50-59","Finance","Chancellor's other departments","10","10","55810","47390"
"In post","2023","50-59","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Department for Business, Energy and Industrial Strategy","70","70","46140","41360"
"In post","2023","50-59","Finance","Department for Digital, Culture, Media and Sport","10","10","59410","57760"
"In post","2023","50-59","Finance","Department for Education","180","175","45890","43790"
"In post","2023","50-59","Finance","Department for Environment, Food and Rural Affairs","140","140","44520","38680"
"In post","2023","50-59","Finance","Department for International Trade","25","25","47840","41750"
"In post","2023","50-59","Finance","Department for Levelling Up, Housing and Communities","30","30","45020","43180"
"In post","2023","50-59","Finance","Department for Transport","115","115","46000","43750"
"In post","2023","50-59","Finance","Department for Work and Pensions","770","730","41360","38470"
"In post","2023","50-59","Finance","Department of Health and Social Care","105","105","50830","50830"
"In post","2023","50-59","Finance","Estyn","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Food Standards Agency","15","15","40220","38670"
"In post","2023","50-59","Finance","Foreign, Commonwealth and Development Office","140","135","43890","36900"
"In post","2023","50-59","Finance","HM Land Registry","10","10","51350","51820"
"In post","2023","50-59","Finance","HM Revenue and Customs","1070","965","36100","29730"
"In post","2023","50-59","Finance","HM Treasury","25","25","53570","54090"
"In post","2023","50-59","Finance","Home Office","85","80","52230","54260"
"In post","2023","50-59","Finance","Ministry of Defence","705","685","43270","39890"
"In post","2023","50-59","Finance","Ministry of Justice","230","225","46290","42830"
"In post","2023","50-59","Finance","National Crime Agency","15","15","39740","32010"
"In post","2023","50-59","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Office for Standards in Education, Children's Services and Skills","10","10","[c]","[c]"
"In post","2023","50-59","Finance","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2023","50-59","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Scottish Government","50","45","42760","39360"
"In post","2023","50-59","Finance","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","UK Export Finance","15","15","52450","45830"
"In post","2023","50-59","Finance","UK Statistics Authority","5","5","[c]","[c]"
"In post","2023","50-59","Finance","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Finance","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Grants Management","Department for Environment, Food and Rural Affairs","640","595","27860","25920"
"In post","2023","50-59","Grants Management","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Grants Management","Home Office","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Attorney General's Departments","80","75","46500","40030"
"In post","2023","50-59","Human Resources","Cabinet Office","225","215","45420","41050"
"In post","2023","50-59","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2023","50-59","Human Resources","Department for Business, Energy and Industrial Strategy","100","95","46170","44900"
"In post","2023","50-59","Human Resources","Department for Digital, Culture, Media and Sport","15","15","62390","61040"
"In post","2023","50-59","Human Resources","Department for Education","40","35","47820","46760"
"In post","2023","50-59","Human Resources","Department for Environment, Food and Rural Affairs","95","95","48330","49400"
"In post","2023","50-59","Human Resources","Department for International Trade","25","25","48780","43770"
"In post","2023","50-59","Human Resources","Department for Levelling Up, Housing and Communities","25","25","51330","43070"
"In post","2023","50-59","Human Resources","Department for Transport","120","115","41300","39430"
"In post","2023","50-59","Human Resources","Department for Work and Pensions","620","590","36920","34170"
"In post","2023","50-59","Human Resources","Department of Health and Social Care","55","55","50870","50420"
"In post","2023","50-59","Human Resources","Food Standards Agency","15","15","49130","53110"
"In post","2023","50-59","Human Resources","Foreign, Commonwealth and Development Office","115","110","54510","53860"
"In post","2023","50-59","Human Resources","HM Land Registry","30","25","41060","34850"
"In post","2023","50-59","Human Resources","HM Revenue and Customs","505","485","44910","42140"
"In post","2023","50-59","Human Resources","HM Treasury","25","25","48440","52720"
"In post","2023","50-59","Human Resources","Home Office","160","155","46300","43210"
"In post","2023","50-59","Human Resources","Ministry of Defence","1620","1590","36150","33470"
"In post","2023","50-59","Human Resources","Ministry of Justice","390","380","44400","40870"
"In post","2023","50-59","Human Resources","National Crime Agency","55","55","45640","42240"
"In post","2023","50-59","Human Resources","Office for Standards in Education, Children's Services and Skills","10","10","54220","51270"
"In post","2023","50-59","Human Resources","Office of Gas and Electricity Markets","15","15","51400","56000"
"In post","2023","50-59","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Scottish Government","75","70","43670","42590"
"In post","2023","50-59","Human Resources","The National Archives","10","5","[c]","[c]"
"In post","2023","50-59","Human Resources","UK Export Finance","15","15","48640","42900"
"In post","2023","50-59","Human Resources","UK Statistics Authority","50","45","37410","33150"
"In post","2023","50-59","Human Resources","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Department for Transport","5","5","[c]","[c]"
"In post","2023","50-59","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","Foreign, Commonwealth and Development Office","15","15","51040","43980"
"In post","2023","50-59","Internal Audit","HM Land Registry","5","5","[c]","[c]"
"In post","2023","50-59","Internal Audit","HM Revenue and Customs","25","25","52840","44930"
"In post","2023","50-59","Internal Audit","HM Treasury","130","125","55600","53070"
"In post","2023","50-59","Internal Audit","Ministry of Defence","50","50","39540","36470"
"In post","2023","50-59","Internal Audit","Ministry of Justice","25","25","55310","53200"
"In post","2023","50-59","Internal Audit","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Attorney General's Departments","2675","2495","50150","54100"
"In post","2023","50-59","Legal","Cabinet Office","15","15","98410","96150"
"In post","2023","50-59","Legal","Charity Commission","5","5","[c]","[c]"
"In post","2023","50-59","Legal","Competition and Markets Authority","20","20","82540","83930"
"In post","2023","50-59","Legal","Department for Business, Energy and Industrial Strategy","35","35","55650","57760"
"In post","2023","50-59","Legal","Department for Education","25","20","55130","55290"
"In post","2023","50-59","Legal","Department for Transport","10","10","37850","36640"
"In post","2023","50-59","Legal","Department for Work and Pensions","35","30","40640","34170"
"In post","2023","50-59","Legal","Department of Health and Social Care","35","35","54080","50340"
"In post","2023","50-59","Legal","Food Standards Agency","10","10","[c]","[c]"
"In post","2023","50-59","Legal","Foreign, Commonwealth and Development Office","30","30","60610","58740"
"In post","2023","50-59","Legal","HM Land Registry","90","80","50680","53720"
"In post","2023","50-59","Legal","HM Revenue and Customs","390","365","43660","35000"
"In post","2023","50-59","Legal","Ministry of Defence","10","10","68140","75520"
"In post","2023","50-59","Legal","Ministry of Justice","10","10","43610","25830"
"In post","2023","50-59","Legal","National Crime Agency","10","10","[c]","[c]"
"In post","2023","50-59","Legal","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Office of Gas and Electricity Markets","20","20","73250","71350"
"In post","2023","50-59","Legal","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","Scottish Government","170","160","63860","65280"
"In post","2023","50-59","Legal","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Legal","UK Export Finance","5","5","[c]","[c]"
"In post","2023","50-59","Legal","UK Supreme Court","10","10","[c]","[c]"
"In post","2023","50-59","Legal","Water Services Regulation Authority","5","5","[c]","[c]"
"In post","2023","50-59","No function","Attorney General's Departments","15","15","54750","40360"
"In post","2023","50-59","No function","Cabinet Office","255","250","53230","50690"
"In post","2023","50-59","No function","Chancellor's other departments","15","15","54530","42500"
"In post","2023","50-59","No function","Charity Commission","85","80","33800","30170"
"In post","2023","50-59","No function","Department for Business, Energy and Industrial Strategy","1755","1680","43760","38970"
"In post","2023","50-59","No function","Department for Digital, Culture, Media and Sport","110","105","50290","50570"
"In post","2023","50-59","No function","Department for Education","835","800","46420","41440"
"In post","2023","50-59","No function","Department for Environment, Food and Rural Affairs","1450","1400","39800","37300"
"In post","2023","50-59","No function","Department for International Trade","460","450","51100","45890"
"In post","2023","50-59","No function","Department for Levelling Up, Housing and Communities","620","590","49740","48660"
"In post","2023","50-59","No function","Department for Transport","3300","3105","31890","27450"
"In post","2023","50-59","No function","Department for Work and Pensions","23180","20840","28510","28120"
"In post","2023","50-59","No function","Department of Health and Social Care","1500","1420","54410","50770"
"In post","2023","50-59","No function","Food Standards Agency","355","350","37130","31730"
"In post","2023","50-59","No function","Foreign, Commonwealth and Development Office","960","950","57550","57720"
"In post","2023","50-59","No function","HM Land Registry","1985","1785","31570","28080"
"In post","2023","50-59","No function","HM Revenue and Customs","9135","8350","33360","28130"
"In post","2023","50-59","No function","HM Treasury","140","135","51270","42700"
"In post","2023","50-59","No function","Home Office","9650","9055","33060","27770"
"In post","2023","50-59","No function","Ministry of Defence","8015","7770","34030","28600"
"In post","2023","50-59","No function","Ministry of Justice","21295","20010","32790","29890"
"In post","2023","50-59","No function","National Crime Agency","1380","1355","45320","42880"
"In post","2023","50-59","No function","Office for Standards in Education, Children's Services and Skills","535","525","60440","52750"
"In post","2023","50-59","No function","Office of Gas and Electricity Markets","65","65","46450","35550"
"In post","2023","50-59","No function","Office of Qualifications and Examinations Regulation","50","50","47430","42210"
"In post","2023","50-59","No function","Office of Rail and Road","75","70","64660","62300"
"In post","2023","50-59","No function","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2023","50-59","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2023","50-59","No function","Scottish Government","2340","2200","34910","37060"
"In post","2023","50-59","No function","The National Archives","85","80","38330","33210"
"In post","2023","50-59","No function","UK Statistics Authority","715","575","28020","21200"
"In post","2023","50-59","No function","Water Services Regulation Authority","25","25","62380","54610"
"In post","2023","50-59","No function","Welsh Government","5","5","[c]","[c]"
"In post","2023","50-59","Project Delivery","Attorney General's Departments","10","10","[c]","[c]"
"In post","2023","50-59","Project Delivery","Cabinet Office","65","65","88800","81960"
"In post","2023","50-59","Project Delivery","Chancellor's other departments","10","10","62010","57250"
"In post","2023","50-59","Project Delivery","Competition and Markets Authority","95","90","69400","63050"
"In post","2023","50-59","Project Delivery","Department for Business, Energy and Industrial Strategy","200","195","46990","45150"
"In post","2023","50-59","Project Delivery","Department for Digital, Culture, Media and Sport","20","20","55800","55200"
"In post","2023","50-59","Project Delivery","Department for Education","295","290","53370","53900"
"In post","2023","50-59","Project Delivery","Department for Environment, Food and Rural Affairs","90","85","35640","31680"
"In post","2023","50-59","Project Delivery","Department for International Trade","15","15","50800","53750"
"In post","2023","50-59","Project Delivery","Department for Levelling Up, Housing and Communities","35","35","46600","47140"
"In post","2023","50-59","Project Delivery","Department for Transport","115","115","58900","55740"
"In post","2023","50-59","Project Delivery","Department for Work and Pensions","635","605","42170","38470"
"In post","2023","50-59","Project Delivery","Department of Health and Social Care","160","155","58770","55210"
"In post","2023","50-59","Project Delivery","Estyn","50","45","72980","78500"
"In post","2023","50-59","Project Delivery","Food Standards Agency","10","10","48700","52330"
"In post","2023","50-59","Project Delivery","Foreign, Commonwealth and Development Office","205","195","56250","60030"
"In post","2023","50-59","Project Delivery","HM Land Registry","60","55","41230","39520"
"In post","2023","50-59","Project Delivery","HM Revenue and Customs","1880","1815","50600","44930"
"In post","2023","50-59","Project Delivery","HM Treasury","15","15","54140","51350"
"In post","2023","50-59","Project Delivery","Home Office","15","15","66370","65820"
"In post","2023","50-59","Project Delivery","Ministry of Defence","2105","2065","48630","43820"
"In post","2023","50-59","Project Delivery","Ministry of Justice","65","65","51660","51770"
"In post","2023","50-59","Project Delivery","National Crime Agency","25","25","46740","47380"
"In post","2023","50-59","Project Delivery","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2023","50-59","Project Delivery","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Project Delivery","Scottish Government","10","10","[c]","[c]"
"In post","2023","50-59","Project Delivery","UK Statistics Authority","65","65","43260","37760"
"In post","2023","50-59","Project Delivery","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Project Delivery","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","Attorney General's Departments","5","5","[c]","[c]"
"In post","2023","50-59","Property","Cabinet Office","135","135","56250","54360"
"In post","2023","50-59","Property","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","Department for Business, Energy and Industrial Strategy","20","20","43540","43190"
"In post","2023","50-59","Property","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","Department for Environment, Food and Rural Affairs","130","125","43050","38090"
"In post","2023","50-59","Property","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","Department for Transport","50","50","37900","32140"
"In post","2023","50-59","Property","Department for Work and Pensions","130","125","44810","39080"
"In post","2023","50-59","Property","Department of Health and Social Care","20","20","47850","41950"
"In post","2023","50-59","Property","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","Foreign, Commonwealth and Development Office","60","60","50100","46560"
"In post","2023","50-59","Property","HM Land Registry","10","10","[c]","[c]"
"In post","2023","50-59","Property","HM Revenue and Customs","1220","1160","39320","35000"
"In post","2023","50-59","Property","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","Home Office","30","30","34490","25750"
"In post","2023","50-59","Property","Ministry of Defence","825","810","35440","34300"
"In post","2023","50-59","Property","Ministry of Justice","225","220","44870","41510"
"In post","2023","50-59","Property","National Crime Agency","20","20","49360","47560"
"In post","2023","50-59","Property","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Property","Scottish Government","80","80","36710","32930"
"In post","2023","50-59","Property","The National Archives","5","5","[c]","[c]"
"In post","2023","50-59","Property","UK Statistics Authority","5","5","[c]","[c]"
"In post","2023","50-59","Property","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Attorney General's Departments","5","5","[c]","[c]"
"In post","2023","50-59","Security","Cabinet Office","295","280","34810","34320"
"In post","2023","50-59","Security","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Department for Business, Energy and Industrial Strategy","20","20","49980","50950"
"In post","2023","50-59","Security","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2023","50-59","Security","Department for Education","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Department for International Trade","10","10","53860","55370"
"In post","2023","50-59","Security","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Department for Transport","75","75","40710","40090"
"In post","2023","50-59","Security","Department for Work and Pensions","65","60","32690","28120"
"In post","2023","50-59","Security","Department of Health and Social Care","20","20","48220","41950"
"In post","2023","50-59","Security","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Foreign, Commonwealth and Development Office","260","260","48810","44450"
"In post","2023","50-59","Security","HM Revenue and Customs","85","85","47690","42900"
"In post","2023","50-59","Security","Home Office","110","105","34570","30200"
"In post","2023","50-59","Security","Ministry of Defence","2340","2320","33210","27500"
"In post","2023","50-59","Security","Ministry of Justice","30","30","46470","43650"
"In post","2023","50-59","Security","National Crime Agency","30","25","43090","43040"
"In post","2023","50-59","Security","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Security","UK Statistics Authority","15","15","39390","36560"
"In post","2023","50-59","Unknown","Attorney General's Departments","10","10","[c]","[c]"
"In post","2023","50-59","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Department for Business, Energy and Industrial Strategy","15","15","80050","90540"
"In post","2023","50-59","Unknown","Department for Education","55","55","52720","51460"
"In post","2023","50-59","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Department for Work and Pensions","275","260","47070","43760"
"In post","2023","50-59","Unknown","Department of Health and Social Care","10","10","64310","67600"
"In post","2023","50-59","Unknown","Foreign, Commonwealth and Development Office","50","45","51080","36700"
"In post","2023","50-59","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"In post","2023","50-59","Unknown","Ministry of Defence","945","930","48710","48400"
"In post","2023","50-59","Unknown","Northern Ireland Office","25","25","44370","37680"
"In post","2023","50-59","Unknown","Office of Gas and Electricity Markets","25","25","55750","50460"
"In post","2023","50-59","Unknown","Office of the Secretary of State for Scotland","20","20","60470","65280"
"In post","2023","50-59","Unknown","Scottish Government","4065","3915","46450","41500"
"In post","2023","50-59","Unknown","Welsh Government","1740","1675","47690","45970"
"In post","2023","60-64","Analysis","Cabinet Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Chancellor's other departments","5","5","[c]","[c]"
"In post","2023","60-64","Analysis","Competition and Markets Authority","10","10","[c]","[c]"
"In post","2023","60-64","Analysis","Department for Business, Energy and Industrial Strategy","10","10","43730","39670"
"In post","2023","60-64","Analysis","Department for Education","10","10","49560","48620"
"In post","2023","60-64","Analysis","Department for Environment, Food and Rural Affairs","35","30","40880","37300"
"In post","2023","60-64","Analysis","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Department for Levelling Up, Housing and Communities","5","5","[c]","[c]"
"In post","2023","60-64","Analysis","Department for Transport","5","5","[c]","[c]"
"In post","2023","60-64","Analysis","Department for Work and Pensions","15","15","48460","41480"
"In post","2023","60-64","Analysis","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","HM Revenue and Customs","20","15","48140","45950"
"In post","2023","60-64","Analysis","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","Home Office","10","10","43010","37720"
"In post","2023","60-64","Analysis","Ministry of Defence","60","55","50050","49260"
"In post","2023","60-64","Analysis","Ministry of Justice","5","5","[c]","[c]"
"In post","2023","60-64","Analysis","Office for Standards in Education, Children's Services and Skills","5","5","[c]","[c]"
"In post","2023","60-64","Analysis","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Analysis","UK Statistics Authority","45","40","40810","37760"
"In post","2023","60-64","Commercial","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Cabinet Office","85","80","73060","66610"
"In post","2023","60-64","Commercial","Department for Business, Energy and Industrial Strategy","10","5","[c]","[c]"
"In post","2023","60-64","Commercial","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Department for Education","10","10","43220","44340"
"In post","2023","60-64","Commercial","Department for Environment, Food and Rural Affairs","15","15","40520","32040"
"In post","2023","60-64","Commercial","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Department for Transport","30","25","38370","31350"
"In post","2023","60-64","Commercial","Department for Work and Pensions","15","10","40770","34170"
"In post","2023","60-64","Commercial","Department of Health and Social Care","15","15","49310","46000"
"In post","2023","60-64","Commercial","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Foreign, Commonwealth and Development Office","15","15","40660","41080"
"In post","2023","60-64","Commercial","HM Revenue and Customs","10","10","35310","29730"
"In post","2023","60-64","Commercial","Home Office","10","10","44050","43210"
"In post","2023","60-64","Commercial","Ministry of Defence","135","115","44480","41800"
"In post","2023","60-64","Commercial","Ministry of Justice","20","20","36050","37680"
"In post","2023","60-64","Commercial","National Crime Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Commercial","UK Export Finance","20","20","60440","55730"
"In post","2023","60-64","Communications","Attorney General's Departments","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","Cabinet Office","5","5","[c]","[c]"
"In post","2023","60-64","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","Department for Business, Energy and Industrial Strategy","15","15","39970","39990"
"In post","2023","60-64","Communications","Department for Education","10","10","35920","30880"
"In post","2023","60-64","Communications","Department for Environment, Food and Rural Affairs","15","15","40920","37300"
"In post","2023","60-64","Communications","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","Department for Transport","10","5","[c]","[c]"
"In post","2023","60-64","Communications","Department for Work and Pensions","20","20","38400","34170"
"In post","2023","60-64","Communications","Department of Health and Social Care","10","10","51600","43320"
"In post","2023","60-64","Communications","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","HM Revenue and Customs","15","15","45570","43540"
"In post","2023","60-64","Communications","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","Ministry of Defence","50","45","34350","34300"
"In post","2023","60-64","Communications","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","Scottish Government","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","The National Archives","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Communications","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Counter Fraud","Attorney General's Departments","15","15","66820","60310"
"In post","2023","60-64","Counter Fraud","Cabinet Office","5","5","[c]","[c]"
"In post","2023","60-64","Counter Fraud","Department for Business, Energy and Industrial Strategy","50","45","33740","31350"
"In post","2023","60-64","Counter Fraud","Department for Transport","10","10","[c]","[c]"
"In post","2023","60-64","Counter Fraud","Department for Work and Pensions","820","620","28750","28120"
"In post","2023","60-64","Counter Fraud","Food Standards Agency","5","5","[c]","[c]"
"In post","2023","60-64","Counter Fraud","HM Revenue and Customs","820","645","37560","35000"
"In post","2023","60-64","Debt","Department for Work and Pensions","310","245","23750","21690"
"In post","2023","60-64","Debt","HM Revenue and Customs","445","360","26740","22520"
"In post","2023","60-64","Digital, Data & Technology","Attorney General's Departments","15","15","47170","42810"
"In post","2023","60-64","Digital, Data & Technology","Cabinet Office","35","35","58130","57800"
"In post","2023","60-64","Digital, Data & Technology","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","115","105","43330","39750"
"In post","2023","60-64","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Department for Education","45","40","40170","37540"
"In post","2023","60-64","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","70","65","42520","46430"
"In post","2023","60-64","Digital, Data & Technology","Department for International Trade","5","5","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","15","10","47830","42560"
"In post","2023","60-64","Digital, Data & Technology","Department for Transport","70","65","43870","42990"
"In post","2023","60-64","Digital, Data & Technology","Department for Work and Pensions","330","260","40400","34970"
"In post","2023","60-64","Digital, Data & Technology","Department of Health and Social Care","20","20","45510","42270"
"In post","2023","60-64","Digital, Data & Technology","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Foreign, Commonwealth and Development Office","35","30","49000","43600"
"In post","2023","60-64","Digital, Data & Technology","HM Land Registry","35","30","40400","39460"
"In post","2023","60-64","Digital, Data & Technology","HM Revenue and Customs","220","190","44740","42360"
"In post","2023","60-64","Digital, Data & Technology","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2023","60-64","Digital, Data & Technology","Home Office","70","70","51110","46240"
"In post","2023","60-64","Digital, Data & Technology","Ministry of Defence","325","305","35190","34300"
"In post","2023","60-64","Digital, Data & Technology","Ministry of Justice","70","65","46230","43650"
"In post","2023","60-64","Digital, Data & Technology","National Crime Agency","15","10","42140","35860"
"In post","2023","60-64","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
