"Status","Year","Ethnicity","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Other ethnicity","Security","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Security","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Social Research","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Statistics","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Tax","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Tax","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Tax","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Tax","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Tax","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Tax","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Tax","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Tax","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Tax","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Tax","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Tax","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Tax","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Tax","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Tax","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Tax","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Devon","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Eastern Scotland","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Inner London - West","10","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Surrey, East and West Sussex","5","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Veterinarian","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Veterinarian","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Veterinarian","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Veterinarian","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Veterinarian","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Veterinarian","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Veterinarian","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Veterinarian","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Veterinarian","Highlands and Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Veterinarian","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Veterinarian","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Veterinarian","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Veterinarian","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Veterinarian","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Veterinarian","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Veterinarian","Southern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Other ethnicity","Veterinarian","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Commercial","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Communications","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Corporate Finance","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Corporate Finance","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","Outer London - South","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Counter Fraud","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","East Wales","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","Hampshire and Isle of Wight","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","Inner London - West","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","South Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Digital, Data and Technology","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Economics","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Economics","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Economics","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Economics","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Economics","North Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Economics","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Dorset and Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Finance","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Cheshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Human Resources","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Inspector of Education and Training","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Intelligence Analysis","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Internal Audit","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","Greater Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","International Trade","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Knowledge and Information Management","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","East Anglia","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","East Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Inner London - East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Inner London - West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","West Central Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Legal","West Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","Outer London - West and North West","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Medicine","West Midlands","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Bedfordshire and Hertfordshire","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Cheshire","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Derbyshire and Nottinghamshire","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Devon","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Dorset and Somerset","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","East Anglia","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","East Wales","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","15","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Greater Manchester","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Hampshire and Isle of Wight","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Inner London - East","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Inner London - West","20","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Kent","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Lancashire","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Leicestershire, Rutland and Northamptonshire","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Merseyside","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","North Eastern Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","North Yorkshire","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Northumberland, and Tyne and Wear","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Outer London - South","10","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Outer London - West and North West","5","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Operational Delivery","Shropshire and Staffordshire","5","[c]","[c]","[c]"
