"Status","Year","Age","Organisation","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","EO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","SEO/HEO","Heterosexual / straight","60","[c]","34360","34030"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Education (excl. agencies)","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Heterosexual / straight","40","[c]","27580","29080"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Heterosexual / straight","130","[c]","33780","33830"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","Unknown","45","[c]","35290","33830"
"New entrant CS","2023","20-29","Department for International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","EO","Heterosexual / straight","45","[c]","27860","29280"
"New entrant CS","2023","20-29","Department for International Trade","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","EO","Unknown","55","[c]","24070","25660"
"New entrant CS","2023","20-29","Department for International Trade","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","SEO/HEO","Heterosexual / straight","105","[c]","35190","35010"
"New entrant CS","2023","20-29","Department for International Trade","SEO/HEO","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for International Trade","SEO/HEO","Unknown","40","[c]","35850","35010"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","Heterosexual / straight","55","[c]","34170","33880"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","SEO/HEO","Heterosexual / straight","75","[c]","34960","35400"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Transport (excl. agencies)","SEO/HEO","Unknown","40","[c]","35520","35400"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","AA/AO","Heterosexual / straight","480","[c]","21940","21690"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","AA/AO","LGBO","65","[c]","21990","21690"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","AA/AO","Undeclared","30","[c]","22060","21690"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","AA/AO","Unknown","105","[c]","21880","21690"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","EO","Heterosexual / straight","245","[c]","27870","28120"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","EO","LGBO","30","[c]","27320","28120"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","EO","Undeclared","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","EO","Unknown","40","[c]","26710","28120"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","SEO/HEO","Heterosexual / straight","125","[c]","36410","34170"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","SEO/HEO","LGBO","30","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department for Work and Pensions (excl. agencies)","SEO/HEO","Unknown","40","[c]","37280","38470"
"New entrant CS","2023","20-29","Department of Health and Social Care (excl. agencies)","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department of Health and Social Care (excl. agencies)","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department of Health and Social Care (excl. agencies)","AA/AO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department of Health and Social Care (excl. agencies)","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department of Health and Social Care (excl. agencies)","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department of Health and Social Care (excl. agencies)","EO","Undeclared","45","[c]","27630","28770"
"New entrant CS","2023","20-29","Department of Health and Social Care (excl. agencies)","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department of Health and Social Care (excl. agencies)","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department of Health and Social Care (excl. agencies)","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department of Health and Social Care (excl. agencies)","SEO/HEO","Heterosexual / straight","35","[c]","33810","34190"
"New entrant CS","2023","20-29","Department of Health and Social Care (excl. agencies)","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Department of Health and Social Care (excl. agencies)","SEO/HEO","Undeclared","40","[c]","35110","34190"
"New entrant CS","2023","20-29","Disclosure Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Disclosure Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Disclosure Scotland","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Disclosure Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Disclosure Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Disclosure Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","AA/AO","Heterosexual / straight","175","[c]","21740","22500"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","AA/AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","AA/AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","AA/AO","Unknown","40","[c]","20620","19000"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Licensing Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","AA/AO","Unknown","35","[c]","24110","22500"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Driver and Vehicle Standards Agency","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education Scotland","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education Scotland","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education and Skills Funding Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education and Skills Funding Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education and Skills Funding Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education and Skills Funding Agency","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education and Skills Funding Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Education and Skills Funding Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Estyn","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Estyn","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Estyn","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Estyn","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Estyn","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Estyn","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Estyn","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","EO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Agency","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Food Standards Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Actuary's Department","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Actuary's Department","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Actuary's Department","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Actuary's Department","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Actuary's Department","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Actuary's Department","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Actuary's Department","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Actuary's Department","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Actuary's Department","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Commercial Organisation","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Commercial Organisation","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Commercial Organisation","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Internal Audit Agency","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Internal Audit Agency","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Internal Audit Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Internal Audit Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Internal Audit Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Internal Audit Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Internal Audit Agency","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Internal Audit Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Internal Audit Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","EO","Heterosexual / straight","80","[c]","27980","27760"
"New entrant CS","2023","20-29","Government Legal Department","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Legal Department","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Property Agency","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Property Agency","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Property Agency","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Property Agency","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Property Agency","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Property Agency","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Property Agency","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Property Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","Government Property Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","AA/AO","Heterosexual / straight","280","[c]","22100","21780"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","AA/AO","LGBO","45","[c]","21850","21780"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","AA/AO","Undeclared","35","[c]","22490","21780"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","AA/AO","Unknown","255","[c]","22420","21780"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","EO","Heterosexual / straight","50","[c]","27070","25830"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","EO","Unknown","30","[c]","26940","25830"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Courts and Tribunals Service","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Land Registry","AA/AO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Land Registry","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Land Registry","AA/AO","Unknown","55","[c]","23240","23390"
"New entrant CS","2023","20-29","HM Land Registry","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Land Registry","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Land Registry","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Land Registry","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Land Registry","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Land Registry","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Prison and Probation Service","AA/AO","Heterosexual / straight","1690","[c]","28040","28880"
"New entrant CS","2023","20-29","HM Prison and Probation Service","AA/AO","LGBO","240","[c]","27910","28880"
"New entrant CS","2023","20-29","HM Prison and Probation Service","AA/AO","Undeclared","85","[c]","27840","28880"
"New entrant CS","2023","20-29","HM Prison and Probation Service","AA/AO","Unknown","1080","[c]","28130","28880"
"New entrant CS","2023","20-29","HM Prison and Probation Service","EO","Heterosexual / straight","60","[c]","28770","28480"
"New entrant CS","2023","20-29","HM Prison and Probation Service","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Prison and Probation Service","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2023","20-29","HM Prison and Probation Service","EO","Unknown","40","[c]","30050","28480"
"New entrant CS","2023","20-29","HM Prison and Probation Service","SEO/HEO","Heterosexual / straight","40","[c]","32520","30940"
"New entrant CS","2023","20-29","HM Prison and Probation Service","SEO/HEO","LGBO","10","[c]","[c]","[c]"
