"Status","Year","Organisation","Parent_department","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Home Office","Home Office","Social Research","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Home Office","Social Research","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Home Office","Social Research","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Home Office","Social Research","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Home Office","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Home Office","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Home Office","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Home Office","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Home Office","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Home Office","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Home Office","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Home Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Home Office","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Home Office","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Institute for Apprenticeships and Technical Education","Department for Education","Digital, Data and Technology","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Institute for Apprenticeships and Technical Education","Department for Education","Legal","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Institute for Apprenticeships and Technical Education","Department for Education","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Institute for Apprenticeships and Technical Education","Department for Education","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Institute for Apprenticeships and Technical Education","Department for Education","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Institute for Apprenticeships and Technical Education","Department for Education","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Human Resources","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Other","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Policy","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal Aid Agency","Ministry of Justice","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal Aid Agency","Ministry of Justice","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal Aid Agency","Ministry of Justice","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal Aid Agency","Ministry of Justice","Operational Delivery","AO","10","[c]","21740","21780"
"Leaver Dept.","2023","Legal Aid Agency","Ministry of Justice","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal Aid Agency","Ministry of Justice","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Legal Aid Agency","Ministry of Justice","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","Department for Transport","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","Department for Transport","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","Department for Transport","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","Department for Transport","Policy","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","Department for Transport","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Maritime and Coastguard Agency","Department for Transport","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Human Resources","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Medicine","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Medicine","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Policy","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Policy","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Policy","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Policy","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Met Office","Department for Business, Energy and Industrial Strategy","Project Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","HEO","10","[c]","35030","35490"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","SEO","15","[c]","43300","42700"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","EO","10","[c]","27980","27170"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","HEO","15","[c]","36270","35020"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Geography","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","AO","40","[c]","22060","22190"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","EO","10","[c]","27360","27140"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","HEO","15","[c]","33770","33500"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","AO","35","[c]","22320","22220"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","EO","15","[c]","27260","27140"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","HEO","10","[c]","34240","34300"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","G7","10","[c]","58360","59730"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","HEO","10","[c]","36830","38020"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","SEO","20","[c]","45690","45750"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","G7","10","[c]","54780","54540"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","HEO","20","[c]","36260","34300"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","SEO","30","[c]","42700","41800"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","AA","30","[c]","24320","24430"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","SEO","15","[c]","46240","46750"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","SEO","10","[c]","41220","39330"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","EO","15","[c]","27310","27170"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Digital, Data and Technology","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Economics","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","EO","10","[c]","27430","26710"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Finance","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","G7","10","[c]","56770","55720"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","HEO","20","[c]","32300","31270"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","SEO","30","[c]","41560","41510"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Legal","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Legal","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","EO","15","[c]","27890","28310"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","G7","15","[c]","58070","56080"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","HEO","30","[c]","34290","34260"
"Leaver Dept.","2023","Ministry of Justice (excl. agencies)","Ministry of Justice","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
