"Status","Year","Profession_of_post","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Communications","SEO/HEO","HEO","200","[c]","34290","33830"
"New entrant CS","2023","Communications","SEO/HEO","SEO","140","[c]","41900","41490"
"New entrant CS","2023","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Corporate Finance","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","AA/AO","AO","230","[c]","23340","21690"
"New entrant CS","2023","Counter Fraud","EO","EO","200","[c]","28420","27890"
"New entrant CS","2023","Counter Fraud","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Counter Fraud","SEO/HEO","HEO","80","[c]","35190","34170"
"New entrant CS","2023","Counter Fraud","SEO/HEO","SEO","10","[c]","39760","40000"
"New entrant CS","2023","Digital, Data and Technology","AA/AO","AA","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","AA/AO","AO","110","[c]","22810","22370"
"New entrant CS","2023","Digital, Data and Technology","EO","EO","585","[c]","27830","27650"
"New entrant CS","2023","Digital, Data and Technology","G6/G7","G6","110","[c]","70840","70340"
"New entrant CS","2023","Digital, Data and Technology","G6/G7","G7","550","[c]","55520","55000"
"New entrant CS","2023","Digital, Data and Technology","SCS level","SCS level","40","[c]","104340","1e+05"
"New entrant CS","2023","Digital, Data and Technology","SEO/HEO","HEO","760","[c]","34000","34170"
"New entrant CS","2023","Digital, Data and Technology","SEO/HEO","SEO","690","[c]","41280","41000"
"New entrant CS","2023","Digital, Data and Technology","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Economics","AA/AO","AO","70","[c]","22240","22520"
"New entrant CS","2023","Economics","EO","EO","60","[c]","27420","28510"
"New entrant CS","2023","Economics","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Economics","G6/G7","G7","20","[c]","58990","55990"
"New entrant CS","2023","Economics","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Economics","SEO/HEO","HEO","210","[c]","34530","34480"
"New entrant CS","2023","Economics","SEO/HEO","SEO","15","[c]","40600","40260"
"New entrant CS","2023","Finance","AA/AO","AA","5","[c]","[c]","[c]"
"New entrant CS","2023","Finance","AA/AO","AO","210","[c]","22290","22520"
"New entrant CS","2023","Finance","EO","EO","170","[c]","27300","27080"
"New entrant CS","2023","Finance","G6/G7","G6","15","[c]","67990","65020"
"New entrant CS","2023","Finance","G6/G7","G7","75","[c]","53980","53810"
"New entrant CS","2023","Finance","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Finance","SEO/HEO","HEO","165","[c]","33660","33830"
"New entrant CS","2023","Finance","SEO/HEO","SEO","125","[c]","42280","41780"
"New entrant CS","2023","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Geography","AA/AO","AO","20","[c]","21690","21690"
"New entrant CS","2023","Geography","EO","EO","15","[c]","28540","27610"
"New entrant CS","2023","Geography","SEO/HEO","HEO","10","[c]","34370","34370"
"New entrant CS","2023","Geography","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Human Resources","AA/AO","AA","20","[c]","20840","21380"
"New entrant CS","2023","Human Resources","AA/AO","AO","275","[c]","22250","22220"
"New entrant CS","2023","Human Resources","EO","EO","365","[c]","27450","27140"
"New entrant CS","2023","Human Resources","G6/G7","G6","25","[c]","69220","65440"
"New entrant CS","2023","Human Resources","G6/G7","G7","90","[c]","53560","54000"
"New entrant CS","2023","Human Resources","SCS level","SCS level","10","[c]","99310","85000"
"New entrant CS","2023","Human Resources","SEO/HEO","HEO","280","[c]","34040","33830"
"New entrant CS","2023","Human Resources","SEO/HEO","SEO","135","[c]","41980","41000"
"New entrant CS","2023","Human Resources","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","G6/G7","G7","135","[c]","75860","77470"
"New entrant CS","2023","Inspector of Education and Training","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Inspector of Education and Training","SEO/HEO","HEO","25","[c]","35020","34520"
"New entrant CS","2023","Inspector of Education and Training","SEO/HEO","SEO","140","[c]","49500","47750"
"New entrant CS","2023","Intelligence Analysis","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","EO","EO","110","[c]","27310","27080"
"New entrant CS","2023","Intelligence Analysis","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Intelligence Analysis","SEO/HEO","HEO","30","[c]","34610","33830"
"New entrant CS","2023","Intelligence Analysis","SEO/HEO","SEO","10","[c]","42560","42570"
"New entrant CS","2023","Internal Audit","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Internal Audit","SEO/HEO","HEO","15","[c]","34100","33830"
"New entrant CS","2023","Internal Audit","SEO/HEO","SEO","20","[c]","43480","43160"
"New entrant CS","2023","International Trade","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","International Trade","EO","EO","70","[c]","27380","27420"
"New entrant CS","2023","International Trade","G6/G7","G6","10","[c]","71080","70360"
"New entrant CS","2023","International Trade","G6/G7","G7","85","[c]","54750","55370"
"New entrant CS","2023","International Trade","SEO/HEO","HEO","95","[c]","33640","35010"
"New entrant CS","2023","International Trade","SEO/HEO","SEO","235","[c]","41850","42030"
"New entrant CS","2023","Knowledge and Information Management","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","AA/AO","AO","45","[c]","22520","22220"
"New entrant CS","2023","Knowledge and Information Management","EO","EO","60","[c]","27420","27080"
"New entrant CS","2023","Knowledge and Information Management","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Knowledge and Information Management","G6/G7","G7","15","[c]","54040","53000"
"New entrant CS","2023","Knowledge and Information Management","SEO/HEO","HEO","65","[c]","33720","33830"
"New entrant CS","2023","Knowledge and Information Management","SEO/HEO","SEO","15","[c]","40760","39660"
"New entrant CS","2023","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","AA/AO","AO","10","[c]","22240","24280"
"New entrant CS","2023","Legal","EO","EO","170","[c]","28310","27760"
"New entrant CS","2023","Legal","G6/G7","G6","30","[c]","71620","70030"
"New entrant CS","2023","Legal","G6/G7","G7","380","[c]","53460","52600"
"New entrant CS","2023","Legal","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Legal","SEO/HEO","HEO","70","[c]","40360","45230"
"New entrant CS","2023","Legal","SEO/HEO","SEO","180","[c]","39280","38760"
"New entrant CS","2023","Medicine","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Medicine","AA/AO","AO","45","[c]","23640","23180"
"New entrant CS","2023","Medicine","EO","EO","55","[c]","31510","32930"
"New entrant CS","2023","Medicine","G6/G7","G6","55","[c]","84140","83920"
"New entrant CS","2023","Medicine","G6/G7","G7","30","[c]","61840","56160"
"New entrant CS","2023","Medicine","SCS level","SCS level","35","[c]","107300","106000"
"New entrant CS","2023","Medicine","SEO/HEO","HEO","95","[c]","38150","40590"
"New entrant CS","2023","Medicine","SEO/HEO","SEO","20","[c]","44650","43810"
"New entrant CS","2023","Operational Delivery","AA/AO","AA","2615","[c]","22510","23230"
"New entrant CS","2023","Operational Delivery","AA/AO","AO","17840","[c]","24420","22520"
"New entrant CS","2023","Operational Delivery","EO","EO","5830","[c]","27570","26780"
"New entrant CS","2023","Operational Delivery","G6/G7","G6","105","[c]","68580","66740"
"New entrant CS","2023","Operational Delivery","G6/G7","G7","255","[c]","54160","53400"
"New entrant CS","2023","Operational Delivery","SCS level","SCS level","40","[c]","100650","95950"
"New entrant CS","2023","Operational Delivery","SEO/HEO","HEO","1190","[c]","33590","33000"
"New entrant CS","2023","Operational Delivery","SEO/HEO","SEO","545","[c]","41840","40800"
"New entrant CS","2023","Operational Delivery","Unknown","Unknown","4100","[c]","23150","23640"
"New entrant CS","2023","Operational Research","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Operational Research","AA/AO","AO","90","[c]","22520","22520"
"New entrant CS","2023","Operational Research","EO","EO","10","[c]","28390","27870"
"New entrant CS","2023","Operational Research","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Operational Research","G6/G7","G7","10","[c]","51280","49260"
"New entrant CS","2023","Operational Research","SEO/HEO","HEO","75","[c]","32540","33070"
"New entrant CS","2023","Operational Research","SEO/HEO","SEO","20","[c]","40980","39890"
"New entrant CS","2023","Other","AA/AO","AA","210","[c]","20290","19770"
"New entrant CS","2023","Other","AA/AO","AO","725","[c]","21970","21690"
"New entrant CS","2023","Other","EO","EO","235","[c]","28080","28650"
"New entrant CS","2023","Other","G6/G7","G6","20","[c]","72200","68350"
"New entrant CS","2023","Other","G6/G7","G7","60","[c]","53280","52500"
"New entrant CS","2023","Other","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","Other","SEO/HEO","HEO","210","[c]","32140","32000"
"New entrant CS","2023","Other","SEO/HEO","SEO","115","[c]","40440","39500"
"New entrant CS","2023","Other","Unknown","Unknown","150","[c]","22470","17530"
"New entrant CS","2023","Planning","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectors","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Planning Inspectors","G6/G7","G6","25","[c]","65130","60050"
"New entrant CS","2023","Planning Inspectors","G6/G7","G7","55","[c]","42650","41840"
"New entrant CS","2023","Planning Inspectors","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Policy","AA/AO","AA","25","[c]","18610","18300"
"New entrant CS","2023","Policy","AA/AO","AO","120","[c]","22850","22220"
"New entrant CS","2023","Policy","EO","EO","440","[c]","27330","27820"
"New entrant CS","2023","Policy","G6/G7","G6","60","[c]","66450","65400"
"New entrant CS","2023","Policy","G6/G7","G7","265","[c]","54080","54330"
"New entrant CS","2023","Policy","SCS level","SCS level","35","[c]","104680","88000"
"New entrant CS","2023","Policy","SEO/HEO","HEO","815","[c]","33240","33570"
"New entrant CS","2023","Policy","SEO/HEO","SEO","375","[c]","40870","40540"
"New entrant CS","2023","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Project Delivery","AA/AO","AO","110","[c]","22590","23200"
"New entrant CS","2023","Project Delivery","EO","EO","235","[c]","26850","26870"
"New entrant CS","2023","Project Delivery","G6/G7","G6","60","[c]","69080","68240"
"New entrant CS","2023","Project Delivery","G6/G7","G7","195","[c]","52730","52600"
"New entrant CS","2023","Project Delivery","SCS level","SCS level","20","[c]","95520","94000"
"New entrant CS","2023","Project Delivery","SEO/HEO","HEO","485","[c]","32990","33830"
"New entrant CS","2023","Project Delivery","SEO/HEO","SEO","265","[c]","41130","41000"
"New entrant CS","2023","Project Delivery","Unknown","Unknown","75","[c]","33400","32500"
"New entrant CS","2023","Property","AA/AO","AA","45","[c]","19690","19770"
"New entrant CS","2023","Property","AA/AO","AO","165","[c]","22780","22520"
"New entrant CS","2023","Property","EO","EO","125","[c]","27120","27080"
"New entrant CS","2023","Property","G6/G7","G6","20","[c]","66520","64800"
"New entrant CS","2023","Property","G6/G7","G7","50","[c]","54720","55000"
"New entrant CS","2023","Property","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","Property","SEO/HEO","HEO","160","[c]","33300","33830"
"New entrant CS","2023","Property","SEO/HEO","SEO","115","[c]","41810","41010"
"New entrant CS","2023","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Psychology","AA/AO","AO","25","[c]","24450","24070"
"New entrant CS","2023","Psychology","EO","EO","90","[c]","28780","28480"
"New entrant CS","2023","Psychology","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Psychology","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Psychology","SEO/HEO","HEO","30","[c]","31230","30940"
"New entrant CS","2023","Psychology","SEO/HEO","SEO","15","[c]","44000","44100"
"New entrant CS","2023","Science and Engineering","AA/AO","AA","50","[c]","19430","19280"
"New entrant CS","2023","Science and Engineering","AA/AO","AO","255","[c]","22480","22150"
"New entrant CS","2023","Science and Engineering","EO","EO","215","[c]","26900","27140"
"New entrant CS","2023","Science and Engineering","G6/G7","G6","10","[c]","67780","67160"
"New entrant CS","2023","Science and Engineering","G6/G7","G7","90","[c]","54290","53920"
"New entrant CS","2023","Science and Engineering","SCS level","SCS level","10","[c]","97440","85210"
"New entrant CS","2023","Science and Engineering","SEO/HEO","HEO","535","[c]","31590","31000"
"New entrant CS","2023","Science and Engineering","SEO/HEO","SEO","265","[c]","42860","43400"
"New entrant CS","2023","Science and Engineering","Unknown","Unknown","90","[c]","37180","32500"
"New entrant CS","2023","Security","AA/AO","AA","300","[c]","26220","27500"
"New entrant CS","2023","Security","AA/AO","AO","300","[c]","29080","26350"
"New entrant CS","2023","Security","EO","EO","80","[c]","28330","27140"
"New entrant CS","2023","Security","G6/G7","G6","5","[c]","[c]","[c]"
"New entrant CS","2023","Security","G6/G7","G7","20","[c]","56380","57860"
"New entrant CS","2023","Security","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Security","SEO/HEO","HEO","60","[c]","35550","34170"
"New entrant CS","2023","Security","SEO/HEO","SEO","45","[c]","42720","41310"
"New entrant CS","2023","Security","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Social Research","AA/AO","AO","10","[c]","21890","22150"
"New entrant CS","2023","Social Research","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Social Research","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Social Research","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Social Research","SEO/HEO","HEO","150","[c]","33040","32460"
"New entrant CS","2023","Social Research","SEO/HEO","SEO","50","[c]","41850","42430"
"New entrant CS","2023","Statistics","AA/AO","AA","50","[c]","22930","23500"
"New entrant CS","2023","Statistics","AA/AO","AO","35","[c]","24160","23940"
"New entrant CS","2023","Statistics","EO","EO","75","[c]","28020","27950"
"New entrant CS","2023","Statistics","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Statistics","G6/G7","G7","10","[c]","52630","51460"
"New entrant CS","2023","Statistics","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Statistics","SEO/HEO","HEO","165","[c]","32880","32800"
"New entrant CS","2023","Statistics","SEO/HEO","SEO","35","[c]","41320","40640"
"New entrant CS","2023","Tax","AA/AO","AO","10","[c]","22890","22520"
"New entrant CS","2023","Tax","EO","EO","65","[c]","28030","27650"
"New entrant CS","2023","Tax","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Tax","G6/G7","G7","25","[c]","53930","52600"
"New entrant CS","2023","Tax","SEO/HEO","HEO","135","[c]","35440","34400"
"New entrant CS","2023","Tax","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Unknown","AA/AO","AA","975","[c]","22350","22180"
"New entrant CS","2023","Unknown","AA/AO","AO","800","[c]","23530","22520"
"New entrant CS","2023","Unknown","EO","EO","1335","[c]","28670","29100"
"New entrant CS","2023","Unknown","G6/G7","G6","90","[c]","73470","70920"
"New entrant CS","2023","Unknown","G6/G7","G7","335","[c]","55860","53800"
"New entrant CS","2023","Unknown","SCS level","SCS level","55","[c]","101990","89000"
"New entrant CS","2023","Unknown","SEO/HEO","HEO","1050","[c]","33590","33520"
"New entrant CS","2023","Unknown","SEO/HEO","SEO","445","[c]","43150","41690"
"New entrant CS","2023","Unknown","Unknown","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2023","Veterinarian","EO","EO","10","[c]","25920","25920"
"New entrant CS","2023","Veterinarian","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Veterinarian","SEO/HEO","SEO","25","[c]","39220","37300"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-07-26, with GIT d545f65.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
