"Status","Year","Disability","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared disabled","Communications","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","UK Statistics Authority","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Communications","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Water Services Regulation Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Communications","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Attorney General's Departments","Female","10","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Cabinet Office","Female","5","5","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Cabinet Office","Male","15","15","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","Female","30","25","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Department for Levelling Up, Housing and Communities","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Department for Levelling Up, Housing and Communities","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Department for Work and Pensions","Female","825","720","29310","28120"
"In post","2023","Declared disabled","Counter Fraud","Department for Work and Pensions","Male","450","415","29210","28120"
"In post","2023","Declared disabled","Counter Fraud","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","HM Revenue and Customs","Female","465","415","35900","34700"
"In post","2023","Declared disabled","Counter Fraud","HM Revenue and Customs","Male","390","370","37080","34700"
"In post","2023","Declared disabled","Counter Fraud","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Counter Fraud","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","Department for Work and Pensions","Female","320","265","23490","21690"
"In post","2023","Declared disabled","Debt","Department for Work and Pensions","Male","165","145","23200","21690"
"In post","2023","Declared disabled","Debt","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","HM Revenue and Customs","Female","265","230","26160","22520"
"In post","2023","Declared disabled","Debt","HM Revenue and Customs","Male","175","165","25120","22520"
"In post","2023","Declared disabled","Debt","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Debt","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Attorney General's Departments","Female","20","20","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Attorney General's Departments","Male","20","20","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Cabinet Office","Female","105","100","44230","41410"
"In post","2023","Declared disabled","Digital, Data & Technology","Cabinet Office","Male","85","85","48900","51290"
"In post","2023","Declared disabled","Digital, Data & Technology","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Competition and Markets Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Female","90","80","36700","37420"
"In post","2023","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Male","115","110","37840","37090"
"In post","2023","Declared disabled","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Department for Education","Female","60","55","38890","37590"
"In post","2023","Declared disabled","Digital, Data & Technology","Department for Education","Male","50","50","41410","37590"
"In post","2023","Declared disabled","Digital, Data & Technology","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Female","60","55","42750","44830"
"In post","2023","Declared disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Male","75","75","43850","42530"
"In post","2023","Declared disabled","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Department for International Trade","Female","15","15","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Department for International Trade","Male","10","10","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared disabled","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Female","10","10","[c]","[c]"
