"Status","Year","Disability","Function_of_post","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Finance","Department for Transport","Male","160","160","45630","42050"
"In post","2023","Declared non-disabled","Finance","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Department for Work and Pensions","Female","880","810","39560","38470"
"In post","2023","Declared non-disabled","Finance","Department for Work and Pensions","Male","730","710","42300","38470"
"In post","2023","Declared non-disabled","Finance","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Department of Health and Social Care","Female","90","85","43740","40880"
"In post","2023","Declared non-disabled","Finance","Department of Health and Social Care","Male","70","70","49250","50080"
"In post","2023","Declared non-disabled","Finance","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Food Standards Agency","Female","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Food Standards Agency","Male","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Foreign, Commonwealth and Development Office","Female","155","145","37970","33680"
"In post","2023","Declared non-disabled","Finance","Foreign, Commonwealth and Development Office","Male","100","95","40310","34510"
"In post","2023","Declared non-disabled","Finance","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","HM Land Registry","Female","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","HM Land Registry","Male","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","HM Revenue and Customs","Female","1160","1010","34460","28910"
"In post","2023","Declared non-disabled","Finance","HM Revenue and Customs","Male","760","735","39900","35000"
"In post","2023","Declared non-disabled","Finance","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","HM Treasury","Female","35","35","47970","48780"
"In post","2023","Declared non-disabled","Finance","HM Treasury","Male","30","30","47280","52170"
"In post","2023","Declared non-disabled","Finance","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Home Office","Female","100","95","50650","47060"
"In post","2023","Declared non-disabled","Finance","Home Office","Male","90","85","53820","54260"
"In post","2023","Declared non-disabled","Finance","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Ministry of Defence","Female","935","890","39330","34300"
"In post","2023","Declared non-disabled","Finance","Ministry of Defence","Male","705","695","44820","41800"
"In post","2023","Declared non-disabled","Finance","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Ministry of Justice","Female","275","265","42090","40930"
"In post","2023","Declared non-disabled","Finance","Ministry of Justice","Male","230","230","46250","43650"
"In post","2023","Declared non-disabled","Finance","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","National Crime Agency","Female","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","National Crime Agency","Male","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office for Standards in Education, Children's Services and Skills","Female","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office for Standards in Education, Children's Services and Skills","Male","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office of Gas and Electricity Markets","Female","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office of Gas and Electricity Markets","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office of Qualifications and Examinations Regulation","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office of the Secretary of State for Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office of the Secretary of State for Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Scottish Government","Female","55","50","38410","33600"
"In post","2023","Declared non-disabled","Finance","Scottish Government","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","The National Archives","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Export Finance","Female","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Export Finance","Male","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Statistics Authority","Female","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Statistics Authority","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Water Services Regulation Authority","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Water Services Regulation Authority","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Finance","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","Female","815","725","26140","22150"
"In post","2023","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","Male","565","550","26320","22150"
"In post","2023","Declared non-disabled","Grants Management","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Home Office","Female","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Home Office","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Grants Management","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Attorney General's Departments","Female","125","120","39250","33800"
"In post","2023","Declared non-disabled","Human Resources","Attorney General's Departments","Male","45","40","40220","33040"
"In post","2023","Declared non-disabled","Human Resources","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Cabinet Office","Female","440","415","41400","38050"
"In post","2023","Declared non-disabled","Human Resources","Cabinet Office","Male","205","200","43690","38460"
"In post","2023","Declared non-disabled","Human Resources","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Chancellor's other departments","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Charity Commission","Female","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Competition and Markets Authority","Female","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Competition and Markets Authority","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","Female","230","215","42040","39750"
"In post","2023","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","Male","85","85","47300","45150"
"In post","2023","Declared non-disabled","Human Resources","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","Female","40","35","44170","36560"
"In post","2023","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","Male","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Education","Female","95","90","41400","37590"
"In post","2023","Declared non-disabled","Human Resources","Department for Education","Male","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","Female","155","145","44820","41620"
"In post","2023","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","Male","60","60","45900","46510"
"In post","2023","Declared non-disabled","Human Resources","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for International Trade","Female","50","50","47540","51710"
"In post","2023","Declared non-disabled","Human Resources","Department for International Trade","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","Female","60","55","40350","37060"
"In post","2023","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Transport","Female","250","235","38610","34620"
"In post","2023","Declared non-disabled","Human Resources","Department for Transport","Male","95","95","40110","36660"
"In post","2023","Declared non-disabled","Human Resources","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department for Work and Pensions","Female","770","705","36790","34170"
"In post","2023","Declared non-disabled","Human Resources","Department for Work and Pensions","Male","430","415","35920","34170"
"In post","2023","Declared non-disabled","Human Resources","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Department of Health and Social Care","Female","100","95","44600","38360"
"In post","2023","Declared non-disabled","Human Resources","Department of Health and Social Care","Male","40","40","46060","40880"
"In post","2023","Declared non-disabled","Human Resources","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Estyn","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Estyn","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Estyn","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Food Standards Agency","Female","25","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Food Standards Agency","Male","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","Female","135","125","46710","40590"
"In post","2023","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","Male","80","80","53340","49210"
"In post","2023","Declared non-disabled","Human Resources","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","HM Land Registry","Female","55","50","40400","34850"
"In post","2023","Declared non-disabled","Human Resources","HM Land Registry","Male","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","HM Revenue and Customs","Female","670","625","44110","39930"
"In post","2023","Declared non-disabled","Human Resources","HM Revenue and Customs","Male","365","350","41120","35000"
"In post","2023","Declared non-disabled","Human Resources","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","HM Treasury","Female","55","55","42910","39490"
"In post","2023","Declared non-disabled","Human Resources","HM Treasury","Male","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Home Office","Female","190","175","45170","39190"
"In post","2023","Declared non-disabled","Human Resources","Home Office","Male","95","90","46840","43210"
"In post","2023","Declared non-disabled","Human Resources","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Defence","Female","1265","1210","34980","33830"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Defence","Male","1330","1310","35560","33470"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Justice","Female","640","615","41410","37680"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Justice","Male","255","250","43610","41000"
"In post","2023","Declared non-disabled","Human Resources","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","National Crime Agency","Female","45","40","44710","42240"
"In post","2023","Declared non-disabled","Human Resources","National Crime Agency","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Northern Ireland Office","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","Female","40","40","39180","33130"
"In post","2023","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office for Standards in Education, Children's Services and Skills","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","Female","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of the Secretary of State for Wales","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of the Secretary of State for Wales","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Office of the Secretary of State for Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Scottish Government","Female","80","75","39890","37500"
"In post","2023","Declared non-disabled","Human Resources","Scottish Government","Male","30","30","38510","36010"
"In post","2023","Declared non-disabled","Human Resources","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","The National Archives","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Export Finance","Female","20","15","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Export Finance","Male","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Statistics Authority","Female","90","80","39150","34370"
"In post","2023","Declared non-disabled","Human Resources","UK Statistics Authority","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Supreme Court","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Supreme Court","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Water Services Regulation Authority","Female","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Water Services Regulation Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Human Resources","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Department for Business, Energy and Industrial Strategy","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Department for Transport","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Department for Transport","Male","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Food Standards Agency","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Food Standards Agency","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","Male","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","HM Land Registry","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","HM Revenue and Customs","Female","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","HM Revenue and Customs","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","HM Treasury","Female","130","120","49680","46200"
"In post","2023","Declared non-disabled","Internal Audit","HM Treasury","Male","130","125","54040","52350"
"In post","2023","Declared non-disabled","Internal Audit","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Ministry of Defence","Female","45","45","37700","34300"
"In post","2023","Declared non-disabled","Internal Audit","Ministry of Defence","Male","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Ministry of Justice","Female","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Ministry of Justice","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","UK Export Finance","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","UK Export Finance","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","UK Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","UK Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Internal Audit","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Attorney General's Departments","Female","4325","3930","45250","49050"
"In post","2023","Declared non-disabled","Legal","Attorney General's Departments","Male","2135","2080","49340","52020"
"In post","2023","Declared non-disabled","Legal","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Cabinet Office","Female","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Cabinet Office","Male","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Charity Commission","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Competition and Markets Authority","Female","75","75","65540","73510"
"In post","2023","Declared non-disabled","Legal","Competition and Markets Authority","Male","70","65","78010","73510"
"In post","2023","Declared non-disabled","Legal","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","Female","55","50","47920","44100"
"In post","2023","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","Male","30","30","55020","55090"
"In post","2023","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Department for Education","Female","40","35","57990","62540"
"In post","2023","Declared non-disabled","Legal","Department for Education","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Department for Transport","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Department for Transport","Male","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Department for Work and Pensions","Female","45","40","39650","34170"
"In post","2023","Declared non-disabled","Legal","Department for Work and Pensions","Male","30","30","36550","28340"
"In post","2023","Declared non-disabled","Legal","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Department of Health and Social Care","Female","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Department of Health and Social Care","Male","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Food Standards Agency","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Food Standards Agency","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","Foreign, Commonwealth and Development Office","Female","40","35","57200","58820"
"In post","2023","Declared non-disabled","Legal","Foreign, Commonwealth and Development Office","Male","65","50","61210","58880"
"In post","2023","Declared non-disabled","Legal","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","HM Land Registry","Female","115","100","49890","56190"
"In post","2023","Declared non-disabled","Legal","HM Land Registry","Male","50","50","55690","61730"
"In post","2023","Declared non-disabled","Legal","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Legal","HM Revenue and Customs","Female","495","455","45800","39790"
