"Status","Year","Age","Organisation","Parent_department","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","20-29","Defence Science and Technology Laboratory","Ministry of Defence","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","London","200","[c]","39170","34740"
"Leaver Dept.","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Digital, Culture, Media and Sport (excl. agencies)","Department for Digital, Culture, Media and Sport","London","105","[c]","38450","35620"
"Leaver Dept.","2023","20-29","Department for Education (excl. agencies)","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Education (excl. agencies)","Department for Education","London","75","[c]","38810","34750"
"Leaver Dept.","2023","20-29","Department for Education (excl. agencies)","Department for Education","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Education (excl. agencies)","Department for Education","North West (England)","25","[c]","32200","30330"
"Leaver Dept.","2023","20-29","Department for Education (excl. agencies)","Department for Education","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Education (excl. agencies)","Department for Education","West Midlands (England)","10","[c]","33190","32300"
"Leaver Dept.","2023","20-29","Department for Education (excl. agencies)","Department for Education","Yorkshire and The Humber","20","[c]","30910","30330"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","London","130","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","North West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","South West (England)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for International Trade","Department for International Trade","London","85","[c]","35130","32720"
"Leaver Dept.","2023","20-29","Department for International Trade","Department for International Trade","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for International Trade","Department for International Trade","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for International Trade","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for International Trade","Department for International Trade","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for International Trade","Department for International Trade","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","London","150","[c]","35900","34000"
"Leaver Dept.","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","North West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Transport (excl. agencies)","Department for Transport","London","85","[c]","37460","35760"
"Leaver Dept.","2023","20-29","Department for Transport (excl. agencies)","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Transport (excl. agencies)","Department for Transport","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Transport (excl. agencies)","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East Midlands (England)","25","[c]","26580","28120"
"Leaver Dept.","2023","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","East of England","25","[c]","28250","28120"
"Leaver Dept.","2023","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","London","180","[c]","34270","32520"
"Leaver Dept.","2023","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North East (England)","60","[c]","25560","27570"
"Leaver Dept.","2023","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","North West (England)","100","[c]","27280","28120"
"Leaver Dept.","2023","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Scotland","80","[c]","25380","27570"
"Leaver Dept.","2023","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South East (England)","35","[c]","28260","28120"
"Leaver Dept.","2023","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","South West (England)","25","[c]","26450","27570"
"Leaver Dept.","2023","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Wales","25","[c]","27280","28120"
"Leaver Dept.","2023","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","West Midlands (England)","50","[c]","27450","28120"
"Leaver Dept.","2023","20-29","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Yorkshire and The Humber","85","[c]","29410","28120"
"Leaver Dept.","2023","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","London","135","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Yorkshire and The Humber","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Driver and Vehicle Licensing Agency","Department for Transport","Wales","30","[c]","24020","22500"
"Leaver Dept.","2023","20-29","Driver and Vehicle Licensing Agency","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Driver and Vehicle Standards Agency","Department for Transport","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Driver and Vehicle Standards Agency","Department for Transport","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Driver and Vehicle Standards Agency","Department for Transport","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Driver and Vehicle Standards Agency","Department for Transport","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Driver and Vehicle Standards Agency","Department for Transport","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Driver and Vehicle Standards Agency","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Driver and Vehicle Standards Agency","Department for Transport","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Driver and Vehicle Standards Agency","Department for Transport","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Education and Skills Funding Agency","Department for Education","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Education and Skills Funding Agency","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Education and Skills Funding Agency","Department for Education","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Education and Skills Funding Agency","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Education and Skills Funding Agency","Department for Education","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Education and Skills Funding Agency","Department for Education","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","FCDO Services","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Food Standards Agency","Food Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Food Standards Agency","Food Standards Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Food Standards Agency","Food Standards Agency","London","10","[c]","34890","33320"
"Leaver Dept.","2023","20-29","Food Standards Agency","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Food Standards Scotland","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Forestry and Land Scotland","Scottish Government","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Government Actuary's Department","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Government Commercial Organisation","Cabinet Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Government Commercial Organisation","Cabinet Office","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Government Internal Audit Agency","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Government Internal Audit Agency","HM Treasury","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Government Legal Department","Attorney General's Departments","London","30","[c]","30870","27960"
"Leaver Dept.","2023","20-29","Government Legal Department","Attorney General's Departments","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Government Property Agency","Cabinet Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Government Property Agency","Cabinet Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Courts and Tribunals Service","Ministry of Justice","East Midlands (England)","20","[c]","22750","21780"
"Leaver Dept.","2023","20-29","HM Courts and Tribunals Service","Ministry of Justice","East of England","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Courts and Tribunals Service","Ministry of Justice","London","75","[c]","28870","25480"
"Leaver Dept.","2023","20-29","HM Courts and Tribunals Service","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Courts and Tribunals Service","Ministry of Justice","North West (England)","30","[c]","23140","21780"
"Leaver Dept.","2023","20-29","HM Courts and Tribunals Service","Ministry of Justice","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Courts and Tribunals Service","Ministry of Justice","South East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Courts and Tribunals Service","Ministry of Justice","South West (England)","10","[c]","21460","21780"
"Leaver Dept.","2023","20-29","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Courts and Tribunals Service","Ministry of Justice","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Courts and Tribunals Service","Ministry of Justice","West Midlands (England)","20","[c]","23810","21780"
"Leaver Dept.","2023","20-29","HM Courts and Tribunals Service","Ministry of Justice","Yorkshire and The Humber","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Prison and Probation Service","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Prison and Probation Service","Ministry of Justice","East of England","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Prison and Probation Service","Ministry of Justice","London","60","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Prison and Probation Service","Ministry of Justice","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Prison and Probation Service","Ministry of Justice","North West (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Prison and Probation Service","Ministry of Justice","South East (England)","40","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Prison and Probation Service","Ministry of Justice","South West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Prison and Probation Service","Ministry of Justice","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Prison and Probation Service","Ministry of Justice","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Prison and Probation Service","Ministry of Justice","Yorkshire and The Humber","15","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","East Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","London","105","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","North East (England)","60","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","North West (England)","115","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Northern Ireland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Scotland","55","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","South East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","South West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Wales","25","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Midlands (England)","35","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Yorkshire and The Humber","45","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Treasury (excl. agencies)","HM Treasury","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","HM Treasury (excl. agencies)","HM Treasury","London","105","[c]","37160","33720"
"Leaver Dept.","2023","20-29","HM Treasury (excl. agencies)","HM Treasury","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Health and Safety Executive","Department for Work and Pensions","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Health and Safety Executive","Department for Work and Pensions","North West (England)","10","[c]","24270","22360"
"Leaver Dept.","2023","20-29","Health and Safety Executive","Department for Work and Pensions","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Health and Safety Executive","Department for Work and Pensions","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Home Office","Home Office","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Home Office","Home Office","East of England","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Home Office","Home Office","London","290","[c]","37670","36180"
"Leaver Dept.","2023","20-29","Home Office","Home Office","North East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Home Office","Home Office","North West (England)","65","[c]","27440","25930"
"Leaver Dept.","2023","20-29","Home Office","Home Office","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Home Office","Home Office","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Home Office","Home Office","Scotland","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Home Office","Home Office","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Home Office","Home Office","South West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Home Office","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Home Office","Home Office","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Home Office","Home Office","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Home Office","Home Office","Yorkshire and The Humber","35","[c]","27630","25880"
"Leaver Dept.","2023","20-29","Institute for Apprenticeships and Technical Education","Department for Education","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Institute for Apprenticeships and Technical Education","Department for Education","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Institute for Apprenticeships and Technical Education","Department for Education","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Wales","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal Aid Agency","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal Aid Agency","Ministry of Justice","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal Aid Agency","Ministry of Justice","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Legal Aid Agency","Ministry of Justice","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Maritime and Coastguard Agency","Department for Transport","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Maritime and Coastguard Agency","Department for Transport","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","East of England","15","[c]","31330","33300"
"Leaver Dept.","2023","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","London","60","[c]","40410","39300"
"Leaver Dept.","2023","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","North West (England)","15","[c]","25450","22220"
"Leaver Dept.","2023","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","South East (England)","20","[c]","32240","33990"
"Leaver Dept.","2023","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","South West (England)","20","[c]","33540","33990"
"Leaver Dept.","2023","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","West Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Defence (excl. agencies)","Ministry of Defence","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","London","115","[c]","37730","35410"
"Leaver Dept.","2023","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Ministry of Justice (excl. agencies)","Ministry of Justice","Yorkshire and The Humber","15","[c]","34090","31270"
"Leaver Dept.","2023","20-29","National Crime Agency","National Crime Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","National Crime Agency","National Crime Agency","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","National Crime Agency","National Crime Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","National Crime Agency","National Crime Agency","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","National Crime Agency","National Crime Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","National Crime Agency","National Crime Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","National Crime Agency","National Crime Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","National Crime Agency","National Crime Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","National Infrastructure Commission","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Northern Ireland Office","Northern Ireland Office","London","10","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Northern Ireland Office","Northern Ireland Office","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office for Budget Responsibility","HM Treasury","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","London","5","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","London","20","[c]","32520","33400"
"Leaver Dept.","2023","20-29","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Scotland","15","[c]","28230","24510"
"Leaver Dept.","2023","20-29","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Rail and Road","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Rail and Road","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of Rail and Road","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of the Public Guardian","Ministry of Justice","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","20-29","Office of the Public Guardian","Ministry of Justice","West Midlands (England)","15","[c]","23400","21780"
"Leaver Dept.","2023","20-29","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
