"Status","Year","Age","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","65+","Unknown","Welsh Government","10","10","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Department for Work and Pensions","15","10","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Declared non-disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Unknown","Foreign, Commonwealth and Development Office","15","15","[c]","[c]"
"In post","2023","Unknown","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Department for Transport","15","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","HM Revenue and Customs","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Ministry of Justice","15","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for Transport","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Department for Work and Pensions","5","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","HM Revenue and Customs","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Ministry of Defence","20","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Ministry of Justice","40","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2023","16-19","Unknown","The National Archives","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Attorney General's Departments","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Cabinet Office","35","[c]","28990","27500"
"Leaver CS","2023","20-29","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Department for Education","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Department for Levelling Up, Housing and Communities","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Department for Transport","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Department for Work and Pensions","180","[c]","25900","25610"
"Leaver CS","2023","20-29","Declared disabled","Department of Health and Social Care","45","[c]","28050","28200"
"Leaver CS","2023","20-29","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Foreign, Commonwealth and Development Office","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","HM Revenue and Customs","45","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","HM Treasury","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Home Office","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Ministry of Defence","40","[c]","31280","31920"
"Leaver CS","2023","20-29","Declared disabled","Ministry of Justice","195","[c]","24110","21780"
"Leaver CS","2023","20-29","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Scottish Government","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","UK Statistics Authority","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Attorney General's Departments","125","[c]","28860","26950"
"Leaver CS","2023","20-29","Declared non-disabled","Cabinet Office","135","[c]","34190","32000"
"Leaver CS","2023","20-29","Declared non-disabled","Chancellor's other departments","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Competition and Markets Authority","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Department for Business, Energy and Industrial Strategy","200","[c]","34230","33570"
"Leaver CS","2023","20-29","Declared non-disabled","Department for Digital, Culture, Media and Sport","75","[c]","39110","35620"
"Leaver CS","2023","20-29","Declared non-disabled","Department for Education","50","[c]","36930","35450"
"Leaver CS","2023","20-29","Declared non-disabled","Department for Environment, Food and Rural Affairs","190","[c]","25010","24370"
"Leaver CS","2023","20-29","Declared non-disabled","Department for International Trade","45","[c]","36700","31800"
"Leaver CS","2023","20-29","Declared non-disabled","Department for Levelling Up, Housing and Communities","90","[c]","33300","32990"
"Leaver CS","2023","20-29","Declared non-disabled","Department for Transport","210","[c]","27450","22500"
"Leaver CS","2023","20-29","Declared non-disabled","Department for Work and Pensions","1125","[c]","26830","27570"
"Leaver CS","2023","20-29","Declared non-disabled","Department of Health and Social Care","370","[c]","28920","26880"
"Leaver CS","2023","20-29","Declared non-disabled","Estyn","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Food Standards Agency","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Foreign, Commonwealth and Development Office","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","HM Land Registry","40","[c]","28950","28080"
"Leaver CS","2023","20-29","Declared non-disabled","HM Revenue and Customs","540","[c]","31830","29160"
"Leaver CS","2023","20-29","Declared non-disabled","HM Treasury","90","[c]","33490","32320"
"Leaver CS","2023","20-29","Declared non-disabled","Home Office","165","[c]","30520","26400"
"Leaver CS","2023","20-29","Declared non-disabled","Ministry of Defence","480","[c]","29230","28370"
"Leaver CS","2023","20-29","Declared non-disabled","Ministry of Justice","1610","[c]","26140","23640"
"Leaver CS","2023","20-29","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Office of Gas and Electricity Markets","70","[c]","31760","30170"
"Leaver CS","2023","20-29","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Scottish Government","130","[c]","27870","25010"
"Leaver CS","2023","20-29","Declared non-disabled","The National Archives","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","UK Export Finance","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","UK Statistics Authority","90","[c]","24310","19860"
"Leaver CS","2023","20-29","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Water Services Regulation Authority","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Declared non-disabled","Welsh Government","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Cabinet Office","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Department for Levelling Up, Housing and Communities","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Department for Transport","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Department for Work and Pensions","60","[c]","26360","27570"
"Leaver CS","2023","20-29","Undeclared","Department of Health and Social Care","35","[c]","26900","24390"
"Leaver CS","2023","20-29","Undeclared","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","HM Revenue and Customs","25","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","HM Treasury","40","[c]","34880","32320"
"Leaver CS","2023","20-29","Undeclared","Home Office","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Ministry of Defence","15","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Ministry of Justice","90","[c]","27490","25480"
"Leaver CS","2023","20-29","Undeclared","Office of Rail and Road","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Attorney General's Departments","50","[c]","27470","25040"
"Leaver CS","2023","20-29","Unknown","Cabinet Office","190","[c]","32990","30130"
"Leaver CS","2023","20-29","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Charity Commission","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Department for Business, Energy and Industrial Strategy","115","[c]","30530","27750"
"Leaver CS","2023","20-29","Unknown","Department for Digital, Culture, Media and Sport","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Department for Education","105","[c]","30620","30330"
"Leaver CS","2023","20-29","Unknown","Department for Environment, Food and Rural Affairs","50","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Department for International Trade","65","[c]","29290","26250"
"Leaver CS","2023","20-29","Unknown","Department for Levelling Up, Housing and Communities","35","[c]","26240","23320"
"Leaver CS","2023","20-29","Unknown","Department for Transport","130","[c]","25000","22500"
"Leaver CS","2023","20-29","Unknown","Department for Work and Pensions","220","[c]","26220","25610"
"Leaver CS","2023","20-29","Unknown","Department of Health and Social Care","305","[c]","35970","32790"
"Leaver CS","2023","20-29","Unknown","Food Standards Agency","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Foreign, Commonwealth and Development Office","60","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","HM Land Registry","60","[c]","28490","26760"
"Leaver CS","2023","20-29","Unknown","HM Revenue and Customs","415","[c]","27750","26020"
"Leaver CS","2023","20-29","Unknown","HM Treasury","20","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Home Office","465","[c]","27770","25880"
"Leaver CS","2023","20-29","Unknown","Ministry of Defence","460","[c]","27540","26580"
"Leaver CS","2023","20-29","Unknown","Ministry of Justice","1125","[c]","24570","21780"
"Leaver CS","2023","20-29","Unknown","National Crime Agency","70","[c]","34280","34500"
"Leaver CS","2023","20-29","Unknown","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Office for Standards in Education, Children's Services and Skills","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Office of Gas and Electricity Markets","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Office of the Secretary of State for Scotland","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Scottish Government","215","[c]","27120","25060"
"Leaver CS","2023","20-29","Unknown","The National Archives","10","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","UK Statistics Authority","95","[c]","27240","24840"
"Leaver CS","2023","20-29","Unknown","UK Supreme Court","5","[c]","[c]","[c]"
"Leaver CS","2023","20-29","Unknown","Welsh Government","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Attorney General's Departments","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Cabinet Office","30","[c]","53410","54700"
"Leaver CS","2023","30-39","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Department for Business, Energy and Industrial Strategy","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Department for Education","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Department for Environment, Food and Rural Affairs","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Department for Levelling Up, Housing and Communities","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Department for Transport","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Department for Work and Pensions","170","[c]","27700","27570"
"Leaver CS","2023","30-39","Declared disabled","Department of Health and Social Care","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","HM Land Registry","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","HM Revenue and Customs","40","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","HM Treasury","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Home Office","35","[c]","33850","26290"
"Leaver CS","2023","30-39","Declared disabled","Ministry of Defence","60","[c]","34510","33400"
"Leaver CS","2023","30-39","Declared disabled","Ministry of Justice","195","[c]","30660","25410"
"Leaver CS","2023","30-39","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Scottish Government","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","UK Statistics Authority","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Attorney General's Departments","115","[c]","46860","51270"
"Leaver CS","2023","30-39","Declared non-disabled","Cabinet Office","160","[c]","49010","54700"
"Leaver CS","2023","30-39","Declared non-disabled","Chancellor's other departments","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Charity Commission","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Competition and Markets Authority","50","[c]","52380","53530"
"Leaver CS","2023","30-39","Declared non-disabled","Department for Business, Energy and Industrial Strategy","210","[c]","44510","41740"
"Leaver CS","2023","30-39","Declared non-disabled","Department for Digital, Culture, Media and Sport","55","[c]","46340","51730"
"Leaver CS","2023","30-39","Declared non-disabled","Department for Education","65","[c]","46770","44470"
"Leaver CS","2023","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","160","[c]","28260","25920"
"Leaver CS","2023","30-39","Declared non-disabled","Department for International Trade","35","[c]","47950","51710"
"Leaver CS","2023","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","75","[c]","44500","40720"
"Leaver CS","2023","30-39","Declared non-disabled","Department for Transport","215","[c]","35220","27260"
"Leaver CS","2023","30-39","Declared non-disabled","Department for Work and Pensions","860","[c]","29340","28120"
"Leaver CS","2023","30-39","Declared non-disabled","Department of Health and Social Care","295","[c]","37600","36330"
"Leaver CS","2023","30-39","Declared non-disabled","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Food Standards Agency","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Foreign, Commonwealth and Development Office","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","HM Land Registry","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","HM Revenue and Customs","375","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","HM Treasury","65","[c]","50190","54090"
"Leaver CS","2023","30-39","Declared non-disabled","Home Office","240","[c]","34800","29890"
"Leaver CS","2023","30-39","Declared non-disabled","Ministry of Defence","495","[c]","35880","33990"
"Leaver CS","2023","30-39","Declared non-disabled","Ministry of Justice","1330","[c]","32530","25480"
"Leaver CS","2023","30-39","Declared non-disabled","National Crime Agency","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","35","[c]","43170","40640"
"Leaver CS","2023","30-39","Declared non-disabled","Office of Gas and Electricity Markets","80","[c]","45800","40540"
"Leaver CS","2023","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Scottish Government","130","[c]","37040","33520"
"Leaver CS","2023","30-39","Declared non-disabled","The National Archives","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","UK Export Finance","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","UK Statistics Authority","30","[c]","34640","31700"
"Leaver CS","2023","30-39","Declared non-disabled","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Water Services Regulation Authority","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Declared non-disabled","Welsh Government","20","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Department for Business, Energy and Industrial Strategy","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Department for Digital, Culture, Media and Sport","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Department for Environment, Food and Rural Affairs","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Department for Transport","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Department for Work and Pensions","75","[c]","28830","28120"
"Leaver CS","2023","30-39","Undeclared","Department of Health and Social Care","40","[c]","42100","39000"
"Leaver CS","2023","30-39","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","HM Revenue and Customs","25","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","HM Treasury","15","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Home Office","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Ministry of Defence","40","[c]","37820","38790"
"Leaver CS","2023","30-39","Undeclared","Ministry of Justice","115","[c]","30020","22750"
"Leaver CS","2023","30-39","Undeclared","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Office of Rail and Road","10","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","Scottish Government","5","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2023","30-39","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
