"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","EO","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","SEO/HEO","35","35","39280","41150"
"In post","2023","Department for Business, Energy and Industrial Strategy","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","International Trade","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","International Trade","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","EO","15","15","26850","26120"
"In post","2023","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","G6/G7","15","15","59420","57740"
"In post","2023","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","SEO/HEO","30","30","37810","36930"
"In post","2023","Department for Business, Energy and Industrial Strategy","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Legal","EO","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Legal","G6/G7","70","65","60570","59370"
"In post","2023","Department for Business, Energy and Industrial Strategy","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Legal","SEO/HEO","55","50","41550","42760"
"In post","2023","Department for Business, Energy and Industrial Strategy","Operational Delivery","AA/AO","1080","985","22490","22180"
"In post","2023","Department for Business, Energy and Industrial Strategy","Operational Delivery","EO","970","905","26380","25500"
"In post","2023","Department for Business, Energy and Industrial Strategy","Operational Delivery","G6/G7","400","390","57720","55350"
"In post","2023","Department for Business, Energy and Industrial Strategy","Operational Delivery","SCS level","45","45","95080","85210"
"In post","2023","Department for Business, Energy and Industrial Strategy","Operational Delivery","SEO/HEO","1615","1520","37140","35190"
"In post","2023","Department for Business, Energy and Industrial Strategy","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Operational Research","SEO/HEO","10","10","45030","45610"
"In post","2023","Department for Business, Energy and Industrial Strategy","Other","AA/AO","70","70","19360","19080"
"In post","2023","Department for Business, Energy and Industrial Strategy","Other","EO","40","35","25580","25630"
"In post","2023","Department for Business, Energy and Industrial Strategy","Other","G6/G7","100","95","51130","47960"
"In post","2023","Department for Business, Energy and Industrial Strategy","Other","SCS level","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Other","SEO/HEO","120","110","36930","37420"
"In post","2023","Department for Business, Energy and Industrial Strategy","Policy","AA/AO","30","30","25530","25900"
"In post","2023","Department for Business, Energy and Industrial Strategy","Policy","EO","215","210","28270","28650"
"In post","2023","Department for Business, Energy and Industrial Strategy","Policy","G6/G7","2480","2415","59090","55600"
"In post","2023","Department for Business, Energy and Industrial Strategy","Policy","SCS level","295","280","84700","77490"
"In post","2023","Department for Business, Energy and Industrial Strategy","Policy","SEO/HEO","2045","2015","38730","41060"
"In post","2023","Department for Business, Energy and Industrial Strategy","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Project Delivery","EO","15","15","26880","25610"
"In post","2023","Department for Business, Energy and Industrial Strategy","Project Delivery","G6/G7","205","200","53850","53310"
"In post","2023","Department for Business, Energy and Industrial Strategy","Project Delivery","SCS level","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Project Delivery","SEO/HEO","200","190","38460","37750"
"In post","2023","Department for Business, Energy and Industrial Strategy","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Property","EO","10","10","25980","25630"
"In post","2023","Department for Business, Energy and Industrial Strategy","Property","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Property","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Science and Engineering","EO","125","120","27980","26650"
"In post","2023","Department for Business, Energy and Industrial Strategy","Science and Engineering","G6/G7","425","390","56020","59370"
"In post","2023","Department for Business, Energy and Industrial Strategy","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Science and Engineering","SEO/HEO","600","565","39090","39650"
"In post","2023","Department for Business, Energy and Industrial Strategy","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Security","EO","10","10","27060","26650"
"In post","2023","Department for Business, Energy and Industrial Strategy","Security","G6/G7","20","20","60500","57860"
"In post","2023","Department for Business, Energy and Industrial Strategy","Security","SEO/HEO","35","35","41000","41930"
"In post","2023","Department for Business, Energy and Industrial Strategy","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Social Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Social Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Statistics","EO","5","5","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Statistics","G6/G7","25","20","61460","59370"
"In post","2023","Department for Business, Energy and Industrial Strategy","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Business, Energy and Industrial Strategy","Statistics","SEO/HEO","30","30","42080","41540"
"In post","2023","Department for Digital, Culture, Media and Sport","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Commercial","G6/G7","15","15","61580","55530"
"In post","2023","Department for Digital, Culture, Media and Sport","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Commercial","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Communications","G6/G7","25","25","63140","59030"
"In post","2023","Department for Digital, Culture, Media and Sport","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Communications","SEO/HEO","25","25","40410","38120"
"In post","2023","Department for Digital, Culture, Media and Sport","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Counter Fraud","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","G6/G7","20","20","58010","54500"
"In post","2023","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Economics","G6/G7","40","40","58670","57030"
"In post","2023","Department for Digital, Culture, Media and Sport","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Economics","SEO/HEO","25","25","39400","39330"
"In post","2023","Department for Digital, Culture, Media and Sport","Finance","EO","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Finance","G6/G7","50","45","60880","59070"
"In post","2023","Department for Digital, Culture, Media and Sport","Finance","SCS level","10","10","85180","82260"
"In post","2023","Department for Digital, Culture, Media and Sport","Finance","SEO/HEO","35","35","40530","39740"
"In post","2023","Department for Digital, Culture, Media and Sport","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Human Resources","EO","20","20","27900","27780"
"In post","2023","Department for Digital, Culture, Media and Sport","Human Resources","G6/G7","25","25","59760","58500"
"In post","2023","Department for Digital, Culture, Media and Sport","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Human Resources","SEO/HEO","25","25","37200","36600"
"In post","2023","Department for Digital, Culture, Media and Sport","International Trade","G6/G7","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","G6/G7","5","5","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Operational Research","G6/G7","10","10","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Operational Research","SEO/HEO","15","15","38090","39040"
"In post","2023","Department for Digital, Culture, Media and Sport","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Other","EO","45","45","27890","27780"
"In post","2023","Department for Digital, Culture, Media and Sport","Other","G6/G7","20","20","56000","54360"
"In post","2023","Department for Digital, Culture, Media and Sport","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Other","SEO/HEO","40","40","35020","35330"
"In post","2023","Department for Digital, Culture, Media and Sport","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Department for Digital, Culture, Media and Sport","Policy","EO","70","70","28030","27780"
"In post","2023","Department for Digital, Culture, Media and Sport","Policy","G6/G7","550","535","56720","53550"
"In post","2023","Department for Digital, Culture, Media and Sport","Policy","SCS level","75","70","86770","78340"
