"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Ministry of Defence","Finance","G6/G7","375","365","61300","59180"
"In post","2023","Ministry of Defence","Finance","SCS level","55","55","99650","92130"
"In post","2023","Ministry of Defence","Finance","SEO/HEO","1075","1035","40380","41000"
"In post","2023","Ministry of Defence","Finance","Unknown","60","55","54110","48900"
"In post","2023","Ministry of Defence","Geography","AA/AO","35","35","21700","21690"
"In post","2023","Ministry of Defence","Geography","EO","185","175","28360","27610"
"In post","2023","Ministry of Defence","Geography","G6/G7","10","10","57850","55470"
"In post","2023","Ministry of Defence","Geography","SEO/HEO","240","230","37050","34370"
"In post","2023","Ministry of Defence","Human Resources","AA/AO","600","555","22250","22220"
"In post","2023","Ministry of Defence","Human Resources","EO","1460","1420","28940","27500"
"In post","2023","Ministry of Defence","Human Resources","G6/G7","385","375","59690","57220"
"In post","2023","Ministry of Defence","Human Resources","SCS level","35","35","91180","85000"
"In post","2023","Ministry of Defence","Human Resources","SEO/HEO","1775","1735","39980","37540"
"In post","2023","Ministry of Defence","Human Resources","Unknown","60","55","37640","36240"
"In post","2023","Ministry of Defence","Intelligence Analysis","AA/AO","15","15","24860","25060"
"In post","2023","Ministry of Defence","Intelligence Analysis","EO","195","190","29450","30080"
"In post","2023","Ministry of Defence","Intelligence Analysis","G6/G7","80","80","61250","60360"
"In post","2023","Ministry of Defence","Intelligence Analysis","SCS level","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Intelligence Analysis","SEO/HEO","525","510","39930","38400"
"In post","2023","Ministry of Defence","Internal Audit","AA/AO","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Internal Audit","EO","20","20","28500","27470"
"In post","2023","Ministry of Defence","Internal Audit","G6/G7","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Internal Audit","SEO/HEO","75","70","39620","38210"
"In post","2023","Ministry of Defence","Knowledge and Information Management","AA/AO","240","230","23060","22220"
"In post","2023","Ministry of Defence","Knowledge and Information Management","EO","250","245","28180","27470"
"In post","2023","Ministry of Defence","Knowledge and Information Management","G6/G7","55","50","56970","58260"
"In post","2023","Ministry of Defence","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Knowledge and Information Management","SEO/HEO","280","275","37430","36300"
"In post","2023","Ministry of Defence","Knowledge and Information Management","Unknown","25","25","35010","31920"
"In post","2023","Ministry of Defence","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Legal","G6/G7","35","35","66780","70950"
"In post","2023","Ministry of Defence","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Medicine","AA/AO","305","275","24090","24680"
"In post","2023","Ministry of Defence","Medicine","EO","270","245","33610","32930"
"In post","2023","Ministry of Defence","Medicine","G6/G7","445","365","81720","85070"
"In post","2023","Ministry of Defence","Medicine","SCS level","35","25","106710","107500"
"In post","2023","Ministry of Defence","Medicine","SEO/HEO","560","500","41810","40590"
"In post","2023","Ministry of Defence","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Operational Delivery","AA/AO","5095","4760","22440","22220"
"In post","2023","Ministry of Defence","Operational Delivery","EO","1910","1845","28120","27470"
"In post","2023","Ministry of Defence","Operational Delivery","G6/G7","710","695","56690","55110"
"In post","2023","Ministry of Defence","Operational Delivery","SCS level","35","35","87080","83130"
"In post","2023","Ministry of Defence","Operational Delivery","SEO/HEO","3190","3105","36700","34300"
"In post","2023","Ministry of Defence","Operational Delivery","Unknown","395","375","37610","33740"
"In post","2023","Ministry of Defence","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Operational Research","EO","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Operational Research","G6/G7","145","140","52160","49260"
"In post","2023","Ministry of Defence","Operational Research","SEO/HEO","155","150","34710","35600"
"In post","2023","Ministry of Defence","Other","AA/AO","2310","2245","21240","21580"
"In post","2023","Ministry of Defence","Other","EO","400","385","27410","27470"
"In post","2023","Ministry of Defence","Other","G6/G7","565","550","57780","55690"
"In post","2023","Ministry of Defence","Other","SCS level","30","30","110920","104220"
"In post","2023","Ministry of Defence","Other","SEO/HEO","1150","1100","36880","34370"
"In post","2023","Ministry of Defence","Other","Unknown","1700","1700","41970","40060"
"In post","2023","Ministry of Defence","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Policy","AA/AO","105","100","24110","23490"
"In post","2023","Ministry of Defence","Policy","EO","155","155","29550","28550"
"In post","2023","Ministry of Defence","Policy","G6/G7","385","380","62430","61440"
"In post","2023","Ministry of Defence","Policy","SCS level","95","90","89270","79060"
"In post","2023","Ministry of Defence","Policy","SEO/HEO","660","655","42420","43470"
"In post","2023","Ministry of Defence","Policy","Unknown","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Project Delivery","AA/AO","125","125","22900","24750"
"In post","2023","Ministry of Defence","Project Delivery","EO","320","305","27000","27080"
"In post","2023","Ministry of Defence","Project Delivery","G6/G7","1520","1485","57530","56180"
"In post","2023","Ministry of Defence","Project Delivery","SCS level","115","110","88940","84500"
"In post","2023","Ministry of Defence","Project Delivery","SEO/HEO","3305","3195","38540","39780"
"In post","2023","Ministry of Defence","Project Delivery","Unknown","530","515","46070","42230"
"In post","2023","Ministry of Defence","Property","AA/AO","570","550","19700","18830"
"In post","2023","Ministry of Defence","Property","EO","285","280","27790","27470"
"In post","2023","Ministry of Defence","Property","G6/G7","205","205","57090","56180"
"In post","2023","Ministry of Defence","Property","SCS level","15","15","94190","80820"
"In post","2023","Ministry of Defence","Property","SEO/HEO","995","970","37990","34770"
"In post","2023","Ministry of Defence","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Psychology","G6/G7","20","20","52190","49260"
"In post","2023","Ministry of Defence","Psychology","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Ministry of Defence","Science and Engineering","AA/AO","790","780","22750","22860"
"In post","2023","Ministry of Defence","Science and Engineering","EO","680","665","27540","27080"
"In post","2023","Ministry of Defence","Science and Engineering","G6/G7","1915","1835","56360","55110"
"In post","2023","Ministry of Defence","Science and Engineering","SCS level","15","15","97470","87960"
"In post","2023","Ministry of Defence","Science and Engineering","SEO/HEO","3860","3775","38710","39890"
"In post","2023","Ministry of Defence","Science and Engineering","Unknown","815","805","44200","42770"
"In post","2023","Ministry of Defence","Security","AA/AO","4950","4835","29180","25350"
"In post","2023","Ministry of Defence","Security","EO","780","770","36310","31580"
"In post","2023","Ministry of Defence","Security","G6/G7","135","130","60620","57490"
"In post","2023","Ministry of Defence","Security","SCS level","10","10","98990","91080"
"In post","2023","Ministry of Defence","Security","SEO/HEO","640","635","43030","40300"
"In post","2023","Ministry of Defence","Security","Unknown","40","40","41000","39000"
"In post","2023","Ministry of Defence","Statistics","AA/AO","10","10","23920","23560"
"In post","2023","Ministry of Defence","Statistics","EO","50","50","29300","29140"
"In post","2023","Ministry of Defence","Statistics","G6/G7","55","55","61090","61180"
"In post","2023","Ministry of Defence","Statistics","SCS level","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Statistics","SEO/HEO","200","195","40450","40190"
"In post","2023","Ministry of Defence","Unknown","AA/AO","10","10","25720","25510"
"In post","2023","Ministry of Defence","Unknown","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Defence","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Defence","Unknown","SEO/HEO","15","15","41160","39030"
"In post","2023","Ministry of Justice","Commercial","AA/AO","45","45","24440","21780"
"In post","2023","Ministry of Justice","Commercial","EO","110","105","28740","28480"
"In post","2023","Ministry of Justice","Commercial","G6/G7","120","120","71610","70000"
"In post","2023","Ministry of Justice","Commercial","SCS level","5","5","[c]","[c]"
"In post","2023","Ministry of Justice","Commercial","SEO/HEO","425","420","43160","43650"
"In post","2023","Ministry of Justice","Commercial","Unknown","25","25","40730","42250"
"In post","2023","Ministry of Justice","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Communications","EO","15","15","28380","29660"
"In post","2023","Ministry of Justice","Communications","G6/G7","65","65","59930","58620"
"In post","2023","Ministry of Justice","Communications","SCS level","5","5","[c]","[c]"
"In post","2023","Ministry of Justice","Communications","SEO/HEO","175","170","40080","40850"
"In post","2023","Ministry of Justice","Communications","Unknown","15","15","33640","33340"
"In post","2023","Ministry of Justice","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Digital, Data and Technology","AA/AO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice","Digital, Data and Technology","EO","95","95","27150","25830"
"In post","2023","Ministry of Justice","Digital, Data and Technology","G6/G7","645","640","59650","58130"
"In post","2023","Ministry of Justice","Digital, Data and Technology","SCS level","20","20","98840","94440"
"In post","2023","Ministry of Justice","Digital, Data and Technology","SEO/HEO","690","685","38180","37680"
"In post","2023","Ministry of Justice","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2023","Ministry of Justice","Economics","EO","5","5","[c]","[c]"
"In post","2023","Ministry of Justice","Economics","G6/G7","25","25","62330","61530"
"In post","2023","Ministry of Justice","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Economics","SEO/HEO","40","40","38700","35410"
"In post","2023","Ministry of Justice","Finance","AA/AO","20","20","23360","21780"
"In post","2023","Ministry of Justice","Finance","EO","105","100","27670","27170"
"In post","2023","Ministry of Justice","Finance","G6/G7","190","185","60700","60150"
"In post","2023","Ministry of Justice","Finance","SCS level","20","20","92720","86110"
"In post","2023","Ministry of Justice","Finance","SEO/HEO","365","355","39120","39000"
"In post","2023","Ministry of Justice","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Human Resources","AA/AO","35","30","22790","21780"
"In post","2023","Ministry of Justice","Human Resources","EO","135","130","27880","27170"
"In post","2023","Ministry of Justice","Human Resources","G6/G7","260","255","60980","59290"
"In post","2023","Ministry of Justice","Human Resources","SCS level","25","25","89020","82400"
"In post","2023","Ministry of Justice","Human Resources","SEO/HEO","865","840","37680","36940"
"In post","2023","Ministry of Justice","Human Resources","Unknown","30","30","38930","38290"
"In post","2023","Ministry of Justice","Intelligence Analysis","AA/AO","10","10","24700","24700"
"In post","2023","Ministry of Justice","Intelligence Analysis","EO","340","325","30430","28480"
"In post","2023","Ministry of Justice","Intelligence Analysis","G6/G7","10","10","68030","68140"
"In post","2023","Ministry of Justice","Intelligence Analysis","SEO/HEO","70","70","37860","35060"
"In post","2023","Ministry of Justice","Internal Audit","AA/AO","10","10","[c]","[c]"
"In post","2023","Ministry of Justice","Internal Audit","G6/G7","10","10","[c]","[c]"
"In post","2023","Ministry of Justice","Internal Audit","SEO/HEO","40","40","49440","52780"
"In post","2023","Ministry of Justice","Knowledge and Information Management","AA/AO","55","50","22010","21780"
"In post","2023","Ministry of Justice","Knowledge and Information Management","EO","35","35","27590","25990"
"In post","2023","Ministry of Justice","Knowledge and Information Management","G6/G7","10","10","58290","55900"
"In post","2023","Ministry of Justice","Knowledge and Information Management","SEO/HEO","40","40","37210","35410"
"In post","2023","Ministry of Justice","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Legal","EO","65","65","26480","25830"
"In post","2023","Ministry of Justice","Legal","G6/G7","285","270","60920","59860"
"In post","2023","Ministry of Justice","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Legal","SEO/HEO","895","800","41410","42680"
"In post","2023","Ministry of Justice","Legal","Unknown","5","5","[c]","[c]"
"In post","2023","Ministry of Justice","Operational Delivery","AA/AO","39710","36765","27170","25480"
"In post","2023","Ministry of Justice","Operational Delivery","EO","9905","9420","31300","29660"
"In post","2023","Ministry of Justice","Operational Delivery","G6/G7","1205","1175","66870","63190"
"In post","2023","Ministry of Justice","Operational Delivery","SCS level","175","170","93650","92380"
"In post","2023","Ministry of Justice","Operational Delivery","SEO/HEO","8535","8175","40470","39260"
"In post","2023","Ministry of Justice","Operational Delivery","Unknown","21470","19965","30450","29050"
"In post","2023","Ministry of Justice","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Operational Research","G6/G7","55","50","62120","61530"
"In post","2023","Ministry of Justice","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Operational Research","SEO/HEO","55","50","40180","41510"
"In post","2023","Ministry of Justice","Other","EO","30","30","29190","29660"
"In post","2023","Ministry of Justice","Other","G6/G7","25","25","59550","56880"
"In post","2023","Ministry of Justice","Other","SEO/HEO","115","115","36870","35590"
"In post","2023","Ministry of Justice","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Policy","AA/AO","55","50","22090","21780"
"In post","2023","Ministry of Justice","Policy","EO","105","105","29860","29660"
"In post","2023","Ministry of Justice","Policy","G6/G7","385","370","60790","58630"
"In post","2023","Ministry of Justice","Policy","SCS level","50","50","84140","77910"
"In post","2023","Ministry of Justice","Policy","SEO/HEO","655","645","40730","43650"
"In post","2023","Ministry of Justice","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Project Delivery","EO","40","40","27620","26280"
"In post","2023","Ministry of Justice","Project Delivery","G6/G7","135","135","58230","56080"
"In post","2023","Ministry of Justice","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Project Delivery","SEO/HEO","230","225","37730","37680"
"In post","2023","Ministry of Justice","Property","AA/AO","30","30","22450","21780"
"In post","2023","Ministry of Justice","Property","EO","20","20","27640","25880"
"In post","2023","Ministry of Justice","Property","G6/G7","160","155","58420","57210"
"In post","2023","Ministry of Justice","Property","SCS level","10","10","93840","98630"
"In post","2023","Ministry of Justice","Property","SEO/HEO","255","250","38310","37680"
"In post","2023","Ministry of Justice","Psychology","AA/AO","75","65","24980","24910"
"In post","2023","Ministry of Justice","Psychology","EO","420","410","28680","28480"
"In post","2023","Ministry of Justice","Psychology","G6/G7","95","95","70690","68140"
"In post","2023","Ministry of Justice","Psychology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Psychology","SEO/HEO","835","795","39240","33650"
"In post","2023","Ministry of Justice","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Security","EO","15","15","28560","29660"
"In post","2023","Ministry of Justice","Security","G6/G7","30","30","59570","56080"
"In post","2023","Ministry of Justice","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Security","SEO/HEO","60","60","38710","37850"
"In post","2023","Ministry of Justice","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Social Research","G6/G7","50","50","60000","60570"
"In post","2023","Ministry of Justice","Social Research","SCS level","5","5","[c]","[c]"
"In post","2023","Ministry of Justice","Social Research","SEO/HEO","55","55","40150","42000"
"In post","2023","Ministry of Justice","Statistics","EO","10","10","29930","29930"
"In post","2023","Ministry of Justice","Statistics","G6/G7","60","55","60910","61530"
"In post","2023","Ministry of Justice","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Ministry of Justice","Statistics","SEO/HEO","85","85","39890","42120"
"In post","2023","Ministry of Justice","Unknown","AA/AO","10","10","23970","23340"
"In post","2023","Ministry of Justice","Unknown","EO","35","30","28130","29660"
"In post","2023","Ministry of Justice","Unknown","G6/G7","25","25","60260","58270"
"In post","2023","Ministry of Justice","Unknown","SCS level","5","5","[c]","[c]"
"In post","2023","Ministry of Justice","Unknown","SEO/HEO","55","55","36780","35410"
"In post","2023","Ministry of Justice","Unknown","Unknown","10","5","[c]","[c]"
"In post","2023","National Crime Agency","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Commercial","G6/G7","10","10","[c]","[c]"
"In post","2023","National Crime Agency","Commercial","SEO/HEO","15","15","45040","44140"
"In post","2023","National Crime Agency","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Communications","G6/G7","5","5","[c]","[c]"
"In post","2023","National Crime Agency","Communications","SEO/HEO","25","25","46240","47380"
"In post","2023","National Crime Agency","Digital, Data and Technology","AA/AO","15","15","25220","24780"
"In post","2023","National Crime Agency","Digital, Data and Technology","EO","70","65","32700","31160"
"In post","2023","National Crime Agency","Digital, Data and Technology","G6/G7","40","40","65450","62580"
"In post","2023","National Crime Agency","Digital, Data and Technology","SCS level","5","5","[c]","[c]"
"In post","2023","National Crime Agency","Digital, Data and Technology","SEO/HEO","130","125","44930","45290"
"In post","2023","National Crime Agency","Finance","AA/AO","15","15","25530","22950"
"In post","2023","National Crime Agency","Finance","EO","10","10","31110","30740"
"In post","2023","National Crime Agency","Finance","G6/G7","10","10","[c]","[c]"
"In post","2023","National Crime Agency","Finance","SEO/HEO","25","25","44130","41300"
"In post","2023","National Crime Agency","Human Resources","AA/AO","20","15","24290","22950"
"In post","2023","National Crime Agency","Human Resources","EO","35","35","33020","30740"
"In post","2023","National Crime Agency","Human Resources","G6/G7","25","25","63300","61240"
"In post","2023","National Crime Agency","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Human Resources","SEO/HEO","110","100","43290","42240"
"In post","2023","National Crime Agency","Legal","EO","15","15","34490","34340"
"In post","2023","National Crime Agency","Legal","G6/G7","35","30","66000","63040"
"In post","2023","National Crime Agency","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Operational Delivery","AA/AO","155","145","26400","26550"
"In post","2023","National Crime Agency","Operational Delivery","EO","2210","2145","36470","36040"
"In post","2023","National Crime Agency","Operational Delivery","G6/G7","265","265","67550","67840"
"In post","2023","National Crime Agency","Operational Delivery","SCS level","25","25","109930","98320"
"In post","2023","National Crime Agency","Operational Delivery","SEO/HEO","2035","1995","45710","45610"
"In post","2023","National Crime Agency","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Project Delivery","EO","20","20","31690","30740"
"In post","2023","National Crime Agency","Project Delivery","G6/G7","15","15","63830","59440"
"In post","2023","National Crime Agency","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Project Delivery","SEO/HEO","70","65","45030","47380"
"In post","2023","National Crime Agency","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Property","EO","5","5","[c]","[c]"
"In post","2023","National Crime Agency","Property","G6/G7","10","10","62320","60690"
"In post","2023","National Crime Agency","Property","SEO/HEO","25","25","44990","42240"
"In post","2023","National Crime Agency","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Security","EO","40","35","34430","34340"
"In post","2023","National Crime Agency","Security","G6/G7","10","10","[c]","[c]"
"In post","2023","National Crime Agency","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","National Crime Agency","Security","SEO/HEO","50","50","45410","44090"
"In post","2023","Northern Ireland Office","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Communications","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Economics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Economics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Finance","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Operational Delivery","AA/AO","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Operational Delivery","G6/G7","15","15","56390","56080"
"In post","2023","Northern Ireland Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Operational Delivery","SEO/HEO","25","25","38550","37680"
"In post","2023","Northern Ireland Office","Other","EO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Other","G6/G7","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Other","SCS level","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Other","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","G6/G7","15","15","56310","56080"
"In post","2023","Northern Ireland Office","Policy","SCS level","5","5","[c]","[c]"
"In post","2023","Northern Ireland Office","Policy","SEO/HEO","30","30","38790","37680"
"In post","2023","Northern Ireland Office","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Northern Ireland Office","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","EO","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","G6/G7","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Communications","SEO/HEO","25","25","39760","40650"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","EO","20","15","27580","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","G6/G7","30","30","66010","64200"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","SEO/HEO","70","70","38800","41050"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","EO","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","G6/G7","10","10","67480","63080"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Finance","SEO/HEO","15","15","36930","33130"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","AA/AO","10","10","22420","22490"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","EO","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","G6/G7","15","15","65850","61480"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Human Resources","SEO/HEO","35","35","36580","33130"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","G6/G7","555","550","77370","77470"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","SCS level","10","10","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Inspector of Education and Training","SEO/HEO","425","415","51770","52750"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Legal","G6/G7","15","15","67390","64680"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","AA/AO","85","75","22210","22260"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","EO","35","35","27060","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","G6/G7","10","10","67210","61480"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Operational Delivery","SEO/HEO","70","70","37110","40640"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","AA/AO","100","90","22550","22490"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","EO","105","95","27590","27140"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","G6/G7","20","20","64970","61480"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Other","SEO/HEO","55","55","36660","35850"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","EO","15","15","29110","29590"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","G6/G7","20","20","68880","64680"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","SCS level","10","10","101980","95330"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Policy","SEO/HEO","45","45","38460","36330"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","EO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","EO","5","5","[c]","[c]"
"In post","2023","Office for Standards in Education, Children's Services and Skills","Social Research","G6/G7","10","10","64540","61480"
