"Status","Year","Disability","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Cabinet Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Cabinet Office","Outside London","Female","1400","1335","45040","38460"
"In post","2023","Declared non-disabled","Cabinet Office","Outside London","Male","1145","1130","50610","50690"
"In post","2023","Declared non-disabled","Cabinet Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Cabinet Office","Unknown","Female","50","50","46200","39760"
"In post","2023","Declared non-disabled","Cabinet Office","Unknown","Male","35","35","42940","37250"
"In post","2023","Declared non-disabled","Cabinet Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Chancellor's other departments","London","Female","120","115","57370","49710"
"In post","2023","Declared non-disabled","Chancellor's other departments","London","Male","160","155","69520","59200"
"In post","2023","Declared non-disabled","Chancellor's other departments","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Chancellor's other departments","Outside London","Female","30","30","[c]","[c]"
"In post","2023","Declared non-disabled","Chancellor's other departments","Outside London","Male","40","40","49680","45730"
"In post","2023","Declared non-disabled","Chancellor's other departments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Charity Commission","London","Female","25","25","[c]","[c]"
"In post","2023","Declared non-disabled","Charity Commission","London","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","Charity Commission","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Charity Commission","Outside London","Female","120","115","35000","30170"
"In post","2023","Declared non-disabled","Charity Commission","Outside London","Male","85","85","36190","30170"
"In post","2023","Declared non-disabled","Charity Commission","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Competition and Markets Authority","London","Female","325","310","60250","57540"
"In post","2023","Declared non-disabled","Competition and Markets Authority","London","Male","335","330","64170","60130"
"In post","2023","Declared non-disabled","Competition and Markets Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Competition and Markets Authority","Outside London","Female","50","50","56100","55130"
"In post","2023","Declared non-disabled","Competition and Markets Authority","Outside London","Male","50","50","56430","55130"
"In post","2023","Declared non-disabled","Competition and Markets Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","London","Female","1945","1870","51110","54710"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","London","Male","1965","1940","53280","55120"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Outside London","Female","2960","2745","36710","33430"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Outside London","Male","3015","2925","41400","39670"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Overseas","Female","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Overseas","Male","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","London","Female","680","655","49760","52760"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","London","Male","550","545","52390","53030"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","Outside London","Female","100","95","40740","35620"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","Outside London","Male","110","110","45240","39620"
"In post","2023","Declared non-disabled","Department for Digital, Culture, Media and Sport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Education","London","Female","945","885","53110","55020"
"In post","2023","Declared non-disabled","Department for Education","London","Male","565","555","55060","55380"
"In post","2023","Declared non-disabled","Department for Education","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Education","Outside London","Female","2195","2065","43890","38210"
"In post","2023","Declared non-disabled","Department for Education","Outside London","Male","1540","1520","46570","45380"
"In post","2023","Declared non-disabled","Department for Education","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","London","Female","995","955","45700","40260"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","London","Male","875","865","46950","41090"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Outside London","Female","4040","3755","34110","30320"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Outside London","Male","2935","2880","36500","32160"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for International Trade","London","Female","700","685","48820","43450"
"In post","2023","Declared non-disabled","Department for International Trade","London","Male","735","730","50280","46180"
"In post","2023","Declared non-disabled","Department for International Trade","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for International Trade","Outside London","Female","165","155","42340","39700"
"In post","2023","Declared non-disabled","Department for International Trade","Outside London","Male","185","185","45630","42480"
"In post","2023","Declared non-disabled","Department for International Trade","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for International Trade","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for International Trade","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","London","Female","780","750","51940","54630"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","London","Male","775","765","51760","54630"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Outside London","Female","765","710","42730","38430"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Outside London","Male","710","680","47020","48660"
"In post","2023","Declared non-disabled","Department for Levelling Up, Housing and Communities","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport","London","Female","940","900","51890","54760"
"In post","2023","Declared non-disabled","Department for Transport","London","Male","1285","1260","51820","51100"
"In post","2023","Declared non-disabled","Department for Transport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport","Outside London","Female","4150","3605","28520","26780"
"In post","2023","Declared non-disabled","Department for Transport","Outside London","Male","4660","4485","33130","27810"
"In post","2023","Declared non-disabled","Department for Transport","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport","Overseas","Male","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Transport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Work and Pensions","London","Female","4195","3760","35390","32520"
"In post","2023","Declared non-disabled","Department for Work and Pensions","London","Male","2465","2400","37980","32520"
"In post","2023","Declared non-disabled","Department for Work and Pensions","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Outside London","Female","36205","30985","28510","28120"
"In post","2023","Declared non-disabled","Department for Work and Pensions","Outside London","Male","20515","19680","30880","28120"
