"Status","Year","Disability","Parent_department","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Scotland","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Scotland","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Scotland","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Scotland","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Wales","London","Female","10","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Wales","London","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Wales","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Wales","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Wales","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","Office of the Secretary of State for Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","Outside London","Female","7350","6900","41080","34730"
"In post","2023","Declared non-disabled","Scottish Government","Outside London","Male","5275","5170","42610","38210"
"In post","2023","Declared non-disabled","Scottish Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","Overseas","Male","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Scottish Government","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","The National Archives","London","Female","200","190","38110","35470"
"In post","2023","Declared non-disabled","The National Archives","London","Male","150","145","39500","36000"
"In post","2023","Declared non-disabled","The National Archives","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","The National Archives","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","The National Archives","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","The National Archives","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","London","Female","190","185","50450","43720"
"In post","2023","Declared non-disabled","UK Export Finance","London","Male","235","235","58620","54000"
"In post","2023","Declared non-disabled","UK Export Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Declared non-disabled","UK Export Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","London","Female","80","80","49690","42190"
"In post","2023","Declared non-disabled","UK Statistics Authority","London","Male","60","60","50710","42390"
"In post","2023","Declared non-disabled","UK Statistics Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Statistics Authority","Outside London","Female","1710","1500","35310","31560"
"In post","2023","Declared non-disabled","UK Statistics Authority","Outside London","Male","1245","1140","36920","32550"
"In post","2023","Declared non-disabled","UK Statistics Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","UK Supreme Court","London","Female","30","25","[c]","[c]"
"In post","2023","Declared non-disabled","UK Supreme Court","London","Male","20","20","[c]","[c]"
"In post","2023","Declared non-disabled","UK Supreme Court","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","London","Female","30","30","66850","63230"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","London","Male","30","30","63440","64410"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","Outside London","Female","80","75","52340","44160"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","Outside London","Male","75","75","54340","52660"
"In post","2023","Declared non-disabled","Water Services Regulation Authority","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Welsh Government","London","Female","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Welsh Government","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Welsh Government","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Welsh Government","Outside London","Female","3065","2845","42870","39690"
"In post","2023","Declared non-disabled","Welsh Government","Outside London","Male","1990","1935","46000","39690"
"In post","2023","Declared non-disabled","Welsh Government","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Welsh Government","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Declared non-disabled","Welsh Government","Overseas","Male","5","5","[c]","[c]"
"In post","2023","Declared non-disabled","Welsh Government","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Attorney General's Departments","London","Female","100","95","53130","54270"
"In post","2023","Undeclared","Attorney General's Departments","London","Male","50","50","58970","67650"
"In post","2023","Undeclared","Attorney General's Departments","Outside London","Female","30","30","34310","26900"
"In post","2023","Undeclared","Attorney General's Departments","Outside London","Male","15","15","[c]","[c]"
"In post","2023","Undeclared","Attorney General's Departments","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Attorney General's Departments","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Cabinet Office","London","Female","95","95","54360","56430"
"In post","2023","Undeclared","Cabinet Office","London","Male","105","105","56270","56430"
"In post","2023","Undeclared","Cabinet Office","Outside London","Female","95","90","43220","38050"
"In post","2023","Undeclared","Cabinet Office","Outside London","Male","100","95","45390","38460"
"In post","2023","Undeclared","Cabinet Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Cabinet Office","Unknown","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Chancellor's other departments","London","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Chancellor's other departments","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Chancellor's other departments","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Charity Commission","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Charity Commission","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Charity Commission","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Charity Commission","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Competition and Markets Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Competition and Markets Authority","London","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Competition and Markets Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Competition and Markets Authority","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy","London","Female","115","115","49980","54710"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy","London","Male","160","155","53120","54080"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","Female","100","90","36960","35190"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy","Outside London","Male","95","95","37310","35560"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Business, Energy and Industrial Strategy","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Digital, Culture, Media and Sport","London","Female","35","35","49750","53030"
"In post","2023","Undeclared","Department for Digital, Culture, Media and Sport","London","Male","40","40","46200","40410"
"In post","2023","Undeclared","Department for Digital, Culture, Media and Sport","Outside London","Female","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Digital, Culture, Media and Sport","Outside London","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Education","London","Female","65","60","51970","55020"
"In post","2023","Undeclared","Department for Education","London","Male","45","45","53770","55580"
"In post","2023","Undeclared","Department for Education","Outside London","Female","140","130","40660","37590"
"In post","2023","Undeclared","Department for Education","Outside London","Male","140","135","43550","38500"
"In post","2023","Undeclared","Department for Environment, Food and Rural Affairs","London","Female","50","45","47510","40710"
"In post","2023","Undeclared","Department for Environment, Food and Rural Affairs","London","Male","45","45","44130","40260"
"In post","2023","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","Female","300","280","32950","30320"
"In post","2023","Undeclared","Department for Environment, Food and Rural Affairs","Outside London","Male","270","260","34490","30320"
"In post","2023","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for International Trade","London","Female","25","25","[c]","[c]"
"In post","2023","Undeclared","Department for International Trade","London","Male","40","40","53300","55500"
"In post","2023","Undeclared","Department for International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for International Trade","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Department for International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for International Trade","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","London","Female","60","60","49490","54630"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","London","Male","55","55","49510","47320"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Outside London","Female","50","45","44320","42450"
"In post","2023","Undeclared","Department for Levelling Up, Housing and Communities","Outside London","Male","55","50","45270","38780"
"In post","2023","Undeclared","Department for Transport","London","Female","85","85","47260","43750"
"In post","2023","Undeclared","Department for Transport","London","Male","150","150","49900","45590"
"In post","2023","Undeclared","Department for Transport","Outside London","Female","335","295","28410","22500"
"In post","2023","Undeclared","Department for Transport","Outside London","Male","505","490","32910","27490"
"In post","2023","Undeclared","Department for Transport","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Transport","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","London","Female","235","215","35070","32520"
"In post","2023","Undeclared","Department for Work and Pensions","London","Male","155","150","36880","32520"
"In post","2023","Undeclared","Department for Work and Pensions","Outside London","Female","1980","1735","28100","28120"
"In post","2023","Undeclared","Department for Work and Pensions","Outside London","Male","1530","1475","30840","28120"
"In post","2023","Undeclared","Department for Work and Pensions","Unknown","Female","10","10","[c]","[c]"
"In post","2023","Undeclared","Department for Work and Pensions","Unknown","Male","10","10","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","London","Female","445","420","51720","44110"
"In post","2023","Undeclared","Department of Health and Social Care","London","Male","280","275","57310","53920"
"In post","2023","Undeclared","Department of Health and Social Care","Outside London","Female","605","555","44720","40570"
"In post","2023","Undeclared","Department of Health and Social Care","Outside London","Male","350","340","54590","50770"
"In post","2023","Undeclared","Department of Health and Social Care","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Estyn","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Estyn","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Food Standards Agency","London","Female","20","20","[c]","[c]"
"In post","2023","Undeclared","Food Standards Agency","London","Male","25","25","[c]","[c]"
"In post","2023","Undeclared","Food Standards Agency","Outside London","Female","115","110","38400","38100"
"In post","2023","Undeclared","Food Standards Agency","Outside London","Male","120","120","37450","33640"
"In post","2023","Undeclared","Food Standards Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Food Standards Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office","London","Female","60","60","47110","40280"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office","London","Male","80","80","58010","55170"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office","Overseas","Female","30","30","[c]","[c]"
"In post","2023","Undeclared","Foreign, Commonwealth and Development Office","Overseas","Male","60","60","53790","54520"
"In post","2023","Undeclared","HM Land Registry","London","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","HM Land Registry","London","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","HM Land Registry","Outside London","Female","145","125","33220","28080"
"In post","2023","Undeclared","HM Land Registry","Outside London","Male","125","115","35610","34850"
"In post","2023","Undeclared","HM Revenue and Customs","London","Female","255","235","44930","39790"
"In post","2023","Undeclared","HM Revenue and Customs","London","Male","330","320","49960","45560"
"In post","2023","Undeclared","HM Revenue and Customs","Outside London","Female","1240","1085","33580","29730"
"In post","2023","Undeclared","HM Revenue and Customs","Outside London","Male","1630","1560","36200","34700"
"In post","2023","Undeclared","HM Treasury","London","Female","130","130","45990","53550"
"In post","2023","Undeclared","HM Treasury","London","Male","160","160","49390","53820"
"In post","2023","Undeclared","HM Treasury","Outside London","Female","30","30","39760","32320"
"In post","2023","Undeclared","HM Treasury","Outside London","Male","25","25","[c]","[c]"
"In post","2023","Undeclared","HM Treasury","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","HM Treasury","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Home Office","London","Female","285","260","39970","36180"
"In post","2023","Undeclared","Home Office","London","Male","305","290","42910","37070"
"In post","2023","Undeclared","Home Office","Outside London","Female","400","350","29960","27380"
"In post","2023","Undeclared","Home Office","Outside London","Male","560","530","31510","27650"
"In post","2023","Undeclared","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Home Office","Overseas","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Home Office","Unknown","Male","10","5","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence","London","Female","95","95","43110","38880"
"In post","2023","Undeclared","Ministry of Defence","London","Male","170","170","44680","45750"
"In post","2023","Undeclared","Ministry of Defence","Outside London","Female","1135","1075","34070","32500"
"In post","2023","Undeclared","Ministry of Defence","Outside London","Male","2050","1990","36210","34300"
"In post","2023","Undeclared","Ministry of Defence","Overseas","Female","15","15","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence","Overseas","Male","25","25","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Ministry of Justice","London","Female","670","625","37480","34450"
"In post","2023","Undeclared","Ministry of Justice","London","Male","625","605","39900","36920"
"In post","2023","Undeclared","Ministry of Justice","Outside London","Female","2950","2640","30620","28480"
"In post","2023","Undeclared","Ministry of Justice","Outside London","Male","3675","3375","33360","32920"
"In post","2023","Undeclared","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Crime Agency","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Crime Agency","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Crime Agency","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Crime Agency","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Crime Agency","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Crime Agency","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Crime Agency","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","National Crime Agency","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Northern Ireland Office","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office for Standards in Education, Children's Services and Skills","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office for Standards in Education, Children's Services and Skills","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office for Standards in Education, Children's Services and Skills","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office for Standards in Education, Children's Services and Skills","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Gas and Electricity Markets","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Gas and Electricity Markets","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Gas and Electricity Markets","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Gas and Electricity Markets","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Undeclared","Office of Qualifications and Examinations Regulation","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Office of Rail and Road","London","Female","70","65","54110","57260"
"In post","2023","Undeclared","Office of Rail and Road","London","Male","80","75","61680","59860"
"In post","2023","Undeclared","Office of Rail and Road","Outside London","Female","45","40","51180","52890"
"In post","2023","Undeclared","Office of Rail and Road","Outside London","Male","75","75","56240","58610"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Scotland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Wales","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Wales","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Wales","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Office of the Secretary of State for Wales","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Government","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Government","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Government","Outside London","Female","240","225","39870","35020"
"In post","2023","Undeclared","Scottish Government","Outside London","Male","160","155","43540","39590"
"In post","2023","Undeclared","Scottish Government","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Scottish Government","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The National Archives","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The National Archives","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The National Archives","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","The National Archives","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","London","Female","15","15","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","London","Male","20","20","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Export Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","London","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","UK Statistics Authority","Outside London","Female","75","65","31320","28420"
"In post","2023","Undeclared","UK Statistics Authority","Outside London","Male","60","50","34220","31060"
"In post","2023","Undeclared","UK Supreme Court","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","UK Supreme Court","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","London","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Water Services Regulation Authority","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Undeclared","Welsh Government","London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Welsh Government","London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Welsh Government","Outside London","Female","90","80","43500","40700"
"In post","2023","Undeclared","Welsh Government","Outside London","Male","95","90","46090","43660"
"In post","2023","Undeclared","Welsh Government","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Undeclared","Welsh Government","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Attorney General's Departments","London","Female","540","505","50020","52790"
"In post","2023","Unknown","Attorney General's Departments","London","Male","275","270","51270","54100"
"In post","2023","Unknown","Attorney General's Departments","Outside London","Female","835","785","38890","33810"
"In post","2023","Unknown","Attorney General's Departments","Outside London","Male","355","355","43550","49050"
"In post","2023","Unknown","Attorney General's Departments","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Attorney General's Departments","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Cabinet Office","London","Female","915","905","41500","32960"
"In post","2023","Unknown","Cabinet Office","London","Male","750","750","45760","32960"
"In post","2023","Unknown","Cabinet Office","Outside London","Female","550","530","38460","32640"
"In post","2023","Unknown","Cabinet Office","Outside London","Male","535","525","40770","32960"
"In post","2023","Unknown","Cabinet Office","Unknown","Female","25","25","[c]","[c]"
"In post","2023","Unknown","Cabinet Office","Unknown","Male","40","40","34590","24610"
"In post","2023","Unknown","Chancellor's other departments","London","Female","15","10","[c]","[c]"
"In post","2023","Unknown","Chancellor's other departments","London","Male","25","25","[c]","[c]"
"In post","2023","Unknown","Chancellor's other departments","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Chancellor's other departments","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Charity Commission","London","Female","20","20","[c]","[c]"
"In post","2023","Unknown","Charity Commission","London","Male","10","10","[c]","[c]"
"In post","2023","Unknown","Charity Commission","Outside London","Female","110","100","32290","30170"
"In post","2023","Unknown","Charity Commission","Outside London","Male","75","70","31500","30170"
"In post","2023","Unknown","Competition and Markets Authority","London","Female","40","35","68240","62910"
"In post","2023","Unknown","Competition and Markets Authority","London","Male","35","35","79390","82380"
"In post","2023","Unknown","Competition and Markets Authority","Outside London","Female","5","5","[c]","[c]"
"In post","2023","Unknown","Competition and Markets Authority","Outside London","Male","5","5","[c]","[c]"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","London","Female","495","485","46200","41360"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","London","Male","490","485","49480","45240"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","Female","770","710","32650","30630"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","Outside London","Male","825","810","35800","32110"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Business, Energy and Industrial Strategy","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","London","Female","110","105","47520","44600"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","London","Male","75","75","46610","42020"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","Outside London","Female","15","15","[c]","[c]"
"In post","2023","Unknown","Department for Digital, Culture, Media and Sport","Outside London","Male","20","20","[c]","[c]"
"In post","2023","Unknown","Department for Education","London","Female","365","355","47030","41680"
"In post","2023","Unknown","Department for Education","London","Male","195","195","49380","46600"
"In post","2023","Unknown","Department for Education","Outside London","Female","870","845","36910","33950"
"In post","2023","Unknown","Department for Education","Outside London","Male","595","590","39900","37590"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","London","Female","190","185","46490","40260"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","London","Male","165","165","46140","40260"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","Outside London","Female","700","630","31450","26310"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","Outside London","Male","695","680","33320","30320"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Environment, Food and Rural Affairs","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for International Trade","London","Female","500","490","47570","41650"
"In post","2023","Unknown","Department for International Trade","London","Male","475","475","50150","43130"
"In post","2023","Unknown","Department for International Trade","Outside London","Female","135","130","41880","40600"
"In post","2023","Unknown","Department for International Trade","Outside London","Male","120","120","43240","42220"
"In post","2023","Unknown","Department for International Trade","Overseas","Female","50","50","55980","54100"
"In post","2023","Unknown","Department for International Trade","Overseas","Male","120","120","58390","56240"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","London","Female","135","130","49210","42210"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","London","Male","130","130","51500","54630"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Outside London","Female","110","100","39330","34810"
"In post","2023","Unknown","Department for Levelling Up, Housing and Communities","Outside London","Male","105","100","41910","39520"
"In post","2023","Unknown","Department for Transport","London","Female","290","280","47180","43750"
"In post","2023","Unknown","Department for Transport","London","Male","410","400","45200","43320"
"In post","2023","Unknown","Department for Transport","Outside London","Female","895","815","26920","22500"
"In post","2023","Unknown","Department for Transport","Outside London","Male","1235","1205","30150","27190"
"In post","2023","Unknown","Department for Transport","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Transport","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2023","Unknown","Department for Work and Pensions","London","Female","245","235","40450","32520"
"In post","2023","Unknown","Department for Work and Pensions","London","Male","190","185","41680","32520"
"In post","2023","Unknown","Department for Work and Pensions","Outside London","Female","1270","1165","28540","28120"
"In post","2023","Unknown","Department for Work and Pensions","Outside London","Male","1120","1105","32000","28120"
