"Status","Year","Organisation","Parent_department","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","Food Standards Agency","Food Standards Agency","North West (England)","G6/G7","20","20","55010","53110"
"In post","2023","Food Standards Agency","Food Standards Agency","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","North West (England)","SEO/HEO","40","35","35580","35770"
"In post","2023","Food Standards Agency","Food Standards Agency","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Northern Ireland","G6/G7","25","25","55110","53110"
"In post","2023","Food Standards Agency","Food Standards Agency","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Northern Ireland","SEO/HEO","80","75","35490","37720"
"In post","2023","Food Standards Agency","Food Standards Agency","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","South East (England)","EO","15","15","29590","30540"
"In post","2023","Food Standards Agency","Food Standards Agency","South East (England)","G6/G7","30","30","58530","57250"
"In post","2023","Food Standards Agency","Food Standards Agency","South East (England)","SCS level","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","South East (England)","SEO/HEO","65","65","38830","40750"
"In post","2023","Food Standards Agency","Food Standards Agency","South West (England)","EO","60","55","27990","28090"
"In post","2023","Food Standards Agency","Food Standards Agency","South West (England)","G6/G7","25","20","54400","53110"
"In post","2023","Food Standards Agency","Food Standards Agency","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","South West (England)","SEO/HEO","50","50","36190","38100"
"In post","2023","Food Standards Agency","Food Standards Agency","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Wales","EO","40","40","28050","28090"
"In post","2023","Food Standards Agency","Food Standards Agency","Wales","G6/G7","25","20","55330","53110"
"In post","2023","Food Standards Agency","Food Standards Agency","Wales","SCS level","5","5","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Wales","SEO/HEO","90","85","35780","37720"
"In post","2023","Food Standards Agency","Food Standards Agency","West Midlands (England)","EO","45","45","28060","28090"
"In post","2023","Food Standards Agency","Food Standards Agency","West Midlands (England)","G6/G7","15","15","54250","53110"
"In post","2023","Food Standards Agency","Food Standards Agency","West Midlands (England)","SEO/HEO","60","60","35020","33120"
"In post","2023","Food Standards Agency","Food Standards Agency","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Yorkshire and The Humber","EO","70","65","28080","28090"
"In post","2023","Food Standards Agency","Food Standards Agency","Yorkshire and The Humber","G6/G7","60","60","55100","53110"
"In post","2023","Food Standards Agency","Food Standards Agency","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Agency","Food Standards Agency","Yorkshire and The Humber","SEO/HEO","165","160","35280","36550"
"In post","2023","Food Standards Scotland","Scottish Government","Scotland","AA/AO","10","10","25740","26600"
"In post","2023","Food Standards Scotland","Scottish Government","Scotland","EO","95","90","30710","31190"
"In post","2023","Food Standards Scotland","Scottish Government","Scotland","G6/G7","30","30","61980","58850"
"In post","2023","Food Standards Scotland","Scottish Government","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Food Standards Scotland","Scottish Government","Scotland","SEO/HEO","150","145","39330","38330"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","AA/AO","155","150","28690","28950"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","EO","425","415","32580","32570"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","G6/G7","1900","1845","62030","60430"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","SCS level","315","310","87180","79470"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","London","SEO/HEO","1595","1575","40390","40250"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","AA/AO","20","20","26330","23950"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","EO","40","40","28000","28530"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","G6/G7","1025","1020","59480","57930"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","SCS level","245","245","87200","77480"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","SEO/HEO","775","775","36260","35250"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Scotland","AA/AO","70","70","23920","23950"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Scotland","EO","115","110","27200","26900"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Scotland","G6/G7","290","275","56420","54200"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Scotland","SCS level","15","15","82910","79210"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Scotland","SEO/HEO","355","345","38480","37950"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","South East (England)","AA/AO","110","105","25750","25700"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","South East (England)","EO","60","60","28390","28090"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","South East (England)","G6/G7","25","25","61830","60120"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","South East (England)","SEO/HEO","65","65","38870","37170"
"In post","2023","Forestry and Land Scotland","Scottish Government","Scotland","AA/AO","515","495","27910","28140"
"In post","2023","Forestry and Land Scotland","Scottish Government","Scotland","EO","290","280","33480","33260"
"In post","2023","Forestry and Land Scotland","Scottish Government","Scotland","G6/G7","35","35","64610","62270"
"In post","2023","Forestry and Land Scotland","Scottish Government","Scotland","SCS level","5","5","[c]","[c]"
"In post","2023","Forestry and Land Scotland","Scottish Government","Scotland","SEO/HEO","260","245","43000","41500"
"In post","2023","Government Actuary's Department","Chancellor's other departments","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Chancellor's other departments","London","EO","25","25","30600","30090"
"In post","2023","Government Actuary's Department","Chancellor's other departments","London","G6/G7","115","105","88630","83190"
"In post","2023","Government Actuary's Department","Chancellor's other departments","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Chancellor's other departments","London","SEO/HEO","55","55","42700","41870"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Scotland","G6/G7","10","10","79740","71780"
"In post","2023","Government Actuary's Department","Chancellor's other departments","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","East Midlands (England)","G6/G7","15","15","73080","71930"
"In post","2023","Government Commercial Organisation","Cabinet Office","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","East of England","G6/G7","30","30","67790","66390"
"In post","2023","Government Commercial Organisation","Cabinet Office","East of England","SCS level","5","5","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","London","G6/G7","505","500","67770","66270"
"In post","2023","Government Commercial Organisation","Cabinet Office","London","SCS level","125","125","127070","123930"
"In post","2023","Government Commercial Organisation","Cabinet Office","London","SEO/HEO","15","15","42240","41410"
"In post","2023","Government Commercial Organisation","Cabinet Office","North East (England)","G6/G7","30","30","67690","65500"
"In post","2023","Government Commercial Organisation","Cabinet Office","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","North West (England)","G6/G7","180","180","67120","66270"
"In post","2023","Government Commercial Organisation","Cabinet Office","North West (England)","SCS level","20","20","101270","96100"
"In post","2023","Government Commercial Organisation","Cabinet Office","North West (England)","SEO/HEO","20","20","38980","38280"
"In post","2023","Government Commercial Organisation","Cabinet Office","Scotland","G6/G7","50","50","69970","68700"
"In post","2023","Government Commercial Organisation","Cabinet Office","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","South East (England)","G6/G7","60","60","71230","69300"
"In post","2023","Government Commercial Organisation","Cabinet Office","South East (England)","SCS level","10","10","116540","116500"
"In post","2023","Government Commercial Organisation","Cabinet Office","South East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","South West (England)","G6/G7","85","85","67750","66270"
"In post","2023","Government Commercial Organisation","Cabinet Office","South West (England)","SCS level","25","25","118580","116120"
"In post","2023","Government Commercial Organisation","Cabinet Office","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","Wales","G6/G7","15","15","64170","65500"
"In post","2023","Government Commercial Organisation","Cabinet Office","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","West Midlands (England)","G6/G7","70","70","69810","67120"
"In post","2023","Government Commercial Organisation","Cabinet Office","West Midlands (England)","SCS level","10","10","143690","145260"
"In post","2023","Government Commercial Organisation","Cabinet Office","West Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Government Commercial Organisation","Cabinet Office","Yorkshire and The Humber","G6/G7","150","145","65700","65500"
"In post","2023","Government Commercial Organisation","Cabinet Office","Yorkshire and The Humber","SCS level","10","10","121480","123010"
"In post","2023","Government Commercial Organisation","Cabinet Office","Yorkshire and The Humber","SEO/HEO","10","10","39490","38470"
"In post","2023","Government Internal Audit Agency","HM Treasury","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","East of England","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","London","EO","15","15","30510","29510"
"In post","2023","Government Internal Audit Agency","HM Treasury","London","G6/G7","65","60","60230","59430"
"In post","2023","Government Internal Audit Agency","HM Treasury","London","SCS level","10","10","93620","89480"
"In post","2023","Government Internal Audit Agency","HM Treasury","London","SEO/HEO","85","80","43210","43160"
"In post","2023","Government Internal Audit Agency","HM Treasury","North East (England)","G6/G7","10","10","56520","56190"
"In post","2023","Government Internal Audit Agency","HM Treasury","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","North East (England)","SEO/HEO","10","10","41880","42700"
"In post","2023","Government Internal Audit Agency","HM Treasury","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","North West (England)","G6/G7","15","15","55230","51350"
"In post","2023","Government Internal Audit Agency","HM Treasury","North West (England)","SCS level","5","5","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","North West (England)","SEO/HEO","35","30","39670","42700"
"In post","2023","Government Internal Audit Agency","HM Treasury","Scotland","G6/G7","5","5","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","South East (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","South West (England)","G6/G7","20","20","55670","55210"
"In post","2023","Government Internal Audit Agency","HM Treasury","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","South West (England)","SEO/HEO","20","20","41880","42700"
"In post","2023","Government Internal Audit Agency","HM Treasury","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Unknown","SEO/HEO","15","15","41690","43160"
"In post","2023","Government Internal Audit Agency","HM Treasury","Wales","G6/G7","20","15","56550","53360"
"In post","2023","Government Internal Audit Agency","HM Treasury","Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","West Midlands (England)","G6/G7","15","15","56860","54920"
"In post","2023","Government Internal Audit Agency","HM Treasury","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","West Midlands (England)","SEO/HEO","20","15","40340","42700"
"In post","2023","Government Internal Audit Agency","HM Treasury","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Yorkshire and The Humber","G6/G7","30","25","56980","57060"
"In post","2023","Government Internal Audit Agency","HM Treasury","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Internal Audit Agency","HM Treasury","Yorkshire and The Humber","SEO/HEO","30","30","37170","35700"
"In post","2023","Government Legal Department","Attorney General's Departments","London","AA/AO","40","40","24860","24770"
"In post","2023","Government Legal Department","Attorney General's Departments","London","EO","335","320","29240","28170"
"In post","2023","Government Legal Department","Attorney General's Departments","London","G6/G7","1595","1470","61440","65650"
"In post","2023","Government Legal Department","Attorney General's Departments","London","SCS level","200","190","85270","80270"
"In post","2023","Government Legal Department","Attorney General's Departments","London","SEO/HEO","260","255","38520","38860"
"In post","2023","Government Legal Department","Attorney General's Departments","North West (England)","G6/G7","10","5","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","South West (England)","G6/G7","65","55","58040","55470"
"In post","2023","Government Legal Department","Attorney General's Departments","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Yorkshire and The Humber","EO","15","15","28420","26680"
"In post","2023","Government Legal Department","Attorney General's Departments","Yorkshire and The Humber","G6/G7","110","100","57740","54170"
"In post","2023","Government Legal Department","Attorney General's Departments","Yorkshire and The Humber","SCS level","10","10","[c]","[c]"
"In post","2023","Government Legal Department","Attorney General's Departments","Yorkshire and The Humber","SEO/HEO","30","30","36950","35980"
"In post","2023","Government Property Agency","Cabinet Office","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","East Midlands (England)","G6/G7","20","20","57840","56520"
"In post","2023","Government Property Agency","Cabinet Office","East Midlands (England)","SEO/HEO","10","10","36150","35400"
"In post","2023","Government Property Agency","Cabinet Office","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","London","EO","10","5","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","London","G6/G7","60","60","59570","56220"
"In post","2023","Government Property Agency","Cabinet Office","London","SCS level","10","10","96970","92380"
"In post","2023","Government Property Agency","Cabinet Office","London","SEO/HEO","35","35","39380","40000"
"In post","2023","Government Property Agency","Cabinet Office","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","North West (England)","G6/G7","25","25","54750","51020"
"In post","2023","Government Property Agency","Cabinet Office","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","North West (England)","SEO/HEO","15","15","36360","38340"
"In post","2023","Government Property Agency","Cabinet Office","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","South West (England)","G6/G7","15","15","56220","53860"
"In post","2023","Government Property Agency","Cabinet Office","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","South West (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","West Midlands (England)","EO","10","10","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","West Midlands (England)","G6/G7","35","35","53430","52270"
"In post","2023","Government Property Agency","Cabinet Office","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","West Midlands (England)","SEO/HEO","35","35","36070","36870"
"In post","2023","Government Property Agency","Cabinet Office","Yorkshire and The Humber","G6/G7","40","40","55710","54100"
"In post","2023","Government Property Agency","Cabinet Office","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","Government Property Agency","Cabinet Office","Yorkshire and The Humber","SEO/HEO","20","20","37800","38420"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","East Midlands (England)","AA/AO","1040","905","21520","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","East Midlands (England)","EO","240","225","25880","25830"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","East Midlands (England)","G6/G7","55","55","56260","53430"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","East Midlands (England)","SEO/HEO","190","180","35920","35410"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","East of England","AA/AO","635","545","21690","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","East of England","EO","170","160","26240","25830"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","East of England","G6/G7","40","40","59050","59590"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","East of England","SCS level","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","East of England","SEO/HEO","165","155","37050","37680"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","London","AA/AO","1915","1745","25000","25480"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","London","EO","795","765","29760","29660"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","London","G6/G7","285","275","61430","59140"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","London","SCS level","35","35","88380","86310"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","London","SEO/HEO","840","810","40200","37180"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","North East (England)","AA/AO","375","310","21510","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","North East (England)","EO","110","105","25880","25830"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","North East (England)","G6/G7","30","25","56930","53470"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","North East (England)","SEO/HEO","135","125","37480","37680"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","North West (England)","AA/AO","1230","1070","21400","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","North West (England)","EO","370","355","25930","25830"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","North West (England)","G6/G7","90","90","56130","51770"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","North West (England)","SEO/HEO","395","375","36040","37680"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Scotland","AA/AO","110","100","21580","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Scotland","EO","20","20","26130","25830"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Scotland","G6/G7","10","10","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Scotland","SEO/HEO","40","40","33920","31270"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","South East (England)","AA/AO","755","640","21440","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","South East (England)","EO","230","215","26130","25830"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","South East (England)","G6/G7","45","45","58470","55860"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","South East (England)","SCS level","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","South East (England)","SEO/HEO","230","210","37300","37680"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","South West (England)","AA/AO","595","510","21360","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","South West (England)","EO","155","150","25960","25830"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","South West (England)","G6/G7","35","35","55680","52280"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","South West (England)","SCS level","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","South West (England)","SEO/HEO","155","145","36740","37680"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Unknown","AA/AO","20","15","22030","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Wales","AA/AO","655","580","21560","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Wales","EO","155","145","25870","25830"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Wales","G6/G7","45","45","56140","51770"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Wales","SEO/HEO","175","160","35810","37680"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","West Midlands (England)","AA/AO","1390","1215","21570","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","West Midlands (England)","EO","320","305","25890","25830"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","West Midlands (England)","G6/G7","55","50","55870","51770"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","West Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","West Midlands (England)","SEO/HEO","280","265","36240","37680"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Yorkshire and The Humber","AA/AO","720","600","21430","21780"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Yorkshire and The Humber","EO","195","175","25890","25830"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Yorkshire and The Humber","G6/G7","50","50","55630","51770"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Yorkshire and The Humber","SEO/HEO","205","190","36310","37680"
"In post","2023","HM Courts and Tribunals Service","Ministry of Justice","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","London","G6/G7","10","10","63610","62460"
"In post","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Yorkshire and The Humber","G6/G7","10","10","59380","58480"
"In post","2023","HM Crown Prosecution Service Inspectorate","Attorney General's Departments","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","East Midlands (England)","AA/AO","185","175","23300","23390"
"In post","2023","HM Land Registry","HM Land Registry","East Midlands (England)","EO","360","325","28130","28080"
