"Status","Year","Organisation","Parent_department","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2023","HM Land Registry","HM Land Registry","East Midlands (England)","G6/G7","50","50","60570","58140"
"In post","2023","HM Land Registry","HM Land Registry","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","East Midlands (England)","SEO/HEO","310","280","37570","34850"
"In post","2023","HM Land Registry","HM Land Registry","East of England","AA/AO","85","80","23390","23390"
"In post","2023","HM Land Registry","HM Land Registry","East of England","EO","95","85","28130","28080"
"In post","2023","HM Land Registry","HM Land Registry","East of England","G6/G7","10","10","62840","61730"
"In post","2023","HM Land Registry","HM Land Registry","East of England","SEO/HEO","120","105","37660","34850"
"In post","2023","HM Land Registry","HM Land Registry","London","AA/AO","45","45","26770","26760"
"In post","2023","HM Land Registry","HM Land Registry","London","EO","110","100","31860","31680"
"In post","2023","HM Land Registry","HM Land Registry","London","G6/G7","50","50","69880","70030"
"In post","2023","HM Land Registry","HM Land Registry","London","SCS level","10","10","100730","90780"
"In post","2023","HM Land Registry","HM Land Registry","London","SEO/HEO","180","170","42170","43020"
"In post","2023","HM Land Registry","HM Land Registry","North East (England)","AA/AO","225","210","23390","23390"
"In post","2023","HM Land Registry","HM Land Registry","North East (England)","EO","305","280","28080","28080"
"In post","2023","HM Land Registry","HM Land Registry","North East (England)","G6/G7","20","20","60200","58010"
"In post","2023","HM Land Registry","HM Land Registry","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","North East (England)","SEO/HEO","195","180","36920","34850"
"In post","2023","HM Land Registry","HM Land Registry","North West (England)","AA/AO","275","255","23390","23390"
"In post","2023","HM Land Registry","HM Land Registry","North West (England)","EO","350","305","28110","28080"
"In post","2023","HM Land Registry","HM Land Registry","North West (England)","G6/G7","45","40","61730","61730"
"In post","2023","HM Land Registry","HM Land Registry","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","North West (England)","SEO/HEO","315","280","37190","34850"
"In post","2023","HM Land Registry","HM Land Registry","South West (England)","AA/AO","305","280","23300","23390"
"In post","2023","HM Land Registry","HM Land Registry","South West (England)","EO","500","435","28870","28080"
"In post","2023","HM Land Registry","HM Land Registry","South West (England)","G6/G7","85","80","60670","57880"
"In post","2023","HM Land Registry","HM Land Registry","South West (England)","SCS level","5","5","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","South West (England)","SEO/HEO","630","570","39610","39460"
"In post","2023","HM Land Registry","HM Land Registry","Wales","AA/AO","210","195","23410","23390"
"In post","2023","HM Land Registry","HM Land Registry","Wales","EO","350","320","28110","28080"
"In post","2023","HM Land Registry","HM Land Registry","Wales","G6/G7","25","25","60430","58140"
"In post","2023","HM Land Registry","HM Land Registry","Wales","SEO/HEO","260","225","37250","34850"
"In post","2023","HM Land Registry","HM Land Registry","West Midlands (England)","AA/AO","165","155","23390","23390"
"In post","2023","HM Land Registry","HM Land Registry","West Midlands (England)","EO","245","220","28130","28080"
"In post","2023","HM Land Registry","HM Land Registry","West Midlands (England)","G6/G7","30","25","61290","61730"
"In post","2023","HM Land Registry","HM Land Registry","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","West Midlands (England)","SEO/HEO","190","170","37510","34850"
"In post","2023","HM Land Registry","HM Land Registry","Yorkshire and The Humber","AA/AO","95","90","23390","23390"
"In post","2023","HM Land Registry","HM Land Registry","Yorkshire and The Humber","EO","145","130","28110","28080"
"In post","2023","HM Land Registry","HM Land Registry","Yorkshire and The Humber","G6/G7","10","10","64030","62490"
"In post","2023","HM Land Registry","HM Land Registry","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Land Registry","HM Land Registry","Yorkshire and The Humber","SEO/HEO","110","95","37050","34850"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","East Midlands (England)","AA/AO","2800","2635","28400","28880"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","East Midlands (England)","EO","680","655","32190","34170"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","East Midlands (England)","G6/G7","65","65","74910","73030"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","East Midlands (England)","SCS level","5","5","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","East Midlands (England)","SEO/HEO","725","695","41630","40660"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","East Midlands (England)","Unknown","1785","1650","29740","29050"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","East of England","AA/AO","3110","2925","28680","28880"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","East of England","EO","635","615","32890","34170"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","East of England","G6/G7","80","80","74920","70230"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","East of England","SCS level","10","10","100560","106090"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","East of England","SEO/HEO","715","690","41470","40660"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","East of England","Unknown","1935","1780","29460","26840"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","London","AA/AO","2930","2815","32280","33800"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","London","EO","850","830","36020","37580"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","London","G6/G7","300","295","73350","71410"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","London","SCS level","30","30","94280","87970"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","London","SEO/HEO","1030","1005","45730","44950"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","London","Unknown","2395","2270","35160","33050"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","North East (England)","AA/AO","2085","1930","29010","29890"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","North East (England)","EO","420","390","33280","35430"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","North East (England)","G6/G7","35","35","75930","68140"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","North East (England)","SEO/HEO","445","425","41790","40660"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","North East (England)","Unknown","1315","1230","29930","29050"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","North West (England)","AA/AO","3555","3325","28520","28880"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","North West (England)","EO","820","765","32760","34170"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","North West (England)","G6/G7","100","95","73920","70000"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","North West (England)","SCS level","10","10","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","North West (England)","SEO/HEO","915","865","41730","40660"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","North West (England)","Unknown","3620","3415","29640","26840"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","South East (England)","AA/AO","4455","4255","29680","30880"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","South East (England)","EO","1125","1070","33640","34170"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","South East (England)","G6/G7","90","90","75340","70230"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","South East (England)","SCS level","5","5","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","South East (England)","SEO/HEO","1080","1025","42510","40660"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","South East (England)","Unknown","2440","2245","30370","29050"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","South West (England)","AA/AO","2100","1960","28390","28880"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","South West (England)","EO","475","450","32530","34170"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","South West (England)","G6/G7","55","55","72980","70000"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","South West (England)","SCS level","5","5","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","South West (England)","SEO/HEO","550","510","41520","40660"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","South West (England)","Unknown","1725","1570","29790","26840"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Unknown","AA/AO","60","60","26890","28880"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Unknown","Unknown","5","5","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Wales","AA/AO","1205","1140","28410","28880"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Wales","EO","315","300","32460","34170"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Wales","G6/G7","40","40","69660","68030"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Wales","SCS level","5","5","[c]","[c]"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Wales","SEO/HEO","370","355","40620","39720"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","Wales","Unknown","1630","1535","29900","29050"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","West Midlands (England)","AA/AO","2720","2585","28330","28880"
"In post","2023","HM Prison and Probation Service","Ministry of Justice","West Midlands (England)","EO","680","660","32890","34170"
