"Status","Year","Disability","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared non-disabled","Security","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Department for Work and Pensions (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Estyn","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Government Legal Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Home Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Home Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Legal Aid Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Met Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Ministry of Defence (excl. agencies)","Outside London","35","[c]","30330","27500"
"New entrant CS","2023","Declared non-disabled","Security","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Ministry of Justice (excl. agencies)","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","UK Statistics Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Animal and Plant Health Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Central Civil Service Fast Stream","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Central Civil Service Fast Stream","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Central Civil Service Fast Stream","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Crown Prosecution Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Crown Prosecution Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Defence Science and Technology Laboratory","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Department for Work and Pensions (excl. agencies)","London","45","[c]","38230","39150"
"New entrant CS","2023","Declared non-disabled","Unknown","Department for Work and Pensions (excl. agencies)","Outside London","165","[c]","28630","28120"
"New entrant CS","2023","Declared non-disabled","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Disclosure Scotland","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Education Scotland","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Food Standards Scotland","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","HM Revenue and Customs (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Institute for Apprenticeships and Technical Education","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Met Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Ministry of Defence (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","National Records of Scotland","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Office of Gas and Electricity Markets","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Revenue Scotland","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","Outside London","195","[c]","41800","41640"
"New entrant CS","2023","Declared non-disabled","Unknown","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Scottish Public Pensions Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Social Security Scotland","Outside London","460","[c]","30470","29100"
"New entrant CS","2023","Declared non-disabled","Unknown","Student Awards Agency for Scotland","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Transport Scotland","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Unknown","Welsh Government (excl. agencies)","Outside London","220","[c]","35250","32460"
"New entrant CS","2023","Undeclared","Analysis","Active Travel England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Central Civil Service Fast Stream","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Department for Digital, Culture, Media and Sport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Undeclared","Analysis","Department for Education (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
