"Status","Year","Disability","Function_of_post","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared non-disabled","No function","Crown Office and Procurator Fiscal Service","Outside London","135","[c]","25620","22180"
"New entrant CS","2023","Declared non-disabled","No function","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Defence Equipment and Support","Outside London","320","[c]","34660","33250"
"New entrant CS","2023","Declared non-disabled","No function","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","80","[c]","38020","35940"
"New entrant CS","2023","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","95","[c]","37370","31120"
"New entrant CS","2023","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","London","50","[c]","34880","35040"
"New entrant CS","2023","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Department for Education (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Department for Education (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","185","[c]","40310","35400"
"New entrant CS","2023","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","145","[c]","39350","37300"
"New entrant CS","2023","Declared non-disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Department for International Trade","London","85","[c]","39700","35010"
"New entrant CS","2023","Declared non-disabled","No function","Department for International Trade","Outside London","170","[c]","41720","40860"
"New entrant CS","2023","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","London","45","[c]","40690","34310"
"New entrant CS","2023","Declared non-disabled","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","30","[c]","39610","31290"
"New entrant CS","2023","Declared non-disabled","No function","Department for Transport (excl. agencies)","London","70","[c]","38650","35400"
"New entrant CS","2023","Declared non-disabled","No function","Department for Transport (excl. agencies)","Outside London","30","[c]","38720","31350"
"New entrant CS","2023","Declared non-disabled","No function","Department for Work and Pensions (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Department for Work and Pensions (excl. agencies)","Outside London","1095","[c]","24740","21690"
"New entrant CS","2023","Declared non-disabled","No function","Department for Work and Pensions (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Department of Health and Social Care (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Department of Health and Social Care (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Driver and Vehicle Licensing Agency","Outside London","410","[c]","21870","22500"
"New entrant CS","2023","Declared non-disabled","No function","Driver and Vehicle Standards Agency","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Driver and Vehicle Standards Agency","Outside London","170","[c]","26500","26780"
"New entrant CS","2023","Declared non-disabled","No function","Education and Skills Funding Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Education and Skills Funding Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Food Standards Agency","Outside London","40","[c]","32950","30960"
"New entrant CS","2023","Declared non-disabled","No function","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Government Internal Audit Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","HM Courts and Tribunals Service","London","105","[c]","27160","25480"
"New entrant CS","2023","Declared non-disabled","No function","HM Courts and Tribunals Service","Outside London","705","[c]","22160","21780"
"New entrant CS","2023","Declared non-disabled","No function","HM Courts and Tribunals Service","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","HM Land Registry","Outside London","40","[c]","24450","23390"
"New entrant CS","2023","Declared non-disabled","No function","HM Prison and Probation Service","London","535","[c]","30470","28820"
"New entrant CS","2023","Declared non-disabled","No function","HM Prison and Probation Service","Outside London","6080","[c]","26030","24070"
"New entrant CS","2023","Declared non-disabled","No function","HM Prison and Probation Service","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","London","50","[c]","34780","29450"
"New entrant CS","2023","Declared non-disabled","No function","HM Revenue and Customs (excl. agencies)","Outside London","990","[c]","24660","22520"
"New entrant CS","2023","Declared non-disabled","No function","HM Treasury (excl. agencies)","London","75","[c]","31290","28500"
"New entrant CS","2023","Declared non-disabled","No function","HM Treasury (excl. agencies)","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Health and Safety Executive","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Health and Safety Executive","Outside London","175","[c]","32540","27320"
"New entrant CS","2023","Declared non-disabled","No function","Home Office","London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Home Office","Outside London","80","[c]","24820","22400"
"New entrant CS","2023","Declared non-disabled","No function","Home Office","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Legal Aid Agency","Outside London","30","[c]","22030","21780"
"New entrant CS","2023","Declared non-disabled","No function","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Maritime and Coastguard Agency","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Ministry of Defence (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Ministry of Defence (excl. agencies)","Outside London","115","[c]","29290","22220"
"New entrant CS","2023","Declared non-disabled","No function","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Ministry of Justice (excl. agencies)","London","65","[c]","37400","35410"
"New entrant CS","2023","Declared non-disabled","No function","Ministry of Justice (excl. agencies)","Outside London","30","[c]","30770","25830"
"New entrant CS","2023","Declared non-disabled","No function","National Crime Agency","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","National Crime Agency","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","London","50","[c]","54040","52750"
"New entrant CS","2023","Declared non-disabled","No function","Office for Standards in Education, Children's Services and Skills","Outside London","285","[c]","55210","52750"
"New entrant CS","2023","Declared non-disabled","No function","Office of Gas and Electricity Markets","London","75","[c]","40240","33400"
"New entrant CS","2023","Declared non-disabled","No function","Office of Gas and Electricity Markets","Outside London","80","[c]","29720","25000"
"New entrant CS","2023","Declared non-disabled","No function","Office of Qualifications and Examinations Regulation","Outside London","50","[c]","38740","34000"
"New entrant CS","2023","Declared non-disabled","No function","Office of Rail and Road","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Office of Rail and Road","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Office of the Public Guardian","Outside London","115","[c]","22410","21780"
"New entrant CS","2023","Declared non-disabled","No function","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Planning Inspectorate","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Planning Inspectorate","Outside London","95","[c]","39440","41840"
"New entrant CS","2023","Declared non-disabled","No function","Registers of Scotland","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Scottish Courts and Tribunals Service","Outside London","165","[c]","23750","23190"
"New entrant CS","2023","Declared non-disabled","No function","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","The Insolvency Service","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","The National Archives","London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","UK Health Security Agency","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","UK Health Security Agency","Outside London","30","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","UK Hydrographic Office","Outside London","35","[c]","30410","27610"
"New entrant CS","2023","Declared non-disabled","No function","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","UK Statistics Authority","Outside London","235","[c]","23930","21200"
"New entrant CS","2023","Declared non-disabled","No function","Vehicle Certification Agency","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Veterinary Medicines Directorate","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Water Services Regulation Authority","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","No function","Water Services Regulation Authority","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Active Travel England","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Animal and Plant Health Agency","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Building Digital UK","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Building Digital UK","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Central Civil Service Fast Stream","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Central Civil Service Fast Stream","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Centre for Environment, Fisheries and Aquaculture Science","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Charity Commission","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Companies House","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Competition and Markets Authority","London","55","[c]","45440","34110"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Competition and Markets Authority","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Defence Equipment and Support","Outside London","70","[c]","36750","32900"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Defence Science and Technology Laboratory","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Department for Education (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Department for Education (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Department for International Trade","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Department for International Trade","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Department for Transport (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Department for Work and Pensions (excl. agencies)","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Department for Work and Pensions (excl. agencies)","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Driver and Vehicle Licensing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Estyn","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Government Actuary's Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Government Legal Department","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","HM Land Registry","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","HM Land Registry","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","HM Revenue and Customs (excl. agencies)","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","HM Revenue and Customs (excl. agencies)","Outside London","75","[c]","39810","34400"
"New entrant CS","2023","Declared non-disabled","Project Delivery","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Health and Safety Executive","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Home Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Home Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Medicines and Healthcare Products Regulatory Agency","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Medicines and Healthcare Products Regulatory Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Met Office","Outside London","65","[c]","33160","37420"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Ministry of Defence (excl. agencies)","Outside London","30","[c]","38080","33830"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Ministry of Justice (excl. agencies)","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Ministry of Justice (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Office of Gas and Electricity Markets","London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Office of Gas and Electricity Markets","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Queen Elizabeth II Centre","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Rural Payments Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Standards and Testing Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Submarine Delivery Agency","Outside London","75","[c]","36990","33000"
"New entrant CS","2023","Declared non-disabled","Project Delivery","The Insolvency Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","UK Export Finance","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","UK Space Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","UK Statistics Authority","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Valuation Office Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Project Delivery","Wilton Park","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Cabinet Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Cabinet Office (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Central Civil Service Fast Stream","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Central Civil Service Fast Stream","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Companies House","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","35","[c]","36800","29700"
"New entrant CS","2023","Declared non-disabled","Property","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Department for Transport (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Department for Work and Pensions (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Department for Work and Pensions (excl. agencies)","Outside London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Driver and Vehicle Licensing Agency","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Driver and Vehicle Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Government Property Agency","London","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Government Property Agency","Outside London","40","[c]","48390","41460"
"New entrant CS","2023","Declared non-disabled","Property","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","HM Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","HM Revenue and Customs (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","HM Revenue and Customs (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Health and Safety Executive","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Home Office","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Home Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Intellectual Property Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Maritime and Coastguard Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Met Office","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Ministry of Defence (excl. agencies)","Outside London","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Ministry of Justice (excl. agencies)","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Ministry of Justice (excl. agencies)","Outside London","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","National Crime Agency","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Scottish Courts and Tribunals Service","Outside London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Submarine Delivery Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","The National Archives","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","UK Health Security Agency","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Valuation Office Agency","London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Property","Valuation Office Agency","Outside London","150","[c]","24490","22520"
"New entrant CS","2023","Declared non-disabled","Security","Cabinet Office (excl. agencies)","London","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Cabinet Office (excl. agencies)","Outside London","105","[c]","28140","24330"
"New entrant CS","2023","Declared non-disabled","Security","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Defence Equipment and Support","Outside London","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Defence Science and Technology Laboratory","Outside London","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Security","Department for Digital, Culture, Media and Sport (excl. agencies)","London","[c]","[c]","[c]","[c]"
